verdict	name	region	city	url	note
OK	Pressure Brazilian Jiu-Jitsu Academy	VA	Harrisonburg	https://m.facebook.com/pressurebjj17/about/	Live FB page, BJJ and no-gi schedule listed
OK	Quincy Brazilian JiuJitsu	CA	Quincy	https://www.facebook.com/p/Quincy-Brazilian-JiuJitsu-100057115883887/	1690 E. Main Street, Quincy, CA 95971
OK	RH Studios BJJ	PA	Philadelphia	https://www.instagram.com/rhstudios_bjj/	Live IG, BJJ black belt, 677 posts
STRIKING_ONLY	Real Fighters Gym, LLC	KY	Louisville	https://www.realfightersgym.com/	Programs page: kickboxing and Muay Thai only
OK	Renegade BJJ and MMA	CO	Greeley	https://www.facebook.com/Rbjjmma	Live FB page, class schedule, 569 followers
UNSURE	Renegade Combat Sports Club	VA	Fredericksburg	https://www.renegadecombatsports.com/	Bot-guard wall, empty body, unreadable
OK	Renzo Gracie PEI Lot 36	PE	Charlottetown	https://www.facebook.com/p/Renzo-Gracie-PEI-Lot-36-100069410847003	Charlottetown, PE, Canada C1B2Z2
OK	Renzo Gracie Ramapo Valley	NJ	Mahwah	https://ramapovalleyjiujitsu.com/	New location in Mahwah; gi, no-gi classes
OK	Resilience Brazilian Jiu-Jitsu Academy	CA	Visalia	https://www.facebook.com/resiliencebrazilianjiujitsu/	6624 W. Pershing Ave., Visalia, CA 93291
STRIKING_ONLY	Revolution Modern Martial Arts	NC	Clayton	https://revolutionselfdefense.com/	Karate programs only; BJJ named only comparatively
DEAD	Rey Diogo Brazilian Jiu Jitsu	CA	Los Angeles	https://www.reydiogojiujitsu.com/	WordPress critical error, no content, both host forms
REPOINT	Ric Centron Brazilian Jiu Jitsu Academy	AZ	Chandler	https://riccentronbjj.com/	Rebranded: https://generationalgrapplingclub.com/ Chandler AZ
