verdict	id	region	name	city	url	action	evidence	source_url
CONFIRMED	3	FL	GB Boca Raton	Boca Raton	https://gbbocaraton.com/	SET_OVERRIDE	Body carries Gracie Barra branding with kids/women/adults BJJ programs and contact block "1141 S Rogers Cir Suite 1, Boca Raton, FL 33487"; DNS A 195.179.239.15. Stored braziliantopteamflorida.com is alive but 301s to Brazilian Top Team Boca Raton, a different academy.	https://gbbocaraton.com/
DEAD	9	FL	Cali Style MMA	Cape Coral		KEEP_BLANK	Both calistylemma.com and www.calistylemma.com return DNS Status 3 (NXDOMAIN) with SOA from the .com zone, even though two separate search summaries still assert the site is live.	https://dns.google/resolve?name=calistylemma.com&type=A
DEAD	15	FL	Marcelo Meleiro BJJ – Nova Uniao South Florida	Dania Beach		KEEP_BLANK	novauniaosouthflorida.com returns DNS Status 3 (NXDOMAIN); the only live successor read, 305grappling.com, names Marcelo Meleiro but is located at 10 NW 32nd St Miami FL 33127, not Dania Beach.	https://dns.google/resolve?name=novauniaosouthflorida.com&type=A
CONFIRMED	21	FL	Destin Academy of Mixed Martial Arts	Destin	https://www.destinmma.com/	SET_OVERRIDE	About page reads "Since 2003, we've been dedicated to teaching Gracie Jiu-Jitsu and Thai Boxing" with a 3rd Degree Gracie Jiu-Jitsu black belt instructor; DNS A 67.20.76.65. Discrepancy: the site's own address is Miramar Beach FL 32550 (adjacent to Destin), not Destin proper.	https://www.destinmma.com/About/about.html
CONFIRMED	27	FL	GB Hialeah	Hialeah	https://graciebarrahialeah.com/	SET_OVERRIDE	Body has a "GB HIALEAH PROGRAMS" section with kids/adults/women's jiu-jitsu and contact "Address: 1001 W 49th St Suite #6, Hialeah, FL 33012"; DNS A 145.14.146.97.	https://graciebarrahialeah.com/
DEAD	33	FL	Alpha Dogs Martial Arts	Jacksonville		KEEP_BLANK	Both alphadogsmartialarts.com and www.alphadogsmartialarts.com return DNS Status 3 (NXDOMAIN) from the .com zone; aggregator listings still quote the domain but it does not resolve.	https://dns.google/resolve?name=alphadogsmartialarts.com&type=A
CONFIRMED	39	FL	Gracie Jiu-Jitsu Largo	Largo	https://gracielargowest.com/	SET_OVERRIDE	graciejiujitsulargo.com resolves (A 15.197.225.128) and redirects here; footer reads "12662 Starkey Rd, Largo, FL 33773" and "This Certified Gracie Jiu-Jitsu Training Center". Note a separate sister school, Gracie Largo East, sits in Clearwater.	http://graciejiujitsulargo.com/
CONFIRMED	45	FL	Team Alpha Miami	Miami	https://alphamiamigrappling.com/	SET_OVERRIDE	About page names founder Carlos Sainz, black belt under Caio Terra, with footer "850 SW 69th Ave, Miami, FL 33144"; DNS A 151.101.194.159. School now brands as Alpha Miami Grappling but testimonials and the logo file still read Team Alpha.	https://alphamiamigrappling.com/about-us/
WRONG_ENTITY	51	FL	GTK Academy of Martial Arts	Ocala		FLAG	Stored gtkacademy.com is NXDOMAIN; the live same-name site gtkmartialartsacademy.com states in its body "Located at 2105 Palm Bay Road NE #8, Palm Bay, FL 32905" and "the most complete Jiu-Jitsu school in Brevard County" — Palm Bay, not Ocala.	https://www.gtkmartialartsacademy.com/
DEAD	57	FL	Ronin Training Center Orlando	Orlando		KEEP_BLANK	roninorlandofl.com returns DNS Status 3 (NXDOMAIN) with SOA from the .com zone, and no Orlando-based Ronin Training Center site surfaced in search; the Ronin Training Center that does exist online is an Ohio school.	https://dns.google/resolve?name=roninorlandofl.com&type=A
NEEDS_BROWSER	63	FL	Team Gladiator MMA & Fitness	Pine Hills		NEEDS_BROWSER	No website of any kind found for this gym; the only web presence located is two Facebook pages, which web_fetch cannot render, and directory listings suggest the 4823 Silver Star Rd location may have closed.
CONFIRMED	69	FL	GB Saint Augustine	St. Augustine	https://graciebarra.com/saint-augustine-fl/	SET_OVERRIDE	Official Gracie Barra location page headed "GB Saint Augustine" with address "3501 N Ponce De Leon Blvd # K, St. Augustine, FL 32084" and GBK/GB1/GB2/GB3 jiu-jitsu programs; graciebarra.com DNS A 104.26.8.3. Stored gbsaintaugustine.com is NXDOMAIN.	https://graciebarra.com/saint-augustine-fl/
NOT_BJJ	75	FL	American Tigers Martial Arts	Sunrise		FLAG	Body is entirely Taekwondo: owner Orchid Lim's greeting says "we have wonderful taekwondo programs", the banner reads "Taekwondo Classes in Weston, FL", and the program list is Little/Junior Tigers, Teen and Adult, Tae Kwon Do Family Classes, Special Teams and Tiger Camps with no grappling or BJJ; the footer address "159 Weston Road, Sunrise, FL, 33326" does match the record city. Stored americantigers.com resolves but serves an empty body.	https://www.americantigersmartialarts.com/
CONFIRMED	81	FL	GB West Palm Beach	West Palm Beach	https://graciebarrawestpalm.com/	SET_OVERRIDE	Body reads "Gracie Barra West Palm Beach" with age-banded BJJ programs and "721 Village Blvd, West Palm Beach, FL 33409"; DNS A 172.67.136.187. Warning: the alternative candidate gbwestpalm.com served a complete, convincing page but is NXDOMAIN for both A and NS.	https://graciebarrawestpalm.com/
DEAD	87	QC	Action & Reaction MMA	Laval		KEEP_BLANK	actionreactionmma.ca returns DNS Status 3 (NXDOMAIN) with SOA from the .ca zone; actionreactionmma.com is a live Ontario chain whose body lists only Toronto, Pickering, Markham and Woodbridge locations and no Laval site.	https://actionreactionmma.com/locations-and-schedule/
