verdict	id	region	name	city	url	action	evidence	source_url
CONFIRMED	6	FL	Xcell Jiu Jitsu	Boynton Beach	https://www.xcellbjj.com/	SET_OVERRIDE	Stored xcelljiujitsu.com is NXDOMAIN; live xcellbjj.com about page reads "XCell Jiu Jitsu was founded in 2016" under 5th-degree BJJ black belt Jorge Santiago in Boynton Beach.	https://www.xcellbjj.com/about
DEAD	12	FL	Refit Academy - Coral Gables	Coral Gables		KEEP_BLANK	Stored refitacademycoralgables.com is NXDOMAIN and operator Andre Gusmao's live site lists only 1657 N Miami Ave Miami (the former Refit Wynwood site) with no Coral Gables location.	https://andregusmaoacademy.com/
DEAD	18	FL	West Volusia Academy Of Mixed Martial Arts	DeLand		KEEP_BLANK	Stored theacademyofmma.com is NXDOMAIN and the alternate westvolusiamma.com is also NXDOMAIN; note this same dead domain also backs id 54 in Orange City, so one of the pair is a stale duplicate.	https://dns.google/resolve?name=westvolusiamma.com&type=A
NEEDS_BROWSER	24	FL	Gainesville BJJ Florida	Gainesville		NEEDS_BROWSER	Stored gainesvillebjjfl.com is NXDOMAIN and two distinct live Gainesville academies exist (bjjgainesville.com = Marcelo Garcia Association, jiujitsugainesville.com = BJJ Gainesville); the latter returns an empty JS-rendered body I could not read, so I cannot tell which record this is.	https://www.jiujitsugainesville.com/
NEEDS_BROWSER	30	FL	Round 5 MMA and Jiu-Jitsu	Hialeah		NEEDS_BROWSER	Record never had a URL; round5mma.com resolves but returns a completely empty body via web_fetch, and the only other presences are Facebook and Instagram which web_fetch cannot render.	https://round5mma.com/
CONFIRMED	36	FL	Alliance Jiu Jitsu	Key Biscayne	https://alliancejjkb.com/	SET_OVERRIDE	Stored alliancekb.com is NXDOMAIN; live alliancejjkb.com homepage reads "Welcome to Alliance Key Biscayne Jiu-Jitsu Academy" at 971 Crandon Blvd, Key Biscayne, FL 33149 with Adult and Kids Jiu Jitsu programs.	https://alliancejjkb.com/
CONFIRMED	42	FL	Teknica MMA	Miami	https://teknicajj.com/	SET_OVERRIDE	Stored teknicamartialarts.com is NXDOMAIN; live teknicajj.com body reads "Teknica Martial Arts is one of the best Jiu Jitsu gyms in Miami, FL" and describes Gi/No-Gi Brazilian Jiu Jitsu classes.	https://teknicajj.com/jiu-jitsu-classes-miami-fl/
DEAD	48	FL	Gracie Barra – Naples	Naples		KEEP_BLANK	Stored graciebarranaples.com is NXDOMAIN and Gracie Barra's own site has no naples-fl school page (graciebarra.com/naples-fl/school/ is empty while the same pattern renders fully for melbourne-fl).	https://graciebarra.com/naples-fl/school/
DEAD	54	FL	Orange City Academy Of Mixed Martial Arts	Orange City		KEEP_BLANK	Stored theacademyofmma.com is NXDOMAIN; it is the identical domain stored for id 18 in DeLand, where Yelp places "The Academy of MMA" at 1324 E International Speedway Blvd DeLand, so this Orange City record looks like the stale duplicate of the pair.	https://dns.google/resolve?name=theacademyofmma.com&type=A
NEEDS_BROWSER	60	FL	Trident Jiu Jitsu	Ormond Beach		NEEDS_BROWSER	Record never had a URL; tridentjiujitsu.com is NXDOMAIN despite search results still serving its "Home | Trident Brazilian Jiu Jitsu" title, and the alternate tridentbjj.com resolves but returns a body containing only a viewport meta tag that I could not read.	https://dns.google/resolve?name=tridentjiujitsu.com&type=A
CONFIRMED	66	FL	Cogito Jiu Jitsu	Sanford	https://www.sanfordmartialarts.com/	SET_OVERRIDE	Stored cogitojiujitsu.com is NXDOMAIN; live sanfordmartialarts.com is branded "COGITO JIU-JITSU" with head BJJ coach Dillon Gower and address 2499 Old Lake Mary Rd STE 106, Sanford, FL 32771.	https://www.sanfordmartialarts.com/
DEAD	72	FL	Synergy Martial Arts and Fitness	St. Petersburg		KEEP_BLANK	Stored synergymartialarts.fitness is NXDOMAIN and no live official site exists; I could not read the school's own words, so its BJJ status is unverified (third-party listings name only Kenpo Karate and Samurai Jujitsu, not Brazilian Jiu-Jitsu).	https://dns.google/resolve?name=synergymartialarts.fitness&type=A
DEAD	78	FL	Gracie Martial Arts – Vero Beach	Vero Beach		KEEP_BLANK	Stored graciemartialartsverobeach.com is NXDOMAIN, the alternate theforgeverobeach.com is also NXDOMAIN, and graciemartialarts.com is a separate Stuart FL school at 2414 SE Federal Hwy listing no Vero Beach location.	https://graciemartialarts.com/
DEAD	84	FL	USA Jiu-Jitsu	Wildwood		KEEP_BLANK	Stored usajujitsu.net is registered but its nameservers return REFUSED so no A record is obtainable (lame delegation), the usajiujitsu.net spelling is NXDOMAIN, and this domain also backs a differently-named record in another batch suggesting a stale duplicate.	https://dns.google/resolve?name=usajujitsu.net&type=A
