verdict	id	region	name	city	url	action	evidence	source_url
CONFIRMED	4	FL	Gracie Jiu-Jitsu Boca Raton	Boca Raton	https://graciejiujitsubocaraton.com/	SET_OVERRIDE	Body footer reads "11401 West Palmetto Park Road, Boca Raton, FL 33428" with Gracie Combatives and Master Cycle BJJ program pages; DNS A record 138.68.15.202 (Status 0).	https://graciejiujitsubocaraton.com/
UNRESOLVED	10	FL	Mata Leao BJJ/MMA Academy	Casselberry		KEEP_BLANK	No official domain surfaced in repeated searches; only a Facebook page and Instagram account exist, neither renderable by web_fetch, and directory listings indicate the Casselberry location is closed (not independently verified by a page I fetched).
CONFIRMED	16	FL	GB Davie	Davie	https://gbdavie.com/	SET_OVERRIDE	Body reads "Discover the Premium Brazilian Jiu Jitsu Experience in Davie" and "We are serving the Davie, Cooper City, Plantation, Dania Beach and Hollywood communities"; DNS A record 198.187.31.83 (Status 0).	https://gbdavie.com/
CONFIRMED	22	FL	Renzo Gracie Fort Lauderdale	Fort Lauderdale	https://renzogracieftl.com/	SET_OVERRIDE	About page body gives "535 NE 13th St #1, Fort Lauderdale, FL 33304" for Renzo Gracie Ft.Lauderdale BJJ; DNS A 160.153.0.61 (Status 0), while the stored renzogracieftlauderdale.com is NXDOMAIN (Status 3).	https://renzogracieftl.com/about/
NEEDS_BROWSER	28	FL	Gladiator Sports Fitness MMA	Hialeah		NEEDS_BROWSER	No website domain surfaced in searches; the only first-party presence found is facebook.com/gladiatorsportsfitnessmma, which web_fetch cannot render.
NEEDS_BROWSER	34	FL	Armory Training Center	Jupiter		NEEDS_BROWSER	The only domain any source cites, thearmory.tv, is NXDOMAIN (DNS Status 3); the WellnessLiving page is an unclaimed third-party listing showing placeholder "Service Name"/"Instructor Name" rows and "Online booking not available yet", leaving Instagram @teamarmory as the sole first-party candidate.	https://www.wellnessliving.com/explore/locations/personal-training/us-fl-jupiter/armorytrainingcenter/
DEAD	40	FL	South Florida Fight Club	Lauderhill		KEEP_BLANK	Stored sffc.tv returns NXDOMAIN (DNS Status 3, authority a.nic.tv); no replacement domain surfaced and directory listings show the 5400 N University Dr Lauderhill location closed.	https://dns.google/resolve?name=sffc.tv&type=A
NOT_BJJ	46	FL	Beach Martial Arts	Miami Beach		KEEP_BLANK	Successor site body states "founded by hanshi Glenn Mehlman (formerly Beach Martial Arts)" and lists style Shuri-ryu and Goju-ryu with programs Kids Karate, Adult Karate and Japanese jujutsu - no Brazilian Jiu-Jitsu or grappling program anywhere on the page.	https://sobekarate.com/about-us/
CONFIRMED	52	FL	Ocala Brazilian Jiu Jitsu Academy	Ocala	https://www.bjjocala.com/	SET_OVERRIDE	Body contact block reads "7365 SW 38TH ST #203, Ocala, FL 34474" with Fundamentals, Advanced and Kids jiu jitsu classes and a footer link to facebook.com/OcalaBrazilianJiuJitsuAcademy; DNS A 185.230.63.107 (Status 0).	https://www.bjjocala.com/
CONFIRMED	58	FL	GB Palm Coast	Orlando	https://graciebarra.com/palm-coast-fl/	SET_OVERRIDE	Page header reads "GB Palm Coast, 160 Cypress Point Pkwy, Palm Coast, FL 32164" with Gracie Barra GB1/GB2/GB3 jiu-jitsu classes; DISCREPANCY - worklist city says Orlando but this school is in Palm Coast about 90 miles away, so the record city field looks wrong rather than the URL.	https://graciebarra.com/palm-coast-fl/school/
DEAD	64	FL	Kumite Martial Arts	Plantation		KEEP_BLANK	Stored kumitemartialarts.com returns NXDOMAIN (DNS Status 3); no replacement domain, Facebook page or Instagram account surfaced in repeated searches, only Yelp and aggregator listings.	https://dns.google/resolve?name=kumitemartialarts.com&type=A
NEEDS_BROWSER	70	FL	Full Circle MMA	St. Cloud		NEEDS_BROWSER	Stored nucfl.com returns NXDOMAIN (DNS Status 3); the only first-party presence found is Instagram @fullcirclemma, which web_fetch cannot render.	https://dns.google/resolve?name=nucfl.com&type=A
DEAD	76	FL	New Port Richey Jiu-jitsu Academy	Tarpon Springs		KEEP_BLANK	Stored nprbjj.com and the alternative newportricheyjiujitsu.com both return NXDOMAIN (DNS Status 3); jjpusa.org is a live BJJ nonprofit at the same 805 Live Oak St Tarpon Springs address but its body never names this academy and its Dojos page does not list it, so continuity is unproven.	https://www.jjpusa.org/dojos
NOT_BJJ	82	FL	Hands Down Martial Arts	West Palm Beach		KEEP_BLANK	Live site (DNS A 104.19.154.92) at the correct 2601 S Military Trail #10 West Palm Beach address, but its Classes section lists only Little Dragons, Technical Fitness and Freestyle Kickboxing and the full weekly schedule contains no BJJ or grappling class - Brazilian Jiu-Jitsu appears only in the meta description.	https://handsdownmartialarts.com/
CONFIRMED	88	TX	Ironside Martial Arts	Bedford	https://doublefivemidcities.com/	SET_OVERRIDE	Stored ironsidemartialarts.com is NXDOMAIN for both A and NS at apex and www; the successor site's own body encodes its map destination as "Ironside Martial Arts, 1805 Airport Freeway, Bedford, Texas 76021" and a signup link on doublefiveironside.kicksite.net, and offers Brazilian Jiu-Jitsu - RENAMED to Double Five Mid Cities at the same address.	https://doublefivemidcities.com/
