verdict	id	region	name	city	url	action	evidence	source_url
UNRESOLVED	5	FL	R2F Boxing & MMA Fitness Studio	Boca Raton		KEEP_BLANK	Both domains the studio's own blog advertises (r2fboxing.com, r2frocks.com) return DNS Status 3 NXDOMAIN; the only live presence is r2fboxing.blogspot.com, a nutrition blog whose newest post is Feb 2014 and which contains no class schedule or grappling content	https://r2fboxing.blogspot.com/
NEEDS_BROWSER	11	FL	Grady's Family Mixed Martial Arts	Clearwater		NEEDS_BROWSER	Stored gradysmma.com returns DNS Status 3 NXDOMAIN despite still appearing in search results with a live-looking title; the only remaining candidate is facebook.com/gradysmma which web_fetch cannot render	https://dns.google/resolve?name=gradysmma.com&type=A
UNRESOLVED	17	FL	Complete MMA Fitness	DeBary		KEEP_BLANK	No website of any kind surfaced for this school across four search formulations; only aggregator entries (matmade) at 961 Diplomat Dr, an address shared with unrelated gyms Force2Reckon Fitness and Black Lightning Martial Arts	
NEEDS_BROWSER	23	FL	Fight Zone MMA	Fort Myers		NEEDS_BROWSER	Stored fightzonefl.com returns DNS Status 3 NXDOMAIN; no replacement domain exists and the only candidate is facebook.com/fightzonechamps which web_fetch cannot render	https://dns.google/resolve?name=fightzonefl.com&type=A
CONFIRMED	29	FL	Paladin MMA Academy	Hialeah	https://paladinmma.com/	SET_OVERRIDE	Homepage body is Paladin MMA Academy's own copy naming instructor Jorge, a kids MMA program with after-school van pickup, a women-only program and a weekly class grid; caveat: that grid lists only MMA classes and grappling/ground fighting appears only as a described component of MMA, and no address is printed on the page I read	https://paladinmma.com/
CONFIRMED	35	FL	The Hidden Lotus	Kendale Lakes	https://www.zenroninmma.com/	SET_OVERRIDE	Site's contact block reads 8530 SW 124th Ave Ste 201, Miami 33183 with phone 786-343-0332, matching The Hidden Lotus's address and phone exactly, and lists kids jiu jitsu and grappling; school now trades as Zen Ronin under Alex Caceres and Enrico Cocco, and the site says Kendall/Miami rather than Kendale Lakes though the ZIP 33183 is identical	https://zenroninmma.com/
DEAD	41	FL	Master Lowell's MMA Academy	Melbourne		KEEP_BLANK	Stored jlmma.com returns DNS Status 3 NXDOMAIN; the only surviving page is jlmma.blogspot.com whose newest post is dated 24 August 2011 and which itself links to the now-dead JLMMA.com	http://jlmma.blogspot.com/
UNRESOLVED	47	FL	Capital Jiu Jitsu	Miami Beach		KEEP_BLANK	No official website located across three search formulations; only Yelp and AJP Tour directory entries exist, and those place the school at 2275 NE 164th St in North Miami Beach rather than Miami Beach	
NEEDS_BROWSER	53	FL	Gracie Jiu-Jitsu Ocoee	Ocoee		NEEDS_BROWSER	graciejiujitsuocoee.com resolves live (DNS Status 0, A records 76.223.67.189 and 13.248.213.45) but web_fetch returns only an empty JS shell with a viewport meta tag for the homepage, /about and /get-started, so the body could not be read	https://graciejiujitsuocoee.com/
CONFIRMED	59	FL	Gracie Jiu-Jitsu Orlando	Orlando	https://gjjorlando.com/	SET_OVERRIDE	Homepage body reads "Certified Gracie Jiu-Jitsu Training Center in East Orlando, Florida" and describes teaching the Gracie University curriculum with student access to the online technique platform; DNS Status 0 with A record 68.66.224.27	https://gjjorlando.com/
CONFIRMED	65	FL	Fight Sports Daytona	Port Orange	https://www.cutlerbjj.com/	SET_OVERRIDE	Site is the same school rebranded: it names Todd Cutler as head instructor with black belts in BJJ and Judo under Roberto "Cyborg" Abreu and Sean Wells as co-instructor, both of whom ran Fight Sports Daytona, and offers kids and adult Brazilian Jiu Jitsu; DISCREPANCY: now trades as Todd Cutler Martial Arts at 2841 S Nova Rd Suite 9, South Daytona rather than Port Orange	https://www.cutlerbjj.com/
DEAD	71	FL	Elite Training Center	St. Petersburg		KEEP_BLANK	Stored elitetraininginc.com returns DNS Status 3 NXDOMAIN and two targeted searches surfaced no replacement domain, only stale directory entries (CitySquares, Nextdoor, matmade) still repeating the dead elitetraininginc.com address	https://dns.google/resolve?name=elitetraininginc.com&type=A
CONFIRMED	77	FL	American Top Team – Vero Beach	Vero Beach	https://rtmartialartsvb.com/	SET_OVERRIDE	Site's contact block gives 6200 20th St Suite 382, Vero Beach FL 32966 (same building as the ATT Vero Beach address) and lists Brazilian Jiu-Jitsu as a class under founder Master Renato Tavares, who ran ATT Vero Beach; DISCREPANCY: school now trades as RT Martial Arts, not American Top Team	https://rtmartialartsvb.com/
DEAD	83	FL	Vprok MMA Academy	Weston		KEEP_BLANK	Stored vprokmma.com returns DNS Status 3 NXDOMAIN and a targeted search found no replacement site, only Yelp and YellowPages entries that still cite the dead vprokmma.com and place the academy at 4301 S Flamingo Rd in Davie	https://dns.google/resolve?name=vprokmma.com&type=A
