verdict	id	region	name	city	url	action	evidence	source_url
CONFIRMED	1	AL	Athens Jiu Jitsu	Athens	https://www.ajjathens.com	SET_OVERRIDE	Body footer gives 1659 S Jefferson St Ste 5, Athens, AL 35613 with Jiu Jitsu and Muay Thai program pages and a class schedule	https://ajjathens.com/
NEEDS_BROWSER	7	FL	Champion Mma of Bradenton	Bradenton		NEEDS_BROWSER	No website found for this gym; only candidate is a Facebook page for CHAMPIONS MMA BRADENTON, which web_fetch cannot render	https://www.facebook.com/p/CHAMPIONS-MMA-BRADENTON-100057168082220/
NEEDS_BROWSER	13	FL	Real World M.M.A. Training Center	Coral Springs		NEEDS_BROWSER	The only website ever advertised for this gym, realworldmma.com, returns NXDOMAIN from Google DoH; the remaining candidate is a Facebook page web_fetch cannot render	https://dns.google/resolve?name=realworldmma.com&type=A
NEEDS_BROWSER	19	FL	Burns Bros Jiu Jitsu	Deerfield Beach		NEEDS_BROWSER	Stored burnsbrosjiujitsu.com is NXDOMAIN; the readable page at burns-bjj.com describes the Burns brothers' system and a kids program at Sanford MMA with no Deerfield Beach location, so only a Facebook page remains unverified	https://www.burns-bjj.com/biography
CONFIRMED	25	FL	Gulf Breeze Jiu Jitsu	Gulf Breeze	https://gulfbreezebjj.com/	SET_OVERRIDE	Body reads GULF BREEZE BRAZILIAN JIU JITSU with a Brazilian Jiu-Jitsu program and the address 1626 Beechwood Dr, Gulf Breeze, FL 32563	https://gulfbreezebjj.com/
UNRESOLVED	31	FL	BLTeam Brazilian Jiu-Jitsu and Muay Thai Academy	Indian Harbour Beach		FLAG	Stored blteam1.com is NXDOMAIN and no website, Facebook page or other live page for this Indian Harbour Beach academy could be located; only an aggregator listing exists	https://dns.google/resolve?name=blteam1.com&type=A
NEEDS_BROWSER	37	FL	Hardkore MMA & Jiu-Jitsu	Lake City		NEEDS_BROWSER	hardkoremma.com returns NXDOMAIN; the only remaining candidate is the HardKore MMA Facebook page, which web_fetch cannot render	https://dns.google/resolve?name=hardkoremma.com&type=A
DEAD	43	FL	Champion Martial Arts	Miami		KEEP_BLANK	Stored judochampion.com returns NXDOMAIN and the alternate candidate championmartialartsusa.com also returns NXDOMAIN; no other live page for this school was found	https://dns.google/resolve?name=judochampion.com&type=A
NEEDS_BROWSER	49	FL	Gracie Jiu-Jitsu North Miami Beach	North Miami Beach		NEEDS_BROWSER	The North Miami Beach page at valentebrothers.com returned meta tags only with an empty body (JS-rendered), and the school there is branded Valente Brothers rather than Gracie Jiu-Jitsu, so identity could not be verified	https://valentebrothers.com/northmiamibeach/
DEAD	55	FL	USD & MMA Fitness	Orange City		KEEP_BLANK	Stored mmagetfit.com returns NXDOMAIN and no replacement website for this Orange City gym could be found	https://dns.google/resolve?name=mmagetfit.com&type=A
UNRESOLVED	61	FL	Robson Moura Jiu-Jitsu	Oxford		FLAG	Stored usajujitsu.net has a lame delegation (both nameservers REFUSE all queries, no A record obtainable), and the Robson Moura Association school list body shows Florida affiliates in Tampa, St. Cloud, Deland, Ellenton, Punta Gorda and Dania Beach but none in Oxford	http://www.jiujitsutampa.com/association-3/association-members/
WRONG_ENTITY	67	FL	BJJ Academy Of Sarasota (wbjja)	Sarasota		FLAG	Stored wbjja.com is NXDOMAIN; the successor domain redirects to a body branded Six Blades Jiu Jitsu Sarasota under Xande Ribeiro with Sensei Harris at 6170 N Lockwood Ridge Rd, a different school from WBJJA even though the street address matches	https://ribeirojiujitsusarasota.com/
DEAD	73	FL	Fist Factory	Stuart		KEEP_BLANK	Stored thefistfactory.com returns NXDOMAIN and no business named Fist Factory in Stuart, FL surfaced in any search; the school appears to no longer operate	https://dns.google/resolve?name=thefistfactory.com&type=A
CONFIRMED	79	FL	Renato Tavares Assoc HQ	Vero Beach	https://renatotavaresbjj.wordpress.com/att-vero-beach/	FLAG	Body states My school is located in Vero Beach, FL at the Indian River Mall, American Top Team Vero Beach, 6200 20th Street Room 210, Vero Beach, but this is Renato Tavares' own blog whose newest posts are from February 2011, and the association domain rtbjjai.com plus legacymmausa.com and attverobeach.com are all unreachable, so a human should decide whether to publish a stale link	https://renatotavaresbjj.wordpress.com/att-vero-beach/
CONFIRMED	85	NC	Ethos BJJ	Wilmington	https://ethosjitsu.com/	SET_OVERRIDE	Body gives 5424 Oleander Dr #6, Wilmington, NC 28403 with adult and youth Brazilian Jiu Jitsu programs and a schedule	https://ethosjitsu.com/
