verdict	id	region	name	city	current_url	replacement_url	action	evidence	source_url
KEEP	3	AZ	Alliance Jiu Jitsu - Vail	Tucson	https://alliancejiujitsuvail.com/		KEEP_AS_IS	Live BJJ school; address on its own page: 9172 S Houghton Road Suite 140, Tucson, AZ. History section describes Inverse Jiu Jitsu joining the Alliance association	https://alliancejiujitsuvail.com/
NEEDS_BROWSER	11	AZ	Southwest MMA	Mesa	http://southwestmma.com/		NEEDS_BROWSER	DNS resolves (A 162.0.217.32, Namecheap). http/https, apex/www, /home, /classes, /index.php, /about-us all return an empty body to the fetcher - not evidence of death. Content not readable without a browser	http://southwestmma.com/
DEAD	19	CA	Eric Nolan's Xtreme Training Center	Bakersfield	http://www.ericnolan.com/		BLANK_IT	DNS Status 2 REFUSED for both apex and www; all six authoritative nameservers return REFUSED (lame delegation at ericnolan.com)	https://dns.google/resolve?name=ericnolan.com&type=A
KEEP	27	CA	OC Carlson Gracie Jiu Jitsu	Orange	https://www.carlsongracieoc.com/		KEEP_AS_IS	Live BJJ academy, footer address 3702 East Chapman Ave. Suite E, Orange CA 92869, tel (714) 633-4744; named Adults BJJ / Juniors / Womens Jiu Jitsu programs; 2026 copyright	https://www.carlsongracieoc.com/
KEEP	35	CO	Jit Pit Academy	Parker	http://www.jitpit.com	https://jitpit.com/	REPLACE	Stored www+http host returns an empty body; https apex is live and correct: "We are based in Parker, CO" and "expert coaching in Brazilian jiu-jitsu (BJJ), Judo, MMA, or Muay Thai"	https://jitpit.com/
PARKED	43	CT	Stamford Judo	Stamford	http://www.stamfordjudo.us/		BLANK_IT	Trellian/Above.com domain parking: page title is bare "stamfordjudo.us" and the only content is "Click here to enter" linking back with a tr_uuid tracking param; A record 103.224.182.215 (Above.com parking range)	http://www.stamfordjudo.us/
KEEP	51	FL	Gamblers Jiu-Jitsu & Kickboxing Club	Palm Beach Gardens	http://gamblersjiujitsuclub.com/sign-up-for-free-trial/	http://gamblersjiujitsuclub.com/	REPLACE	Stored deep link /sign-up-for-free-trial/ returns an empty page; homepage is live and is the right school: "10415 Riverside Dr Suite 105, Palm Beach Gardens, FL 33410", named Jiu Jitsu program	http://gamblersjiujitsuclub.com/
KEEP	59	FL	Team Nogueira	West Palm Beach	http://www.teamnog.com/	https://jupiterbjj.com/	REPLACE	Owner-controlled rebrand redirect, but it lands on a 404: teamnog.com now redirects to jupiterbjj.com/page-not-found. Same entity - "Team Nogueira Bloise Academy" - whose live homepage names a "Brazilian Jiu-Jitsu (13+)" program; footer 1601 Commerce Ln #104, Jupiter, 561-694-8188. Note the academy has moved from West Palm Beach to Jupiter, so the city field is now stale	https://jupiterbjj.com/
NEEDS_BROWSER	67	GA	Champions Training Center	Savannah	http://www.ctcsavannah.com		NEEDS_BROWSER	DNS resolves (A 50.112.153.174, AWS). http/https, apex/www, /index.html, /home, /about all return an empty body to the fetcher. A separate CTC-owned WordPress site exists at mixedmartialartssavannah.com (names Brazilian Jiu Jitsu and Wrestling classes, 1930 Montgomery St Savannah GA 31401, 913.788.1946) but its content is from 2018, so I am not proposing it as a swap without seeing the primary domain render	https://mixedmartialartssavannah.com/about-ctc/
KEEP	75	GA	Veritas Brazilian Jiu-Jitsu - Kuzushi Club Dalton	Dalton	http://veritasbjj.com/		KEEP_AS_IS	Live BJJ site headed "Veritas Brazilian Jiu-Jitsu in Dalton GA"; contact block 801 E Walnut Ave Dalton, GA	http://veritasbjj.com/
KEEP	83	LA	Gladiators Academy of Breaux Bridge	Breaux Bridge	http://www.gladiatorsbb.com/	https://gladiatorsbb.com/	REPLACE	Stored http+www host returns an empty body; https apex renders as "Gladiators Academy of Breaux Bridge" and the site has a dedicated page headed "Breaux Bridge Brazilian Jiu Jitsu - Master the most unstoppable grappling & submission techniques". Coach Jared named on both pages	https://www.gladiatorsbb.com/bjj
NEEDS_BROWSER	91	MA	Thurston Academy (NEU BJJ affiliate)	Kingston	thurstonacademy.com		NEEDS_BROWSER	Live and the correct entity - homepage reads "Kingston Karate Training Center", "Thurston Academy", tel 781-936-8666 - but the only programs it renders are Kids Karate, Adult Karate and Womens Kickboxing Fitness, i.e. no grappling class visible. A BJJ program page at /services/Brazilian-Jiu-Jitsu appears in search but returns an empty body on every variant tried, so grappling scope could not be confirmed on-page	https://thurstonacademy.com/
WRONG_ENTITY	99	MI	Michigan Sports Camps	Coldwater	https://www.ttsfitness.com/		BLANK_IT	Domain belongs to a different business in a different town: ttsfitness.com is "TTS Fitness", now Max Effort Performance, in Middleville MI (its facility-tour page describes the Middleville facility, 4,100+ sq ft). The record is Michigan Sports Camps in Coldwater MI (315 N Fiske Rd per third-party listings, not fetched). Middleville is roughly 65 miles from Coldwater. No official Michigan Sports Camps site found	https://www.ttsfitness.com/facility-tour.html
KEEP	107	MO	Sullivan Athletic Club	Sullivan	http://www.sullivanathleticclub.net/		KEEP_AS_IS	Live; nav item "Brazilian Ju Jitsu & Grappling" and schedule line "BJJ ground fighting Mon - Wed 5:30 - 6:30pm"; located 23 Taylor Street, Sullivan MO 63080, contact ROB 573-205-3944	http://www.sullivanathleticclub.net/
KEEP	115	NJ	Legion Mixed Martial Arts	Vineland	http://legionmixedmartialarts.com/		KEEP_AS_IS	Live; named "Brazilian Jiu-Jitsu" and "Submission Wrestling" programs; location on page: Dandelion Plaza, 1672 North Delsea Drive unit A10, Vineland NJ	http://legionmixedmartialarts.com/
KEEP	123	NV	American Top Team Nevada	Henderson	http://www.attnevada.com	https://attnevada.com/	REPLACE	Stored www host returns an empty body; apex is live: "Welcome to American Top Team Henderson", "we offer the ideal BJJ/judo classes", led by Alex Davis who "holds black belts in both Jiujitsu and Judo". City Henderson matches	https://attnevada.com/
PARKED	131	NV	Summerlin BJJ	Las Vegas	https://summerlinbjj.com		BLANK_IT	Bluehost hosting placeholder, not a school site: title "Welcome summerlinbjj.com - BlueHost.com", meta ROBOTS NOINDEX/NOFOLLOW, plus a domain-parking affiliate link http://www.iyfubh.com/?dn=summerlinbjj.com&pid=9POJB64QD	http://summerlinbjj.com/
DEAD	139	NY	Crossfit 585 BJJ	Rochester	http://www.crossfit585bjj.com/home		BLANK_IT	DNS Status 3 NXDOMAIN for crossfit585bjj.com (no zone at Verisign .com)	https://dns.google/resolve?name=crossfit585bjj.com&type=A
DEAD	147	NY	JG Monster Jiujitsu Fitness	Brooklyn	http://www.jgmonsterjiujitsufitness.com		BLANK_IT	DNS Status 3 NXDOMAIN for jgmonsterjiujitsufitness.com (no zone at Verisign .com)	https://dns.google/resolve?name=jgmonsterjiujitsufitness.com&type=A
