verdict	id	region	name	city	current_url	replacement_url	action	evidence	source_url
DEAD	8	AZ	Checkmat Phoenix	Phoenix	https://mkbjj.com/		BLANK_IT	DNS Status 2 REFUSED at delegation for both mkbjj.com and www.mkbjj.com (lame delegation; nameservers 69.20.95.4 / 65.61.188.4 refuse the zone). Domain does not resolve	
KEEP	16	CA	Brazilian Jiu Jitsu Academy of Sacramento	Gold River	http://elementsofjiujitsu.com/		KEEP_AS_IS	Same entity, renamed: page states "As part of the evolution of our school we've changed the name to Elements Of Jiujitsu" and embeds facebook.com/BrazilianJiujitsuAcademyOfSacramento. Gracie/Brazilian Jiujitsu taught, instructor Dave Terry, 3rd degree black belt under Rickson Gracie lineage as stated on the page. CAVEAT: no street address or phone is published anywhere on the site, so the Gold River location is NOT confirmed from the school's own page. Site copyright reads 2013 (stale but live)	http://elementsofjiujitsu.com/
KEEP	24	CA	Institute of Combat	Arcata	https://www.instituteofcombat.com/		KEEP_AS_IS	"Located in Arcata, CA"; named classes on the school's own page: Brazilian Jiu-Jitsu, No GI Jiu-Jitsu / Submission Grappling, Wrestling (K-12)	https://www.instituteofcombat.com/
KEEP	32	CA	Synergy Jiu-Jitsu Academy	Rocklin	http://www.bjj-rocklin.com/	https://bjj-rocklin.com/	REPLACE	Host/scheme normalisation. http://www.bjj-rocklin.com returned an empty body; https on the apex serves the real site: "Synergy has been teaching Jiu-Jitsu since 2009", "voted us the best Martial Arts school in Rocklin", Placer Herald Best of the Best 2019. Brazilian Jiu-Jitsu for children, teens and adults named	https://bjj-rocklin.com/
WRONG_ENTITY	40	CT	Hartford Dojo	Wethersfield	http://gracieacademy.com/		BLANK_IT	gracieacademy.com is the Gracie Academy / Gracie University corporate domain in Torrance, CA (info@gracieacademy.com is the published Gracie University Torrance contact address) - it is not the Hartford Dojo's own site. Hartford Dojo in Wethersfield, CT appears to have only a Facebook presence; no own website found. The domain resolves (162.0.229.11) but web_fetch returned an empty body, so I could not read what it currently serves; either way it is the wrong entity for this record	
KEEP	48	FL	Central Florida BJJ	Orlando	https://offers.avbjj.com/free-2-week-pass	http://www.avbjj.com/	REPLACE	Stored URL is a GoHighLevel marketing funnel (offers.avbjj.com CNAME -> flash.funnels.msgsndr.com) that returns an empty body. The school's own homepage on the same domain is correct and live: "Central Florida Brazilian Jiu-jitsu + Fitness", "THE LONGEST RUNNING JIU-JITSU, SELF DEFENSE SERVING THE SOUTH ORLANDO, HUNTER'S CREEK AREA", "Proudly Serving the Hunter's Creek area since 2012", BJJ plus a new Middle Schoolers Wrestling program	http://www.avbjj.com/
KEEP	56	FL	Rilion Gracie Jiu-Jitsu Panama City	Panama City	http://jiujitsulynnhaven.com/	https://graciejiujitsupc.com/	REPLACE	jiujitsulynnhaven.com resolves but returns an empty body on all four host/scheme combinations - it is the school's old Lynn Haven location domain and serves no readable content. The current site for this exact school reads: "Rilion Gracie Brazilian Jiu Jitsu Academy, 266 Commercial Drive, Panama City, FL 32405", phone (850) 960-1827, "8+ Years in Panama City", "the only academy in Bay County under the direct supervision of Master Rilion Gracie"; named classes Adult BJJ Gi and No-Gi, Kids Jiu Jitsu, Gracie MMA	https://graciejiujitsupc.com/
KEEP	64	GA	American Top Team Valdosta	Valdosta	http://att229.com/		KEEP_AS_IS	Live on the school's own domain with a named grappling class page at att229.com/classes/kids-jiu-jitsu: "Brazilian Jiu-Jitsu Will Help Kids Grow into Well-Rounded Adults". Homepage and adult MMA page also render. CAVEAT: the street address 4354 Valnorth Dr, Valdosta GA 31602 and phone 229-356-7871 come from third-party listings, NOT from a page I fetched - att229.com's own contact page would not render for me	https://att229.com/classes/kids-jiu-jitsu
KEEP	72	GA	Liberty Jiu-Jitsu Grovetown	Grovetown	http://libertybjj.community/		KEEP_AS_IS	Redirects to liberty-jiu-jitsu.gymdesk.com; address 5045 Parham Road, Grovetown, GA 30813, phone (240) 706-7772, email service@libertybjj.community; named Preschool Jiu Jitsu, Kids Jiu Jitsu (5-7 and 8-12) and Teens & Adults Jiu Jitsu programs	http://libertybjj.community/
KEEP	80	IN	Muncie Brazilian Jiu-Jitsu	Muncie	munciebjj.com		KEEP_AS_IS	4709 N Wheeling Ave, Muncie, IN 47303; phone (765) 228-2284; Brazilian Jiu Jitsu school, Barbosa Jiu Jitsu affiliation. Site content is stale (news last updated 1/1/19) but live and correct	http://munciebjj.com/
KEEP	88	MA	Fighting Arts Academy	Springfield	fightingartsacademy.com	https://www.fightingartsacademy.com/	REPLACE	Host normalisation. The apex https://fightingartsacademy.com returned an empty body (Cloudflare-fronted); the www host serves the site: "FAA is centrally located in Springfield, Massachusetts", "We offers classes in MMA, Jiu-Jitsu, Muay Thai Kickboxing, Boxing and Wrestling"	https://www.fightingartsacademy.com/
NEEDS_BROWSER	96	MI	Gracie Barra Livonia	Livonia	http://graciebarralivonia.com/		NEEDS_BROWSER	DNS resolves on both apex and www (151.101.66.159, Fastly/Squarespace). Every fetch attempt (http/https, apex/www, /locations/) returned an empty body - JS-rendered, NOT evidence of death. Domain name matches the record exactly and search indexes live sub-pages on it (graciebarralivonia.com/locations/, /classes/Functional-Fitness/Livonia). Needs a real browser to confirm content and address. NOT verified: the address 31629 Plymouth Rd, Livonia MI 48150 comes from third-party listings only	
KEEP	104	MO	K2L Martial Arts	Lee's Summit	http://www.kids2leaders.com/		KEEP_AS_IS	School's own homepage renders with phone 816 537 3444, email info@kids2leaders.com, and names grappling: "our students not only learn STRIKING from TAEKWONDO & MUAY THAI but they also learn how to defend themselves on the GROUND FIGHTING with our BRAZILIAN JIU JITSU program". CAVEAT: no street address appears on the homepage I read; the Lee's Summit, MO location comes from third-party listings	http://www.kids2leaders.com/
KEEP	112	NC	Saunders Brazilian Jiu-Jitsu	Durham	http://www.saundersbjj.com/		KEEP_AS_IS	Live and actively maintained (belt promotion post dated 18 May 2026); BJJ-only school, "no-frills, fundamentals-first approach to Brazilian Jiu-Jitsu". Link is correct for the school. NOTE the stored city is stale: a 02 January 2026 post reads "We've moved! We are now located a few miles north of Hillsborough in the Orange County part of Rougemont", and the page title reads "near Hillsborough, NC"	http://www.saundersbjj.com/s/
NEEDS_BROWSER	120	NJ	Unity Jiu Jitsu New Jersey	Clifton	http://unitybjjnj.com		NEEDS_BROWSER	DNS resolves on apex and www (199.34.228.58, Weebly). All five fetch attempts (http/https, apex/www, /classes.html) returned an empty body - NOT evidence of death. Domain matches the record and search indexes live sub-pages (unitybjjnj.com/schedule.html, /classes.html) titled "UNITY JIU JITSU NEW JERSEY". Needs a real browser. NOT verified: the address 247 Crooks Ave, Clifton NJ 07011 and phone (862) 243-9441 come from third-party listings only	
NOT_GRAPPLING	128	NV	Kifaru Jitsu Academy of Martial Arts	North Las Vegas	http://www.kifarujitsu.com		BLANK_IT	Domain is live and IS the correct organisation - its dojo listing names "Kifaru Jitsu of North Las Vegas", Head Instructor Stephanie Gorden 6th Dan, Neighborhood Center 1638 N. Bruce Street, North Las Vegas NV 89030, (702)375-0105, plus Silver Mesa 4025 Allen Lane. But the curriculum is striking: "a combination of hard and soft blocks based on the foundation of basic karate techniques. Students learn to block and strike in rapid succession", roots "a cross between Kong-Soo-Do, Goju-Shorei, and Shoto-Kan" plus BKF Kenpo, students compete in "semi contact open Karate tournaments". NO named grappling class anywhere on the site. FLAG: this is a close call - the founder's history page describes a Judo/Combat Judo/Ju Jitsu background and throwing, so a reviewer may want to override	http://margaron.net/dojos.shtml
DEAD	136	NY	Brandon Abdullah's Martial Arts and Fitness	Albany	https://www.albanybjj.com/		BLANK_IT	DNS Status 3 NXDOMAIN on both albanybjj.com and www.albanybjj.com (authority a.gtld-servers.net). Domain no longer registered	
DEAD	144	NY	Gracie Barra North Babylon	North Babylon	https://gbnorthbabylon.com		BLANK_IT	DNS Status 3 NXDOMAIN on both gbnorthbabylon.com and www.gbnorthbabylon.com. Domain no longer registered	
DEAD	152	NY	Utica Combat Athletics	Utica	http://www.uticacombat.com		BLANK_IT	DNS Status 3 NXDOMAIN on both uticacombat.com and www.uticacombat.com. Domain no longer registered	
KEEP	160	ON	Yorkdale Martial Arts	Toronto	https://yorkdalemartialarts.com		KEEP_AS_IS	62 Clarkson Ave, York, ON M6E 4P2; phone (416) 789-0366; named Kids Brazilian Jiu Jitsu and Adult Brazilian Jiu Jitsu programs, "Train in both gi and no-gi styles". Brand-vs-location is normal here (York is within Toronto)	https://yorkdalemartialarts.com/
WRONG_ENTITY	168	TX	Advantage BJJ Martial Arts & Fitness	Houston	https://advantagebjj.com/		BLANK_IT	Domain now serves an entirely different school. Title "Lockhart Jiu Jitsu - LockHart Jiu Jitsu"; HQ 1100 State Park Rd 107, Lockhart, TX 78644, second location 405 Canyon Circle Dr, Canyon Lake, TX 78133; email lockhartbjj@gmail.com, phone 346.350.7068, founder/head instructor Mike Tracy. Nothing on the site references Houston or Advantage BJJ. Content is a real BJJ school, just not this one - roughly 150 miles from Houston	http://www.advantagebjj.com/
