verdict	id	region	name	city	url	action	evidence	source_url
CONFIRMED	1	CA	GB Agoura	Agoura Hills	https://gbagoura.com/	SET_OVERRIDE	"Home page body reads ""Since opening in 2022, Gracie Barra Agoura"" and names Professors Romulo Barral, Jaeson Bianchi and Zane Spruce serving Agoura Hills; DNS A 145.14.146.97."	https://gbagoura.com/?v=1
CONFIRMED	2	CA	Gracie Jiu-Jitsu Alameda	Alameda	https://www.graciealameda.com/	SET_OVERRIDE	Live site titled Gracie Jiu-Jitsu Alameda with 2026 posts thanking students who marched in the Alameda parade and describing it as a Gracie University Certified Training Center.	https://www.graciealameda.com/?cb=1
NEEDS_BROWSER	3	CA	Javier Blanchard Brazilian Jiu Jitsu / BJJ Anaheim CA 92801	Anaheim		NEEDS_BROWSER	Stored javierblanchard.com is NXDOMAIN (authority SOA is com. itself, so the delegation does not exist); the only remaining candidate is the school Facebook page, which web_fetch cannot render.	https://dns.google/resolve?name=javierblanchard.com&type=A
DEAD	4	CA	Sovereign Brazilian Jiu Jitsu (BJJ)	Antioch		KEEP_BLANK	sovereignbjj.com, the only domain any listing cites for this school, returns DNS Status 3 (NXDOMAIN); no other school-owned site exists.	https://dns.google/resolve?name=sovereignbjj.com&type=A
CONFIRMED	5	CA	The Chute MMA, Jiu Jitsu and Wrestling	Bakersfield	https://thechutemma.com/	SET_OVERRIDE	"Site body lists ""The Chute MMA"" at 6801 White Ln Suite E3-4 Bakersfield CA 93309 with phone (661) 369-0342 and No-Gi Jiu Jitsu classes under coach Bryan Travers; stored chutetraining.com is NXDOMAIN."	https://thechutemma.com/
CONFIRMED	6	CA	Gracie Jiu-Jitsu Barstow	Barstow	https://graciebarstow.com/	SET_OVERRIDE	Site footer reads 312 E. Main St. Barstow CA 92311 with phone 760-600-9087, matching the Gracie University CTC record; DNS A 45.79.19.164.	https://graciebarstow.com/?cb=1
UNRESOLVED	7	CA	Team Mata Brazilian Jiu Jitsu	Bell		FLAG	"Only live candidate is a free vercel.app deploy footed ""Designed by Vonroflo.com"" with unnamed placeholder trainers, a dummy map embed and stale 2025 events, so it cannot be shown to be school-owned despite matching address and phone"	https://team-mata-mma.vercel.app/?cb=1
CONFIRMED	8	CA	Gracie Jiu-Jitsu Beverly Hills	Beverly Hills	https://www.graciejiujitsubeverlyhills.com/	SET_OVERRIDE	"Contact page body reads ""324 S. Beverly Drive, 2nd Floor Beverly Hills, CA 90212"" with phone (310) 553-0500 and the Certified Gracie Jiu-Jitsu Training Center license notice; DNS Status 0 with four Squarespace A records."	https://www.graciejiujitsubeverlyhills.com/contact
DEAD	11	CA	Alliance MMA Gym	Chula Vista		KEEP_BLANK	"alliancemmagym.com resolves but serves a HugeDomains ""AllIancEmmaGym.com is for sale: $6,495"" parking page, and alliancetrainingcenter.com is a Saskatoon Canada gym."	https://alliancemmagym.com/?v=1
CONFIRMED	12	CA	GB Chula Vista	Chula Vista	https://graciebarrachulavista.com/	SET_OVERRIDE	Contact block reads 2015 Birch Rd #1207 Chula Vista CA 91915 and 619-240-3404 matching the listing, with GBK/GB1/GB2/GB3 Jiu-Jitsu class grid.	https://graciebarrachulavista.com/?cb=1
CONFIRMED	13	CA	Gracie Jiu-Jitsu Clovis	Clovis	https://www.bjjclovis.com/	SET_OVERRIDE	Footer contact block reads 1521 Tollhouse Road, Suite F Clovis CA 93611 with phone 559-318-3136, and the page carries Gracie Combatives / Bullyproof / Master Cycle BJJ programs with a 2026 copyright.	https://www.bjjclovis.com/
DEAD	14	CA	Abrigo Martial Arts	Culver City		KEEP_BLANK	Stored abrigomartialarts.com returns DNS Status 3 (NXDOMAIN) and no replacement domain exists, only aggregator and Facebook listings.	https://dns.google/resolve?name=abrigomartialarts.com&type=A
NEEDS_BROWSER	15	CA	Fabio Prado Brazilian Jiu-Jitsu Academy	Dixon		NEEDS_BROWSER	fabiopradobjj.com resolves to live A records (76.223.67.189) but apex, www and /index.html all return a body containing only a viewport meta tag, so content cannot be read without a browser.	https://www.fabiopradobjj.com/index.html?v=b10a5
UNRESOLVED	16	CA	Gracie Jiu-Jitsu El Sobrante	El Sobrante		KEEP_BLANK	gracieelsobrante.com and graciejiujitsuelsobrante.com both return NXDOMAIN and no Gracie University CTC page for El Sobrante could be located; only Yelp and MatMade listings remain.	https://dns.google/resolve?name=gracieelsobrante.com&type=A
UNRESOLVED	17	CA	Piranha Jiu Jitsu	Fountain Valley		KEEP_BLANK	No Piranha school found in Fountain Valley; every Piranha Jiu Jitsu listing resolves to 3335 Pegasus Dr, Bakersfield CA, a different city roughly 230 miles away	
NEEDS_BROWSER	18	CA	Checkmat Fresno-Roots Brazilian Jiu-Jitsu	Fresno		NEEDS_BROWSER	Stored checkmatfresno.com is NXDOMAIN (DNS Status 3); candidate rootsbjj.com is DNS-live and serves robots.txt but every HTML path returns an empty JS-only body, so the city and entity cannot be read without a browser.	https://rootsbjj.com/
DEAD	21	CA	Royce Gracie Jiu Jitsu Academy SoCal	Harbor City		KEEP_BLANK	Stored roycegraciesouthbay.com returns DNS Status 3 NXDOMAIN with the com. SOA as authority, and the alternate roycegraciesocal.com returns Status 2 with all nameservers REFUSED (lame delegation).	https://dns.google/resolve?name=roycegraciesouthbay.com&type=A
CONFIRMED	22	CA	Pedigo Submission Fighting Los Angeles	Hawthorne	https://www.psflosangeles.com/	SET_OVERRIDE	Page states address 12958 Hawthorne Blvd Hawthorne CA 90250 and names Coach Derek Featherstun running the PSF/Daisy Fresh gym, with a gi/no-gi class schedule.	https://www.psflosangeles.com/?cb=1
CONFIRMED	23	CA	Hayward BJJ Darcio Lira	Hayward	https://tadanadojiujitsu.com/	SET_OVERRIDE	Rebrand at the identical unit: contact page reads 21463-B Foothill Blvd, Hayward, CA 94541, and the About page says head instructor Carlos Ta Danado Rocha was taken in by Darcio Lira and earned his black belt from him.	https://tadanadojiujitsu.com/carlos/
CONFIRMED	24	CA	Flow Academy BJJ Indio	Indio	https://flowacademybjjindio.com/	SET_OVERRIDE	Page footer reads 42425 Jackson Street Suite C112 Indio CA 92203 with phone (951) 337-3781, plus a Gi/No-Gi BJJ schedule and head instructor Professor Carlos Miller; domain has A record 76.76.21.21.	https://flowacademybjjindio.com/?cb=1
CONFIRMED	25	CA	Gracie Jiu-Jitsu Indio	Indio	https://gjjindio.com/	SET_OVERRIDE	Page body gives address 80150 Hwy 111 C1, Indio, CA 92201 and phone 760-775-0982 with Gracie Combatives and Master Cycle BJJ programs; DNS returns A records 172.67.172.109 and 104.21.55.193.	https://gjjindio.com/
NEEDS_BROWSER	26	CA	Team Oyama MMA & Fitness	Irvine		NEEDS_BROWSER	teamoyama.com resolves (A 216.150.1.1) and serves a genuine gym robots.txt with /member/ and /membership-signup/ routes, but the Next.js body renders empty via fetch so no address or phone could be read.	https://teamoyama.com/robots.txt
DEAD	27	CA	Valhalla Jiu Jitsu	Irvine		KEEP_BLANK	"Stored valhallabjj.com returns DNS Status 3 NXDOMAIN and the name-matching alternative valhallajiujitsu.com 302s to a HugeDomains page reading ""valhallajiujitsu.com is for sale"""	https://www.valhallajiujitsu.com/?cb=1
CONFIRMED	28	CA	GB La Crescenta	La Crescenta	https://graciebarra.com/la-canada-ca/	SET_OVERRIDE	"Gracie Barra franchisor school page carries address ""645 Foothill Blvd, La Canada Flintridge, CA 91011"" and phone 818-790-2500; the GB sitemap index contains no La Crescenta school and this is the only GB in the Crescenta Valley - CITY DISCREPANCY: listed municipality is La Canada Flintridge, adjacent to La Crescenta on the same Foothill Blvd corridor."	https://graciebarra.com/la-canada-ca/school/
CONFIRMED	31	CA	Alliance Jiu Jitsu Los Angeles	Los Angeles	https://www.cobrinhabjj.com/	SET_OVERRIDE	"Site is titled ""Alliance Jiu Jitsu Los Angeles By Cobrinha"" and its footer gives Cobrinha Brazilian Jiu Jitsu & Fitness, 4929 Wilshire Boulevard #104, Los Angeles CA 90010."	https://www.cobrinhabjj.com/?v=1
DEAD	32	CA	Bang Bang Power Fit	Los Angeles		KEEP_BLANK	Stored host bangbangpowerfit.com returns DNS Status 3 NXDOMAIN and no replacement site exists; only third-party MMA directory listings remain.	https://dns.google/resolve?name=bangbangpowerfit.com&type=A
