verdict	id	region	name	city	url	action	evidence	source_url
CONFIRMED	5	CA	The Chute MMA, Jiu Jitsu and Wrestling	Bakersfield	https://thechutemma.com/	SET_OVERRIDE	Site body lists "The Chute MMA" at 6801 White Ln Suite E3-4 Bakersfield CA 93309 with phone (661) 369-0342 and No-Gi Jiu Jitsu classes under coach Bryan Travers; stored chutetraining.com is NXDOMAIN.	https://thechutemma.com/
NEEDS_BROWSER	15	CA	Fabio Prado Brazilian Jiu-Jitsu Academy	Dixon		NEEDS_BROWSER	fabiopradobjj.com resolves to live A records (76.223.67.189) but apex, www and /index.html all return a body containing only a viewport meta tag, so content cannot be read without a browser.	https://www.fabiopradobjj.com/index.html?v=b10a5
CONFIRMED	25	CA	Gracie Jiu-Jitsu Indio	Indio	https://gjjindio.com/	SET_OVERRIDE	Page body gives address 80150 Hwy 111 C1, Indio, CA 92201 and phone 760-775-0982 with Gracie Combatives and Master Cycle BJJ programs; DNS returns A records 172.67.172.109 and 104.21.55.193.	https://gjjindio.com/
CONFIRMED	35	CA	Uactp	Los Angeles	https://www.uactp.com/	SET_OVERRIDE	Location page body reads "UACTP LOCATION #001 2200 Beverly Blvd Los Angeles, CA 90057" with phone 213.352.4042 and a jiu-jitsu class program.	https://www.uactp.com/location
NEEDS_BROWSER	45	CA	Flawless Victory MMA	Ridgecrest		NEEDS_BROWSER	Stored fvmma.com is NXDOMAIN and flawlessvictorymma.com is also NXDOMAIN; the only non-aggregator candidate found is facebook.com/FlawlessVictoryMma which web_fetch cannot render.	https://dns.google/resolve?name=fvmma.com&type=A
WRONG_ENTITY	55	CA	GB Santa Ynez Valley	Solvang		KEEP_BLANK	The only live site at 320 Alisal Rd Solvang is Allegiant Jiu-Jitsu, an independent academy with no Gracie Barra affiliation named anywhere on its pages; graciebarra.com/santaynez-ca/ subpages return empty bodies.	https://allegiantjiujitsu.com/
CONFIRMED	65	CA	Rodrigo Cardoso Brazilian Jiu-Jitsu Academy	Vacaville	https://atlasbjj.com/	SET_OVERRIDE	About page names "Owner & Head Coach Rodrigo Cardoso" (Rodrigo Lopes Cardoso, born 1991 Brasilia) at 2068 Harbison Dr, Vacaville CA 95687 - same head instructor and city, rebranded to Atlas BJJ; stored rodrigocardosoacademy.com is NXDOMAIN.	https://atlasbjj.com/about-us
WRONG_ENTITY	75	CA	BloodSpillerBJJ & Caveirinha Jiu Jitsu Academy	Yucaipa		KEEP_BLANK	The live site at the same unit (32355 Yucaipa Blvd Unit 3 and 4) is Alliance Jiu-Jitsu Yucaipa, established May 2022 by Sunny "Pin" Diego under the Alliance association - a different lineage from Caveirinha; cjjfsocal.com and onerevolutionjiujitsu.com are both NXDOMAIN.	https://alliancejiujitsuyucaipa.com/
CONFIRMED	85	TX	Brazilian Fight Factory	Austin	https://fightfactoryjiujitsu.com/	SET_OVERRIDE	Site footer links its own Facebook page facebook.com/BrazilianFightFactory and uses a "bff-logo" image file, with address 9607 Research Blvd #675 Austin TX 78759 and phone (512) 428-6125; stored brazilianfightfactory.com publishes no A record at apex or www.	https://fightfactoryjiujitsu.com/
DEAD	95	TX	EnergyFIT Mixed Martial Arts & Fitness	Conroe		KEEP_BLANK	Stored energyfitacademy.com is NXDOMAIN and no replacement domain exists; the only remaining candidate is facebook.com/energyfitacademy, and the Yelp listing for 2330 FM 1488 is marked CLOSED.	https://dns.google/resolve?name=energyfitacademy.com&type=A
NEEDS_BROWSER	105	TX	El Paso Jiujitsu / Jiu-Jitsu El Paso TX 79936	El Paso		NEEDS_BROWSER	Stored elpjiujitsu.com nameservers return REFUSED (lame delegation) and elpasojiujitsu.com redirects to a HugeDomains "for sale" page at $1,995; only remaining candidate is facebook.com/elpaso.jiujitsu.	https://elpasojiujitsu.com/
NEEDS_BROWSER	115	TX	Terra Leon Brazilian Jiu Jitsu	Killeen		NEEDS_BROWSER	terraleonbjj.com is NXDOMAIN and gteambjj.com (the claimed successor) is also NXDOMAIN; the only live candidate is instagram.com/terra_leon_bjj, which web_fetch cannot render.	https://dns.google/resolve?name=terraleonbjj.com&type=A
CONFIRMED	125	TX	Midland BJJ Texas	Midland	https://midlandbjj.com/	SET_OVERRIDE	Site body reads "MIDLAND BJJ & MMA" at 4612 Billingsley Blvd, Midland, TX 79705, phone (432) 230-5545, owner and head instructor Brad "Gordinho" Barnes; stored midlandbjjtx.com is NXDOMAIN.	https://midlandbjj.com/
CONFIRMED	135	TX	Gracie Jiu-Jitsu Salado	Salado	https://saladoma.com/	SET_OVERRIDE	Location page reads "Gracie Jiu-Jitsu Salado - Salado Martial Arts", address 227 N. Main St., Salado, TX 76571, phone 2542896250, Certified Gracie Jiu-Jitsu Training Center.	https://saladoma.com/location
NEEDS_BROWSER	145	TX	Katana Jiu-Jitsu Academy	Spring		NEEDS_BROWSER	Stored katanajiu-jitsuacademy.com is NXDOMAIN and katanajiujitsuacademy.com is also NXDOMAIN; the only non-aggregator candidate is facebook.com/katanajiujitsuacademy.	https://dns.google/resolve?name=katanajiu-jitsuacademy.com&type=A
