verdict	id	region	name	city	url	action	evidence	source_url
NEEDS_BROWSER	3	CA	Javier Blanchard Brazilian Jiu Jitsu / BJJ Anaheim CA 92801	Anaheim		NEEDS_BROWSER	Stored javierblanchard.com is NXDOMAIN (authority SOA is com. itself, so the delegation does not exist); the only remaining candidate is the school Facebook page, which web_fetch cannot render.	https://dns.google/resolve?name=javierblanchard.com&type=A
CONFIRMED	13	CA	Gracie Jiu-Jitsu Clovis	Clovis	https://www.bjjclovis.com/	SET_OVERRIDE	Footer contact block reads 1521 Tollhouse Road, Suite F Clovis CA 93611 with phone 559-318-3136, and the page carries Gracie Combatives / Bullyproof / Master Cycle BJJ programs with a 2026 copyright.	https://www.bjjclovis.com/
CONFIRMED	23	CA	Hayward BJJ Darcio Lira	Hayward	https://tadanadojiujitsu.com/	SET_OVERRIDE	Rebrand at the identical unit: contact page reads 21463-B Foothill Blvd, Hayward, CA 94541, and the About page says head instructor Carlos Ta Danado Rocha was taken in by Darcio Lira and earned his black belt from him.	https://tadanadojiujitsu.com/carlos/
NEEDS_BROWSER	33	CA	Hollywood BJJ	Los Angeles		NEEDS_BROWSER	hollywoodbjj.com resolves to live Cloudflare A records but every web_fetch of the root and of /academy/, /instructors/ and /class-schedule/ returned an empty body, so I could not read the page to judge whether the academy still operates.	https://dns.google/resolve?name=hollywoodbjj.com&type=A
CONFIRMED	43	CA	10th Planet Redland	Redlands	https://10thplanetjiujitsuredlands.com/	SET_OVERRIDE	Footer Contact Us block reads 821 West Colton Ave, Redlands, California 92374 with (909) 809-6694, and the program grid lists Kids and Adult Jiu Jitsu; the stored 10thplanetredlands.com is NXDOMAIN.	https://10thplanetjiujitsuredlands.com/
CONFIRMED	53	CA	Gracie Jiu-Jitsu Santa Cruz	Santa Cruz	https://www.graciesantacruz.com/	SET_OVERRIDE	Site is branded Gracie Jiu-Jitsu Santa Cruz with gjjsantacruz@gmail.com and full BJJ curriculum; note the footer address is now 1408 41st Avenue Capitola CA 95010, the adjacent municipality rather than Santa Cruz proper.	https://www.graciesantacruz.com/
CONFIRMED	63	CA	GB Redondo Beach	Torrance	https://www.gbredondobeach.com/	SET_OVERRIDE	Page lists MOBILE (424) 409-6755 and info@gbredondobeach.com and links its own Yelp listing at /biz/gracie-barra-redondo-beach-torrance, matching the Torrance location; Gracie Barra Kids and Adults BJJ programs are on the page.	https://www.gbredondobeach.com/
CONFIRMED	73	CA	Gracie Jiu-Jitsu Woodland Hills	Woodland Hills	https://www.gracieuniversity.com/Pages/Public/AffiliateDetail?enc=qLoBB8zQLaHlpiOPxVswyw%3D%3D	SET_OVERRIDE	Official Gracie University CTC page for this specific school: 5340 Topanga Canyon Blvd, Woodland Hills CA 91364, phone 818-884-0663, instructor Rocky Glenn, and a live April-May 2026 Combatives schedule; no independent domain for this school exists.	https://www.gracieuniversity.com/Pages/Public/AffiliateDetail?enc=qLoBB8zQLaHlpiOPxVswyw%3D%3D
CONFIRMED	83	TX	Fight Factory Austin	Austin	https://fightfactoryjiujitsu.com/	SET_OVERRIDE	Footer address 9607 Research Blvd #675, Austin, TX 78759 with (512) 428-6125; the About text names founder Rodrigo Brucutu Cabral and the site social link and logo file are BrazilianFightFactory, tying it to the old Fight Factory Austin.	https://fightfactoryjiujitsu.com/
NEEDS_BROWSER	93	TX	Trainers Elite	Carrollton		NEEDS_BROWSER	Stored trainerselite.net is NXDOMAIN and trainerselite.com serves a HugeDomains for-sale parking page priced at $3,495; the only remaining candidate is facebook.com/trainerselitemma.	https://trainerselite.com/
DEAD	103	TX	Texas Elite MMA	Denton		KEEP_BLANK	Both the stored teamgibson.net and the school own-name texaselitemma.com are NXDOMAIN, and the Yelp listing for Texas Elite MMA/Alliance Brazilian Jiu-Jitsu at 5800 N I-35 E Denton is marked CLOSED.	https://dns.google/resolve?name=texaselitemma.com&type=A
NEEDS_BROWSER	113	TX	Collins Martial Arts	Hurst		NEEDS_BROWSER	collinsmartialarts.com and collinsmartialarts.net are both NXDOMAIN; the name-matching chriscollinsacademy.com is a different school whose footer address is 40-41 Connaught Rd. West, Sheung Wan, Hong Kong, leaving only a Facebook page.	https://www.chriscollinsacademy.com/classes-martial-arts
CONFIRMED	123	TX	GB McKinney	McKinney	https://gbmckinney.com/	SET_OVERRIDE	Contact block reads 7901 Eldorado Pkwy STE 120, McKinney, TX 75070 with info@gbmckinney.com and (469) 712-0737, and the page lists Gracie Barra GB1/GB2/GB3 and no-gi Jiu-Jitsu programs.	https://gbmckinney.com/
NOT_BJJ	133	TX	ASL JunSur Martial Arts	Richardson		KEEP_BLANK	The live ASL JunSur site confirms the right school at 300 N Coit Rd #230, Richardson, TX 75080 with (214) 575-5425, but its entire program list is preschool/kids/teen/adult Taekwondo with no jiu-jitsu or grappling class anywhere; stored asljiujitsu.com is NXDOMAIN.	https://amataekwondo.com/north-dallas/
CONFIRMED	143	TX	Gracie Jiu-Jitsu Seguin	Seguin	https://graciejiujitsuseguin.com/	SET_OVERRIDE	Footer contact block reads 110 W. Court Street Seguin TX 78155 US with (830) 340-1292 and graciejiujitsuseguin@gmail.com, matching the Gracie University CTC record for this school.	https://graciejiujitsuseguin.com/
