verdict	id	region	name	city	url	action	evidence	source_url
CONFIRMED	2	CA	Gracie Jiu-Jitsu Alameda	Alameda	https://www.graciealameda.com/	SET_OVERRIDE	Live site titled Gracie Jiu-Jitsu Alameda with 2026 posts thanking students who marched in the Alameda parade and describing it as a Gracie University Certified Training Center.	https://www.graciealameda.com/?cb=1
CONFIRMED	12	CA	GB Chula Vista	Chula Vista	https://graciebarrachulavista.com/	SET_OVERRIDE	Contact block reads 2015 Birch Rd #1207 Chula Vista CA 91915 and 619-240-3404 matching the listing, with GBK/GB1/GB2/GB3 Jiu-Jitsu class grid.	https://graciebarrachulavista.com/?cb=1
CONFIRMED	22	CA	Pedigo Submission Fighting Los Angeles	Hawthorne	https://www.psflosangeles.com/	SET_OVERRIDE	Page states address 12958 Hawthorne Blvd Hawthorne CA 90250 and names Coach Derek Featherstun running the PSF/Daisy Fresh gym, with a gi/no-gi class schedule.	https://www.psflosangeles.com/?cb=1
DEAD	32	CA	Bang Bang Power Fit	Los Angeles		KEEP_BLANK	Stored host bangbangpowerfit.com returns DNS Status 3 NXDOMAIN and no replacement site exists; only third-party MMA directory listings remain.	https://dns.google/resolve?name=bangbangpowerfit.com&type=A
DEAD	42	CA	GB Paso Robles	Paso Robles		KEEP_BLANK	Stored host gbpasorobles.com is NXDOMAIN and the official Gracie Barra school path graciebarra.com/paso-robles-ca/fitness-programs/ now redirects to the generic graciebarra.com/classes/ page.	https://graciebarra.com/paso-robles-ca/fitness-programs/?cb=9
CONFIRMED	52	CA	Gracie Jiu-Jitsu Santa Clarita	Santa Clarita	https://graciejiujitsuscv.com/	SET_OVERRIDE	Footer gives 26370 Diamond Pl Suite 501 Santa Clarita CA 91350 and 661-513-3150, with Gracie Combatives, Bullyproof and Master Cycle programs listed.	https://graciejiujitsuscv.com/?cb=1
CONFIRMED	62	CA	10th Planet Torrance	Torrance	https://10ptorrance.com/	SET_OVERRIDE	Privacy notice names 10th Planet Jiu Jitsu Dark Arts (Torrance), matching the old Dark Arts brand, at 24433 Hawthorne Blvd Torrance CA 90505 with a nogi class schedule.	https://10ptorrance.com/?cb=1
NEEDS_BROWSER	72	CA	Gracie Jiu-Jitsu Whittier	Whittier		NEEDS_BROWSER	No standalone domain found for the 6723 Comstock Ave academy; the only first-party candidates are its Facebook and Instagram pages which web_fetch cannot render.	
DEAD	82	TX	Austin Mixed Martial Arts	Austin		KEEP_BLANK	Stored host austinmixedmartialarts.com returns DNS Status 3 NXDOMAIN and searches surface no successor site under that name in Austin.	https://dns.google/resolve?name=austinmixedmartialarts.com&type=A
UNRESOLVED	92	TX	Gracie Barra Carrollton	Carrollton		FLAG	Stored host gbcarrollton.com is NXDOMAIN and graciebarracarrollton.com does not resolve; the graciebarra.com/carrollton-tx/ path returns an empty body I could not read, so no candidate could be verified.	https://graciebarra.com/carrollton-tx/?cb=9
UNRESOLVED	102	TX	Atos Jiu-Jitsu Houston	Deer Park		FLAG	Stored host atoshoustonbjj.com is NXDOMAIN; the official Atos affiliate page for Houston now shows ATOS LEAGUE CITY at 3830 West Main St League City under Matt Wray, which I could not tie to the Deer Park address on record.	https://atosjiujitsuhq.com/affiliate/houston/?cb=1
CONFIRMED	112	TX	Gracie Jiu-Jitsu Highland Village	Highland Village	https://graciebarrahighlandvillage.com/	SET_OVERRIDE	Contact section gives 200 Marketplace Ln Suite 205 Highland Village TX 75077 and 972-439-7411 with GB1/GB2/GBF/GBK classes; note the school brands itself Gracie Barra, not plain Gracie Jiu-Jitsu as filed.	https://graciebarrahighlandvillage.com/?cb=1
WRONG_ENTITY	122	TX	Combat Base TX / Shebaro Jiu Jitsu / We Defy HQ	McKinney		KEEP_BLANK	combatbasetexas.com now redirects to 3embersgrapplingacademy.com, an Alex Martins BJJ affiliate occupying the same 320 Industrial Blvd Ste 206 unit; both Shebaro domains are NXDOMAIN.	https://combatbasetexas.com/?cb=1
NEEDS_BROWSER	132	TX	Spartan Fit MMA	Rhome		NEEDS_BROWSER	No domain of any kind found for the 6225 TX-114 gym; the only first-party presence is its Facebook page which web_fetch cannot render.	
CONFIRMED	142	TX	South Texas Grappling Team	San Benito	https://south-texas-grappling-team.ueniweb.com/	SET_OVERRIDE	Contact block reads 2404 West Highway 77 Suite Y San Benito Texas 78586 with phone 956-778-1443 and lists Judo and Brazilian Jiu Jitsu as its classes.	https://south-texas-grappling-team.ueniweb.com/?cb=1
