verdict	id	region	name	city	url	action	evidence	source_url
CONFIRMED	1	CA	GB Agoura	Agoura Hills	https://gbagoura.com/	SET_OVERRIDE	Home page body reads "Since opening in 2022, Gracie Barra Agoura" and names Professors Romulo Barral, Jaeson Bianchi and Zane Spruce serving Agoura Hills; DNS A 145.14.146.97.	https://gbagoura.com/?v=1
DEAD	11	CA	Alliance MMA Gym	Chula Vista		KEEP_BLANK	alliancemmagym.com resolves but serves a HugeDomains "AllIancEmmaGym.com is for sale: $6,495" parking page, and alliancetrainingcenter.com is a Saskatoon Canada gym.	https://alliancemmagym.com/?v=1
DEAD	21	CA	Royce Gracie Jiu Jitsu Academy SoCal	Harbor City		KEEP_BLANK	Stored roycegraciesouthbay.com returns DNS Status 3 NXDOMAIN with the com. SOA as authority, and the alternate roycegraciesocal.com returns Status 2 with all nameservers REFUSED (lame delegation).	https://dns.google/resolve?name=roycegraciesouthbay.com&type=A
CONFIRMED	31	CA	Alliance Jiu Jitsu Los Angeles	Los Angeles	https://www.cobrinhabjj.com/	SET_OVERRIDE	Site is titled "Alliance Jiu Jitsu Los Angeles By Cobrinha" and its footer gives Cobrinha Brazilian Jiu Jitsu & Fitness, 4929 Wilshire Boulevard #104, Los Angeles CA 90010.	https://www.cobrinhabjj.com/?v=1
WRONG_ENTITY	41	CA	Kihon Traditional MMA	Oakhurst		KEEP_BLANK	The only live Kihon domain, kihonmmaca.com, has an About page written by Sensei Eddie Bates that places the school in Desert Hot Springs and the Coachella Valley with no mention of Oakhurst.	https://kihonmmaca.com/about/?v=1
DEAD	51	CA	Knoxx Martial Arts and Fitness	San Jose		KEEP_BLANK	Stored knoxxgym.com returns DNS Status 3 NXDOMAIN with the com. SOA as authority, meaning the registrable domain is not registered.	https://dns.google/resolve?name=knoxxgym.com&type=A
WRONG_ENTITY	61	CA	Underground MMA and Amador gym and fitness	Sutter Creek		KEEP_BLANK	The only live same-name candidate, mmaunderground.info, states its address in the page body as 835 Virginia Rd Unit C, Crystal Lake, Illinois 60014.	https://mmaunderground.info/?v=1
NEEDS_BROWSER	71	CA	Buena Vida Jiu Jitsu Academy	West Sacramento		NEEDS_BROWSER	buenavidajiujitsu.com returns DNS Status 3 NXDOMAIN, leaving only the school's Facebook and Instagram pages, which web_fetch cannot render.	https://dns.google/resolve?name=buenavidajiujitsu.com&type=A
CONFIRMED	81	TX	Austin Fitness Martial Arts	Austin	https://www.thevoidmartialarts.com/	SET_OVERRIDE	The JiuJitsu.com listing body gives Austin Fitness Martial Arts the phone +1 512-707-8977 at 4327 S 1st St, and The Void Martial Arts' own Contact page lists that identical phone 512-707-8977 with a Brazilian Jiu-Jitsu program; the school renamed and relocated to 701 Tillery St, Austin 78702.	https://www.thevoidmartialarts.com/contact?v=1
CONFIRMED	91	TX	GB Burleson	Burleson	https://www.graciebarraburleson.com/	SET_OVERRIDE	Page body carries the heading "GRACIE BARRA BURLESON", the contact block "201 Northeast Wilshire Boulevard, Burleson TX 76028" and phone (817) 720-5577.	https://www.graciebarraburleson.com/?v=1
CONFIRMED	101	TX	144 Academy Jiu Jitsu/Self-Defense/Fitness	Dallas	https://144academy.com/	SET_OVERRIDE	Body names owner Jairo Bautista, the 2020 opening, No-Gi Jiu-Jitsu classes, and the address 3406 Easy St, Dallas, TX 75247.	https://144academy.com/home
DEAD	111	TX	Chop Shop MMA	Greenville		KEEP_BLANK	Stored chopshopmma.com returns DNS Status 3 NXDOMAIN with the com. SOA as authority, and no replacement domain exists for the Greenville school.	https://dns.google/resolve?name=chopshopmma.com&type=A
CONFIRMED	121	TX	Victory Combat Sports Academy	Lubbock	https://victorycombatsports.academy/	SET_OVERRIDE	Body reads "Lubbock's Family-Oriented Martial Arts Academy", links a Brazilian Jiu-Jitsu program, and gives the location 3520 Woodrow Road Suite 103, Lubbock, TX 79423.	https://victorycombatsports.academy/?v=1
UNRESOLVED	131	TX	Sahuque Brazilian Jiu-jitsu	Pecos		KEEP_BLANK	Repeated searches surfaced only third-party aggregator listings (matmade, yourlocaldojo, smoothcomp, jiujitsunearme) and no first-party domain of any kind for this school.	
UNRESOLVED	141	TX	Garcia Brazilian Jiu-Jitsu	San Benito		KEEP_BLANK	Repeated searches surfaced only aggregator and news listings (Yelp, Roadtrippers, Birdeye, San Benito News) with a phone number but no first-party website URL.	
