verdict	id	region	name	city	url	action	evidence	source_url
UNRESOLVED	7	CA	Team Mata Brazilian Jiu Jitsu	Bell		FLAG	Only live candidate is a free vercel.app deploy footed "Designed by Vonroflo.com" with unnamed placeholder trainers, a dummy map embed and stale 2025 events, so it cannot be shown to be school-owned despite matching address and phone	https://team-mata-mma.vercel.app/?cb=1
UNRESOLVED	17	CA	Piranha Jiu Jitsu	Fountain Valley		KEEP_BLANK	No Piranha school found in Fountain Valley; every Piranha Jiu Jitsu listing resolves to 3335 Pegasus Dr, Bakersfield CA, a different city roughly 230 miles away
DEAD	27	CA	Valhalla Jiu Jitsu	Irvine		KEEP_BLANK	Stored valhallabjj.com returns DNS Status 3 NXDOMAIN and the name-matching alternative valhallajiujitsu.com 302s to a HugeDomains page reading "valhallajiujitsu.com is for sale"	https://www.valhallajiujitsu.com/?cb=1
UNRESOLVED	37	CA	MMA Cardio Fitness Center	Modesto		KEEP_BLANK	No school-owned domain found for the 1314 10th St Modesto gym; every hit is a third-party directory listing (Loc8NearMe, Nicelocal, jiujitsu.com) with no website field
WRONG_ENTITY	47	CA	Next Generation MMA & Fitness	Sacramento		KEEP_BLANK	The asserted domain nextgenerationmma.com serves a school whose own page body gives its address as 2995 Preston Rd #1550, Frisco Texas 75034, not the Sacramento gym at 1564 Santa Ana Ave	https://nextgenerationmma.com/?cb=1
NEEDS_BROWSER	57	CA	DE LA O Jiu-Jitsu	Stanton		NEEDS_BROWSER	Stored delaojiujitsu.com is DNS Status 3 NXDOMAIN and delaojj.com is also NXDOMAIN; the only remaining candidate is the school's Facebook page, which web_fetch cannot render	https://dns.google/resolve?name=delaojiujitsu.com&type=A
CONFIRMED	67	CA	GB Ventura	Ventura	https://www.graciebarraventura.com/	SET_OVERRIDE	Contact page body carries "Gracie Barra Ventura, 3503 Arundell Circle, Ventura CA, (805)663-9220, info@gbventura.com", matching the Ventura listing address and phone	https://www.graciebarraventura.com/contact-us?cb=1
CONFIRMED	77	TX	Gracie Jiu-Jitsu Adkins	Adkins	https://gracie-jiu-jitsu-adkins.gymdesk.com/	SET_OVERRIDE	Live Gymdesk site body reads "Gracie Jiu-Jitsu Adkins proudly empowers Adkins and surrounding Wilson County families" with named instructors Gabriel Sabin and Ashley Sabin on the class schedule; note Yelp separately marks the school CLOSED and the schedule view defaults to a 2025 week	https://gracie-jiu-jitsu-adkins.gymdesk.com/page/about-us
CONFIRMED	87	TX	GB Westlake	Austin	https://gbwestlakehills.com/	SET_OVERRIDE	Site body names head instructor Professor Alexandre "Dande" Santos, matching the Gracie Barra Westlake listing, and its map embed resolves to "Gracie Barra Westlake Jiu-Jitsu and Self Defense" at 30.3176/-97.8639 in Westlake, Austin	https://gbwestlakehills.com/our-school/?cb=1
CONFIRMED	97	TX	Jiu Jitsu Tech Mix martial arts and fitness	Corinth	https://www.jiujitsutech.com/	SET_OVERRIDE	Footer gives "Jiu Jitsu Tech, 7650 Interstate 35E, Corinth, TX, 76210" with contact email jiujitsutechofcorinth@gmail.com and the same facebook.com/jiujitsutech and instagram/JIUJITSUTECH1 accounts as the listing	https://jiujitsutech.com/?cb=1
NEEDS_BROWSER	107	TX	Evolve BJJ	Fort Worth		NEEDS_BROWSER	Stored evolvebjj.com nameservers do not respond at apex or www, and the successor domain storybjj.com asserted by search 302s to a HugeDomains "storybjj.com is for sale" page, leaving only the Facebook page StoryBJJ	https://storybjj.com/?cb=1
DEAD	117	TX	Sangue Novo FT / Gallos Prietos Jiu Jitsu	Laredo		KEEP_BLANK	Stored sanguenovojj.com returns DNS Status 3 NXDOMAIN and the alternative sanguenovobjj.com is also NXDOMAIN; only third-party directory listings remain for 216 N Zapata Hwy	https://dns.google/resolve?name=sanguenovojj.com&type=A
CONFIRMED	127	TX	Gracie Jiu-Jitsu New Braunfels	New Braunfels	https://gjjnb.com/	SET_OVERRIDE	Footer gives "167A S I-35 South Frontage Rd New Braunfels TX 78130" with phone 830-743-2664 and links to facebook.com/GracieNewBraunfels, the listing's own page	https://gjjnb.com/?cb=1
CONFIRMED	137	TX	GB Alamo Ranch	San Antonio	https://graciebarra.com/alamo-ranch-tx/	SET_OVERRIDE	Franchisor school page body carries "GB Alamo Ranch, 10919 Culebra Rd #187, San Antonio, TX 78253" and phone 210-251-2912, matching the listing; no school-owned domain exists	https://graciebarra.com/alamo-ranch-tx/school/?cb=1
CONFIRMED	147	TX	Spartan Fit MMA - Springtown TX	Springtown	https://spartanspringtown.com/	SET_OVERRIDE	Site is a rename to "Spartan Grappling Academy" at the same unit, contact block reading "554 J E Woody Rd, Springtown, TX" and linking instagram.com/spartanfitspringtown; phone now (918) 399-0531 rather than the older (580) 475-5512	https://spartanspringtown.com/?cb=1
