verdict	id	region	name	city	url	action	evidence	source_url
CONFIRMED	1	CO	Genesis Training Academy	Arvada	https://genesis-fight.com/	SET_OVERRIDE	"About page body names Brazilian Jiu Jitsu and lists visit address 4300 Kipling Street Wheat Ridge CO 80003 phone (720) 770-3590; text still says ""family owned ... located in Arvada CO"" so school relocated to adjacent Wheat Ridge; stored fightgta.com is NXDOMAIN"	https://genesis-fight.com/about-us/
DEAD	2	CO	Alliance Jiu Jitsu Colorado	Aurora		KEEP_BLANK	Stored alliancejiujitsucolorado.com is NXDOMAIN and alliancebjjcolorado.com is NXDOMAIN; no replacement domain found and no address or phone could be read from any live page.	https://dns.google/resolve?name=alliancejiujitsucolorado.com&type=A
NEEDS_BROWSER	3	CO	Gracie Jiu-Jitsu Aurora	Aurora		NEEDS_BROWSER	graciebjjcolorado.com has a live A record (192.252.154.23) but web_fetch returns a totally empty body on /, /about-us, /robots.txt and /sitemap.xml so I could not read the 601 Salida Way address or (720) 436-7093 phone from the site itself.	https://www.graciebjjcolorado.com/
DEAD	4	CO	Alliance Jiu Jitsu Boulder	Boulder		KEEP_BLANK	alliancejiujitsububoulder.com is NXDOMAIN and alliancebjjboulder.com is NXDOMAIN; no Alliance-affiliated Boulder academy address or phone found anywhere	https://dns.google/resolve?name=alliancejiujitsububoulder.com&type=A
DEAD	5	CO	Frontline Wrestling and Jiu-Jitsu Academy	Brighton		KEEP_BLANK	graciebrighton.com and www.graciebrighton.com both NXDOMAIN (Status 3); alternate brighton-martialarts.com also NXDOMAIN at apex and www; no live domain exists	https://dns.google/resolve?name=graciebrighton.com&type=A
CONFIRMED	6	CO	Gracie Jiu-Jitsu Canon City	Canon City	https://www.gjj-canoncity.com	SET_OVERRIDE	309 Main St., Canon City, CO 81212; 719-922-1238. School's own domain gjj-canoncity.com (live A 198.49.23.144) redirects to its Gracie University CTC page; body shows current Aug 2026 Combatives/Women Empowered calendars and named Gracie Combatives, Master Cycle, Jr. Grapplers classes.	https://gjj-canoncity.com/
DEAD	10	CO	Cheyenne Mountain BJJ	Colorado Springs		KEEP_BLANK	"Stored cheyennemountainbjj.com returns NXDOMAIN and no Colorado Springs school by this name exists in search; cheyennebjj.com footer reads ""Cheyenne BJJ 2612 OLD HAPPY JACK RD UNIT B - Cheyenne WY 82001"" so it is a different Wyoming academy"	https://cheyennebjj.com/facility-2/
NEEDS_BROWSER	11	CO	719 Fight Team MMA	Colorado Springs		NEEDS_BROWSER	No domain resolves (719fightteam.com NXDOMAIN); the only apparent school-run presence is facebook.com/719FightTeamMma which web_fetch cannot render, so no address or phone was read.	https://dns.google/resolve?name=719fightteam.com&type=A
DEAD	12	CO	Altitude MMA	Colorado Springs		KEEP_BLANK	Stored altitudemma.com is NXDOMAIN and Tapology's live page for Altitude MMA at 529 Arrawanna St, phone (719) 633-1606, is flagged Out of Business.	https://www.tapology.com/gyms/597-altitude-mma
CONFIRMED	13	CO	GB Colorado Springs	Colorado Springs	https://graciebarra.com/colorado-springs-co/	SET_OVERRIDE	Page body states 1360 N Academy Blvd, Colorado Springs, CO 80909 and phone 719-246-1111 with GB1/GB2 Jiu-Jitsu classes	https://graciebarra.com/colorado-springs-co/
DEAD	14	CO	Peak Mixed Martial Arts Academy	Colorado Springs		KEEP_BLANK	Both candidate domains NXDOMAIN (Status 3): peakmixedmartialartsacademy.com and peakmmaa.com; search engines still index both as live	https://dns.google/resolve?name=peakmmaa.com&type=A
