verdict	id	region	name	city	url	action	evidence	source_url
CONFIRMED	1	CO	Genesis Training Academy	Arvada	https://genesis-fight.com/	SET_OVERRIDE	About page body names Brazilian Jiu Jitsu and lists visit address 4300 Kipling Street Wheat Ridge CO 80003 phone (720) 770-3590; text still says "family owned ... located in Arvada CO" so school relocated to adjacent Wheat Ridge; stored fightgta.com is NXDOMAIN	https://genesis-fight.com/about-us/
DEAD	10	CO	Cheyenne Mountain BJJ	Colorado Springs		KEEP_BLANK	Stored cheyennemountainbjj.com returns NXDOMAIN and no Colorado Springs school by this name exists in search; cheyennebjj.com footer reads "Cheyenne BJJ 2612 OLD HAPPY JACK RD UNIT B - Cheyenne WY 82001" so it is a different Wyoming academy	https://cheyennebjj.com/facility-2/
NEEDS_BROWSER	19	CO	Guetho BJJ Denver	Englewood		NEEDS_BROWSER	Stored guethobjjdenver.com and engelwoodbjj.com are both NXDOMAIN; guetho.com has a live A record 2.57.91.91 on Hostinger dns-parking nameservers but web_fetch returns an empty body at apex and www so I cannot tell a JS site from a parking lander	https://dns.google/resolve?name=guetho.com&type=A
CONFIRMED	28	CO	Infinite MMA Academy	Loveland	https://infinitemixedmartialarts.perfectmind.com/SocialSite/about-us	SET_OVERRIDE	Contact page reads "Infinite Jiu-Jitsu Academy ... 970-593-1965 ... 329 East 3rd Street Loveland CO 80537" with a named Gracie Jiu Jitsu program; owner Adam Martinez bio on About page; stored infinitemixedmartialarts.com is NXDOMAIN	https://infinitemixedmartialarts.perfectmind.com/SocialSite/contact-us
DEAD	37	LA	Martial Arts America Baton Rouge	Baton Rouge		KEEP_BLANK	Stored martialartsamericabr.com returns NXDOMAIN and no Baton Rouge school operating under this name surfaced in search; I read no live page for this school so the only hard evidence is the DNS probe	https://dns.google/resolve?name=martialartsamericabr.com&type=A
DEAD	46	LA	Evolution Training	Houma		KEEP_BLANK	Stored guerrillajiujitsuhouma.com is NXDOMAIN and the alternate houmabjj.com is also NXDOMAIN; search results state the gym closed in October 2024 but I read no live page to verify that, so the hard evidence is the DNS probe	https://dns.google/resolve?name=houmabjj.com&type=A
DEAD	55	LA	Danny Daniels' MMA & Fitness	New Orleans		KEEP_BLANK	Stored dannydanielsmma.com returns NXDOMAIN; the Yelp listing for 2358 St Claude Ave New Orleans is titled CLOSED, which I read only as a search snippet; the hard evidence is the DNS probe	https://dns.google/resolve?name=dannydanielsmma.com&type=A
NEEDS_BROWSER	64	LA	Gracie Stonewall Jiu Jitsu Academy	Stonewall		NEEDS_BROWSER	gatorpitbjj.com has a live A record 52.223.13.41 and serves a real robots.txt with a sitemap, but every page returns only a meta-viewport shell to web_fetch; owner Brian Andrews and the Gator Pit to Gracie Stonewall rename are attested only in search snippets, so a browser render is needed	https://gatorpitbjj.com/robots.txt
DEAD	73	NJ	Jfc Training Center	Cranford		KEEP_BLANK	Stored jerseyfightclub.com is NXDOMAIN, as are jfctrainingcenter.com and renzograciecranford.com; the Renzo Gracie affiliate directory lists 47 Alden St Cranford under Prof. Carlos "Bronco" Oliveira with a dead website, and same-address succession is not evidence of the same entity	https://renzogracieacademy.com/academies/
CONFIRMED	82	NJ	Gracie Jiu-Jitsu Galloway	Galloway	https://taphousebjj.com/	SET_OVERRIDE	Site og:site_name is literally "Gracie Jiu-Jitsu Galloway"; footer gives 323 S Pitney Road Galloway NJ 08205 and phone 6094027351, with Gracie Combatives and Master Cycle as named BJJ classes	https://taphousebjj.com/
