verdict	id	region	name	city	url	action	evidence	source_url
DEAD	5	CO	Frontline Wrestling and Jiu-Jitsu Academy	Brighton		KEEP_BLANK	graciebrighton.com and www.graciebrighton.com both NXDOMAIN (Status 3); alternate brighton-martialarts.com also NXDOMAIN at apex and www; no live domain exists	https://dns.google/resolve?name=graciebrighton.com&type=A
DEAD	14	CO	Peak Mixed Martial Arts Academy	Colorado Springs		KEEP_BLANK	Both candidate domains NXDOMAIN (Status 3): peakmixedmartialartsacademy.com and peakmmaa.com; search engines still index both as live	https://dns.google/resolve?name=peakmmaa.com&type=A
CONFIRMED	23	CO	Gracie Jiu-Jitsu Grand Junction	Grand Junction	https://www.gracieuniversity.com/Pages/Public/AffiliateDetail?enc=iDCGTlWq4tRja4132BcL9g%3D%3D	SET_OVERRIDE	Page body: "Located Inside Mesa Mall / 2424 US Hwy 6 Ste 224B / Grand Junction, Colorado 81505" and 970-901-0201; instructors Jason, Caleb and Desiree Padilla; schedule PDFs dated APRIL 2026	https://bit.ly/GJJGJCO
CONFIRMED	32	CO	14ers Jiu Jitsu	Salida	https://www.veritastrainingcenter.co/	SET_OVERRIDE	School's own domain www.14ersjiujitsu.com resolves (Wix A record) and redirects here; body shows phone (719)-251-9320 and a live gi/no-gi Jiu-Jitsu schedule; 14ers Salida rebranded as Veritas Training Center	https://www.14ersjiujitsu.com/?cb=1
NEEDS_BROWSER	41	LA	Louisiana Judo. Louisiana Muay Thai	Broussard		NEEDS_BROWSER	www.louisianajudo.com has live A records (multiscreensite/Duda) but every page fetched (/, /programs, /schedule, /programs/adult-muay-thai) returns an empty body; could not read content or confirm a named BJJ/grappling class	https://www.louisianajudo.com/?cb=2
DEAD	50	LA	Premier Martial Arts Lafayette	Lafayette		KEEP_BLANK	premiermartialartsacademy.com NXDOMAIN; the franchise's own Louisiana page body lists Slidell (616 Robert Blvd, 985-630-1155) as the only Louisiana studio - no Lafayette LA location exists	https://premiermartialarts.com/geo/united-states/louisiana/?cb=1
NEEDS_BROWSER	59	LA	Criterion Jiu Jitsu	Prairieville		NEEDS_BROWSER	criterionjiujitsu.com and www.criterionjiujitsu.com both NXDOMAIN; only web presence found is a Facebook page, which web_fetch cannot render. criterionbjj.com is a different school in Louisville KY and was not used	https://dns.google/resolve?name=criterionjiujitsu.com&type=A
DEAD	68	NJ	Green Dragon Warrior Arts	Barnegat		KEEP_BLANK	greendragonunlimited.com NXDOMAIN; greendragonwarriorarts.com NXDOMAIN; repeated searches surface no Barnegat NJ school of this name (only unrelated Green Dragon schools in Bordentown NJ, Chapel Hill NC and Spring Hill FL)	https://dns.google/resolve?name=greendragonwarriorarts.com&type=A
NEEDS_BROWSER	77	NJ	Golden Eagle Judo & Jiu-Jitsu	Elizabeth		NEEDS_BROWSER	www.goldeneaglejjj.com NXDOMAIN and goldeneaglejudo.com NXDOMAIN; only presence is Facebook/Instagram (listings give 313 1st Ave, Elizabeth NJ, 908-313-8527), which web_fetch cannot render	https://dns.google/resolve?name=www.goldeneaglejjj.com&type=A
DEAD	86	NJ	Renzo Gracie Hoboken	Hoboken		KEEP_BLANK	www.renzograciehoboken.com NXDOMAIN; the Hoboken successor domain hobokenfightclub.com now redirects to chuteboxela.com, whose body gives "Chute Boxe Luis Azeredo / 3107 Central Ave. / Union City, NJ 07087" - different city, brand and head instructor, so not published	https://hobokenfightclub.com/?cb=1
DEAD	95	NJ	Roberto Gordo BJJ	Newark		KEEP_BLANK	www.robertogordo.com NXDOMAIN; gordobjj.com body lists only "1637 Bonaventure Boulevard, Weston, FL 33326" and 954.600.7874 as the Gordo academy, with no Newark NJ location	https://gordobjj.com/gordousa.html?cb=1
CONFIRMED	104	NJ	Kurt Pellegrino MMA	Wall Township	https://www.pellegrinomma.com/	SET_OVERRIDE	Body: "187 Parker Ave Manasquan NJ", phone 7325525742, "Owned and Operated by UFC veteran Kurt Pellegrino" - same owner, relocated from Wall Township to Manasquan NJ	https://www.pellegrinomma.com/?cb=1
CONFIRMED	113	OK	10th Planet Jiu-Jitsu Altus	Altus	https://www.10thplanetjj.com/locations/altus/	SET_OVERRIDE	Body: "SIMS Martial Arts / 10th Planet Altus / 321 West Commerce / Altus OK, 73521" and (580) 482-0030; class list includes 10th Planet Jiu-jitsu and Adult/Youth Gi and NoGi Jiu-jitsu. Stored altusmartialarts.ninja is NXDOMAIN	https://www.10thplanetjj.com/locations/altus/?cb=1
CONFIRMED	122	OK	American Elite Mixed Martial Arts	Edmond	https://www.americanelitemma.com/	SET_OVERRIDE	Body: "14330 N Lincoln Blvd Suite 504, Edmond, OK 73013" and (405) 740-8987; Brazilian Jiu Jitsu listed as a program. Relocated from 25 Fretz Ave; stored edmondbjj.com is NXDOMAIN	https://www.americanelitemma.com/?cb=1
NEEDS_BROWSER	131	OK	F-5 Grappling	Mustang		NEEDS_BROWSER	f5grappling.com NXDOMAIN; only presence is Facebook/Instagram (listings give 660 W SW 59th St, Mustang OK 73064, 405-503-3385), which web_fetch cannot render	https://dns.google/resolve?name=f5grappling.com&type=A
NEEDS_BROWSER	140	OK	Trinity Martial Arts	Pryor		NEEDS_BROWSER	trinitypryor.com NXDOMAIN and trinitymartialartspryor.com NXDOMAIN; only presence is Facebook/Instagram (listings give 1030 W Graham Ave, Pryor OK 74361, 918-373-9085), which web_fetch cannot render	https://dns.google/resolve?name=trinitypryor.com&type=A
