verdict	id	region	name	city	url	action	evidence	source_url
DEAD	2	CO	Alliance Jiu Jitsu Colorado	Aurora		KEEP_BLANK	Stored alliancejiujitsucolorado.com is NXDOMAIN and alliancebjjcolorado.com is NXDOMAIN; no replacement domain found and no address or phone could be read from any live page.	https://dns.google/resolve?name=alliancejiujitsucolorado.com&type=A
NEEDS_BROWSER	11	CO	719 Fight Team MMA	Colorado Springs		NEEDS_BROWSER	No domain resolves (719fightteam.com NXDOMAIN); the only apparent school-run presence is facebook.com/719FightTeamMma which web_fetch cannot render, so no address or phone was read.	https://dns.google/resolve?name=719fightteam.com&type=A
CONFIRMED	20	CO	Nova Mente Jiu Jitsu Academy	Englewood	https://www.novamentebjj.com	SET_OVERRIDE	Site body lists 2761 W Oxford Ave, Unit 7, Englewood, CO 80110 and phone 303-209-1830, with named gi and no-gi jiu jitsu classes; stored novamenteacademy.com resolves but serves an empty default WordPress install.	https://www.novamentebjj.com/?cb=1
NEEDS_BROWSER	29	CO	Kingsnake Jiu-Jitsu	Loveland		NEEDS_BROWSER	Stored kingsnakebjj.com and kingsnakejiujitsu.com are both NXDOMAIN; a King Snake Jiu Jitsu partner page on lovelandathleticclub.org is live but contains only generic boilerplate with no street address or phone to match.	https://www.lovelandathleticclub.org/programs-partners/king-snake-jiu-jitsu/?cb=1
DEAD	38	LA	Warrior's Cove Baton Rouge	Baton Rouge		KEEP_BLANK	Stored warriorscovebjj.com is NXDOMAIN; the live warriorscove.com belongs to a Minnesota operation (St Louis Park, St Paul, Burnsville) and is a different entity, so no Baton Rouge site exists.	https://dns.google/resolve?name=warriorscovebjj.com&type=A
CONFIRMED	47	LA	Extreme Mix Martial Arts	Houma	https://extremefitnessmma.com	SET_OVERRIDE	Site body states the school is at 1221 Grand Caillou Rd, Houma, LA with phone (985) 873-5722 and lists Kids BJJ and Adult BJJ as named classes.	https://extremefitnessmma.com/?cb=1
CONFIRMED	56	LA	Mid City Martial Arts & Fitness Academy	New Orleans	https://www.midcitymma.com	SET_OVERRIDE	Rebrand to Mid City MMA; site body lists phone (504) 309-7018 matching the record and its member portal is hosted at midcitymartialartsfitnessacademy.perfectmind.com, tying it to the stored name.	https://www.midcitymma.com/?cb=1
DEAD	65	LA	Primal Fitness Lake Charles	Sulphur		KEEP_BLANK	Stored primalfitnessla.com is NXDOMAIN and repeated searches of Sulphur and Lake Charles returned no listing, address or phone for this business under any domain.	https://dns.google/resolve?name=primalfitnessla.com&type=A
CONFIRMED	74	NJ	Real World Martial Arts Team Renzo Gracie	Denville	https://renzograciedenville.com	SET_OVERRIDE	Site body lists phone 973-625-9444 matching the Real World Martial Arts record and the academy is now at 56 Broadway, Denville, NJ 07834 (moved within Denville from 27 E Main St); still a Renzo Gracie BJJ academy.	https://renzograciedenville.com/?cb=1
DEAD	83	NJ	Hamilton Martial Arts	Hamilton Square		KEEP_BLANK	Stored hamiltonmartialarts.com is NXDOMAIN and the business at 957 State Hwy 33 is reported closed; nearby Hamilton United Martial Arts Academy at 2452 Kuser Rd is a different school, not a rebrand.	https://dns.google/resolve?name=hamiltonmartialarts.com&type=A
DEAD	92	NJ	Red Dragon Martial Arts Academy	Manville		KEEP_BLANK	Stored reddragonmaa.com is NXDOMAIN and reddragonmartialarts.org is also NXDOMAIN; the Manville location is reported closed and no live site carries a matching address or phone.	https://dns.google/resolve?name=reddragonmaa.com&type=A
NEEDS_BROWSER	101	NJ	Martial Maxx MMA	Teterboro		NEEDS_BROWSER	Stored martialmaxxmma.com and martialmaxx.com are both NXDOMAIN; the only apparent school-run presence is facebook.com/martial.maxxmma which web_fetch cannot render, so the 100 Hollister Rd address was never confirmed on a page I read.	https://dns.google/resolve?name=martialmaxxmma.com&type=A
DEAD	110	NJ	Extreme Fight Club	Woodland Park		KEEP_BLANK	Stored efcchampion.com is NXDOMAIN and the 10 Squirrelwood Rd location is reported closed; no successor domain resolves.	https://dns.google/resolve?name=efcchampion.com&type=A
CONFIRMED	119	OK	Northside Brazilian Jiu Jitsu	Collinsville	https://www.thenorthsidejiujitsu.com	SET_OVERRIDE	Site body lists 123 N 7th St, Collinsville, OK 74021 and phone 918-695-8315, matching the record, with kids, youth and adult jiu jitsu classes named.	https://www.thenorthsidejiujitsu.com/?cb=1
CONFIRMED	128	OK	Church BJJ	Muskogee	https://churchjj.com	SET_OVERRIDE	Site body names Church Jiu-Jitsu with contact Zac at 918-428-9152 and gives the current address as 7902 Charles Page Blvd, Tulsa, OK — the school has relocated from Muskogee to Tulsa; BJJ, MMA and wrestling are named classes.	https://churchjj.com/?cb=1
NEEDS_BROWSER	137	OK	Clinch Martial Arts Academy - Owasso	Owasso		NEEDS_BROWSER	Stored teamclinch.com nameservers return REFUSED and it serves an empty body, so it is dead; clinchmartialarts.com has live A records but returns an empty body that could be a real JS-rendered site or a parking lander.	https://clinchmartialarts.com/?cb=1
