verdict	id	region	name	city	url	action	evidence	source_url
CONFIRMED	8	CO	Carlson Gracie Jiujitsu Team Castle Rock	Castle Rock	https://therockjiujitsuteam.com/	SET_OVERRIDE	Rebrand: 488 Crystal Valley Pkwy C, Castle Rock CO 80104 - the address Carlson Gracie Team Castle Rock announced it was moving to; contact email jared@therockjiujitsuteam.com matches CG Castle Rock black-belt owner Jared Leblanc (whatnow.com article 2022-03-25, which I fetched). Stored carlsongracieteamcastlerock.com is NXDOMAIN.	https://therockjiujitsuteam.com/
CONFIRMED	17	CO	Low Summit Jiu Jitsu	Denver	https://rebellionselfdefensegjj.com/	SET_OVERRIDE	Rebrand/relocation to 3047 W 74th Ave Unit B, Westminster CO 80030. Both phones on the page, (303) 570-3887 and (720) 218-6317, are the two numbers listed for Low Summit Jiu Jitsu in third-party listings (Yelp/Manta - not pages I fetched); class hours Mon-Thu 4-6pm / Sat 8-10am match those listings; Facebook handle facebook.com/lowsummitbjj is now titled "Rebellion Self Defense and Jiu Jitsu". Stored domain NXDOMAIN.	https://rebellionselfdefensegjj.com/
DEAD	26	CO	Flo Life BJJ + Colorado Holistic Martial Arts	Lakewood		KEEP_BLANK	flolifebjj.com is NXDOMAIN at both apex and www (registry-level, com. SOA) though search engines still index stale flolifebjj.com pages. No alternate domain found; owners' other domain bjjafter40.com resolves but returns an empty body and is a personal blog brand, not the school site. Address 9191 W Jewell Ave, Lakewood CO 80232 appears only in third-party listings.	
NEEDS_BROWSER	35	LA	Vermilion Martial Arts Academy	Abbeville		NEEDS_BROWSER	Stored abbevillesummercamp.com is NXDOMAIN. Candidate vmaaskillz.com is also NXDOMAIN; vermilionmartialarts.com (from listed email garrett@vermilionmartialarts.com) resolves but serves a one.com "Hosted by one.com / Build your website" parked lander. Only remaining presence is facebook.com/VMAAacademy and instagram.com/vermilion_martialarts_academy, which web_fetch cannot render. Also unverified whether BJJ is a named class - listings describe SKILLZ child-development / youth MMA.	http://www.vermilionmartialarts.com/
DEAD	44	LA	Combat Athletics	Denham Springs		KEEP_BLANK	Stored ccrosbyjiujitsu.com is NXDOMAIN. combatathletic.com is a DIFFERENT gym - Combat Athletics of 419 Twins Way, Bermuda Run NC 27006, founder Josh Stanley, (336) 414-7930 - not Chris Crosby's Denham Springs gym. The Denham Springs unit at 34130 LA Hwy 16 / (225) 460-1422 is now branded "Movement Jiu Jitsu and MMA" / "Movement Martial Arts and Fitness" (third-party listings, not a page I fetched); that operation has no website of its own, only facebook.com/movementmaf plus MindBody/WellnessLiving booking pages.	https://www.combatathletic.com/
DEAD	53	LA	Louisiana Martial Arts Academy	Metairie		KEEP_BLANK	Stored louisianamaa.com is NXDOMAIN at both apex and www. Yelp lists "Louisiana Martial Arts Academy - CLOSED, 2309 Clearview Pkwy, Metairie" (third-party listing, not a page I fetched). No successor domain found; other Metairie schools (Cajun Combat, Gracie United Kenner) are unrelated entities.	
CONFIRMED	62	LA	Carlos Machado Jiu Jitsu of Shreveport	Shreveport	https://cmjjshreveport.com/	SET_OVERRIDE	2539 E. 70th Street, Shreveport LA 71106; phone 318-658-3035; named Kids/Teen/Adult Brazilian Jiu-Jitsu classes; links to facebook.com/RCJMJJSHREVEPORT. Stored shreveportmartialart.com is NXDOMAIN (old site).	https://cmjjshreveport.com/
CONFIRMED	71	NJ	AMA Fight Club	Cedar Knolls	https://www.joinamafightclub.com/	SET_OVERRIDE	8 East Frederick Place, Unit 106, Cedar Knolls, NJ 07927; phone (973) 877-8294; Brazilian Jiu Jitsu is a named program. Stored amafightclubcedarknolls.com is NXDOMAIN.	https://www.joinamafightclub.com/contact
DEAD	80	NJ	Elite Tactical Martial Arts	Flanders		KEEP_BLANK	Stored elitetacticalmartialarts.com is NXDOMAIN at both apex and www. Repeated searches surface only a Nextdoor listing (230 US Highway, Flanders NJ 07836, (862) 251-4455 - third-party listing, not a page I fetched). No school-owned domain exists; nearby "Elite Martial Arts" hits (Rockaway, Morganville, Franklin Lakes) are unrelated businesses.	
NEEDS_BROWSER	89	NJ	Team Endurance MMA/ Brazilian JiuJitsu & Kickboxing Academy	Jersey City		NEEDS_BROWSER	Stored teamendurancemma.com is NXDOMAIN. Candidate jerseycity-mma.com resolves live (A 74.63.219.252) and is indexed under the school's name, but web_fetch returns an empty body on /, /home and /contact over both http and https, so the page body could not be read and the address 785 West Side Ave could not be verified. Needs a real browser.	https://jerseycity-mma.com/
NEEDS_BROWSER	98	NJ	Lionheart MMA	South Amboy		NEEDS_BROWSER	Stored lionheartmixedmartialarts.com is NXDOMAIN. lionheartbjj.com is a DIFFERENT school - Lionheart Jiu Jitsu, 284 N. Main St., Brighton CO 80601, (720) 734-8900, Demian Maia affiliate - not South Amboy NJ. The NJ school's only surviving candidate is facebook.com/LionheartBJJ, which web_fetch cannot render; listings give 1866 Route 35 N, South Amboy, (732) 707-3325 (third-party, not fetched).	https://lionheartbjj.com/
DEAD	107	NJ	Gracie Barra Westfield	Westfield		KEEP_BLANK	Stored gbwestfield.com is NXDOMAIN; gbwestfieldnj.com is also NXDOMAIN. Repeated searches for a Gracie Barra school in Westfield / Union County NJ return only Gracie Barra Princeton, Lawrenceville and Newtown; no Westfield NJ Gracie Barra location, site, instructor or social page surfaces. Appears defunct.	
CONFIRMED	116	OK	Brothers Jiu Jitsu	Broken Arrow	https://brothersjiujitsu.wordpress.com/	SET_OVERRIDE	3081 W Albany St STE #117, Broken Arrow, OK 74012, with weekly class hours; site header reads "Brothers Jiu Jitsu is a nogi Brazilian Jiu Jitsu school in Broken Arrow, Oklahoma". Stored brothersjiujitsu.com is NXDOMAIN; the live site is the wordpress.com subdomain. Page content last modified 2023.	https://brothersjiujitsu.wordpress.com/contact/
DEAD	125	OK	KMG Martial Arts Inc	El Reno		KEEP_BLANK	Stored kmgmartialarts.com is NXDOMAIN at both apex and www; the older host kmgmartialarts.a6studios.com is also NXDOMAIN. Search engines still index a stale kmgmartialarts.com homepage. Only live presence is instagram.com/kmgmartialarts and a Facebook page. Listings give 1711 Investors Ave, El Reno and 801 Garth Brooks Blvd / 519 W Main St, Yukon (third-party, not fetched); school teaches Tae Kwon Do, Kung Fu and Jiu Jitsu.	
DEAD	134	OK	Sen Shin Kan Dojo	Oklahoma City		KEEP_BLANK	Stored senshinkandojo.com is NXDOMAIN at both apex and www (registry-level); senshinkandojo.org is also NXDOMAIN. Search engines still index stale www.senshinkandojo.com pages. No live replacement domain found; remaining presence is a Facebook page and an swkif.org affiliate listing. Listed address 3629 NW 23rd St, Oklahoma City OK 73107 (third-party, not fetched).	
