verdict	id	region	name	city	url	action	evidence	source_url
NEEDS_BROWSER	3	CO	Gracie Jiu-Jitsu Aurora	Aurora		NEEDS_BROWSER	graciebjjcolorado.com has a live A record (192.252.154.23) but web_fetch returns a totally empty body on /, /about-us, /robots.txt and /sitemap.xml so I could not read the 601 Salida Way address or (720) 436-7093 phone from the site itself.	https://www.graciebjjcolorado.com/
DEAD	12	CO	Altitude MMA	Colorado Springs		KEEP_BLANK	Stored altitudemma.com is NXDOMAIN and Tapology's live page for Altitude MMA at 529 Arrawanna St, phone (719) 633-1606, is flagged Out of Business.	https://www.tapology.com/gyms/597-altitude-mma
DEAD	21	CO	Gracie Jiu-Jitsu Fort Collins	Fort Collins		KEEP_BLANK	Stored graciefortcollins.com is NXDOMAIN and no replacement domain was found; Gracie Barra Fort Collins at 1538 E Harmony Rd is a different academy, not a rebrand.	
NEEDS_BROWSER	30	CO	Ground Zero Roaring Fork Valley BJJ	New Castle		NEEDS_BROWSER	Stored gzglenwoodsprings.com is NXDOMAIN; ground-zero-roaring-fork.square.site is live with a real sitemap (instructors, schedule, lastmod 2026-08-03) and og:site_name GZ Roaring Fork, but Square Online renders in JS so I could not read the 420 W Main St address or any phone.	https://ground-zero-roaring-fork.square.site/sitemap.xml
NEEDS_BROWSER	39	LA	Stockwell Martial Arts Academy	Bossier City		NEEDS_BROWSER	No own domain exists: stockwellmartialarts.com and stockwellmartialartsacademy.com are both NXDOMAIN; only a Facebook page remains, which web_fetch cannot render, so 2091 Stockwell Rd could not be verified.	https://www.facebook.com/stockwellmartialartsacademy/
NEEDS_BROWSER	48	LA	Reeds Elite Mixed Martial Arts	Jennings		NEEDS_BROWSER	reedselitemma.com resolves to 209.59.187.177 on GoDaddy nameservers but returns an empty body on /, /about and /sitemap.xml, so I cannot tell a real site from a parking lander and could not confirm 518 N Main St.	https://reedselitemma.com/
CONFIRMED	57	LA	NOLA MMA	New Orleans	https://www.nolamma.com/	SET_OVERRIDE	Live page footer reads NOLA MMA, 401 North Galvez Street, New Orleans, LA 70119, with named Jiu Jitsu and Combat BJJ classes under head instructor Ray Lopez.	https://www.nolamma.com/
DEAD	66	LA	Gracie United Jiu Jitsu - Lacombe	Sulphur		KEEP_BLANK	The Gracie United association's own live gym directory lists 30 academies across LA, MS and AL and contains neither a Lacombe nor a Sulphur location, so this school is no longer in the network and has no site.	https://www.championfactory.com/gyms
DEAD	75	NJ	JBMFIT - Fitness Center and & Brazilian Jiu Jitsu Academy	Edgewater Park		KEEP_BLANK	Stored jbmfit.com is NXDOMAIN and no replacement domain for the 4237 Route 130 South, Edgewater Park facility was found.	
CONFIRMED	84	NJ	CE Jiu Jitsu, MMA, boxing, kickboxing Harrison	Harrison	https://chokelabacademy.com/	SET_OVERRIDE	Live site footer reads Chokelab Academy, 756 Harrison Ave, Harrison, NJ 07029, 973-445-7796, email josef@jmbjj.com; this is the rebrand of Cutting Edge BJJ (CE) under the same head instructor Josef Manuel and the same phone.	https://chokelabacademy.com/
DEAD	93	NJ	Puzon Jiu Jitsu	Milltown		KEEP_BLANK	Both candidate domains for the 75 N Main St, Milltown academy are NXDOMAIN: stored puzonjiujitsu.com and the alternate puzonbjj.com that search surfaces.	
DEAD	102	NJ	Gracie Barra Toms River	Toms River		KEEP_BLANK	Stored gbtomsriver.com is NXDOMAIN and no Gracie Barra school in Toms River could be located; the nearest is Gracie Barra Princeton at 150 Lawrenceville Pennington Rd, a different school.	
UNRESOLVED	111	OK	Conquer BJJ Mixed Martial Arts Academy	Ada		KEEP_BLANK	Stored conquerbjjada.com is NXDOMAIN; conquerbjj.com is live but serves only a GoDaddy Website Builder Launching Soon placeholder with no address, phone or class information for 315 W 12th St.	https://conquerbjj.com/
NEEDS_BROWSER	120	OK	Lucas Martial Arts	Duncan		NEEDS_BROWSER	lucasmartialarts.com is NXDOMAIN and lucasmartialartsacademy.com is a same-name different school at 715 6th St, Bedford, IN 47421 run by Greg Lucas, not the 706 W Main St Duncan OK gym; only a Facebook page remains for Duncan.	https://www.lucasmartialartsacademy.com/classes
NEEDS_BROWSER	129	OK	Mega Church Jiu Jitsu	Muskogee		NEEDS_BROWSER	megachurchjiujitsu.com is NXDOMAIN and the only web presence found is a Facebook page and Instagram account, neither of which web_fetch can render, so no address could be verified.	https://www.facebook.com/MegaCJJ/
CONFIRMED	138	OK	Combat Syndicate	Ponca City	https://combatsyndicate.org/	SET_OVERRIDE	Live page footer reads 305 S Pine St, Ponca City, OK 74601 with phone 580-363-7562 and named Kids and Adult Jiu-Jitsu class pages.	https://combatsyndicate.org/
