verdict	id	region	name	city	url	action	evidence	source_url
CONFIRMED	6	CO	Gracie Jiu-Jitsu Canon City	Canon City	https://www.gjj-canoncity.com	SET_OVERRIDE	309 Main St., Canon City, CO 81212; 719-922-1238. School's own domain gjj-canoncity.com (live A 198.49.23.144) redirects to its Gracie University CTC page; body shows current Aug 2026 Combatives/Women Empowered calendars and named Gracie Combatives, Master Cycle, Jr. Grapplers classes.	https://gjj-canoncity.com/
DEAD	15	CO	The HQ - Jiu Jitsu Headquarters	Colorado Springs		FLAG	Stored jiujitsucoloradosprings.com = NXDOMAIN; thehqtrainingcsco.com = NXDOMAIN. thehqtraining.com resolves (104.21.14.171) and renders a complete-looking HQ page with 310 S 8th St and (719) 259-0911, BUT its own footer reads "This is a free demo result from the Wayback Machine Downloader. It is not a complete website." - archived copy, not a school-controlled site. Do not publish.	https://www.thehqtraining.com/
DEAD	24	CO	Gunnison Jiu-Jitsu	Gunnison		KEEP_BLANK	Stored gunnisonjiujitsu.com = NXDOMAIN (Status 3); gunnisonbjj.com = NXDOMAIN. Search still serves stale gunnisonjiujitsu.com titles and body text but the domain does not resolve. Only remaining presence found is a Facebook page, which web_fetch cannot render. No live site.	
DEAD	33	CO	Flatirons Mixed Martial Arts Academy	Westminster		KEEP_BLANK	Stored flatironsmma.com = NXDOMAIN (Status 3). No successor domain found. Third-party listing (Yelp, not a page I fetched) marks 12910 Zuni St as CLOSED as of July 2026; I did not read a first-party closure notice.	
NOT_BJJ	42	LA	Langston's Martial Arts	Central		KEEP_BLANK	Stored langstonsmartialarts.com and www variant = NXDOMAIN. Successor garrisonsma.com is live at 14455 Greenwell Springs Rd, Suite E, Central, LA 70739; 225-256-6270, and links the same Facebook page id 100057196760957 that search returns as "Langston's Martial Arts" - a genuine rebrand to Garrison's Martial Arts. However the program body text lists Taekwondo, Filipino Martial Arts, Muay Thai and Maphilindo Silat only; BJJ appears solely in a stale og/meta description, not as a named class.	https://www.garrisonsma.com/adults-age-18
NEEDS_BROWSER	51	LA	Lake Area Brazilian Jiu-Jitsu	Lake Charles		NEEDS_BROWSER	labjj.com has a live A record (208.73.209.18) but returns a completely empty body on two cache-busted fetches. Live DNS + empty body + exact name match - cannot distinguish a JS site from a parked page without a browser. No address confirmed first-hand.	https://www.labjj.com/
CONFIRMED	60	LA	Triad Martial Arts Academy of Ruston	Ruston	https://www.triadmartialartsruston.com/	SET_OVERRIDE	2321 S Vienna St, Ruston, LA 71270; +1 318-513-3828. Live A 162.159.140.166; full first-party body read with BJJ/jiu-jitsu class pages and coaches Josh and Makayla named in on-page reviews.	https://www.triadmartialartsruston.com/conact-us-page-jiu-jitsu-in-ruston-la
NOT_BJJ	69	NJ	Misfits Muay Thai & Brazilian Jiu Jitsu	Brick Township		KEEP_BLANK	Stored misfitsmuaythai.com = NXDOMAIN; the successor home link thaiboxing.fitness = NXDOMAIN. Live misfitsmuaythai.wordpress.com is the same founder (Prairie Rugilo) but now "Misfits Muay Thai, Boxing and Fitness" in Toms River, offering Muay Thai, Boxing and Personal Training only - no BJJ or grappling class in the site body (BJJ appears only in image alt-text keywords). Separately, misfitsclubbjj.com is a different school in Tujunga, CA - not this record.	https://misfitsmuaythai.wordpress.com/about/
CONFIRMED	78	NJ	Team Jucão Elizabeth Brazilian Jiu Jitsu BJJ	Elizabeth	https://www.teamjucaoacademy.com/locations	SET_OVERRIDE	942 Monroe Avenue, Elizabeth NJ 07208; (973) 641-9671; Coach Anderson De Paula. Read on the official Team Jucao organization site (live A 185.230.63.107), which lists this exact affiliate with matching address and phone. No standalone Elizabeth domain exists.	https://www.teamjucaoacademy.com/locations
CONFIRMED	87	NJ	CULTR BJJ	Jersey City	https://www.cultrfightclub.com/	SET_OVERRIDE	315 15th St Ste 3A, Jersey City, NJ 07310; 201.345.9311. Stored cultrbjj.com = NXDOMAIN; same CULTR brand in the same city now trades as CULTR Fight Club, with a named Brazilian Jiu Jitsu program page. Live A 198.49.23.144.	https://www.cultrfightclub.com/contact
