verdict	id	region	name	city	url	action	evidence	source_url
DEAD	7	CO	Carbondale Training Center (Rising Crane)	Carbondale		KEEP_BLANK	risingcrane.net NXDOMAIN (Status 3); risingcranetrainingcenter.com and carbondaletrainingcenter.com also NXDOMAIN; risingcrane.com resolves (217.160.0.229) but serves an empty body. Only remaining presence is an UNCLAIMED WellnessLiving directory stub (768 Highway 133, Carbondale CO 81623 - third-party listing, not a school page) and a Facebook page web_fetch cannot render.	
CONFIRMED	16	CO	Conifer Jiu Jitsu & Fitness	Conifer	https://www.conifermartialarts.com/	SET_OVERRIDE	Read on the site's own Location page: 25797 Conifer Rd. Conifer, CO 80433 Suite B219. Homepage names Brazilian Jiu Jitsu classes, IBJJF-registered academy, established April 2022. DNS Status 0, A records 104.21.19.35 / 172.67.184.241.	https://www.conifermartialarts.com/location/
UNRESOLVED	25	CO	Atos BJJ Lakewood	Lakewood		FLAG	atosbjjlakewood.com NXDOMAIN. Atos HQ's LIVE affiliate directory (read in full, 2026 copyright) lists NO Colorado/Denver/Lakewood affiliate, so the Atos-branded entity appears gone. A live gym, Peak Martial Arts (https://peakmartialartsdenver.com/), reads on its own page "(303) 986-4255 / 9100 W 6th Ave / Lakewood, CO 80215" with a named Adult Jiu-Jitsu program under Professor Nick Mota; a member testimonial says "Peak Kickboxing and Brazilian Jiu Jitsu" for 6 years. SELF-FLAG: the address/phone for "Atos BJJ Lakewood" came only from aggregator listings, not a primary Atos source, and the Peak site never states a former Atos name - cannot distinguish rebrand from separate entity. Not repointing.	https://atosjiujitsuhq.com/affiliates/
DEAD	34	CO	Discipleship Jiu-Jitsu	Woodland Park		KEEP_BLANK	discipleshipjiujitsu.com and www.discipleshipjiujitsu.com both NXDOMAIN (Status 3). Search engines still index the old title and a /schedule path but the domain does not resolve. No replacement domain or primary page found.	
CONFIRMED	43	LA	Gladiators Academy of Crowley	Crowley	https://www.gladiatorsacademyofcrowley.com/	SET_OVERRIDE	Read in the site footer: 209 East Park Street, Crowley, LA 70526; phone (337) 789-4389. Named BJJ (Brazilian Jiu-Jitsu) Classes program. DNS Status 0 (Wix, 34.149.87.45).	https://www.gladiatorsacademyofcrowley.com/
NEEDS_BROWSER	52	LA	Ground Zero Combat Sports Academy	Leesville		NEEDS_BROWSER	groundzerocombatsportsacademy.com is NXDOMAIN (Status 3) although search still indexes an /about page on it. No live replacement domain found. Only candidate presence is https://www.facebook.com/groundzerospark1000/ which web_fetch cannot render - a browser agent must check whether it is current.	
DEAD	61	LA	Warrior Training Center	Shreveport		KEEP_BLANK	warriortrainingcenterla.com NXDOMAIN (Status 3). Searched Shreveport BJJ/martial arts listings; no school of this name has a live site. "Iron Warrior Training Center LLC" in Shreveport is a different, personal-training gym, not this entity. No replacement found.	
NEEDS_BROWSER	70	NJ	Clay Jiu Jitsu	Browns Mills		NEEDS_BROWSER	clayjiu-jitsu.com and clayjiujitsu.com are both NXDOMAIN (Status 3). No other domain found. Only candidate presence is https://www.facebook.com/clayjiujitsu/ which web_fetch cannot render - a browser agent must verify. Third-party listings (NOT read as a primary source) place it at 519 Lakehurst Rd, Browns Mills NJ under Prof. Jermaine Clay.	
DEAD	79	NJ	Blue Line Defense and Fitness	Ewing Township		KEEP_BLANK	bluelinedefenseandfitness.com NXDOMAIN (Status 3). No replacement domain found in any search. All remaining references are third-party directory listings (310 4th St, Ewing NJ) which also describe it primarily as a boxing gym; with no primary page I could confirm neither a live site nor a named BJJ/grappling class.	
CONFIRMED	88	NJ	Thiago Rela BJJ	Jersey City	https://www.trajiujitsu.com/	SET_OVERRIDE	thiagorelateam.com is NXDOMAIN. Live successor site read directly: "The Relentless Art. Jiu jitsu academies in Jersey City, Bayonne & Bloomfield, since 2018", phone (201) 614-3502, memberships@trajiujitsu.com; the Jersey City schedule tab lists gi, no-gi, kids, women's-only and Muay Thai classes. Site hosts a /thiago-rela bio path. SELF-FLAG: no street address is printed anywhere on the site; the 372 9th St, Jersey City address comes from a Yelp listing I did not treat as primary. DNS Status 0 (Wix, 34.149.87.45).	https://www.trajiujitsu.com/
