result	id	name	proposed_url	dns_status	better_url	note
PASS_WITH_CAVEAT	1	Genesis Training Academy	https://genesis-fight.com/	0 A=yes		Site address is 4300 Kipling St, Wheat Ridge CO (adjacent to Arvada) while about-us copy still says Arvada; BJJ named only inside the kids class and legacy about-us text, no adult BJJ class listed.
PASS	6	Gracie Jiu-Jitsu Canon City	https://www.gjj-canoncity.com	0 A=yes		Domain redirects to the school's own Gracie University CTC page showing 309 Main St, Canon City CO 81212, 719-922-1238 and a full BJJ class schedule.
PASS	13	GB Colorado Springs	https://graciebarra.com/colorado-springs-co/	0 A=yes		School-specific page with 1360 N Academy Blvd, Colorado Springs CO 80909, 719-246-1111 and GB1/GB2/kids jiu-jitsu classes.
PASS	20	Nova Mente Jiu Jitsu Academy	https://www.novamentebjj.com	0 A=yes		Page gives 2761 W Oxford Ave Unit 7, Englewood CO 80110, 303-209-1830 and a full weekly gi/no-gi jiu-jitsu schedule.
PASS	23	Gracie Jiu-Jitsu Grand Junction	https://www.gracieuniversity.com/Pages/Public/AffiliateDetail?enc=iDCGTlWq4tRja4132BcL9g%3D%3D	0 A=yes		CTC detail page lists Mesa Mall, 2424 US Hwy 6 Ste 224B, Grand Junction CO 81505, 970-901-0201 and a Gracie BJJ class schedule.
PASS	28	Infinite MMA Academy	https://infinitemixedmartialarts.perfectmind.com/SocialSite/about-us	0 A=yes	https://infinitemixedmartialarts.perfectmind.com/SocialSite/home	Proposed page has no address; the same site's contact page gives 329 E 3rd St, Loveland CO 80537 and 970-593-1965, with a named Gracie Jiu Jitsu program under Adam Martinez.
PASS_WITH_CAVEAT	32	14ers Jiu Jitsu	https://www.veritastrainingcenter.co/	0 A=yes		Different academy name; the only link to 14ers is that 14ersjiujitsu.com 301s here; page carries the Salida CO address in its own title, phone 719-251-9320 and named jiu-jitsu instruction.
PASS	47	Extreme Mix Martial Arts	https://extremefitnessmma.com	0 A=yes		Site shows 1221 Grand Caillou Rd, Houma LA, phone 985-873-5722, with dedicated Kids BJJ and Adult BJJ class pages.
PASS	56	Mid City Martial Arts & Fitness Academy	https://www.midcitymma.com	0 A=yes		Mid City MMA, New Orleans LA, phone 504-309-7018; its booking link is midcitymartialartsfitnessacademy.perfectmind.com, matching the record name; jiu-jitsu is a named class.
PASS	57	NOLA MMA	https://www.nolamma.com/	0 A=yes		Site gives 401 North Galvez St, New Orleans LA 70119 and names Jiu Jitsu, Combat BJJ and wrestling classes under BJJ black belt Ray Lopez.
PASS_WITH_CAVEAT	58	The Dojang New Orleans	https://thedojangnola.com/	0 A=yes		Address is 1920 Williams Blvd, Kenner LA 70062 (New Orleans metro, not Orleans Parish), phone 504-353-4434; Carlos Machado BJJ classes are on the timetable.
PASS	60	Triad Martial Arts Academy of Ruston	https://www.triadmartialartsruston.com/	0 A=yes		Site shows 2321 S Vienna St, Ruston LA 71270, phone 318-513-3828, and named adult, women's and kids BJJ plus Judo classes.
PASS_WITH_CAVEAT	74	Real World Martial Arts Team Renzo Gracie	https://renzograciedenville.com	0 A=yes		Site is Renzo Gracie Denville at 56 Broadway, Denville NJ 07834, 973-625-9444, Facebook handle TeamRenzoGracieDenville; it never documents the rename or the move from the older Denville address.
PASS	78	Team Jucao Elizabeth Brazilian Jiu Jitsu BJJ	https://www.teamjucaoacademy.com/locations	0 A=yes		Locations page lists Team Jucao Elizabeth, Coach Anderson De Paula, 942 Monroe Avenue, Elizabeth NJ 07208, 973-641-9671.
PASS	82	Gracie Jiu-Jitsu Galloway	https://taphousebjj.com/	0 A=yes		Site name is still Gracie Jiu-Jitsu Galloway (trading as Tap House Jiu-Jitsu), 323 S Pitney Rd, Galloway NJ 08205, 609-402-7351, Gracie CTC BJJ programs.
PASS_WITH_CAVEAT	84	CE Jiu Jitsu, MMA, boxing, kickboxing Harrison	https://chokelabacademy.com/	0 A=yes		Chokelab is at 756 Harrison Ave, Harrison NJ, 973-445-7796 - the same address and phone jmbjj.com publishes for Prof. Josef Manuel's Cutting Edge (CE) BJJ - but the Chokelab page itself never mentions Cutting Edge and lists only BJJ, not boxing/kickboxing.
PASS_WITH_CAVEAT	85	David Branch Jiu Jitsu	https://dbjjhoboken.com/	0 A=yes		Live site names Adult/Youth/Advanced BJJ and gives 720 Monroe St Bldg C Ste 410/411, Hoboken NJ 07030, but carries no phone and I could not confirm from the site whether it is still operating.
PASS	87	CULTR BJJ	https://www.cultrfightclub.com/	0 A=yes		CULTR Fight Club, 315 15th St Ste 3A, Jersey City NJ 07310, with a named Brazilian Jiu Jitsu program page and class schedule.
PASS_WITH_CAVEAT	91	Anaconda Brazilian Jiu Jitsu & MMA Academy	https://anacondabjjnjny.com/	0 A=yes		Site's only location is 6529 Kennedy Blvd, North Bergen NJ, 201-682-9925, under Prof. Julio Rodriguez; North Bergen is not adjacent to Lyndhurst and the page documents no move.
PASS	96	Advanced Martial Arts	https://advancedbjjnj.com/	0 A=yes		Site shows 1846 US-1, North Brunswick Township NJ 08902, phone 908-670-8242, with a named Brazilian Jiu-Jitsu program.
PASS_WITH_CAVEAT	104	Kurt Pellegrino MMA	https://www.pellegrinomma.com/	0 A=yes		Contact address is 187 Parker Ave, Manasquan NJ (adjacent to Wall Township), phone 732-552-5742; the Classes page names adult Gi/NoGi BJJ and kids BJJ, so BJJ is not meta-only.
PASS	105	Up Top Martial Arts Academy	https://www.uptopmartialarts.com/	0 A=yes		Site gives 87 Berdan Ave Suite 1, Wayne NJ 07470, 973-692-1991, and named Kids and Adult BJJ programs under Yanni Hronakis.
PASS_WITH_CAVEAT	109	Camal Judo	https://camalandcruz.com/	0 A=yes		Camal & Cruz at 266 Union Blvd, Totowa NJ 07512, 973-256-0110, names Camal Judo's founder Tony Camal and Adult BJJ/Judo classes; the site says Totowa since 1996 and never mentions Woodland Park.
PASS_WITH_CAVEAT	112	Rebellion Martial Arts	https://www.rebellionmartialarts.com/	0 A=yes		Site's own posts repeatedly name its Ada (Byng) and Duncan OK locations and a Cavalcanti BJJ curriculum under Jeanelle Hebert, but no street address or phone is published and the contact page renders empty.
PASS	113	10th Planet Jiu-Jitsu Altus	https://www.10thplanetjj.com/locations/altus/	0 A=yes		Subpage exists and is location-specific: SIMS Martial Arts / 10th Planet Altus, 321 West Commerce, Altus OK 73521, 580-482-0030, with named gi and no-gi jiu-jitsu classes.
PASS	114	Platypus BJJ	https://platypusbjj.wordpress.com/	0 A=yes		Page gives 715 Dewey Ave, Bartlesville OK 74003, adult and kids BJJ class times and prices, instructor Josh Pulsifer; no phone listed.
PASS_WITH_CAVEAT	118	Team Impact Martial Arts & Fitness	https://teamimpactbjj.com/	0 A=yes		Site and a quoted review place it at 13019 S State Highway 51, Coweta OK 74429, 918-210-0029, with a named BJJ program; Coweta is a neighbouring town to Broken Arrow and no relocation is documented.
PASS	119	Northside Brazilian Jiu Jitsu	https://www.thenorthsidejiujitsu.com	0 A=yes		Body renders only on retry; shows 123 N 7th St, Collinsville OK 74021, 918-695-8315, kids/youth/adult jiu-jitsu class times and the school's founding story.
PASS	122	American Elite Mixed Martial Arts	https://www.americanelitemma.com/	0 A=yes		Site gives 14330 N Lincoln Blvd Suite 504, Edmond OK 73013, 405-740-8987, and a named Brazilian Jiu Jitsu program with pricing.
PASS_WITH_CAVEAT	128	Church BJJ	https://churchjj.com	0 A=yes		Church Jiu-Jitsu's only stated location is 7902 Charles Page Blvd, Tulsa OK, contact Zac 918-428-9152; Tulsa is roughly 50 miles from Muskogee and the site documents no move.
PASS	136	Prowess Brazilian Jiu-Jitsu	https://www.prowessgym.com/	0 A=yes		Prowess Fitness lists Brazilian Jiu-Jitsu as one of its named memberships and gives 2010 S Wood Dr, Okmulgee OK 74447, 918-756-8787.
PASS	138	Combat Syndicate	https://combatsyndicate.org/	0 A=yes		Site shows 305 S Pine St, Ponca City OK 74601, 580-363-7562, with dedicated kids and adult Jiu-Jitsu class pages.
PASS	141	Alexander Jiu-Jitsu	https://alexanderjj.com/	0 A=yes		Site gives 2132 Smith St, Seminole OK 74868, 405-380-8145, and names Brazilian Jiu-Jitsu among its classes.
