region	city	name	address	old_url
CO	Lafayette	10th Planet Jiu Jitsu Boulder - Lafayette	1318 Centaur Village Dr.	http://www.10thplanetboulder.com
CO	Lakewood	Atos BJJ Lakewood	12860 Lakewood #212	http://www.atosbjjlakewood.com
CO	Lakewood	Flo Life BJJ + Colorado Holistic Martial Arts	9191 W Jewell Ave	https://www.flolifebjj.com
CO	Loveland	Infinite Jiu-Jitsu Academy	329 E 3rd St #305	http://www.infinitejiujitsuloveland.com
CO	Loveland	Kingsnake Jiu-Jitsu	1343 S Garfield Ave	http://www.kingsnakebjj.com
CO	Loveland	Northern Colorado Jiu Jitsu	1542 Taurus Ct Suite 100	http://www.nocojiujitsu.com
CO	Parker	Kurusan Jiu-Jitsu & Kickboxing	18632 Pony Express Dr	http://www.kurusan.com
CO	Parker	Zenith Authentic Brazilian Jiu-Jitsu	18366 Lincoln Ave Unit 108	http://www.authenticbjj.com
CO	Pueblo	Gracie Barra Pueblo	1306 North Main Suit B	https://graciebarra.com/co-pueblo
CO	Westminster	Flatirons Mixed Martial Arts Academy	12910 Zuni St Unit #200	http://www.flatironsmma.com
CO	Wheat Ridge	ETHOS Colorado	11465 W I-70 Frontage Rd N	http://ethoscolorado.com
CO	Woodland Park	Discipleship Jiu-Jitsu	403 S. Baldwin St	https://discipleshipjiujitsu.com
CT	Ansonia	Casa of Jiu Jitsu	240 Main St	http://www.casabjj.com/
CT	Baltic	Shetucket Valley Judo and Sambo	118 W Main St	http://www.judoct.com/
CT	Bridgeport	ZR Association CT	1313 Connecticut Ave	https://zrbridgeportbjj.com/
CT	Danbury	BJJ For Christ Jiu Jitsu	346 Main St Unit B	http://www.bjjforchrist.org/
CT	Danbury	Danbury Academy Mixed Martial Arts	35 Hayestown Rd	https://www.da-mma.com/
CT	Danbury	Team Delima Brazilian Jiu-Jitsu Association	1 Memorial Drive	http://delimajiujitsu.com/
CT	Enfield	Northeast Elite Wrestling Center	72 Shaker Road	http://northeastelitewrestling.com/
CT	Fairfield	Connecticut Martial Arts Training Center	530 Kings Hwy Cutoff	http://ctmma.com/
CT	Fairfield	Fit Club BJJ	1496 Post Rd	http://www.fitclubct.com/
CT	Glastonbury	Fortitude Jiu Jitsu	180 Oakwood Dr	http://fortitudejj.com/
CT	Hartford	Underdog Brazilian Jiu-Jitsu	20 New Park Ave	http://www.underdogbjj.com/
CT	New Britain	New Britain Judo and Dynamic Arts	83 W Main St	http://www.newbritainjudo.org/
CT	North Haven	Ultimate MMA Training Center	79 State Street	http://www.ultimatemmact.com/
CT	Norwalk	Ronin Martial Arts - Westport	508 Westport Ave	https://www.westportmma.com/
CT	Southington	UFC GYM Southington	235 Queen St	https://www.ufcgym.com/locations/southington/
CT	Stamford	Stamford Judo	100 Research Dr	http://www.stamfordjudo.us/
CT	Stratford	Cruvinel Brothers Brazilian Jiujitsu / GFTeam	60 Access Road	http://www.cruvinelbrothers.com/
CT	Stratford	Iceman's Martial Arts Academy	588 Success Ave	http://www.icemansmartialarts.com/
CT	Wethersfield	Hartford Dojo	48 Silas Deane Hwy	http://gracieacademy.com/
FL	Altamonte Springs	Gracie Jiu-Jitsu Altamonte Springs	249 W State Rd 436 Suite 1085	http://www.graciejjcfl.com/
FL	Cape Coral	Black Trunk Martial Arts	4814 Cape Coral St.	http://blacktrunk.net/
FL	Cape Coral	Cali Style MMA	1404 Del Prado Blvd S	http://calistylemma.com/
FL	Clermont	GB Clermont	16215 SR 50 Suite 301	https://graciebarra.com/clermont-fl/
FL	Coral Gables	Refit Academy - Coral Gables	4940 S Le Jeune Rd	http://www.refitacademycoralgables.com
FL	Dania Beach	ATP Brazilian Jiu Jitsu	714 S Federal Hwy	http://www.atpbjj.com/
FL	Dania Beach	Marcelo Meleiro BJJ – Nova Uniao South Florida	714 South Federal Hwy.	http://www.novauniaosouthflorida.com/
FL	Davie	Dynamic Martial Arts & Fitness Studios	12940 State Road 84	http://www.nitroacademy.com/
FL	DeLand	DeLand Brazilian Jiu-Jitsu	235 N Amelia Ave	http://www.delandjiujitsu.com/
FL	DeLand	West Volusia Academy Of Mixed Martial Arts	1324 E. Intl Spdwy Blvd; Suite 1	http://theacademyofmma.com/
FL	Deerfield Beach	Burns Bros Jiu Jitsu		https://burnsbrosjiujitsu.com/
FL	Delray Beach	Carlson Gracie Manny Soares	105 Avenue L	https://mannysoaresbjj.com
FL	Fort Myers	Fight Zone MMA	10180 Metro Pkwy	http://www.fightzonefl.com/
FL	Gainesville	Gainesville BJJ Florida		https://gainesvillebjjfl.com
FL	Gainesville	School of Combat Arts		https://schoolofcombatarts.com/
FL	Hallandale Beach	Gracie Barra Hallandale Beach	648 W Hallandale Beach Blvd	http://gbhallandale.com
FL	Hollywood	Alliance South Florida Team Rollyson		https://alliancesouthflorida.com/
FL	Indian Harbour Beach	BLTeam Brazilian Jiu-Jitsu and Muay Thai Academy	1090 E Eau Gallie Blvd	https://blteam1.com/
FL	Inverness	Agogi Academy of Combatives	136 Heights Ave	http://agogiac.com/
FL	Jacksonville	Alpha Dogs Martial Arts		https://alphadogsmartialarts.com/
FL	Jupiter	The Jupiter Jiu Jitsu Academy in Jupiter Fl	1312 Commerce Ln #4b	http://www.jupiterjiujitsu.com/
FL	Kissimmee	Knights BJJ	2556 Simpson Rd	http://knightsbjj.com/
FL	Lauderhill	South Florida Fight Club	5400 N University Dr	http://www.sffc.tv/
FL	Lauderhill	UFC GYM Lauderhill	5770 W Oakland Park Blvd	https://www.ufcgym.com/locations/lauderhill/
FL	Longwood	Kokopelli's Gym	390 Sansu Court	http://www.kokogym.com/
FL	Melbourne	Master Lowell's MMA Academy	4865 N.Wickham Rd. Suite 106	https://jlmma.com/
FL	Miami	Champion Martial Arts	13810 SW 56 St.	http://www.judochampion.com/
FL	Miami	Refit Academy - Wynwood	1657 N Miami Ave	http://www.refit-academy.com
FL	Miami Beach	5th St. Gym		https://www.5thstreetgym.com/
