OK	Alliance Jiu Jitsu Los Angeles	CA	Los Angeles	https://www.cobrinhabjj.com/	Cobrinha BJJ, 4929 Wilshire Blvd Los Angeles
OK	Alliance Jiu Jitsu MPLS	MN	Edina	https://alliancebjjmn.com	BJJ academy, 7387 Bush Lake Rd Edina
OK	Alliance Jiu Jitsu Montreal	QC	Montreal	https://brazilianjiujitsumontreal.com	Alliance BJJ Montreal, schedule listed
OK	Alliance Jiu Jitsu Montréal - Rosemère	QC	Rosemère	https://brazilianjiujitsumontreal.com	Site headlines Montreal-Rosemere, both locations covered
OK	Alliance Jiu Jitsu Orlando	FL	Orlando	https://brunomalfacine.com/	Malfacine BJJ, 3029 Edgewater Dr Orlando
OK	Alliance Jiu Jitsu San Diego	CA	San Diego	https://alliancesandiego.com/	BJJ academy, San Diego Miramar area
OK	Alliance Jiu Jitsu Twin Falls	ID	Twin Falls	https://alliancetf.com	BJJ, 647 Filer Ave Twin Falls ID
OK	Alliance Kelowna	BC	Kelowna	https://www.alliancekelowna.com	BJJ, 110-1854 Kirschner Rd matches record
AGGREGATOR	Alliance Richmond Hill Brazilian Jiu Jitsu	GA	Richmond Hill	https://www.facebook.com/Alliance-Savannah-Richmond-Hill-Brazilian-Jiu-Jitsu-345133652772330/	Facebook page used as site
OK	Alliance San Diego	CA	San Diego	https://alliancesandiego.com	BJJ academy, San Diego Miramar area
AGGREGATOR	Alliance TN	TN	Memphis	https://www.facebook.com/AllianceTNBJJ	Facebook page used as site
OK	Aloisio Silva Brazilian Jiu-Jitsu Academy	TX	Arlington	https://silvabjjtx.com/	Rebranded Flores Martial Arts, Arlington TX BJJ
OK	Alpha Omega BJJ / jiu jitsu Laredo TX 78041	TX	Laredo	https://alphaomegabjj.wordpress.com/	BJJ, 8510 Las Crucas Ave Laredo
OK	Alton Family Martial Arts & Fitness	IL	Alton	https://www.altonfma.com/	BJJ academy serving Riverbend area, name matches
OK	Altruist Mixed Martial Arts	NV	Henderson	https://www.altruistmixedmartialarts.com	MMA with grappling, located in Henderson
OK	Alvarez Brazilian Jiu-Jitsu Arlington	TX	Arlington	https://alvarezbjj.com/	BJJ academy in Arlington TX
AGGREGATOR	Amazonas MMA & Fitness Academy	TX	Edinburg	https://www.facebook.com/amazonasmma/	Facebook page used as site
OK	American Combat Club	FL	Orlando	http://americancombatclub.com/	MMA/BJJ, 1016 W Church St Orlando
OK	American Elite MMA	OK	Edmond	https://www.americanelitemma.com/	BJJ/MMA in Edmond OK, address updated
SUSPECT	American Grappling	KY	Tompkinsville	https://americangrappling.org/	Now Raleigh NC grappling tournament org
