verdict	name	region	city	url	note
OK	Clockwork Brazilian Jiu-Jitsu	NY	New York	https://www.clockworkbjj.com	650 Broadway New York NY, BJJ academy
OK	Club MMA	KY	Highland Heights	https://www.club-mma.com/	Campbell County Highland Heights KY, BJJ MMA
OK	Cobra BJJ	AL	Tuscaloosa	https://www.cobrabjjtuscaloosa.com/	Tuscaloosa Brazilian Jiu-Jitsu own site
OK	Cobra BJJ Chelsea	AL	Chelsea	https://cobrabjjchelsea.com/	109 Foothills Pkwy Chelsea AL
AGGREGATOR	Cocoa Beach Fight Club BJJ & Fitness	FL	Cocoa Beach	https://cocoa-beach-fight-club-bjj-fitness.business.site/	Google business.site page, body empty
OK	Cogito Jiu Jitsu	FL	Sanford	https://www.sanfordmartialarts.com/	2499 Old Lake Mary Rd Sanford
OK	Cohesion Brazilian Jiu-Jitsu & Judo Academy	OK	Broken Arrow	https://www.cohesiontrainingacademy.com/	Tulsa address on E Admiral, adjacent Broken Arrow
OK	Colorado Springs Brazilian Jiu Jitsu	CO	Colorado Springs	https://csbjj.com	Colorado Springs BJJ, Rigan Machado affiliate
OK	Colossal Fight Company	ID	Pocatello	https://www.colossalfightcompany.com	300 N 5th Ave Pocatello ID
OK	Combat Base Shasta/ Mendes Brazilian Jiu-Jitsu	CA	Palo Cedro	https://www.reddingselfdefense.com/	9481 Deschutes Rd Palo Cedro CA
OK	Combat Club Cottonwood	AZ	Cottonwood	https://cottonwoodbjj.com/	1645 E Cottonwood St, Cottonwood AZ
OK	Combat Club Lake Worth	FL	Lake Worth	https://www.combatclub.com/	Lantana FL address, adjacent to Lake Worth
OK	Combat Fitness MMA	VT	Winooski	https://combatfitnessmma.com	Winooski VT BJJ judo boxing gym
OK	Combat Jujitsu	LA	Metairie	https://www.combatjujitsu.biz/	Metairie LA jujitsu and judo
SUSPECT	Combat Sport and Fitness	NV	Sparks	https://m.facebook.com/combatsportandfitnessreno	Facebook page returned completely empty body
OK	Combat Syndicate	OK	Ponca City	https://combatsyndicate.org/	305 S Pine St Ponca City
SUSPECT	Combative Fighting Systems Brazilian Jiu Jitsu	CO	Peyton	https://cfsfalcon.com	Empty body, redirected to http, no content
OK	Combative Sports Center	KS	Manhattan	https://www.cscmhk.com	116 S 4th St Manhattan KS
OK	Complete Fitness and Martial Arts	AB	St. Albert	https://www.stalbertmartialarts.com	40 Chisholm Ave St. Albert AB
OK	Comprido BJJ	IL	Highland Park	https://highwood.compridobjj.com/	432 Green Bay Rd Highwood, adjacent Highland Park
OK	Conde Koma Brazilian Jiu-Jitsu Academy	CA	Los Alamitos	https://www.condekomabjj.com	BJJ academy, Los Alamitos per Yelp listing
OK	Conifer Jiu Jitsu & Fitness	CO	Conifer	https://www.conifermartialarts.com/	BJJ in Aspen Park, Conifer Colorado
OK	Connect Brazilian Jiu Jitsu	CA	South Gate	https://www.connectbjj.com/	13228 Paramount Blvd South Gate CA
OK	Connection Rio Jiu-Jitsu Academy	OR	Bend	https://connectionriobjj.com/	170 SW Scalehouse Loop Bend Oregon
OK	Constant Expansion Jiu Jitsu / MMA	GA	Savannah	https://www.10psav.com	Now 10th Planet Savannah, 1319 Bull St
OK	Control Jiu-Jitsu	FL	Melbourne	https://controljiujitsu.com/	2447 N Wickham Rd Melbourne FL
OK	Cookeville Jiu-Jitsu	TN	Cookeville	https://www.cookevillejiujitsu.com	Gracie BJJ in Cookeville Tennessee
SUSPECT	Coosa Jiu Jitsu & Wellness	AL	Wetumpka	https://www.coosajiujitsuandwellness.com/	Now online video library, Wetumpka gym closed
OK	Copperhead Jiu Jitsu	OR	Pendleton	https://copperheadjiujitsu.com/	Pendleton OR and La Grande locations
OK	Core Combat Sports	IL	Rockford	https://coremma.com	Rockford and Loves Park BJJ MMA
OK	Core Combat Sports Louisville	KY	Louisville	https://corelouisville.com	13124 Eastpoint Park Blvd Louisville KY
AGGREGATOR	Core Fitness & Martial Arts	NV	Henderson	https://www.mystudio.academy/cs	MyStudio booking platform, body returned empty
OK	Core Jiu Jitsu	ID	Nampa	https://corejjidaho.com	1124 1st St S Nampa Idaho
OK	Core Jiu-Jitsu	ON	Mississauga	https://bjjmississauga.com	966 Dundas St E Mississauga Ontario
OK	Cornerstone Jiu Jitsu	TX	Leander	https://cornerstonejiujitsuacademy.com/	1309 Leander Dr Leander Texas
OK	Cosens MMA	MI	Bay City	https://cosensmma.com/	4101 E Wilder Rd Bay City
OK	Cosens Martial Arts Grand Blanc LLC	MI	Grand Blanc	https://cosensmmagrandblanc.com/	12830 S Saginaw St Grand Blanc
