verdict	name	region	city	url	note
OK	Silva BJJ Lancaster CA (Aloisio Silva BJJ Associated Academy)	CA	Lancaster	https://silvabjj.com/	Contact page lists Lancaster 44219 Sierra Hwy
SUSPECT	Silva BJJ Lawndale CA (Aloisio Silva Affiliated Academy)	CA	Lawndale	https://www.facebook.com/SilvaArmy/	Facebook page returned blank body on fetch
OK	Silver 7 Martial Arts	ON	Kanata	https://silver7martialarts.com	737 Silver Seven Rd Kanata, BJJ listed
OK	Silverback Brazilian Jiu Jitsu	TX	Fort Worth	https://www.silverbackbjjfw.com/	5769 Westcreek Dr Fort Worth matches exactly
OK	Silverback Jiu Jitsu	NM	Clovis	https://www.silverbacksoulbjj.com	BJJ school, says located at 1012 Mainstreet
AGGREGATOR	Simmons Academy of Wrestling	MI	Lansing	https://www.mindbodyonline.com/explore/locations/simmons-academy-of-wrestling	Mindbody booking platform listing, not own site
OK	Sindalu Brazilian Jiu-Jitsu Albuquerque	NM	Albuquerque	https://www.sindalubjj.com	Contact page lists 3614 High St NE
OK	Sindalu Brazilian Jiu-Jitsu Portales	NM	Portales	https://www.sindalubjj.com	Contact page lists Portales 1608 E Spruce
AGGREGATOR	Six Blades Austin	TX	Austin	https://www.sixblades.com/	Six Blades association brand homepage, affiliate recruitment
OK	Six Blades Jiu-Jitsu Fort Worth	TX	Fort Worth	https://jiujitsufortworth.com	Six Blades Fort Worth, 6060 Southwest Blvd
OK	Skinner's Martial Arts	KY	Grand Rivers	https://www.skinnersmartialarts.com/	Rebranded Transform Academy, Calvert City KY nearby
OK	SmartJits Brazilian Jiu Jitsu Academy	NM	Albuquerque	https://smartjits.life	8520 Pan American Fwy NE Albuquerque matches
NO_CITY	Smith Brazilian Jiu-Jitsu	GA	McDonough	https://www.smithbjj.com/	Real BJJ site, no address or city
WRONG_CITY	Snake Pit U.S.A. MMA	NJ	Galloway	https://snakepitusamma.com	Hammonton NJ, roughly eighteen miles away
OK	Socius BJJ	MB	Winnipeg	https://www.sociusbjj.com	Unit 5 1455 Waverley St Winnipeg
OK	Sol BJJ - Brazilian Jiu Jitsu Classes in Phoenix	AZ	Phoenix	https://solbjj.com/	6228 N 7th St Phoenix matches
OK	Solid Ground Brazilian Jiu-Jitsu	AZ	Queen Creek	https://www.solidgroundbjj.com/	18933 E San Tan Blvd Queen Creek
OK	Son Of Siam Martial Arts	KY	Erlanger	https://www.sonofsiam.com	32 Kenton Lands Rd Erlanger, BJJ judo
OK	Sonoran Brazilian Jiu Jitsu	AZ	Tucson	https://www.sonoranbjj.com	4410 E Grant Rd Tucson matches
OK	Soul Fighters Headquarters	AZ	Tempe	https://www.soulfightershq.com/	975 E Elliot Rd Tempe AZ
OK	Soul Fighters Martial Arts Training Center - Allen	TX	Allen	https://soulfightersallen.com/	1223 W McDermott Dr #100 Allen matches
OK	South Boston BJJ	MA	Boston	https://southbostonbjj.com	Academy in Leather District, Boston MA
OK	South Island Brazilian Jiu-Jitsu	BC	Duncan	https://www.sibjj.com	Cowichan Valley BJJ, matches Duncan area location
OK	South Mountain Brazilian Jiu Jitsu & Self Defense	AZ	Phoenix	https://southmountainjiujitsu.com/	3636 W Southern Ave Phoenix AZ
SUSPECT	South Prospect Martial Arts Gym	OH	Ravenna	https://southprospectgym.quest/	Empty body returned, .quest domain, nothing rendered
OK	South Texas Grappling Team	TX	San Benito	https://south-texas-grappling-team.ueniweb.com/	Judo and BJJ, San Benito address matches
SUSPECT	Southeast Jiu Jitsu	GA	Baxley	https://www.facebook.com/southeastjiujitsu/	Facebook page returned blank body on fetch
