verdict	name	region	city	url	note
OK	Rice brothers Brazilian Jiu Jitsu	CA	Redding	https://ricebrosacademy.com/?fbPAAaank9WRQJ0f5XUCD7nDCT9_YZ7N0FpkVqn-3QxgLos6phsskIp9UrbXTyc_aem_AcxKEC-ea23ShVOKT-p_9ivUHO3QEvIy3wh3A7nmMpplQlDh7ddgoeBgtEJrB7mEiho	BJJ academy, 1436 Eureka Way Redding CA
OK	Richardson Jiu Jitsu	AL	Prattville	https://www.richardsonjj.com/	BJJ, 2257 Cobbs Ford Rd Prattville AL
OK	Richmond Brazilian Jiu-Jitsu & Self-Defense Academy	VA	Richmond	https://www.richmondbjj.com/	BJJ and Muay Thai, 725 W Broad
OK	Richmond Hill Jiu-Jitsu	ON	Richmond Hill	https://rh-bjj.com	BJJ, 132 King Rd Richmond Hill ON
OK	Rilion Gracie Greenville	SC	Greer	https://riliongraciegreenville.com	BJJ, 600 N Main St Greer SC
OK	Rilion Gracie Katy	TX	Katy	https://www.riliongraciekaty.com	BJJ, 962 S Fry Rd Katy TX
OK	Rilion Gracie Rhode Island	RI	West Warwick	https://riliongracieri.com	BJJ, 71 Manchester St West Warwick
SUSPECT	Ringtime Fitness	CA	Santa Rosa	https://ringtimefitness.com/	Boxing gym only, no grappling programmes
OK	Rio Jitsu	MN	Apple Valley	https://riojitsu.com	BJJ and Judo, Apple Valley MN
OK	Rise Up BJJ	GA	Kennesaw	https://www.riseupbjj.com/	BJJ, Bells Ferry Rd Kennesaw GA
OK	Rising MMA	NJ	Little Ferry	https://www.facebook.com/risingmma2010/	Live FB page, BJJ/Judo, Little Ferry
OK	Rising Sun Brazilian Jiu Jitsu Academy	NJ	Ridgefield Park	https://www.risingsunacademy.com	BJJ and MMA, Ridgefield Park NJ
OK	Rival Jiu-Jitsu	NJ	Waldwick	https://www.rivalbjj.com/	BJJ, 4 North St Waldwick NJ
OK	Rivers Brazilian Jiu-Jitsu	KS	Lawrence	https://www.riversjiujitsu.com	BJJ, 850 E 13th St Lawrence
OK	Rmbjj Coral Springs / BJJ Coral Springs FL 33065	FL	Coral Springs	https://coralspringsbjj.com/	Coral Springs BJJ academy, gi and nogi
SUSPECT	Roanoke Judo & Jiu Jitsu Club	VA	Vinton	https://instagram.com/roanokejudoandjiujitsu	Instagram page not found, removed or renamed
SUSPECT	Roanoke Jujutsu Club	VA	Salem	https://www.facebook.com/roanokejujutsu/	Facebook page unavailable, deleted or restricted
OK	Robert Lee Martial Arts	MB	Winnipeg	https://www.robertleema.ca	Jiu Jitsu programme, 3323 Roblin Blvd Winnipeg
OK	Roberto Kaelin BJJ	TX	Keller	https://robertokaelin.com/	Redirects kellermma.com, Viper BJJ Keller
OK	Rocha Brazilian Jiu Jitsu	AR	North Little Rock	https://rocha-bjj.com	BJJ, 4120 E McCain North Little Rock
OK	Rochester Jiu Jitsu	NY	Irondequoit	https://rochesterjiujitsu.com	BJJ/Judo, 563 Titus Ave Irondequoit
OK	Rock City Mixed Martial Arts	AR	Little Rock	https://rockcitymma.com	MMA and BJJ, 400 N Bowman Little Rock
OK	Rock Hill BJJ	SC	Rock Hill	https://rockhillbjj.com	BJJ, 489 S Herlong Ave Rock Hill
SUSPECT	Rocket City MMA	AL	Huntsville	https://rocketcitymma.com/	Hijacked, redirects to Indonesian gambling site
OK	Rocky Mount BJJ	NC	Rocky Mount	https://rockymountbjj.com	Gustavo Machado BJJ, Rocky Mount NC
OK	Rocky Mountain Brazilian Jiu Jitsu	AB	Calgary	https://rockymountainbjj.com	BJJ, 6419 Bowness Rd NW Calgary
OK	Rocky Mountain Jiu Jitsu	CO	Northglenn	https://www.instagram.com/rockymountainjj/	Live IG, BJJ, 115th Ave Northglenn
OK	Rodrigo Cardoso Brazilian Jiu-Jitsu Academy	CA	Vacaville	https://atlasbjj.com/	Rebranded Atlas BJJ, Vacaville CA
OK	Rodrigo Pinheiro BJJ	TX	San Antonio	https://rodrigopinheirobjj.com	BJJ, N Loop 1604 W San Antonio
SUSPECT	Rodriguez Brazilian Jiu Jitsu	IL	Peru	https://drodriguezbjj.business.site/	Google business.site page returns 404
SUSPECT	Rogue 22 BJJ	LA	Bossier City	https://bookeo.com/rogue22bjj	Bookeo booking page not found, dead
