OK	Anchor Combat Academy	NL	Corner Brook	https://www.anchorcombatacademy.com	BJJ gi and no-gi, downtown Corner Brook
OK	Anchor Jiu Jitsu & Fitness	GA	Griffin	https://anchorjiujitsu.com/	BJJ, 1126 Zebulon Rd Griffin GA
OK	Anchorage Grappling Academy	AK	Anchorage	https://www.anchoragegrapplingcoop.com/	Anchorage Grappling Academy, grappling classes offered
OK	Anderson's Martial Arts Academy	NY	New York	https://www.andersonsmartialarts.com	BJJ program, 12 East 14th St
OK	Andover Jiu Jitsu	KS	Andover	https://andoverjiujitsu.com	BJJ/MMA, 622 N Andover Rd
OK	Andrew Pardee Brazilian Jiu-Jitsu Academy	WV	Follansbee	https://andrewpardeebjj.com	BJJ academy, 134 May Road Follansbee
OK	Animal House FC	KS	Wichita	https://www.animalhousefc.com	BJJ wrestling MMA, address matches record
AGGREGATOR	Anta's Fitness & Self Defense	FL	Doral	https://www.mindbodyonline.com/explore/locations/anta-s-fitness-and-self-defense	Mindbody booking platform page, no content
OK	Anthony Mitchell Jiu Jitsu Studio	MS	Madison	https://bigantbjj.com	BJJ/wrestling, 316 Old Jackson Rd Madison
OK	Apex Grappling Academy	NM	Deming	https://ufdeming.com/apex	Jiu-jitsu, 700 E Florida St Deming
OK	Apex Martial Arts Academy	KY	Shepherdsville	https://theapexmaa.com	BJJ/MMA, now Hillview KY adjacent Shepherdsville
SUSPECT	Applied MMA Austin	TX	Pflugerville	https://appliedmma.com/	Domain now Chinese movie streaming site
OK	Area 502 MMA - Carlson Gracie Team	KY	Louisville	https://area502mma.com/	Carlson Gracie BJJ/MMA, Louisville, new address
OK	Arena Training Center	CA	Livermore	https://www.arenastrong.com	BJJ offered, 4555 Las Positas Rd
OK	Ares Arizona Brazilian Jiu Jitsu	AZ	Mesa	https://www.aresazbjj.com/	BJJ, 1660 S Alma School Rd Mesa
OK	Ares BJJ Academy Association	AZ	Phoenix	https://aresbjjphoenix.com/	Ares BJJ Phoenix, 10402 N 19th
OK	Ares BJJ Phoenix	AZ	Phoenix	https://aresbjjphoenix.com/	BJJ academy, 10402 N 19th Ave Phoenix
OK	Ares Brazilian Jiu-Jitsu Omaha	NE	Omaha	https://nebraskabjj.com	BJJ, 4307 S 120th St Omaha
OK	Ares Combat Training Center	OH	Macedonia	https://www.arescombatsportacademy.com/	Jiu-jitsu/no-gi, 420 Highland Rd Macedonia OH
OK	Ares East Mesa BJJ Academy	AZ	Mesa	https://areseastmesabjj.com/	BJJ, 9245 E Guadalupe Rd Mesa
