verdict	name	region	city	url	note
OK	Nomad Brazilian Jiu-Jitsu	QC	Sherbrooke	https://nomadbjj.com	Sherbrooke HQ address matches; BJJ, kickboxing, wrestling
OK	NorCal Fighting Alliance	CA	Santa Rosa	https://www.norcalfighting.com	Santa Rosa BJJ and wrestling; address matches
OK	NorCal Fitness Co-op	CA	Yuba City	https://norcalfitness.net/	Yuba City address listed; BJJ, MMA
OK	Nordik Fight Club	QC	Quebec City	https://nordikfightclub.com	909 boul Charest Ouest, Quebec City
OK	Norse Academy Martial Arts	IL	Lake Villa	https://uniphimma.com/	Rebranded Uniphi MMA, same Lake Villa address
OK	North Bay Jiu Jitsu	CA	Novato	https://www.northbayjiujitsu.com/	Novato BJJ academy serving Marin County
OK	North Coast Jiu Jitsu / Jiu Jitsu Vista CA 92084	CA	Vista	https://northcoastjj.com/	Vista BJJ academy; city named repeatedly
SUSPECT	North Legion Académie	QC	Repentigny	https://northlegionacademie.ca	Homepage redirects to members-only login, no content
OK	North Side Brazilian Jiu Jitsu	IL	Chicago	https://northsidebjj.com	Chicago, 3649 N Central Ave
OK	North Wake Martial Arts	SK	Prince Albert	https://northwakemartialarts.com	Prince Albert SK named; BJJ offered
SUSPECT	Northeast Kingdom BJJ	VT	St. Johnsbury	https://nekbjj.com	Domain dead: timeout, www returns NXDOMAIN
OK	Northshore Academy of Martial Arts	IL	Libertyville	https://nsama.com/	281 Peterson Road, Libertyville; BJJ
OK	Northside BJJ	AZ	Tucson	https://www.nsbjj.com	3912 N Oracle Rd, Tucson matches
OK	Northside Brazilian Jiu Jitsu	OK	Collinsville	https://www.thenorthsidejiujitsu.com	Collinsville OK; site lists 123 N 7th
OK	Nostos MMA	NH	Somersworth	https://www.nostos-mma.com	1 Somersworth Plaza address matches exactly
OK	Nova Jiu Jitsu	WV	Ronceverte	https://www.nova-wv.com	8484 Seneca Trail S, Ronceverte matches
OK	Nova Jiu Jitsu Rochester	NY	Rochester	https://novajiujitsu.com	3300 Monroe Ave, Rochester NY
OK	Nova Mente Jiu Jitsu Academy	CO	Englewood	https://www.novamentebjj.com	2761 W Oxford Ave, Englewood matches
WRONG_CITY	NovaGym	QC	Montreal	https://novagym.ca	Quebec City, 2485 Blvd Ste-Anne
OK	November Tango BJJ	KS	Great Bend	https://novembertangobjj.com	2100 Broadway Avenue, Great Bend matches
OK	Nucleus Brazilian Jiu Jitsu	GA	Norcross	https://nucleusbjj.com	HTTPS cipher error; http works, Norcross address
OK	O2 Martial Arts Academy	HI	Aiea	https://onzuka.com/o2maaweb/	Relson Gracie BJJ, Aiea address matches
SUSPECT	ONEPUNCH Boxing and MMA Jujitsu Gym	PA	Langhorne	https://onepunchatoxfordmall.business.site/	Google business.site page returns 404 error
OK	Oakville Brazilian Jiu-Jitsu	ON	Oakville	https://oakvillejiujitsu.ca	2828 Kingsway Drive, Oakville matches exactly
OK	Ocala Brazilian Jiu Jitsu Academy	FL	Ocala	https://www.bjjocala.com/	7365 SW 38th St, Ocala matches
OK	Ocean County BJJ	NJ	Toms River	https://www.oceancountybjj.com/	Site names Forked River, NJ instead
OK	Ocean State Studios BJJ	RI	East Providence	https://oceanstatestudiosbjj.com	89 Valley St, East Providence matches
OK	Octa BJJ Burlington	ON	Burlington	https://burlington.octabjj.com	1176 Blair Road, Burlington matches exactly
OK	Octa BJJ Cambridge	ON	Cambridge	https://cambridge.octabjj.com	90 Pinebush Rd, Cambridge matches exactly
OK	Octa BJJ Kitchener	ON	Kitchener	https://octabjjkitchener.com	248 Stirling Ave S, Kitchener matches
OK	Octa BJJ Mississauga	ON	Mississauga	https://mississauga.octabjj.com	3065 Ridgeway Dr, Mississauga matches exactly
OK	Octa BJJ Oakville	ON	Oakville	https://octabjj.com	Oakville HQ, 220 Wyecroft Road matches
OK	Octane Martial Arts	PA	Monongahela	https://octanemartialarts.com/	215 Chess Street, Monongahela matches exactly
OK	Octo Alliance Combat Sports	MI	Grand Rapids	https://octoalliancecombatsports.com/	Site says Caledonia MI, Grand Rapids metro
OK	Odin's Halls Brazilian Jiu Jitsu	NV	Las Vegas	https://www.bjjvegas.com	Las Vegas BJJ and Muay Thai academy
SUSPECT	Off Your Back BJJ Academy	NH	Salem	https://offyourbackbjj.com	Shopify merch store only; academy page 404s
OK	Ohana Jiu Jitsu Academy	HI	Kihei	https://www.ohanajiujitsumaui.com	650 Lipoa Pkwy, Kihei matches exactly
SUSPECT	Ohana Jiu-Jitsu	GA	Hahira	https://ohanajiu-jitsu.com/	Domain expired, parked by GoDaddy lander
OK	Ohana Martial Arts	IL	Waukegan	https://ohanama.com/	Site says Grayslake IL, nine miles
SUSPECT	Ohio Academy of Martial Arts	OH	Wooster	https://ohioacademyofmartialarts.com/	No grappling found; cardio kickboxing and traditional
OK	Oklahoma Combat Sports / KORE BJJ	OK	Poteau	https://www.facebook.com/ocskorebjj/	Facebook page live: BJJ in Poteau OK
OK	Old Louisville Jiu Jitsu Academy	KY	Louisville	https://www.oldlouisvillejiujitsuacademy.com	Old Louisville neighbourhood BJJ academy, city named
SUSPECT	Old School Jiu Jitsu	MO	Kirksville	https://www.facebook.com/oldschooljj	Facebook page removed or unavailable now
