OK	Alex Martins Brazilian Jiu Jitsu	TX	Dallas	https://alexmartinsbrazilianjiujitsu.com	BJJ academy, Dallas TX address on page
OK	Alexander Jiu-Jitsu	OK	Seminole	https://alexanderjj.com/	BJJ academy, Seminole OK address matches
OK	Alexandre Garcia Brazilian Jiu-Jitsu	NV	Reno	https://www.agjiujitsu.com	Gracie Humaita Reno NV, address matches
OK	Alexey Pickerell BJJ	ME	Westbrook	https://alexeybjj.com	BJJ gym, 90 Bridge St Westbrook
AGGREGATOR	All Around Fitness and Jiu Jitsu	MI	Mesick	https://www.facebook.com/Allaround-Gym-Fitness-1535990496691246/	Facebook page used as school site
OK	All Star Jiu Jitsu	IL	Lombard	https://www.allstarjiujitsu.com/	BJJ academy, Lombard Illinois referenced
SUSPECT	All-American MMA Academy	PA	Lemont Furnace	https://all-american-mma-academy.business.site/	Empty body returned, no content
OK	Alliance BJJ Calgary	AB	Calgary	https://www.alliancebjjcalgary.com/	BJJ academy, Deer Run Calgary address
OK	Alliance BJJ Houston	TX	Pearland	https://alliancebjjhouston.com	BJJ academy, names Pearland south Houston
OK	Alliance BJJ Vancouver	BC	Vancouver	https://www.alliancebjjteam.com	BJJ academy, 2625 Kingsway Vancouver matches
OK	Alliance Coral Springs	FL	Coral Springs	https://alliancecoralsprings.com	BJJ academy, 4674 Coral Ridge Dr matches
OK	Alliance Jiu Jitsu	FL	Key Biscayne	https://alliancejjkb.com/	BJJ academy, Crandon Blvd Key Biscayne
OK	Alliance Jiu Jitsu - Northwest Arkansas	AR	Cave Springs	https://alliancejjnorthwestarkansas.com/	BJJ academy, Cave Springs AR address
OK	Alliance Jiu Jitsu - Tucson	AZ	Tucson	https://alliancejiujitsutucson.com/	BJJ academy, S Houghton Rd Tucson
OK	Alliance Jiu Jitsu - Vail	AZ	Tucson	https://alliancejiujitsuvail.com/	BJJ academy, 9172 S Houghton Tucson
OK	Alliance Jiu Jitsu Anderson	SC	Anderson	https://allianceanderson.com	Jiu jitsu school, Anderson SC named
NO_CITY	Alliance Jiu Jitsu Dallas	TX	Dallas	https://alliancejiujitsudallas.com	BJJ site, no address anywhere
OK	Alliance Jiu Jitsu Eagle	ID	Eagle	https://www.allianceboise.org	Alliance Eagle, 195 S Wooddale matches
OK	Alliance Jiu Jitsu Easley	SC	Easley	https://alliancejjeasley.com	BJJ academy, Calhoun Memorial Hwy Easley
OK	Alliance Jiu Jitsu East Boise	ID	Boise	https://www.allianceboise.org	Site covers Alliance East Boise
