name	url	region	city	address
GB Celebration	https://www.gbcelebration.com	FL	Celebration	
GB Centennial	https://gbcentennial.com	CO	Centennial	4181 E. County Line Road Suite F2
GB Champaign	https://gbchampaign.com/	IL	Urbana	408 North Race Street Suite E
GB Chesterfield	https://gbchesterfield.com/	MO	Chesterfield	13379 Olive Boulevard
GB Chicago West Loop	https://graciebarrachicago.com/	IL	Chicago	630 West Lake Street
GB Chula Vista	https://graciebarrachulavista.com/	CA	Chula Vista	2015 Birch Roadsuite 1007
GB Cincinnati	https://cincymma.com/	OH	West Chester	4845 Premier Way Suite 3
GB Citrus Park	https://gbcitrusparktampa.com/	FL	Tampa	6176 Gunn Highway
GB College Station	https://gbcollegestation.com	TX	College Station	1702 George Bush Drive East
GB Coral Springs	https://www.graciebarra.com	FL	Margate	3270 Northwest 62nd Avenue
GB Costa Mesa	https://www.gbcostamesa.com/	CA	Costa Mesa	1304 Logan Ave. Suite J
GB Cypress	https://www.gb-cypress.com	TX	Cypress	15103 Mason Road
GB Davenport	https://gbdavenport.com/	FL	Davenport	6250 Grandview Pkwy
GB Davie	https://gbdavie.com/	FL	Davie	5167 South University Drive
GB Deerfield Beach	https://rogergraciedeerfieldbeach.com/	FL	Deerfield Beach	
GB Downers Grove	https://gbdownersgrove.com	IL	Downers Grove	148-152 Ogden Ave
GB Dripping Springs	https://www.gbdrip.com/	TX	Austin	14121 U.S. 290Building #10
GB East Naperville	https://gbeastnaperville.com/	IL	Lisle	2801 Ogden Ave Unit 1 & 3
GB Fort Bend	https://gbfortbend.com/	TX	Sugar Land	350 Promenade Way# 700
GB Garden Grove	https://www.gbgardengrove.com/	CA	Garden Grove	12062 Valley View Street. Suite 101
GB Great Falls	https://www.dragonfirebrazilianjiujitsu.com	MT	Great Falls	1200 10th Ave S
GB Heights Houston	https://www.gbheights.com	TX	Houston	4721 N Main St
GB Hialeah	https://graciebarrahialeah.com/	FL	Hialeah	1001 West 49th StreetSuite 6
GB Huntington Beach	https://graciebarrahb.com/	CA	Huntington Beach	16889 Beach Blvd
GB Huntsville	https://www.graciebarrahuntsville.com	AL	Huntsville	2101 West Ferry Way Southwest
GB Jasper	https://gbjasper.com/	AL	Jasper	764 Hwy 78 W
GB Lake Charles	https://gblakecharles.com/	LA	Lake Charles	310 West McNeese St
GB Lake Norman	https://gblakenorman.com/	NC	Cornelius	11020 Bailey Road
GB Lake Park	https://gblakepark.com/	FL	West Palm Beach	804 U.S. Route 1
GB Lutz	https://gblutz.com/	FL	Lutz	1908 Oak Grove Boulevard
GB McKinney	https://gbmckinney.com/	TX	McKinney	7901 Eldorado Parkway
GB Northridge	https://www.gbnorthridge.com/	CA	Los Angeles	19520 Nordhoff StreetUnits 10 & 15
GB O'Fallon	https://gbofallon.com/	MO	Dardenne Prairie	1670 Bryan Rd
GB Parker	https://www.parkergb.com	CO	Parker	18425 Pony Express Drive Unit 107
GB Pearland	https://gbpearland.com/	TX	Pearland	3229 E. Broadway
GB Redondo Beach	https://www.gbredondobeach.com/	CA	Torrance	5147 Calle Mayor
GB Round Rock	https://gbroundrock.com	TX	Round Rock	105 East Old Settlers BoulevardSuite 108
GB Royal Palm Beach	https://www.gbroyalpalmbeach.com	FL	Royal Palm Beach	10225 Southern Boulevard
GB San Diego	https://www.graciebarrasandiego.com/	CA	San Diego	3952 Clairemont Mesa Blvd
GB Santa Clarita	https://gbvalencia.com/	CA	Santa Clarita	22961 Soledad Canyon Road
GB Sorrento Valley	https://gbsorrentovalleybjj.com/	CA	San Diego	9823 Pacific Heights Blvd Suite K
GB St. Johns	https://www.gbstjohns.com/	FL	St. Augustine	10440 U.S. Route 1
GB St. Peters, USA	https://graciebarrastpeters.com/schedule/	MO	St. Peters	953 Jungermann Road
GB St. Petersburg	https://gbstpetersburg.com/	FL	St. Petersburg	5825 66th Street North
GB Upland	https://www.gbupland.com	CA	Upland	1131 West 9th Street
GB Ventura	https://www.graciebarraventura.com/	CA	Ventura	2498 East Main Street
GB Washington	https://gbwashington.com/	MO	Washington	1629 A Roy Dr
GB West Anaheim	https://www.gbwestanaheim.com	CA	Anaheim	910 South Euclid Street
GB West County	https://gbwestcounty.com/	MO	Ballwin	15425 Manchester Rd
GB West Palm Beach	https://graciebarrawestpalm.com/	FL	West Palm Beach	410 Evernia St #109
GB Westlake	https://gbwestlakehills.com/	TX	Austin	8947 Bee Caves RoadLower Level 102
GB Weston	https://www.graciebarraweston.com	FL	Weston	1306 Southwest 160th Avenue
