verdict	name	region	city	url	note
OK	Gracie Barra Lethbridge	AB	Lethbridge	https://gblethbridge.com	address matches, own site
AGGREGATOR	Gracie Barra London	ON	London	https://graciebarra.com	brand national homepage, no London page
OK	Gracie Barra Long Island	NY	New Hyde Park	https://gblongisland.com	address and city match
OK	Gracie Barra Maple Ridge	BC	Maple Ridge	https://gbmapleridge.com	address matches, own site
OK	Gracie Barra Meridian	ID	Meridian	https://graciebarrameridian.com	address matches exactly
OK	Gracie Barra Montreal	QC	Montreal	https://gbmontreal.ca	address matches, own site
OK	Gracie Barra Montreal-Ouest	QC	Montreal	https://gbmontrealouest.ca	address matches, serves Montreal West
OK	Gracie Barra New Mexico	NM	Albuquerque	https://gbnewmexico.com	address matches, own site
OK	Gracie Barra New Westminster	BC	New Westminster	https://gbnewwest.com	address matches, own site
OK	Gracie Barra North Austin	TX	Austin	https://www.gbnorthaustin.com	address matches, own site
OK	Gracie Barra North Burnaby	BC	Burnaby	https://www.gbnorthburnaby.com	address matches exactly
OK	Gracie Barra North Orlando	FL	Orlando	https://www.northorlandobjj.com/	Orlando address on page
OK	Gracie Barra North Princeton Brazilian Jiu Jitsu and Self Defense	NJ	Princeton	https://www.gb-northprinceton.com/north-princeton-classes	address matches, own site
OK	Gracie Barra North Salt Lake	UT	North Salt Lake	https://gbnorthsaltlake.com	address matches, own site
OK	Gracie Barra Novi	MI	Novi	https://graciebarradetroit.com/	page titled Novi, address matches
SUSPECT	Gracie Barra Orem	UT	Orem	https://gborem-utah.com	dead in browser, error page confirmed
OK	Gracie Barra Ottawa	ON	Ottawa	https://gb-ottawa.com	address matches, own site
OK	Gracie Barra Overland Park	KS	Overland Park	https://gboverlandpark.com	address matches, own site
OK	Gracie Barra Park City	UT	Park City	https://gbparkcity.com	address matches, own site
OK	Gracie Barra Peabody	MA	Peabody	https://graciebarrapeabody.com	Peabody address shown on page
OK	Gracie Barra Peoria	AZ	Peoria	https://graciebarrapeoria.com/	address matches, Peoria AZ
OK	Gracie Barra Princeton	NJ	Lawrenceville	https://gbprinceton.com	Princeton school at Lawrenceville address
OK	Gracie Barra Rio Rancho	NM	Rio Rancho	https://gbriorancho.com	address matches exactly
OK	Gracie Barra Riverton	UT	Riverton	https://gbriverton.com	address matches exactly
OK	Gracie Barra Saint-Laurent	QC	Montreal	https://gbsaintlaurent.ca	Ville Saint-Laurent Montreal address matches
OK	Gracie Barra Salt Lake City	UT	Salt Lake City	https://gbslc.com	Salt Lake City address confirmed
OK	Gracie Barra Santa Fe	NM	Santa Fe	https://santafebjj.com	address matches, Santa Fe
