name	url	region	city	address
Impact Martial Arts Academy	https://www.impact-athletes.com/	VA	Virginia Beach	3877 Holland Road #511
Impact Martial Arts Harrison	https://impactharrison.com/uncategorized/about/	AR	Harrison	
Imperial BJJ	https://www.facebook.com/ImperialTruthBJJ	MT	Butte	1131 Utah Ave
Imperial Training Center	https://imperialtrainingcenter.com	MN	Rochester	2571 Clare Ln NE Unit 102, Rochester, MN 55906
InFighting Training Centres	https://www.infighting.ca	BC	Burnaby	010-4664 Lougheed Hwy, Burnaby, BC V5C 3Y2
Independent MMA & Fitness - Villa Rica	https://villarica.independentmmafitness.com/	GA	Villa Rica	901 S Carroll Rd A
Independent MMA & Fitness of Newnan	https://independentmmafitness-newnan.com/	GA	Newnan	40 Greenway Ct
Indiana Brazilian Jiu-Jitsu Academy	https://ibjja.com	IN	Greenwood	
Industrial Strength Gym BJJ (Impact JJ)	https://industrialstrengthgym.com/brazilian-jiu-jitsu/	OR	Portland	8709 N Lombard St
Inferno MMA	https://www.mindbodyonline.com/explore/locations/inferno-mixed-martial-arts	FL	Naples	5556 Yahl St c
Inferno Martial Arts Bella Vista	https://myinfernofitness.com	AR	Bella Vista	408 NE Towncenter
Inferno Martial Arts Rogers	https://myinfernofitness.com	AR	Rogers	2603 W Pleasant Grove Rd #115
Inferno Martial Arts Siloam Springs	https://myinfernofitness.com/	AR	Siloam Springs	
Inferno Martial Arts Springdale	https://myinfernofitness.com	AR	Springdale	5320 W Sunset Ave
Infinite Jiu-Jitsu Phoenix	https://www.infinitearizona.com/	AZ	Phoenix	4220 W Opportunity Way Ste 103
Infinite MMA Academy	https://infinitemixedmartialarts.perfectmind.com/SocialSite/about-us	CO	Loveland	154 E 15th St
Infinitum Jiu Jitsu Academy - PSBJJ Lake Conroe	https://infinitumjiujitsuconroe.com/contact	TX	Conroe	2064 N Farm to Market 3083 Rd W C
Infinity Arts	https://www.facebook.com/InfinityArtsMartialArts/	OH	Cambridge	61573 Moores Ln
Infinity BJJ Utah	https://infinitybjjutah.com	UT	Mapleton	1885 W Alvey Dr Unit 3
Infinity Gracie Brazilian Jiu Jitsu	https://www.gracieuppervalley.com	NH	Lebanon	45 Hanover St. Penthouse STE, Lebanon, NH 03766
Infinity Martial Arts of Bolivar	https://infinity-martial-arts-of-bolivar.business.site/	MO	Bolivar	830 E San Martin St
Inner Game Jiu-Jitsu	https://www.innergamebjj.com	LA	Ville Platte	1233 West LaSalle Street
Innovative Martial Arts & Fitness	https://winnipegmartialarts.ca	MB	Winnipeg	15-1599 Dugald Rd, Winnipeg, MB
Insight BJJ Somerset KY	https://www.insightbjj-ky.com/	KY	Somerset	4360 S Hwy 27 Suite B
Inspire Brazilian Jiu Jitsu Academy	https://www.inspirebjj.com	CO	Fort Collins	4103 S Mason St Unit 201
Institut Impact Élite Martial	https://institutimpactelitemartial.com	QC	Val-d'Or	1218 7e Rue, Val-d'Or, QC J9P 5S7
Institute of Combat	https://www.instituteofcombat.com/	CA	Arcata	
Insurgent Fitness	https://insurgent.fitness/	AZ	Flagstaff	
Integrity Martial Arts	https://www.integritymartialarts.ca	NS	Sydney	
Integrity Martial Arts Moore	https://integrityma.ninja	OK	Moore	1991 Tower Dr Suite E
International Training Center of New York	https://itcnewyork.com/	NY	Long Island City	
Inverted Gear Academy	https://invertedgearacademy.com/	PA	Bethlehem	1114 W Broad St
Invictus Brazilian Jiu Jitsu and Muay Thai Academy	https://www.invictusmartialarts.com	NM	Albuquerque	1453 Wyoming Blvd NE, Albuquerque, NM 87112
Iowa City BJJ	https://iowacitybjj.com	IA	Iowa City	
Iowa Top Team Boxing & Jiu-Jitsu	https://www.iowatopteam.com	IA	Clinton	123 Main Ave, Clinton, IA 52732
Iron & Soul	https://ironsouljiujitsu.com/	OH	Clyde	1710 W McPherson Hwy
Iron Academy Martial Arts	https://ironacademymartialarts.com	MN	Hibbing	2225 1st Ave, Hibbing, MN 55746
Iron Fist Gym	https://www.facebook.com/pages/Iron-Fist-Gym/197039466976181	KY	Maysville	1010 Forest Ave
Iron Forge Fight and Fitness	https://ironforge.ca	BC	Fort St. John	Skyway Plaza, 8221 100 Ave, Fort St. John, BC V1J 1W7
Iron Forge Jiu Jitsu	https://www.facebook.com/IronForgeJiuJitsu/	GA	Blackshear	3412 US Highway 84
Iron Image Barbell Club	https://www.ironimage.ca	MB	Selkirk	511 Robinson Ave, Selkirk, MB R1A 1E5
Iron Roots Brazilian Jiu Jitsu	https://ironrootsbjj.com	CO	Colorado Springs	
Iron Sharpens Iron Brazilian Jiu Jitsu Academy	https://www.winchesterbjj.com/	VA	Winchester	
Iron Wolf Academy	https://www.ironwolfacademy.org/	GA	Braselton	1247 Tuscany Dr Suite D
Ironbound Fight Club	https://www.instagram.com/ifcnewarknj_2/	NJ	Newark	165 Vanderpool St. 2nd Floor
Irongrip Jiu Jitsu	https://irongripjiujitsu.com/	NC	Raleigh	731 W Hargett St
Ironside Martial Arts	https://doublefivemidcities.com/	TX	Bedford	1805 Airport Fwy
Ironside Martial Arts St. Albert	https://ironsidemartialarts.ca	AB	St. Albert	135 - 44 Riel Drive, St. Albert, AB T8N 3Z8
Isanti Grappling Club	https://isantigrapplingclub.com	MN	Isanti	101 Isanti Parkway NW Suites C, D and E, Isanti, MN 55040
Island Jiu Jitsu West	https://www.islandjiujitsuwest.com	HI	Ewa Beach	91-902 Fort Weaver Road, Ewa Beach, HI 96706
