verdict	name	region	city	url	note
OK	Impact Martial Arts Academy	VA	Virginia Beach	https://www.impact-athletes.com/	BJJ and Muay Thai, Virginia Beach named
SUSPECT	Impact Martial Arts Harrison	AR	Harrison	https://impactharrison.com/uncategorized/about/	Domain hijacked, Indonesian slot gambling site
SUSPECT	Imperial BJJ	MT	Butte	https://www.facebook.com/ImperialTruthBJJ	Facebook page, fetch blank, browser check needed
OK	Imperial Training Center	MN	Rochester	https://imperialtrainingcenter.com	BJJ school, address matches Rochester MN
OK	InFighting Training Centres	BC	Burnaby	https://www.infighting.ca	BJJ and kickboxing, Brentwood Burnaby address
OK	Independent MMA & Fitness - Villa Rica	GA	Villa Rica	https://villarica.independentmmafitness.com/	Own site, BJJ and MMA, Villa Rica
OK	Independent MMA & Fitness of Newnan	GA	Newnan	https://independentmmafitness-newnan.com/	JS site, meta names Newnan jiu-jitsu
SUSPECT	Indiana Brazilian Jiu-Jitsu Academy	IN	Greenwood	https://ibjja.com	JS redirect stub, no readable content
OK	Industrial Strength Gym BJJ (Impact JJ)	OR	Portland	https://industrialstrengthgym.com/brazilian-jiu-jitsu/	Gi and no-gi jiu jitsu, Portland
AGGREGATOR	Inferno MMA	FL	Naples	https://www.mindbodyonline.com/explore/locations/inferno-mixed-martial-arts	Mindbody booking platform listing, not own site
OK	Inferno Martial Arts Bella Vista	AR	Bella Vista	https://myinfernofitness.com	Own site, BJJ, Bella Vista address listed
OK	Inferno Martial Arts Rogers	AR	Rogers	https://myinfernofitness.com	Own site, BJJ, Rogers address matches record
OK	Inferno Martial Arts Siloam Springs	AR	Siloam Springs	https://myinfernofitness.com/	Own site, BJJ, Siloam Springs location listed
OK	Inferno Martial Arts Springdale	AR	Springdale	https://myinfernofitness.com	Own site, BJJ, Springdale address matches record
OK	Infinite Jiu-Jitsu Phoenix	AZ	Phoenix	https://www.infinitearizona.com/	BJJ and MMA, Anthem north Phoenix
AGGREGATOR	Infinite MMA Academy	CO	Loveland	https://infinitemixedmartialarts.perfectmind.com/SocialSite/about-us	PerfectMind booking platform page, not own site
OK	Infinitum Jiu Jitsu Academy - PSBJJ Lake Conroe	TX	Conroe	https://infinitumjiujitsuconroe.com/contact	BJJ academy, Conroe TX address matches
SUSPECT	Infinity Arts	OH	Cambridge	https://www.facebook.com/InfinityArtsMartialArts/	Facebook page, fetch blank, browser check needed
OK	Infinity BJJ Utah	UT	Mapleton	https://infinitybjjutah.com	Mapleton address confirmed on site
OK	Infinity Gracie Brazilian Jiu Jitsu	NH	Lebanon	https://www.gracieuppervalley.com	45 Hanover St Lebanon NH confirmed
AGGREGATOR	Infinity Martial Arts of Bolivar	MO	Bolivar	https://infinity-martial-arts-of-bolivar.business.site/	Google business.site page, body blank
OK	Inner Game Jiu-Jitsu	LA	Ville Platte	https://www.innergamebjj.com	1233 W LaSalle St Ville Platte
OK	Innovative Martial Arts & Fitness	MB	Winnipeg	https://winnipegmartialarts.ca	Dugald Rd Winnipeg, BJJ program
OK	Insight BJJ Somerset KY	KY	Somerset	https://www.insightbjj-ky.com/	Redirects somerset.insightbjj.com, address matches
SUSPECT	Inspire Brazilian Jiu Jitsu Academy	CO	Fort Collins	https://www.inspirebjj.com	Domain expired, parked for sale
OK	Institut Impact Élite Martial	QC	Val-d'Or	https://institutimpactelitemartial.com	Val-d'Or address, teaches Brazilian jiu-jitsu
OK	Institute of Combat	CA	Arcata	https://www.instituteofcombat.com/	Arcata CA, BJJ and wrestling
OK	Insurgent Fitness	AZ	Flagstaff	https://insurgent.fitness/	1650 S Plaza Way Flagstaff, BJJ
OK	Integrity Martial Arts	NS	Sydney	https://www.integritymartialarts.ca	80 Hankard St Sydney, BJJ judo
OK	Integrity Martial Arts Moore	OK	Moore	https://integrityma.ninja	Site lists 101 N Eastern, Moore
OK	International Training Center of New York	NY	Long Island City	https://itcnewyork.com/	Astoria Queens judo, adjacent to LIC
OK	Inverted Gear Academy	PA	Bethlehem	https://invertedgearacademy.com/	Site says Allentown, about five miles
OK	Invictus Brazilian Jiu Jitsu and Muay Thai Academy	NM	Albuquerque	https://www.invictusmartialarts.com	1453 Wyoming Blvd Albuquerque confirmed
OK	Iowa City BJJ	IA	Iowa City	https://iowacitybjj.com	JS-rendered Square site, meta names city
OK	Iowa Top Team Boxing & Jiu-Jitsu	IA	Clinton	https://www.iowatopteam.com	123 Main Ave Clinton IA confirmed
OK	Iron & Soul	OH	Clyde	https://ironsouljiujitsu.com/	Address and city match exactly
OK	Iron Academy Martial Arts	MN	Hibbing	https://ironacademymartialarts.com	Hibbing MN address matches, jiu-jitsu focus
SUSPECT	Iron Fist Gym	KY	Maysville	https://www.facebook.com/pages/Iron-Fist-Gym/197039466976181	Facebook page, fetch blank, browser check needed
OK	Iron Forge Fight and Fitness	BC	Fort St. John	https://ironforge.ca	BJJ and MMA, Fort St John
SUSPECT	Iron Forge Jiu Jitsu	GA	Blackshear	https://www.facebook.com/IronForgeJiuJitsu/	Facebook page, fetch blank, browser check needed
OK	Iron Image Barbell Club	MB	Selkirk	https://www.ironimage.ca	Selkirk address matches, jiu-jitsu program offered
OK	Iron Roots Brazilian Jiu Jitsu	CO	Colorado Springs	https://ironrootsbjj.com	1903 E Cache La Poudre, Colorado Springs
WRONG_CITY	Iron Sharpens Iron Brazilian Jiu Jitsu Academy	VA	Winchester	https://www.winchesterbjj.com/	Winchester England UK, not Virginia
OK	Iron Wolf Academy	GA	Braselton	https://www.ironwolfacademy.org/	Braselton GA address matches, BJJ offered
SUSPECT	Ironbound Fight Club	NJ	Newark	https://www.instagram.com/ifcnewarknj_2/	Instagram page, fetch blank, browser check needed
OK	Irongrip Jiu Jitsu	NC	Raleigh	https://irongripjiujitsu.com/	731 W Hargett St Raleigh matches
OK	Ironside Martial Arts	TX	Bedford	https://doublefivemidcities.com/	Rebranded Double Five, same Bedford address
OK	Ironside Martial Arts St. Albert	AB	St. Albert	https://ironsidemartialarts.ca	Riel Drive St. Albert address matches
OK	Isanti Grappling Club	MN	Isanti	https://isantigrapplingclub.com	101 Isanti Parkway NW address matches
OK	Island Jiu Jitsu West	HI	Ewa Beach	https://www.islandjiujitsuwest.com	Body JS-rendered, meta names Ewa Beach
OK	Island Jiu-Jitsu	HI	Honolulu	https://www.islandjiujitsu.com	Atos Honolulu Oahu, own academy site
SUSPECT	Island MMA Training Centre	BC	Victoria	https://islandmma.com	JS-gated redirect wall, browser check needed
OK	Isshindo Martial Arts	BC	Surrey	https://isshindomartialarts.com	Surrey address matches exactly, BJJ offered
OK	Ithaca BJJ	NY	Ithaca	https://www.ithacabjjschool.com/	40 Catherwood Road, Ithaca NY listed
OK	J-Crew Jiu-Jitsu	UT	Hyrum	https://jcrewbjj.com	Hyrum Utah address matches exactly
OK	JM Modern Jiu Jitsu	LA	Baton Rouge	https://www.jmmodernjj.com	14141 Airline Hwy, Baton Rouge
SUSPECT	JREAM Academy	NV	Carson City	https://www.jreamacademy.com	Empty body, sitemap only lander, parked
OK	JT6 Academy	ON	Toronto	https://jt6.ca	28 Industrial Street Unit 218 Toronto
SUSPECT	JVLO Jiu-Jitsu	AZ	Douglas	https://www.instagram.com/jvlojiujitsu/	Instagram page, fetch blank, browser check needed
SUSPECT	JW Brazilian Jiu-Jitsu	OH	Ravenna	https://jwbrazilianjiujitsu.wixsite.com/website	Wixsite blank body, browser check needed
AGGREGATOR	Jabs Gym Eastern Market	MI	Detroit	https://www.mindbodyonline.com/explore/locations/jabs-gym-eastern-market	Mindbody booking platform listing page
OK	Jacaré Brazilian Jiu-Jitsu	FL	Ocoee	https://jacaremartialarts.com/	1681 Amazing Way, Ocoee FL
OK	Jackson Academy Martial Art Fitness	OK	Stillwater	https://www.jackson-academy.com/	1401 S Western Rd Stillwater, jiu jitsu
OK	Jackson Hole MMA	WY	Jackson	https://jacksonholemma.com	3580 South Park Drive, Jackson WY
AGGREGATOR	Jacksonville Gracie Jiu-Jitsu	FL	Jacksonville	https://jacksonville-gracie-jiu-jitsu.business.site/	Google business.site page, body blank
OK	Jake MacKenzie School of Jiu Jitsu	NS	Halifax	https://jakemackenziebjj.com	6430 Lady Hammond Rd, Halifax
