name	url	region	city	address
Gracie United Hancock	https://www.hancockbjj.com	MS	Bay St. Louis	835 US-90 Suite 22, Bay St Louis, MS 39520
Gracie United Team Jucao Plaquemine	https://www.facebook.com/guplaquemine/	LA	Plaquemine	58474 Belleview Dr
Gracie United Team Jucao-Leesville	https://gracie-united-team-jucao-leesville.business.site/	LA	Leesville	1506 S 5th St #5300
Gracie Wesley Chapel	https://www.graciewesleychapel.com	FL	Lutz	24720 State Rd 54
GracieOne Academy	https://www.gracieone.com	TX	Dallas	11661 Preston Rd
Graciefighter Jiu Jitsu	https://graciefightercaribou.com	ME	Caribou	118 Bennett Dr
Grady's Family Mixed Martial Arts	https://www.facebook.com/gradysmma/	FL	Clearwater	16803 US Highway 19 N
Graham MMA	https://grahammma.com	MS	Petal	300 McInnis Street, Petal, Mississippi 39465
Grand Forks Brazilian Jiu-jitsu Academy	https://grandforksbjj.com	ND	Grand Forks	2750 Gateway Dr, Grand Forks, ND 58203
Grand River BJJ	https://grandriverbjj.ca	ON	Cambridge	26-1 Main Street
Grand Valley Brazilian Jiu Jitsu	https://grandvalleybjj.com	CO	Grand Junction	573 S. Commercial Dr. #2
Grandmaster Han's Martial Arts & Gracie Jiu-Jitsu	https://gmhgjj.com	AR	Conway	812 N Creek Dr
Granite City MMA	https://www.granitecitymmavt.com	VT	Graniteville	223 Church Hill Rd, Graniteville, VT 05654
Granite State BJJ	https://granitestatebjj.com	NH	North Hampton	10 Lafayette Rd, North Hampton, NH 03862
Grant's Martial Arts	https://www.grantsmartialarts.ca	NS	Dartmouth	
Grapple House BJJ	https://grapplehousebjj.com/	MI	Edwardsburg	68977 M-62 Suite T
Grapple Jiu Jitsu	https://www.grapplejiujitsu.com	MS	Brandon	1576 Old Fannin Road Suite D, Brandon, MS 39047
Grappler Station	https://www.grapplerstation.com	MN	St. Paul	2015 Ford Pkwy, St Paul, MN 55116
Grappling Concepts Nixa	https://grapplingconceptsnixa.com/	MO	Nixa	1110 Gerald Dr
Gravity Brazilian Jiu-Jitsu	https://gravitybjj.ca	BC	Surrey	#209-13308 76th Ave, Surrey, BC
Gray Beard Forge	https://graybeardforge.org	AR	Conway	3150 Vail Ave
Great Grappling Brazilian Jiu Jitsu	https://greatgrappling.com	SC	Fort Mill	2040 Carolina Pl Dr, Fort Mill, SC 29708
Green Dojo	https://greendojo.ca	SK	North Battleford	2202 101 St, North Battleford SK S9A 0S2
Greenville Alliance Jiu Jitsu	https://alliancegreenville.com	SC	Greenville	117 Haywood Rd Suite B, Greenville, SC 29607
Greenwood Jiu-Jitsu	https://brazilianjiujitsutoronto.com	ON	Toronto	
Gregor Gracie Academy Brooklyn	https://www.gregorgracie.com/	NY	Brooklyn	
Greubel's Mixed Martial Arts	https://www.greubelsmma.com/	GA	Augusta	2917 Riverwest Dr. Suite 105
Grey Wolf Brazilian Jiu-Jitsu - Martial Arts	https://www.greywolfbjj.com/	OR	Eugene	1199 Fairfield Ave
Grind BJJ	https://grindbjjvt.com	VT	Burlington	294 N Winooski Ave #112B, Burlington, VT 05401
Ground Control Academy	https://groundcontrolacademy.ca	AB	Ardrossan	60 First Ave, Ardrossan, AB T8E 2A2
Ground Strike Grappling	https://groundstrikegrappling.com/	AL	Columbiana	
Ground Theory Jiu Jitsu	https://www.groundtheoryjiujitsu.com	KS	Lawrence	1035 E 23rd St Suite 3, Lawrence, KS 66046
Ground X Jiu Jitsu Ottawa	https://groundxjiujitsu.com	ON	Ottawa	
Ground Zero Fighting Systems	https://teamgzfs.com	WV	Morgantown	5000 Green Bag Road Ste E3 and E5, Mountaineer Mall, Morgantown, WV 26501
Ground Zero Fighting Systems Huntington	https://gzfshuntington.wordpress.com/	WV	Huntington	1639 7th Avenue, Huntington, WV 25701
Ground Zero Roaring Fork Valley BJJ	https://ground-zero-roaring-fork.square.site/	CO	New Castle	420 W Main St #2
Grounded Studios	https://grounded.ca	ON	North Bay	945 Stockdale Road
Groundwork BJJ	https://groundworkbjj.com	CO	Fort Collins	
Groupe Butactik	https://butactik.com	QC	Notre-Dame-du-Mont-Carmel	801 Rang St-Louis, Notre-Dame-du-Mont-Carmel, QC
Grove City Brazilian Jiu-Jitsu Academy	https://www.grovecityjiujitsu.com/	OH	Grove City	4070 Hoover Rd
Growth Mindset Collective	https://growthmindsetcollective.com	CA	Oakley	2031 Main St.
Guara BJJ	https://www.guarabjj.com	QC	Brossard	5635 Grande-Allée suite 106, Brossard, QC J4Z 3G3
Guardhouse BJJ	https://guardhousebjj.ca	ON	Kitchener	41 Ardelt Place #1b
Guardian Jiujitsu & Judo	https://www.guardianjj.com	IA	Ottumwa	102 S Market St, Suite A, Ottumwa, IA 52501
Guardian Tactics	https://www.guardianjiujitsu.com/	MI	Plymouth	770 Davis St
Guelph BJJ	https://guelphbjj.com	ON	Guelph	
Guerrilla Jiu-Jitsu Martial Arts Academy	https://www.guerrillajiujitsu.com/	CA	San Jose	478 W San Carlos St
Gulf Breeze Jiu Jitsu	https://gulfbreezebjj.com/	FL	Gulf Breeze	
Gulf Coast Jiu Jitsu	https://www.gulfcoastjiujitsu.net	MS	Biloxi	2575 Pass Rd Ste A, Biloxi, MS 39531
Gulf Coast Jiu-jitsu	https://gcjiujitsu.com/	AL	Mobile	
Gulf Coast Jujutsu	https://www.facebook.com/Gulf-Coast-Jujutsu-184652755613880/	AL	Gulf Shores	7369 Alamo Cir
Gustavo Dantas Brazilian Jiu-Jitsu Academy	https://gdjiujitsu.com/	AZ	Tempe	
Gustavo Machado Brazilian Jiu Jitsu Chesapeake	https://bjjchesapeake.com/	VA	Chesapeake	123 Bruton Ct Ste 101
Gustavo Machdo Brazilian Jiu-Jitsu - Texas (GMBJJTX)	https://www.gmbjjtx.com	TX	Bulverde	721 Bulverde Rd; Suite 101
Guto Campos BJJ	https://gutocamposbjj.com	FL	Orlando	
Gwinnett Training Academy	https://attofgwinnett.com/	GA	Lawrenceville	3315 Sugarloaf Pkwy #7
Gym-Jitsu Mobile Martial Arts	https://square.site/book/ENGYJXSXQZP1Y/gym-jitsu-mobile-martial-arts-whippany-nj	NJ	Whippany	156 Algonquin Pkwy
HEROES MARTIAL ARTS ACADEMY	https://www.heroesmma.com/	AL	Birmingham	
HNL Jiu Jitsu Academy	https://www.hnljiujitsuacademy.com	HI	Honolulu	7192 Kalanianaole Highway Suite C-200, Honolulu, HI 96825
Halifax BJJ Society	https://www.halifaxbjj.ca	NS	Halifax	
Hamby Freestyle Jiu Jitsu	https://lavianobjj.com/	GA	Albany	2722-6 Dawson Rd
Hamel Jiu Jitsu Club	https://www.hameljiujitsu.com	MN	Hamel	770 Tower Drive, Hamel, MN 55340
Hamilton BJJ	https://hamilton-bjj.com	ON	Stoney Creek	166 Green Mountain Rd E
Hamilton Brazilian Jiu-Jitsu	https://hamiltonbjj.com	ON	Hamilton	
Hamilton School of Martial Arts	https://hsma1.com	ON	Hamilton	1085 Barton Street East
Hanto Jiu-Jitsu Academy	https://www.hantobjj.com/	GA	Statesboro	409 Clairborne Ave
Harbor Jiu-Jitsu	https://www.harborjiujitsu.com/	NJ	Egg Harbor Township	6718 E Black Horse Pike
Hard Drive Performance Center	https://harddriveperformance.com	IA	Cedar Rapids	712 3rd Ave SE, Cedar Rapids, IA 52401
Hard Knocks Muay Thai & Judo	https://hardknocksmuaythaijudo.com/	NV	Las Vegas	9660 W Tropicana Rd Ste 300
Harmony Martial Arts Center	https://harmonymartialarts.com/	FL	Jupiter	1928 Commerce Lane Ste 8
Haven Jiu Jitsu	https://cnyjiujitsu.com	NY	Syracuse	
