name	region	city	url
Valente Brothers Jiu-Jitsu Pembroke Pines	FL	Pembroke Pines	https://pembrokepinesselfdefense.com/
Gracie Jiu Jitsu Sarasota Academy	FL	Sarasota	http://graciejiujitsusarasota.net/
Gracie Tampa South Martial Arts	FL	Tampa	http://www.gracietampasouth.com/
Grace Fighting Systems Training Center	AZ	Phoenix	http://www.gfsbjj.com/
Atos Miami Brazilian Jiu-Jitsu	FL	Miami	http://www.atosmiami.com/
Pinnacle Martial Arts Academy	LA	Monroe	https://pinnacle-ma.com/
Carlos Machado Jiu Jitsu of Shreveport	LA	Shreveport	https://cmjjshreveport.com/
Insight BJJ Somerset KY	KY	Somerset	https://www.insightbjj-ky.com/
G-Force MMA	OH	Amelia	http://gforcemma.com/
RoundTown Brazilian Jiu-Jitsu Academy	OH	Circleville	http://www.roundtownjiujitsu.com/
Toledo Jiu Jitsu Center	OH	Toledo	http://toledojiujitsu.com/
10th Planet St. Louis	MO	Washington	http://www.10thplanetstl.com/
Fight Mechanix Kickboxing & MMA	MI	Flint	https://www.fightmechanix.com/
10th Planet Jiu Jitsu Grand Rapids	MI	Grand Rapids	https://www.10thplanetgrandrapids.com/
CrowesNest BJJ	MI	White Pigeon	https://www.facebook.com/CRowesNestBJJ/
GB Anniston	AL	Anniston	https://getevolutionfit.com
The Dojang Martial Arts & Fitness	AL	Birmingham	http://www.thedojanggroup.com/
I'mmortal Kombat	AL	Enterprise	http://www.jiujitsuenterprise.com/
MK Muay Thai	NJ	Fair Lawn	http://www.mkmuaythai.com/
Institute Of Defensive Methods	NJ	Hoboken	http://www.idmnj.com
Tiger Schulmann's Martial Arts Wayne NJ	NJ	Wayne	https://tsk.com/locations/nj/wayne/
10th Planet Jiu Jitsu Las Vegas	NV	Henderson	https://www.10thplanetlasvegas.com
Tribe Fitness and Martial Arts	NV	Las Vegas	https://www.tribevegas.com
Kogan Self-Defense & Martial Arts	IL	Buffalo Grove	http://www.koganselfdefense.com
Copa Jiu-Jitsu	IL	Chicago	http://www.copabjj.com/
Mbd Martial Arts	IL	Des Plaines	http://www.mbdmartialarts.com/home.html
Finney's Hit Squad	IL	Granite City	http://thehitsquad.com/
Comprido BJJ	IL	Highland Park	https://highwood.compridobjj.com/
All Star Jiu Jitsu	IL	Lombard	https://www.allstarjiujitsu.com/
GB Bloomington	IL	Bloomington	https://www.graciebarrabloomingtonjj.com/
Midwest Jiu Jitsu Academy	IL	Quincy	http://www.mwjja.com/
GB Springfield	IL	Springfield	https://graciebarra.com/springfield-il/
Leverage Brazilian Jiu-Jitsu	OH	Cortland	http://www.leveragebjjohio.com/
Tiger Schulmann's Mixed Martial Arts Colmar	PA	Colmar	https://tsk.com/locations/pa/colmar/
Kozma Brazilian Jiu-Jitsu	PA	Huntingdon Valley	http://www.kozmabjj.com
Harrisburg Brazilian Jiu Jitsu and Judo	PA	Lemoyne	http://www.harrisburgbjjandjudo.com
Elite Edge Boxing & Jiu Jitsu	PA	Malvern	http://www.eliteedgeboxingbjj.com/
The Jiu Jitsu Company	PA	Philadelphia	http://www.jiujitsuphilly.com
LombardMMA	PA	State College	http://lombardmma.com/
Testudo BJJ Judo	VA	Alexandria	http://testudobjj.com
Da Firma Training Center	VA	Chesapeake	https://dafirmatc.com/
Enlisted Nine Fight Company - Virginia	VA	Fredericksburg	http://www.e9fcva.com/
Clayton Phillips Jiu Jitsu	VA	Norfolk	http://norfolkjiujitsu.com
UFC GYM Reston	VA	Oak Hill	https://www.ufcgym.com/locations/reston/
Richmond Brazilian Jiu-Jitsu & Self-Defense Academy	VA	Richmond	https://www.richmondbjj.com/
Americus Martial Arts Academy	GA	Americus	http://americusmartialartsacademy.com/
Southpaw Fitness	GA	Kathleen	https://www.southpawfitness.com/
Helix Brazilian Jiu-Jitsu	GA	Snellville	https://www.facebook.com/helixbjj/
Full Throttle Fitness	GA	Flowery Branch	https://fullthrottlemma.com/contact/
Rogue Combat Club	NC	Asheville	http://www.roguecombatclub.com/
Gracie Lake Norman Brazilian Jiu-Jitsu	NC	Mooresville	http://www.gracielakenorman.com/
All-American Martial Arts Academy	NC	Greenville	http://www.groundgrappling.com/
Caio Magalhaes Brazilian Jiu-Jitsu & Self Defense	CT	Bethel	https://caiomagalhaes-brazilian-jiu-jitsu-self-defense.negocio.site/
ZenDo Ju-Jitsu	CT	New Milford	http://zendojujitsu.com/
Cruvinel Brothers Brazilian Jiujitsu / GFTeam	CT	Stratford	https://cruvinelbros.com/
Baltimore Mixed Martial Arts	MD	Elkridge	baltimoremixedmartialarts.com
Bartman MMA and Self-Defense	MD	Silver Spring	bartmanmma.com
Capital MMA & Elite Fitness	MD	Takoma Park	capitalmma.com
Royal Martial Arts	MD	Waldorf	royalmartialarts.com
Peak Kickboxing & Jiu-Jitsu	CO	Lakewood	http://peakmartialartsdenver.com
Easton Training Center Littleton	CO	Littleton	https://eastonbjj.com/littleton/
