name	region	city	url
Rilion Gracie Jiu-Jitsu Panama City	FL	Panama City	https://graciejiujitsupc.com/
American Top Team of Sunrise	FL	Sunrise	http://attsunrisemma.com/
Black Flag Jiu-Jitsu Club	AZ	Glendale	https://blackflagjiujitsuclub.com/
Undisputed South	AZ	Green Valley	https://undisputedsouth.com/
Axe Capoeira Arizona	AZ	Scottsdale	https://www.axecapoeira-az.com/brazilian-jiujitsu
Cactus Jiu Jitsu Academy	AZ	Scottsdale	http://www.cactusjj.com/
Bayou Jiu Jitsu & Self Defense Baton Rouge	LA	Baton Rouge	https://bayoujiujitsu.us/
Lake Area Brazilian Jiu-Jitsu	LA	Lake Charles	https://www.facebook.com/LABJJ/
Iron Fist Gym	KY	Maysville	https://www.facebook.com/pages/Iron-Fist-Gym/197039466976181
Powell MMA and Fitness (Jiu Jitsu, Kickboxing, Wrestling)	OH	Cincinnati	http://powellmmaandfitness.com/
True Art Jiu Jitsu	OH	Fairlawn	http://www.trueartbjj.com/
Black Lotus Brazilian Jiu Jitsu Academy	OH	Fairview Park	http://www.blacklotusbjja.com/
Bullpen Fight Club Morristown OH	OH	Morristown	http://bullpenfightclub.com/
Team Chard BJJ	OH	Walton Hills	http://ohiobjjc.com/
Jorge Gurgel Martial Arts Center West Chester	OH	West Chester	https://jgmma.com/
Carrillo's Martial Arts	MO	Dexter	http://www.carrillosmartialarts.com/
URSA Academy - Ribeiro Jiu-Jitsu Ann Arbor	MI	Ann Arbor	http://www.ursaacademy.com/
Gracie Jiu-Jitsu Keego Harbor	MI	Keego Harbor	http://www.graciejiujitsumichigan.com
Guardian Tactics	MI	Plymouth	https://www.guardianjiujitsu.com/
Downriver Jiu-Jitsu	MI	Riverview	http://www.downriverbjj.com
Powell's MMA Systems	AL	Huntsville	http://www.sbgofal.com/
AMA Fight Club	NJ	Cedar Knolls	https://www.joinamafightclub.com/
Edge Hoboken	NJ	Hoboken	http://www.edgehoboken.com/
Survival Fitness	NJ	Jersey City	http://survivalfitnessusa.com/
Subforce BJJ	NJ	Lyndhurst	http://www.subforcebjj.com
UFC GYM Paramus	NJ	Paramus	https://www.ufcgym.com/locations/paramus
Brazen Martial Arts	NJ	Windsor	https://brazenmartialarts.com/
Combat Sport and Fitness	NV	Sparks	https://m.facebook.com/combatsportandfitnessreno
Yobe Jiu Jitsu	IL	Elmhurst	http://bjjlabelmhurst.com/
Padilla Brazilian Jiu Jitsu	PA	Allentown	http://padillabjj.com/
Tiger Schulmann's Mixed Martial Arts Bethlehem	PA	Bethlehem	https://tsk.com/locations/pa/bethlehem/
Complete Martial Arts Club of Hershey	PA	Hummelstown	http://completemartialartsclub.com/
Gracie 717	PA	Lancaster	http://www.gracie717.com/
Armezzani Jiu Jitsu Academy	PA	Monaca	http://www.pittsburghbjj.net/
King Khong MMA	VA	Alexandria	http://kingkhong.com
Leo Dalla Martial Arts Arlington at One Life Fitness Ballston	VA	Arlington	http://leodalla.com/
MiKiDo	VA	Bailey's Crossroads	http://www.mikido.com
Vanguard Gym	VA	Manassas	https://www.vanguardgym.com/
Disciple MMA Academy	VA	Sterling	https://www.disciplemmaacademy.com/
