name	region	city	url
Xtreme Gracie Jiu Jitsu	FL	Minneola	http://xtremegraciejiujitsu.com/
Jacaré Brazilian Jiu-Jitsu	FL	Ocoee	https://jacaremartialarts.com/
Carlson Gracie Plant City	FL	Plant City	https://www.plantcitybjj.com
Yaniv Rosenberg Jiu Jitsu Team	FL	Plantation	http://www.yrjiujitsu.com/
American Top Team Tampa	FL	Tampa	http://www.americantopteamtampa.com/
Armada Brazilian Jiu Jitsu Winter Park	FL	Winter Park	http://winterparkbjj.com/
Average Joe's MMA	AZ	Prescott	http://averagejoesmma.com/
Greywolf Ares BJJ	AZ	Phoenix	http://greywolfjiujitsu.com
GB Brandon	FL	Brandon	https://www.graciebarrabrandon.com/
Gracie Barra North Austin	TX	Austin	https://www.gbnorthaustin.com
Gracie United Covington	LA	Covington	https://trainbjjnow.com/
The Technician Dojo	OH	Columbus	http://www.thetechniciandojo.com
Blue Springs Jiu-Jitsu	MO	Blue Springs	http://bluespringsjiujitsu.com/
Royce Gracie Jiu-Jitsu Farmington MO	MO	Farmington	https://www.facebook.com/RoyceGracieFarmington/
Proving Grounds Jiu Jitsu & MMA	MI	Shelby Township	https://provinggroundsjj.com/
Garcia Jiu-Jitsu	MI	Swartz Creek	http://www.garciajiujitsu.com/
Cruz Mixed Martial Arts Academy Jiu-Jitsu BJJ Kickboxing	NJ	Harrison	http://www.cruzmma.com/
Hoboken Fight Club	NJ	Hoboken	http://chuteboxela.com
Renzo Gracie Ramapo Valley	NJ	Mahwah	https://ramapovalleyjiujitsu.com/
Carlson Gracie MMA - Channahon	IL	Channahon	http://www.carlsongracie-mma.com/
Gracie Humaita Springfield	IL	Chatham	http://www.graciehumaitaspringfieldil.com/
Fathom Brazilian Jiu Jitsu	IL	Highland	http://www.fathombjj.com/
4:13 Jiu-Jitsu	IL	Marion	http://www.413jiujitsu.com/
UFC GYM Naperville	IL	Naperville	https://www.ufcgym.com/locations/naperville
The Academy BJJ	IL	Winnetka	http://www.academybjj.com
Main Line United Brazilian Jiu-Jitsu	PA	Ardmore	http://www.mainlineunited.com/
Grindhouse MMA & Fitness	PA	Feasterville-Trevose	http://www.grindhousemma.com/
UFC GYM Lansdale	PA	Lansdale	http://ufcgym.com
Beltrante Fighting Systems	PA	Norristown	http://www.belfightsys.com/
