name	region	city	url
Weinischke Martial Arts	FL	Tallahassee	http://www.tallahasseejiujitsu.com
Attitude First MMA	AZ	Glendale	https://attitudefirst.com/
Knockout Fitness	AZ	Goodyear	https://knockout-fitness.com/arizona/
De Boa Jiu Jitsu Academy	AZ	Surprise	http://www.deboabjj.com
Tantō Jiujitsu	CA	Montrose	https://www.tantojiujitsu.com/
Next Level Martial Arts of Houma	LA	Houma	http://www.nlmahouma.com/
Shogun	LA	Metairie	http://www.shogunnola.com/contact/
Gladiators Academy of Youngsville	LA	Youngsville	http://www.gladiatorsyv.com/
Newport Fitness	KY	Newport	https://www.newport-fitness.com/
Consecution Jiu-Jitsu	OH	Austinburg	http://consecutionjiujitsu.com/
Revolution Fight and Fitness	OH	Cleveland	http://revolutionfightandfitness.com/
Top Level Martial Arts	OH	Cuyahoga Falls	http://www.toplevelmartialarts.com/
S&G Brazilian Jiu Jitsu	OH	Dayton	http://www.sgbjj.com/
Griffonrawl MMA	OH	Mentor	http://www.ohio-mma.com/
The Michigan Center for Capoeira	MI	Farmington Hills	https://www.tmc4c.com/bjjschedule
Kalamazoo BJJ	MI	Portage	http://www.kzoobjj.net/
Buctown MMA	NJ	Belleville	http://www.buctown.org/
Harbor Jiu-Jitsu	NJ	Egg Harbor Township	https://www.harborjiujitsu.com/
Training Grounds MMA & Gjj	NJ	Westwood	http://www.njtraininggrounds.com/
9th Isle BJJ Inc	NV	Las Vegas	https://www.9thislebjj.com
GB Deerfield	IL	Deerfield	https://graciebarra.com/deerfield-il/
10th Planet Jiu Jitsu Lombard	IL	Lombard	https://www.10plombard.com/
Delaware Jiu Jitsu	PA	Chadds Ford	http://www.delawarejiujitsu.com/
Daniel Gracie BJJ	PA	Philadelphia	https://www.danielgraciephilly.com
American Killer Bees PA MMA & BJJ	PA	Stroudsburg	http://killerbeespa.com/
High Noon BJJ & Fitness	VA	Alexandria	http://highnoonbjj.com
Edge Effect Fitness and Martial Arts	VA	Harrisonburg	https://www.edgeeffectfitness.com/
Gracie Barra - Acworth	GA	Acworth	http://gbgeorgia.com/
BJJ High Point (at Tiger Rock Martial Arts)	NC	High Point	http://www.bjjhighpoint.com/
Beacon Mixed Martial Arts	NC	Chapel Hill	http://chapelhillmma.com/
Fight To Win Brazilian Jiu Jitsu Concord	NC	Concord	http://www.ftwbjjacademy.com
Raleigh Institute of Martial Arts	NC	Raleigh	http://4kickbox.com/
BodyShot Combat & Fitness	NC	Lowell	http://www.bodyshotcc.com/
New Britain Judo and Dynamic Arts	CT	New Britain	https://newbritainjudo.org/
Ultimate MMA Training Center	CT	North Haven	http://www.ultimatemmact.com/
Royal Tiger Academy MMA Self Defense Martial arts	MD	Damascus	royaltigeracademy.com
Inyodo Martial Arts	CO	Avon	http://inyodomartialarts.com
Red Dragon Jujitsu Club	CO	Denver	http://jujitsudenver.com
Competitive Edge Mixed Martial Arts of Highlands Ranch	CO	Highlands Ranch	http://www.ce-mma.com
Otomi Martial Arts	CO	Parker	http://www.otomimartialarts.com
Performex Martial Arts and Fitness	IN	Brownsburg	performexmartialarts.com
Franklin Jiu Jitsu Club	IN	Franklin	franklinbjjclub.com
Roll Model Grappling Academy	IN	Greenwood	rollmodelgrapplingacademy.com
Top Tier Martial Arts	OK	Guthrie	toptiermartialarts.com
Oklahoma Combat Sports / KORE BJJ	OK	Poteau	https://www.facebook.com/ocskorebjj/
Primate Brazilian Jiu Jitsu	OK	Tulsa	primatebjj.com
Brazilian Top Team Boston	MA	Everett	bttboston.com
Luiz Paulo Brazilian Jiu Jitsu 7th Coral Belt	MA	Norwood	luizpaulojiujitsu.com
Brazilian Martial Arts Center	MA	Somerville	bmacboston.com
Origin Brazilian Jiu Jitsu	WI	Rice Lake	originmartialarts.net
Bellingham Mixed Martial Arts	WA	Bellingham	www.bellinghammma.com
Ellensburg Jiu Jitsu	WA	Ellensburg	ellensburgjiujitsu.com
The Base Longview	WA	Longview	the-base-longview.gymdesk.com
GB Renton	WA	Renton	https://graciebarratacoma.com/locations/renton/
Straight Blast Gym Portland	OR	Portland	http://www.sbgi-pdx.com
Roseburg Martial Arts Academy	OR	Roseburg	http://www.roseburgmartialarts.com/
Clarks University of Martial Arts	OR	Bend	https://clark-s-university-of-martial-arts.mykajabi.com/
High Desert Martial Arts	OR	Bend	http://www.highdesertmartialartsbend.com/
Integrity Martial Arts and Fitness, LLC	OR	Albany	http://www.integritymaf.com/
Rockland Brazilian Jiu-Jitsu	NY	Nanuet	https://www.renzogracierockland.com/
Peak Jiu-Jitsu	NY	Patchogue	https://www.peakjj.com
Church Street Boxing Gym	NY	New York	http://csboxinggym.com
Atlas Jiu Jitsu Glens Falls	NY	South Glens Falls	https://www.atlasjiujitsu.com/glenns-falls
Bronx Martial Arts Academy	NY	Bronx	https://www.bronxmartialarts.com
Brooklyn Mixed Martial Arts & Fitness	NY	Brooklyn	https://www.brooklynmixedmartialarts.com
Graciefighter Jiu Jitsu	ME	Caribou	https://graciefightercaribou.com
Gracie Barra South Portland	ME	South Portland	https://graciebarrasouthportland.com
Etobicoke BJJ	ON	Etobicoke	https://etobicoke-bjj.com
Return of the Dragon	ON	Kitchener	https://rotdma.com
Mamute Martial Arts	ON	Oshawa	https://mamutemaa.com
Jiujitsu Culture	ON	Ottawa	https://jiujitsuculture.ca
Ottawa Academy of Martial Arts	ON	Ottawa	https://oama.ca
Richmond Hill Jiu-Jitsu	ON	Richmond Hill	https://rh-bjj.com
Scheer's Martial Arts	SK	Saskatoon	https://scheersmartialarts.com
Yorkton Martial Arts Training Center	SK	Yorkton	https://ymatc.com
Ultimate Combat Training Center	UT	Holladay	https://ultimatecombat.com
Gracie Barra North Salt Lake	UT	North Salt Lake	https://gbnorthsaltlake.com
Thiago Alves BJJ	UT	Riverdale	https://thiagoalvesbjj.com
Andover Jiu Jitsu	KS	Andover	https://andoverjiujitsu.com
Champion Brazilian Jiu-Jitsu & Capoeira	MB	Winnipeg	https://beachampion.ca
SBG Idaho	ID	Boise	https://sbgidaho.com
Idahome Jiu-Jitsu	ID	Caldwell	https://idahomejiujitsu.com
SBG Teton Valley	ID	Driggs	https://www.sbgtetonvalley.com
Casa De Fera Jiu Jitsu	ID	Moscow	https://cdfjiujitsu.com
PAC Jiu-Jitsu	ID	Rexburg	https://pacjiujitsu.com
Elevate Dojo	RI	Exeter	https://www.elevatedojo.com
Gracie United Hancock	MS	Bay St. Louis	https://www.hancockbjj.com
Pursuit Jiu Jitsu	MS	Brookhaven	https://www.pursuitjj.com
Carlson Gracie Omaha Coyote BJJ Team	NE	Omaha	https://carlsongracieomaha.com
Professional Martial Arts Academy Derry	NH	Derry	https://pmaderry.com
Bare Knuckle Murphy	NH	Manchester	http://www.bareknucklemurphy.com
Divinus Lux Jiu Jitsu	SC	Greenwood	https://www.divinusluxjiujitsu.com
Arashi-Do Martial Arts Leduc	AB	Leduc	https://arashido.com/location/leduc/
Spectrum Jiu Jitsu	WV	Kearneysville	https://spectrumjiujitsu.com
Iron Forge Fight and Fitness	BC	Fort St. John	https://ironforge.ca
Tri-Cities Gracie Jiu-Jitsu	BC	Port Moody	https://www.tricitiesgjj.com
BUDō Jiu-Jitsu Team Vancouver	BC	Vancouver	https://budojiujitsuteam.com
Island MMA Training Centre	BC	Victoria	https://islandmma.com
ZUMA Martial Arts	BC	Victoria	https://zuma.tv
Javier Blanchard Brazilian Jiu Jitsu / BJJ Anaheim CA 92801	CA	Anaheim	https://www.facebook.com/javierblanchardbrazilianjiujitsu/
GB Costa Mesa	CA	Costa Mesa	https://www.gbcostamesa.com/
Silva BJJ Cajon CA (Aloisio Silva Associated Academy)	CA	El Cajon	https://silvabjjacademy.com/
Hb Ultimate Training Center	CA	Huntington Beach	http://www.hbutc.com/
GB Lake Elsinore	CA	Lake Elsinore	https://graciebarra.com/lake-elsinore-ca/
Carlson Gracie Murrieta Temecula Team	CA	Murrieta	https://www.carlsongracietemecula.com
West Coast Jiu Jitsu & Muay	CA	Oxnard	http://www.westcoastjiujitsu.com/
Millennia MMA Gym HQ Rancho Cucamonga	CA	Rancho Cucamonga	http://www.millenniamma.com/
148 Jiu-Jitsu Academy	CA	Redwood City	http://www.the148collective.com/
Infinite Jiu-Jitsu	CA	Rocklin	http://www.infinitejiujitsu.net/
Fight Strong MMA	CA	San Clemente	http://www.scfightstrong.com/
Romulo Melo Brazilian Jiu-Jitsu	CA	San Francisco	https://romulomelobjj.com/
UFC GYM Torrance	CA	Torrance	https://www.ufcgym.com/locations/torrance/
Gracie Jiu-Jitsu Whittier	CA	Whittier	https://graciejiu-jitsuwhittier.com/
Insight BJJ Bastrop – Team Renzo Gracie	TX	Bastrop	http://www.insightbjj.com/
Endure Cross- Training	TX	Conroe	https://www.facebook.com/pages/category/Martial-Arts-School/Endure-Cross-Training-102074864972461/
Gracie Humaita Conroe	TX	Conroe	https://www.facebook.com/yountbjj/
Brazilian Jiu Jitsu and Sambo - Koulikov Grappling Academy	TX	Edinburg	http://www.sambofusion.com/
Gracie Jiu-Jitsu Highland Village	TX	Highland Village	https://graciebarrahighlandvillage.com/
Cobra Brazilian Jiu-Jitsu	TX	Plano	http://www.cobrabjj.com/
Marra Senki Brazilian Jiu-Jitsu	TX	San Antonio	http://marrajj.com/
Gracie Barra – The Woodlands	TX	Spring	http://www.mmathewoodlands.com/
GB Crestview	FL	Crestview	https://graciebarra.com/crestview-fl/
Gracie Jiu-Jitsu Largo	FL	Largo	https://gracielargowest.com/
Cerberus Brazilian Jiu-Jitsu	AR	Jonesboro	https://cerberusbjj.weebly.com/
Mako Brazilian Jiu-Jitsu Tucson	AZ	Tucson	https://www.makobjj.com/
One Ten Brazilian Jiu Jitsu Academy	AZ	Scottsdale	https://onetenbjj.com/
Patriot Martial Arts Academy	AZ	Queen Creek	https://www.queencreekmartialarts.com/
Campbell River BJJ	BC	Campbell River	https://campbellriverbjj.com
Lions MMA	BC	Vancouver	https://www.lionsmma.ca
Fresno BJJ	CA	Fresno	https://fresnobjj.com
New England BJJ	CT	Hamden	https://newenglandbjj.com
Combat Athletics DC	DC	Washington	https://combatathletics.com
Vagner Rocha Martial Arts	FL	Miami	https://www.vagnerrochamartialarts.com/
Columbus BJJ	GA	Columbus	https://columbusbjj.com
Tiger Academy Gracie Atlanta	GA	Decatur	https://gracieatlanta.com
Wailuku BJJ	HI	Wailuku	https://wailukubjj.com
Decatur BJJ Illinois	IL	Decatur	https://decaturbjjil.com
Joliet BJJ	IL	Joliet	https://jolietbjj.com
Molinaro Jiu-Jitsu	IL	Chicago	https://molinarojiujitsu.com
North Side Brazilian Jiu Jitsu	IL	Chicago	https://northsidebjj.com
Midwest Training Center	KS	Topeka	https://midwesttrainingcenter.com
Cyclone Brazilian Jiu Jitsu & Combatives	LA	Boutte	https://cyclonecombatives.com
Gracie United Baton Rouge - Tiger Bend	LA	Baton Rouge	https://batonrougejiujitsu.com
Boston Brazilian Jiu-Jitsu of Framingham	MA	Framingham	https://bbjjoff.com
Portage la Prairie BJJ	MB	Portage la Prairie	https://portagebjj.com
Dundalk BJJ	MD	Dundalk	https://dundalkbjj.com
Corinth BJJ	MS	Corinth	https://corinthbjj.com
