name	region	city	url
Marcelo Pereira BJJ & MMA	FL	Naples	http://brazilianjiujitsunaples.com/
Paulo Ribeiro Brazilian Jiu Jitsu	FL	Naples	http://prbjjnaples.com/
Ocala Brazilian Jiu Jitsu Academy	FL	Ocala	https://www.bjjocala.com/
Team Monstro Brazilian Jiu Jitsu	AZ	El Mirage	http://www.teammonstrobjj.org/
Dark Matter Jiu Jitsu/Ares BJJ Tempe	AZ	Tempe	http://darkmatterjj.com/
GB Davenport	FL	Davenport	https://gbdavenport.com/
Kimm's Institute of Self-Defense	LA	Baton Rouge	https://www.kimmsinstitute.info/
Blacklist Martial Arts	LA	Houma	http://www.blacklistbjj.com/
Light City Martial Arts	LA	Natchitoches	http://www.lightcitymma.com/
Zahand's Martial Arts	OH	Akron	http://www.zahands.com/
Hillcrest Academy of Goshin	OH	Cleveland	https://www.hillcrestjujitsu.com/
Lima's Total Revolution Training Facility	OH	Lima	http://trmartialarts.com/
GB Chesterfield	MO	Chesterfield	https://gbchesterfield.com/
Allen Park Martial Arts Center	MI	Allen Park	http://www.allenparkmartialartscenter.com/
Claymore Fighting & Fitness	AL	Huntsville	http://www.claymoregym.com/
Birmingham Wrestling Complex	AL	Vestavia Hills	http://bwcomplex.com/
Power Half Wrestling and Mixed Martial Arts	NJ	Cookstown	https://powerhalfwrestling.com/
Stay Strong Brazilian Jiu Jitsu	NJ	Hillsborough Township	http://www.staystrongbjj.com/
Southpaw Gym - Boxing, Muay Thai, Mixed Martial Arts	NJ	Neptune City	http://www.southpawgymnjusa.com/
Strategic Combat Academy	NJ	Old Bridge	http://strategicmma.com/
Fight Capital Gym	NV	Las Vegas	http://www.fightcapital.com
Team Reno	NV	Reno	http://www.momentumreno.com/
KiCK Martial Arts	MO	Kansas City	http://www.kickma.com
East Montgomery Martial Arts	PA	Horsham	http://www.eastmontma.com
Good Vibes Brazilian Jiu Jitsu	PA	Morrisville	https://goodvibesjiujitsu.com/
Revolution BJJ Ashland LLC	VA	Ashland	http://www.revolutionbjjashland.com/
Yamasaki BJJ Culpeper	VA	Culpeper	http://www.culpepermartialarts.com/
Kaizen MMA Falls Church	VA	Falls Church	http://www.kzmma.com/
Coastal Brazilian Jiu Jitsu	VA	Virginia Beach	http://www.coastalbjj.com/
Odyssey BJJ	GA	Atlanta	http://odysseybjj.com/
Devine Jiu Jitsu Savannah & Five Star Wrestling	GA	Savannah	http://fivestarsavannah.com/
Gwinnett Training Academy	GA	Lawrenceville	https://attofgwinnett.com/
Striker Fight Center	GA	Kennesaw	http://www.strikerfightmma.com/
PTC Combat Fitness	GA	Peachtree City	http://ptccombatfitness.com/
Team Octopus Chamblee	GA	Chamblee	https://mmaatl.com/get-started/
Kyle Fogel Brazilian Jiu Jitsu	GA	Sugar Hill	https://sugarhillbjj.com/
Burton Brazilian Jiu Jitsu	GA	Byron	https://www.burtonbrazilianjiujitsu.com/
Miller Martial Arts (American Top Team Warner Robins)	GA	Bonaire	https://millermartialarts.us
Cary Brazilian Jiu-Jitsu	NC	Cary	https://caryjiujitsu.com/
Irongrip Jiu Jitsu	NC	Raleigh	https://irongripjiujitsu.com/
Ascension Athletics - Mixed Martial Arts & BJJ	CT	Bristol	http://www.ascensionathleticsct.com/
Gracie Sports Brazilian Jiu-Jitsu Fairfield	CT	Fairfield	https://graciesportsusa.com/
RISE Martial Arts Academy	CT	Old Lyme	http://www.risemartialartsacademy.com/
Endure Brazilian Jiu-Jitsu Academy	CT	Shelton	http://www.endurejj.com/
East Coast Martial Arts	MD	Annapolis	eastcoastmartialarts.com
The Lab Martial Arts and Fitness Center	MD	Easton	thelabeaston.com
Zingano Brazilian Jiu Jitsu	CO	Broomfield	http://www.zinganobjj.com
Denver Judo	CO	Denver	http://www.denverjudo.com
The Forge Training Center	IN	Lafayette	theforgetc.com
American Elite Mixed Martial Arts	OK	Edmond	https://www.americanelitemma.com/
Mana Martial Arts	OK	Edmond	mmaok.com
Solid MMA	OK	Yukon	solidmma.pro
Thurston Academy (NEU BJJ affiliate)	MA	Kingston	thurstonacademy.com
Dedeco Brazilian Jiu-Jitsu Marshfield/Pembroke	MA	Pembroke	dedecobjj.com
Fighting Arts Academy	MA	Springfield	https://www.fightingartsacademy.com/
FUJI Martial Arts Jiu-Jitsu Wakefield	MA	Wakefield	fujigym.com
Iron Works Training Center	WI	Holmen	ironworkstrainingcenter.com
Journey Brazilian Jiu Jitsu Academy	WI	Madison	journeybjjacademy.com
Nova Gyms Martial Arts & Fitness - Pewaukee	WI	Pewaukee	novagyms.com
Kindred Jiu Jitsu	WA	Edmonds	www.kindredjj.com
NAK2 Academy	WA	Issaquah	www.nak2.com
Team Wise Training Center	WA	Lynnwood	teamwisemma.com
Heva BJJ	WA	Renton	hevabjj.com
Academy of Modern Martial Arts	OR	Lake Oswego	http://www.martialarts-fitness.com/invitation.php
Kaizen Brazilian Jiu-Jitsu	NY	Bronx	http://www.kaizen-jiujitsu.com
Port City BJJ	ME	Kittery	https://portcitybjj.com
Octa BJJ Burlington	ON	Burlington	https://burlington.octabjj.com
Hamilton School of Martial Arts	ON	Hamilton	https://hsma1.com
Core Jiu-Jitsu	ON	Mississauga	https://bjjmississauga.com
New Valor Brazilian Jiu-Jitsu Academy	ON	Mississauga	https://newvalorbjj.com
Elite BJJ	ND	Dickinson	https://elitebjj.org
Grand Forks Brazilian Jiu-jitsu Academy	ND	Grand Forks	https://grandforksbjj.com
SBG Williston	ND	Williston	https://sbgwilliston.com
Montana Mixed Martial Arts	MT	Bozeman	https://www.facebook.com/montanamma
Island Jiu-Jitsu	HI	Honolulu	https://www.islandjiujitsu.com
Gracie Jiu-Jitsu Sandpoint	ID	Kootenai	https://graciesandpoint.com
Academy Jiu Jitsu	NM	Roswell	https://academyjiujitsu.net
Martial Way Self-Defense Center	VT	Colchester	https://martialwayvt.com
Alliance Jiu Jitsu MPLS	MN	Edina	https://alliancebjjmn.com
The Academy Elk River	MN	Elk River	https://academyelkriver.com
Gracie United - Team Jucao Hancock County in Diamondhead	MS	Diamondhead	https://www.hancockbjj.com/locations/diamondhead
Kassebaum's Martial Arts	NE	Bellevue	https://nebraskakma.com
Lokahi Jiu-Jitsu Collective	NE	Omaha	https://www.lokahiomaha.com
Arashi-Do Martial Arts Olds	AB	Olds	https://arashido.com/location/olds/
Renzo Gracie Brazilian Jiu Jitsu Morgantown	WV	Morgantown	https://renzograciemorgantown.com
Disciple BJJ	BC	Campbell River	https://www.disciplebjj.ca
Hero Academy	BC	North Vancouver	https://hero-academy.ca
Les Mauvais Compagnons	QC	Granby	https://lesmauvaiscompagnons.com
Plateau BJJ	QC	Montreal	https://plateaubjj.com
PEI Martial Arts Academy O'Leary	PE	O'Leary	https://www.peimma.com/oleary
Alliance TN	TN	Memphis	https://www.facebook.com/AllianceTNBJJ
Gracie Jiu-Jitsu Barstow	CA	Barstow	https://graciebarstow.com/
The Los Angeles Jiu-Jitsu Club	CA	Camarillo	https://lajjclub.com/
GB HQ - Irvine	CA	Irvine	https://gbirvine.com/
Gomez Jiu-jitsu	CA	Los Angeles	http://www.gomezjiujitsu.com/
Marcellini’s Martial Arts Academy	CA	Moreno Valley	http://www.mmaa.us/
Bay Jiu-Jitsu	CA	San Francisco	http://bayjiujitsu.com/
Santa Maria Brazilian Jiu JITSU	CA	Santa Maria	https://www.smbjj.com
Brazilian Top Team Long Beach	CA	Signal Hill	https://www.bttlongbeach.com/
Bas Rutten's Elite MMA	CA	Westlake Village	http://www.elitemmagym.com/
Guetho Texas BJJ	TX	Amarillo	http://amarillobjj.com/
Jiu Jitsu Tech Mix martial arts and fitness	TX	Corinth	https://www.jiujitsutech.com/
Campuzano Martial Arts	TX	Frisco	https://campuzanomartialarts.com/
Blitz Martial Arts	TX	Jarrell	https://blitzmatx.com/
Gracie Barra Katy	TX	Katy	http://www.graciebarrakaty.com
Gracie Jiu-Jitsu Boca Raton	FL	Boca Raton	https://graciejiujitsubocaraton.com/
Valente Brothers Jiu-Jitsu Coral Gables	FL	Coral Gables	http://www.valentebrothers.com/
A & M Jiu-Jitsu	FL	Fort Lauderdale	https://aandmbjj.com
Control Jiu-Jitsu	FL	Melbourne	https://controljiujitsu.com/
Alaska Center For The Martial Arts	AK	Wasilla	https://akmartialarts.com/
66 JIU-JITSU	AZ	Flagstaff	https://www.66jiu-jitsu.com/
Satori Brazilian Jiu Jitsu Academy LLC	AZ	Phoenix	https://satoribjjacademy.com/
Solid Ground Brazilian Jiu-Jitsu	AZ	Queen Creek	https://www.solidgroundbjj.com/
Van Buren Jiu Jitsu Chandler	AZ	Chandler	https://vanburenjiujitsu.com/
Williams Lake BJJ	BC	Williams Lake	https://williamslakebjj.com
Bruno Lima Brazilian Jiu Jitsu	CA	Chico	http://www.brunolimabjj.com/
Ground-Up Brazilian Jiu-Jitsu Academy, LLC	CA	Yuba City	https://www.gubjja.com/
303 Training Center	CO	Westminster	https://www.303trainingcenter.com
