name	region	city	url
Renzo Gracie Orlando	FL	Orlando	https://orlandojiujitsu.com/
GB Oviedo	FL	Oviedo	http://marciosimas.com/
Gabriel Leite Brazilian Jiu-Jitsu	FL	Pompano Beach	http://www.facebook.com/GLBJJ
Team Alves	FL	Sarasota	http://www.thealvesjiujitsu.com/
GB St. Petersburg	FL	St. Petersburg	https://gbstpetersburg.com/
St. Pete BJJ	FL	St. Petersburg	http://www.stpetebjj.com/
Alliance Venice Brazilian Jiu-jitsu Team	FL	Venice	http://www.alliancevenice.com/
Gracie Elite Jiu-Jitsu Academy - Wellington	FL	Wellington	http://wellingtonjiujitsu.com/
GB West Palm Beach	FL	West Palm Beach	https://graciebarrawestpalm.com/
Gracie Barra Avondale	AZ	Avondale	https://graciebarra.com/avondale-az/
10th Planet Marine Corps Air Station Yuma	AZ	Yuma	https://www.10thplanetjj.com/locations/yuma-arizona/
Extreme Mix Martial Arts	LA	Houma	https://extremefitnessmma.com
Gracie Jiu-Jitsu Youngsville	LA	Youngsville	http://gracieyoungsville.com/
Wilson Fitness & Martial Arts	KY	Olive Hill	https://www.facebook.com/wilsonmartial.arts.3/
10th Planet Jiu Jitsu Newark (Heath OH)	OH	Heath	https://10thplanetnewark.com
Columbus Brazilian Jiu-Jitsu	OH	Reynoldsburg	http://www.columbusbjj.com/
JD's Gym	MO	Peculiar	http://www.jdsgym.com/
Rgda Gracie Jiu-Jitsu St. Louis	MO	St. Louis	http://grapplingconcepts.com/
Roots Jiu Jitsu	MI	Bloomfield Township	http://www.rootsjj.com
MKG Martial Arts	MI	Ferndale	https://www.boomboxdet.com/
Lion Martial Arts Academy	MI	Grand Rapids	http://www.lionmaacademy.com/
Japanese Martial Arts Academy	MI	Westland	https://samuraidetroit.com/free-lesson
Auburn MMA	AL	Auburn	http://www.auburnmma.com/
10th Planet Jiu Jitsu Huntsville	AL	Huntsville	http://10thplanethuntsville.com/
Kage Fit	AL	Opelika	http://kagefit.me/
Notorious Mixed Martial Arts	NJ	East Rutherford	http://www.notoriousbjj.com/
Rising MMA	NJ	Little Ferry	https://www.facebook.com/risingmma2010/
Matawan School Of Martial Arts	NJ	Matawan	http://www.trianglechoke.com/
Tiger Schulmann's Martial Arts Randolph NJ	NJ	Randolph	https://tsk.com/locations/nj/randolph/
Close Quarters Brazilian Jiu Jitsu	NJ	Westville	http://www.cqbjjfit.com/
Rebel Jiujitsu	NV	Boulder City	http://rebeljiujitsu.com
FASI Sports	NV	Las Vegas	http://www.fasisports.com
Gracie Jiu - Jitsu Summerlin	NV	Las Vegas	https://graciejiujitsusummerlin.com/
Ribeiro Jiu-Jitsu - Las Vegas	NV	Las Vegas	https://www.ribeirojiujitsulv.com/
Sergio Penha	NV	Las Vegas	http://sergiopenha.com
Guerrilla Jiu Jitsu Academy Reno	NV	Reno	http://www.renojiujitsu.com
Benjilany Striking & Fitness	IL	Chicago	http://www.benjilanyfitness.com
Ferro Academy	IL	Elmhurst	http://ferroacademybjj.com
Dekalb County Brazilian Jiu Jitsu	IL	Hinckley	http://www.dekalbcountybjj.com/
BJJ Lab Brazilian Jiu-Jitsu Academy Naperville	IL	Naperville	http://www.bjjlabnaperville.com/
GB Twin Cities	IL	Bloomington	http://gbtcjiujitsu.com/
Team AFS MMA	KY	Richmond	http://www.afsacademy.com/
Ataraxis Brazilian Jiu-Jitsu & Self Defense	PA	Ambler	http://www.ataraxisbjj.com/
Team Junqueira Pittsburgh	PA	Wexford	https://www.teamjunqueira.com/
York Brazilian Jiu Jitsu	PA	York	http://www.3gyorkbjj.com
10th Planet Fredericksburg	VA	Fredericksburg	https://www.10thplanetfxbg.com/
Grappling Sports	VA	Vinton	http://grapplingsports.com/
SPARTAK Atlanta - Judo, BJJ, and Fitness	GA	Johns Creek	https://www.spartakatl.com/
School of Fighting Arts	NC	Thomasville	http://www.schooloffightingarts.com/
Fight to Win Lake Norman	NC	Denver	http://www.ftwlkn.com
Glory Martial Arts and Fitness	NC	Sylva	https://www.facebook.com/spencerthekingfisher/
Wilson Bros. Grappling	CO	Colorado Springs	https://www.wilsonbrosgrappling.com
Low Summit Jiu Jitsu	CO	Denver	https://rebellionselfdefensegjj.com/
Mountain Beast MMA & Fitness	CO	Granby	http://www.mountainbeast.com
Grand Valley Brazilian Jiu Jitsu	CO	Grand Junction	https://grandvalleybjj.com
Renegade BJJ and MMA	CO	Greeley	https://www.facebook.com/Rbjjmma
Rebellion Self Defense & GJJ	CO	Westminster	http://rebellionselfdefensegjj.com
The JiuJitsu Academy	IN	Evansville	thejiujitsuacademy.com
Mcvicker’s Brazilian Jiu-Jitsu	IN	Terre Haute	jackmcvicker.com
10th Planet Jiu-Jitsu Altus	OK	Altus	https://www.10thplanetjj.com/locations/altus/
Jedi Jiu-Jitsu	OK	Tulsa	jjjtulsajiu-jitsu.com
Wai Kru Mixed Martial Arts	MA	Allston	waikru.com
ZenQuest Martial Arts Center	MA	Lenox	zenquestmac.com
Flashback Martial Arts	WI	Appleton	flashbackmartialarts.com
Chosen Few Gym	WI	McFarland	chosenfewacademy.com
Seattle Integrated Martial Arts	WA	Seattle	www.simamartialarts.com
Impact Jiu Jitsu Salem (Lancaster)	OR	Salem	https://courthousefit.com/impact-jiu-jitsu/
Gracie Technics Jiu-Jitsu	OR	Troutdale	http://www.selfdefenseoregon.com
10th Planet Jiu Jitsu Grants Pass	OR	Grants Pass	http://www.10thplanetgrantspass.com/
Industrial Strength Gym BJJ (Impact JJ)	OR	Portland	https://industrialstrengthgym.com/brazilian-jiu-jitsu/
Tiger Schulmann's Martial Arts Chelsea (New York City) NY	NY	New York	https://tsk.com/locations/ny/chelsea
LockDown BJJ	NY	Lake Ronkonkoma	https://lockdownbjj.com
Square Circle New York	NY	New York	https://squarecirclenewyork.com
Cabot Jiu Jitsu Academy and Fitness	AR	Cabot	https://gjjcabot.com
Rock City Mixed Martial Arts	AR	Little Rock	https://rockcitymma.com
Olympus Martial Arts	ON	Kitchener	https://olympusmma.com
