name	region	city	url
Futures MMA	FL	North Fort Myers	http://futuresmma.com/
Fabin Rosa Brazilian Jiu Jitsu Academy	FL	Orlando	https://bjjorlando.com/orlando
Winners Training Center Sunny Isles Beach	FL	Sunny Isles Beach	http://www.winnerstrainingcenter.com
GB Weston	FL	Weston	https://www.graciebarraweston.com
Pinnacle Brazilian Jiu Jitsu	AZ	Glendale	https://pinnaclebjjaz.com/
2 Knuckle Sports MMA Academy	AZ	Surprise	http://2knucklesports.com/
GB Heights Houston	TX	Houston	https://www.gbheights.com
Olympic Brazilian Jiu Jitsu	LA	Sulphur	https://olympicbjj.org
BarnYard MMA	KY	Crittenden	https://barnyardmma.com/
Gracie Jiu-Jitsu of Kentucky - Louisville	KY	Louisville	https://graciekentucky.com/location/louisville-ky/
Next Level Martial Arts Alliance	OH	Alliance	http://www.mountunionbjj.com/
Summit Martial Arts	OH	Delaware	http://summitmartialartsacademy.com/
Combat CFMA - Functional Martial Arts	OH	Medina	https://combatcfma.com/
VO2 Fitness (BJJ by Delta Grappling Academy)	OH	Newark	http://vo2fitnessnewark.com/
Rudo Jiu-Jitsu	OH	Toledo	http://rudojiujitsu.com/
USA Martial Arts Academy	MO	Eureka	https://www.usamartialartsacademy.com/
Combat Base Flint	MI	Flint	http://www.combatbaseflint.com/
Prolific Brazilian Jiu Jitsu	NJ	Bayonne	http://prolificbjj.com/
Lobo Mixed Martial Arts	NJ	Blairstown	http://www.lobomma.com/
AJW Martial Arts Academy & Fitness Center	NJ	City Of Orange	http://www.ajwmartialartsacademy.com
Real World Martial Arts Team Renzo Gracie	NJ	Denville	https://renzograciedenville.com
Tribe MMA Ridgefield	NJ	Ridgefield	http://www.mmatribenj.com/contact-us-2
Legion Mixed Martial Arts	NJ	Vineland	http://legionmixedmartialarts.com/
Up Top Martial Arts Academy	NJ	Wayne	https://www.uptopmartialarts.com/
Team Bundy Gracie Jiu-Jitsu	OH	Warren	http://teambundymma.com/
Ryan Wagner's Martial Arts & Fitness	PA	Bensalem	http://www.martialarts4bensalem.com
Tsunami Academy of Martial Arts	PA	Gettysburg	https://tsunami.academy/
Steel City Martial Arts	PA	Pittsburgh	http://www.steelcitymartialarts.com
Team Pereira / Jucao Mixed Martial Arts Academy	PA	Reading	http://pereirabjj.com/
Sparks Martial Arts Academy	VA	Ashburn	https://www.sparksmma.com/
804 Jiu-Jitsu / Team Passos	VA	Midlothian	http://www.804jiu-jitsu.com/
Caio Terra Academy - Sterling	VA	Sterling	https://www.bjjvirginia.com/
Savannah Combat Club	GA	Savannah	http://savannahcombatclub.com/
Team Mongoose BJJ	GA	Lawrenceville	http://mongoosejiujitsu.com/
Veritas Brazilian Jiu-Jitsu - Kuzushi Club Dalton	GA	Dalton	http://veritasbjj.com/
Greubel's MMA of Grovetown	GA	Grovetown	http://grovetownmartialarts.com/
Francis Fong Martial Arts Academy (Gracie BJJ)	GA	Johns Creek	http://www.francisfongacademy.com/
Pit Bull MMA	GA	Hinesville	http://www.pitbullmma.org/
SMA Academy Martial Arts	NC	Charlotte	http://smamartialarts.com/
Team Casarez Jiu-Jitsu	NC	Cary	https://casarezbjj.com/
Fit Club BJJ	CT	Fairfield	https://www.fitclubbjj.com/
Vincent Brightman's Carlson Gracie MMA & BJJ	CT	Naugatuck	http://vbrightmantraining.com/
Solid Base BJJ	CT	Southington	http://www.solidbasebjj.com/
Top Flight MMA Belcamp	MD	Belcamp	topflightmma.com
Gracie Jiu-Jitsu Maryland (Finksburg)	MD	Finksburg	realjiujitsu.com
Bowerhouse Academy of Mixed Martial Arts	MD	Frederick	bowerhouseacademy.com
Brazu Jiu Jitsu Academy	MD	Silver Spring	brazubjj.com
Full Circle Martial Arts	CO	Broomfield	http://www.fullcirclemartialarts-colorado.com
Black Tie Brazilian Jiu Jitsu - Colorado	CO	Centennial	http://blacktiebjjcolorado.com
Kraken Brazilian Jiu-Jitsu & Fitness	CO	Colorado Springs	https://bjjkraken.com
Renzo Gracie Colorado	CO	Colorado Springs	http://www.renzograciecolorado.com
Way of Jiu Jitsu Academy	CO	Denver	http://www.wayofjiujitsu.com
Seo's Martial Arts	CO	Lakewood	http://www.seosmartialartsacademy.com
5280 Martial Arts	CO	Parker	http://www.5280ma.com
Sud'n Impact Gym	IN	Fort Wayne	sudnimpactgym.com
Relentless Brazilian Jiu Jitsu	IN	Warsaw	relentlessbjj.net
Killer Bees Kickboxing	OK	Edmond	killerbeeskickboxing.com
Redline Jiu-Jitsu	OK	Edmond	redlinebjj.com
Jackson Academy Martial Art Fitness	OK	Stillwater	https://www.jackson-academy.com/
Revere Jiu Jitsu Center	MA	Revere	reverejiujitsucent.wixsite.com
Neutral Ground - Milwaukee East Side	WI	Milwaukee	ngmke.com
Imperial Jitz - Brazilian Jiu-Jitsu + Fitness	WA	Ephrata	imperialjitz.com
Catalyst Mixed Martial Arts	WA	Everett	www.catalystmixedmartialarts.com
Alpha Martial Arts	WA	Seattle	www.alphamartialarts.com
Recreate Fitness	OR	Portland	https://recreatefitness.com/
Southwest Portland Martial Arts and CrossFit Hillsdale	OR	Portland	http://www.southwestportlandmartialarts.com
Gracie Jiu-Jitsu New York	NY	Bronx	https://gracieny.com
Lake Effect Martial Arts	NY	Depew	https://lakeeffectbjj.com
Bar Harbor Brazilian Jiu Jitsu	ME	Bar Harbor	https://barharborbjj.com
The Submission Academy	ON	London	https://subacademyldn.com
Octa BJJ Mississauga	ON	Mississauga	https://mississauga.octabjj.com
Leading Edge MMA	ON	Thunder Bay	https://leadingedgemma.ca
Carlos Machado Jiu Jitsu Dickinson	ND	Dickinson	https://carlosmachadojiujitsudickinson.com
WARCRY Martial Arts	SK	Melville	https://warcrymartialarts.com
Elite Edge Gym Ankeny	IA	Ankeny	https://eliteedgegym.com
West Idaho BJJ	ID	Star	https://westidahobjj.com
Kings Jiu Jitsu	NM	Las Cruces	https://www.kingsjiujitsucruces.com
Kingdom Jiu Jitsu	VT	Hardwick	https://sites.google.com/view/kingdomjiujitsu/home
Grappler Station	MN	St. Paul	https://www.grapplerstation.com
10th Planet Jiu-Jitsu Omaha	NE	Bellevue	https://10thplanetomaha.com
Kearney Combat Sports and Fitness	NE	Kearney	https://kearneycombatsports.com
Burgess Academy of BJJ and MMA	NH	Manchester	https://burgessmma.com
Upper Academy & Alliance Brazilian Jiu-Jitsu	AB	Calgary	https://upperacademy.ca
Gracie Barra Kelowna	BC	Kelowna	https://gbkelowna.ca
Kaizen Martial Arts and Health Club	BC	Richmond	https://kaizenjhc.ca
The Sound Martial Arts	BC	Squamish	https://www.thesoundmartialarts.com
Volt BJJ	QC	Longueuil	https://www.voltbjj.com
Arts Martiaux K2V	QC	Shefford	https://www.ecolekaratebromont.com
Zombie Brazilian Jiu-Jitsu and MMA Allentown	PA	Allentown	http://zombiebjjpa.com/
Jean Jacques Machado Brazilian Jiu-Jitsu - Santa Clarita Valley	CA	Canyon Country	http://jjmachadoscv.com/
10th Planet South Bay (Chula Vista CA)	CA	Chula Vista	https://10thplanetsouthbay.com/
7th Generation Jiu Jitsu	CA	Clovis	https://www.7thgenerationbjj.com/
Thrive Jiu Jitsu	CA	Pacifica	https://www.thrivejiujitsuschool.com/
American Kickboxing Academy	CA	San Jose	https://www.americankickboxingacademy.com/
NorCal Fighting Alliance	CA	Santa Rosa	https://www.norcalfighting.com
Team Tooke Mixed Martial Arts Cypress	TX	Cypress	http://www.teamtooke-cypress.com
Flux MMA	TX	Haltom City	http://www.fluxmma.com/
Modern Jiu-Jitsu Self Defense	TX	McAllen	http://mdrnjj.com/
Christian Carvalho BJJ-MMA	FL	Greenacres	http://www.carvalhobjjmma.com/
10th Planet Jiu Jitsu Jacksonville	FL	Jacksonville	https://www.10pjax.com/
Camrose BJJ	AB	Camrose	https://camrosebjj.com
Revolution BJJ	AK	Fairbanks	https://revolutionalaska.com/
Team Caique Jiu-Jitsu Alaska	AK	Palmer	https://cjjusaalaska.com/
ROCKET CITY REVOLUTION BJJ	AL	Madison	https://www.rcrbjj.com/
Jonesboro Grappling Association	AR	Jonesboro	https://jonesborograpplingassociation.com/
Meta Martial Arts	AR	Fayetteville	https://meta-ma.com/
Blackout Mixed Martial Arts	AZ	Sierra Vista	https://www.blackoutmmaandfitness.com/
Boxer's Rebellion Martial Arts	AZ	Tucson	https://www.boxersrebellionmartialarts.com/
UNIVERSAL FITNESS AND MIXED MARTIAL ARTS	AZ	Mesa	https://ufitmma.com/
Palm Springs BJJ	CA	Palm Springs	https://palmspringsbjj.com
Grand Junction BJJ	CO	Grand Junction	https://grandjunctionbjj.com
Sarasota BJJ / Ribeiro Jiu Jitsu	FL	Sarasota	https://sarasotabjj.com/
The Academy of Pensacola	FL	Pensacola	https://www.theacademyofpensacola.com/
Xcell Jiu Jitsu	FL	Boynton Beach	https://www.xcellbjj.com/
Ascension MMA	GA	Kennesaw	https://ascensionmma.com
Gracie Technics Hawaii	HI	Honolulu	https://gracietechnics.com
Alliance Jiu Jitsu Twin Falls	ID	Twin Falls	https://alliancetf.com
Fortitude BJJ	IN	Fort Wayne	https://fortitudebjj.com
Owensboro BJJ	KY	Owensboro	https://owensborobjj.com
Alexandria BJJ Louisiana	LA	Alexandria	https://alexandriabjjla.com
Team Flo Brazilian Jiu Jitsu	MA	Lowell	https://www.teamflobjj.com/
Hibbing BJJ	MN	Hibbing	https://hibbingbjj.com
Billings BJJ	MT	Billings	https://billingsbjj.com
Dickinson BJJ	ND	Dickinson	https://dickinsonbjj.com
Kombat Brazilian Jiu-Jitsu	NJ	Clark	https://kombatjits.com/
Las Cruces BJJ	NM	Las Cruces	https://lascrucesbjj.com
North Las Vegas BJJ	NV	North Las Vegas	https://northlasvegasbjj.com
10th Planet Jiu Jitsu NYC	NY	New York	https://www.10thplanetjjnyc.com
Renzo Gracie Rockland	NY	New City	https://www.renzogracierockland.com
Stillwater BJJ	OK	Stillwater	https://stillwaterbjj.com
Weyburn BJJ	SK	Weyburn	https://weyburnbjj.com
Abilene BJJ	TX	Abilene	https://abilenebjj.com
Alliance BJJ Houston	TX	Pearland	https://alliancebjjhouston.com
Carlos Machado Jiu Jitsu Dallas	TX	Dallas	https://www.marciosantosjiujitsu.com
Killeen BJJ	TX	Killeen	https://killeenbjj.com
Parkersburg BJJ	WV	Parkersburg	https://parkersburgbjj.com
