name	region	city	url
Gracie Florida Jiu-Jitsu	FL	Ormond Beach	http://www.gracieflorida.com/
GB Citrus Park	FL	Tampa	https://gbcitrusparktampa.com/
American Top Team – Vero Beach	FL	Vero Beach	https://rtmartialartsvb.com/
GB Lake Park	FL	West Palm Beach	https://gblakepark.com/
American Top Team Weston	FL	Weston	http://www.westonatt.com/
The Lab	AZ	Glendale	http://www.mmalab.com/
Exodus Jiu-Jitsu	AZ	Phoenix	https://exodusjjphx.com/
Active Martial Arts	LA	Gonzales	https://herogonzales.com/
NOLA BJJ Westbank	LA	New Orleans	http://westbanksocialclub.com/
Gracie Owensboro	KY	Owensboro	https://gracieowensboro.com/
Next Level Martial Arts Academy	OH	Austintown	http://youngstownmartialarts.com/
1-Up BJJ/Team Chard West (inside Old School Iron Gym)	OH	Brook Park	http://www.1upjiujitsu.com/
Team Chitwood Martial Arts & Fitness Lewis Center OH	OH	Lewis Center	http://www.teamchitwood.com/
Gracie Orwell Jiu Jitsu Academy	OH	Orwell	http://www.gracieorwell.com/
St. Charles MMA and BJJ	MO	St Charles	http://www.stcharlesmma.com/
Black Lion Jiu Jitsu Academy	MI	Byron Center	https://www.blacklionjiujitsu.com/
Hayastan Grappling	MI	Roscommon	http://facebook.com/hayastanroscommon
Victorious MMA	MI	Troy	http://www.victoriousmma.com/
Tong Dragon Mixed Martial Arts	NJ	Bayville	http://www.tongdragon.com/
Team Curuma Brazilian Jiu-Jitsu Academy	NJ	Bergenfield	https://teamcuruma.com
Satori Academy Brazilian Jiu Jitsu	NJ	Edison	http://www.satoriacademynj.com/
609 Jiu Jitsu	NJ	Egg Harbor Township	https://609jiujitsu.com/
Tiger Schulmann's Martial Arts Elmwood Park NJ	NJ	Elmwood Park	https://tsk.com/locations/nj/elmwood-park/
Hibiscus Brazilian Jiu-Jitsu	NJ	North Haledon	https://www.hibiscusbjj.com/
Garden State Brazilian Jiu-Jitsu Academy	NJ	Red Bank	https://gardenstatebjj.com/
Zephyr Performance Training	NJ	Shrewsbury	https://www.zephyrperformancetraining.com/
Madama Jiu-Jitsu Academy	NJ	Toms River	http://madamajj.com/
Syndicate Mixed Martial Arts	NV	Las Vegas	https://syndicatemmavegas.com/
10th Planet Jiu Jitsu Chicago	IL	Chicago	https://www.10thplanetchicago.com/
Warrior Evolution MMA	IL	Chicago	http://www.warriorevolutionmma.com
GB Evanston	IL	Evanston	https://graciebarra.com/evanston-il/
Inverted Gear Academy	PA	Bethlehem	https://invertedgearacademy.com/
Caio Terra Academy - Alexandria BJJ	VA	Alexandria	http://www.alexandriabjj.com
Eastern Academy of Mixed Martial Arts	VA	Virginia Beach	http://www.easternacademy.com
Impact Martial Arts Academy	VA	Virginia Beach	https://www.impact-athletes.com/
