name	region	city	url
Jacksonville BJJ & MMA	FL	Neptune Beach	http://www.jaxbjj.com/
American Combat Club	FL	Orlando	http://americancombatclub.com/
Cyclone Muay Thai & Double Five BJJ Surprise	AZ	Surprise	http://www.cyclone-muaythai.com
Sonoran Brazilian Jiu Jitsu	AZ	Tucson	https://www.sonoranbjj.com
Gracie Barra Amite	LA	Amite City	https://www.championfactory.com/gyms/amite
Louisiana Judo. Louisiana Muay Thai	LA	Broussard	https://www.louisianajudo.com/
Louisiana Black Belt Academy	LA	Morgan City	https://morgancitymartialarts.com/
Triad Martial Arts Academy of Ruston	LA	Ruston	https://www.triadmartialartsruston.com/
Phil Clark's Martial Arts & Relson Gracie Jiu-Jitsu Of KY	KY	Ashland	https://ashlandtaekwondo.com/
Club MMA	KY	Highland Heights	https://www.club-mma.com/
Castro-Brasa Jiu-Jitsu	OH	Grafton	https://www.facebook.com/McCrillisBJJ/
Meyer Martial Arts	OH	West Chester Township	http://www.meyermartialarts.com/
Gladiator Training Center	OH	Xenia	https://www.gladiatortrained.com/
Lake Area Gracie Jiu-jitsu	MO	Camdenton	https://www.lakeareabjj.com/
K2L Martial Arts	MO	Lee's Summit	http://www.kids2leaders.com/
Michigan Muay Thai Academy	MI	Lansing	http://www.mimuaythaiacademy.com/
All Around Fitness and Jiu Jitsu	MI	Mesick	https://www.facebook.com/Allaround-Gym-Fitness-1535990496691246/
Bushidokan Martial Arts (BJJ and Aikido)	MI	Rochester Hills	https://bushidokanmartialarts.com/
CT ARENA FEITOSA (USA) Brazilian Jiu Jitsu	AL	Daphne	https://ct-arena-feitosa-usa-brazilian-jiu-jitsu.business.site/
Senshi Tori Mixed Martial Arts	NJ	Bayonne	http://www.senshitori.com/
Clay Jiu Jitsu	NJ	Browns Mills	https://www.facebook.com/clayjiujitsu/
Renzo Gracie Jersey City	NJ	Jersey City	http://renzograciejc.com/
Tiger Schulmann's Martial Arts Princeton	NJ	Lawrence Township	https://tsk.com/locations/nj/princeton/
Driven Gym	NJ	Woodbridge	https://www.mindbodyonline.com/explore/locations/driven-gym
AE Brazilian Jiu Jitsu	NV	Las Vegas	https://aeujj.com/
Cobrinha Brazilian Jiu Jitsu Academy	NV	Las Vegas	http://www.cobrinhabjjlasvegas.com
Renzo Gracie Academy Reno	NV	Reno	http://www.renzograciereno.com
Illinois Martial Arts Academy	IL	Algonquin	http://www.illinoismartialartsacademy.com/
Victory MMA Academy Arlington Heights	IL	Arlington Heights	https://victorymmaacademy.com/arlington-heights-location/
Brazilian Black Belt Buffalo Grove	IL	Buffalo Grove	https://brazilianblackbelt.com/buffalo-grove-brazilian-jiu-jitsu
Fonseca Martial Arts	IL	Evanston	http://www.fonsecamartialarts.com/
CU Jiu Jitsu	IL	Urbana	https://www.cu-bjj.com/
GB Chicago West Loop	IL	Chicago	https://graciebarrachicago.com/
Renzo Gracie Chicago	IL	Chicago	http://renzograciechicago.com
Deep Water Brazilian Jiu Jitsu	PA	Harrisburg	http://deepwaterbjjacademy.com/
MPR Endurance MMA	PA	Langhorne	http://mprendurance.com/
J3 Brazilian Jiu Jitsu	GA	Alpharetta	http://www.j3bjj.com/
Underground Martial Arts & Fitness LLC	GA	Buford	https://www.ukamartialarts.com/
Gracie Jiu-Jitsu Decatur	GA	Decatur	http://graciedecatur.com/
Academy of Athletics (AOA)	GA	Rossville	http://www.facebook.com/ChallengeBringsChange/
Legacy MMA Club Sugar Hill	GA	Sugar Hill	http://www.legacymmaclub.com/
Gracie Jiu-Jitsu Newnan	GA	Newnan	https://www.gracienewnan.com/
GB Dawsonville	GA	Dawsonville	http://gbdawsonville.com/
Martial Arts of NC	NC	Fayetteville	https://martialartsofnc.com/
Gustavo Machado Brazilian Jiu-Jitsu Rocky Mount	NC	Rocky Mount	http://www.gmbjjrm.com/
Jitsu Academy	CT	Wallingford	http://www.jitsuacademy.com/
Danzan Ryu Jujitsu Academy	MD	Bethesda	jujitsuacademy.com
Conquest Martial Arts & Fitness	MD	Millersville	bjjconquest.com
Gracie Ocean City	MD	Ocean City	gracieoceancity.com
Onyx Jiu Jitsu	CO	Aurora	http://www.onyxjiujitsu21.com
Prime Brazilian Jiu-Jitsu	CO	Colorado Springs	http://www.primebjj.com
Team Chaotic Combat Sports and Fitness	CO	Colorado Springs	https://m.facebook.com/TeamChaoticCombatSports
Morning Star Jiu Jitsu	CO	Denver	http://www.MorningStarJJ.com
Lakewood Martial Arts	CO	Lakewood	https://peakmartialartsdenver.com/
Journey Brazilian Jiu-jitsu/Blackbelt Wrestling Academy	IN	Fort Wayne	journeybjj.com
Tiger Martial Arts Fitness Academy	IN	Marion	tigermartialartsfitness.com
Brothers Jiu Jitsu	OK	Broken Arrow	https://brothersjiujitsu.wordpress.com/
Northside Brazilian Jiu Jitsu	OK	Collinsville	https://www.thenorthsidejiujitsu.com
Legacy Martial Arts BJJ & Kickboxing	OK	Edmond	legacyma.com
Shah Mat Brazilian Jiu Jitsu	OK	Enid	https://www.facebook.com/ShahMatBJJ/
Citadel Martial Arts	MA	Boston	citadelmartialarts.com
Phoenix BJJ Marlborough	MA	Marlborough	phoenix-jj.com
REAL Brazilian Jiu Jitsu Middleboro	MA	Middleborough	realbjj.com
Theodorou Academy of Jiu Jitsu	MA	Watertown	bostonselfdefense.com
Squared Brazilian Jiu Jitsu	MA	Worcester	squared-bjj-worcester.ueniweb.com
Lake Country Martial Arts	WI	Hartland	lakecountrymartialarts.com
Olson's Martial Arts	WI	Hudson	olsonsmartialarts.com
Team Curran Madison	WI	Madison	teamcurranmadison.com
Crossover Brazilian Jiu Jitsu Academy	WI	Wauwatosa	crossoverbjj.com
Neutral Ground West Bend	WI	West Bend	westbendbjj.com
Sherwood MUSA	OR	Sherwood	http://musasherwood.com
Medford Oregon Kung Fu & JuJitsu	OR	Medford	http://www.medfordoregonkungfu.com/
