name	region	city	url
Zicro Academy / Alliance Tallahassee	FL	Tallahassee	http://www.zicrobjj.com/
Carlson Gracie Winter Haven	FL	Winter Haven	http://www.cgwinterhaven.com/
Gracie Barra Chandler	AZ	Chandler	http://gbchandler.com
Nava Brazilian Jiu Jitsu	AZ	Mesa	http://navabjj.com
Bossier Jiu-Jitsu: Louisiana Black Belt Academy	LA	Bossier City	https://bossierjiujitsu.com/
GB Lake Charles	LA	Lake Charles	https://gblakecharles.com/
Thanh Le's MMA at Moon College	LA	Metairie	http://www.lebrosmma.com/
Inner Game Jiu-Jitsu	LA	Ville Platte	https://www.innergamebjj.com
Kron Gracie Jiu Jitsu West Monroe	LA	West Monroe	http://www.kgjjwm.com/
Hopkinsville Martial Arts	KY	Hopkinsville	https://hoptownmartialarts.com/
Dayton Mixed Martial Arts Academy	OH	Beavercreek	http://www.daytonmma.com/
Second Nature Brazilian Jiu Jitsu	OH	Port Clinton	https://www.facebook.com/secondnaturebrazilianjiujitsu/
Gracie Humaita Eureka	MO	Eureka	http://www.gracieeureka.com/
Victory MMA and Fitness Farmington MO	MO	Farmington	http://www.victorymma.net/
Gracie Jiu Jitsu of Southeast Missouri	MO	Jackson	https://graciesemo.com
Grappling Concepts Nixa	MO	Nixa	https://grapplingconceptsnixa.com/
Grapple House BJJ	MI	Edwardsburg	https://grapplehousebjj.com/
Cosens Martial Arts Midland LLC	MI	Midland	https://cosensmmamidland.com/
Japan Center of Martial Arts	MI	Monroe	http://www.japankarateacademy.com/
Southside Dojo	MI	Portage	http://www.southsidedojo.com/
Power House Gym	NJ	Jersey City	https://powerhousegym.com/jerseycity/
Anaconda Brazilian Jiu Jitsu & MMA Academy	NJ	Lyndhurst	https://anacondabjjnjny.com/
Pure Mixed Martial Arts	NJ	Rockaway	http://www.puremixedmartialarts.com/
Stafford Mixed Martial Arts	NJ	Stafford Township	http://www.staffordmma.com/
The Komainu Collective Brazilian Jiu Jitsu	NV	Sparks	http://bjjrenotahoe.com
Fusion Academy of Martial Arts	IL	Elgin	https://fusionacademyofmartialarts.com/
Black Tiger Martial Arts Academy	IL	Libertyville	https://www.blacktigerfightclub.com/
Northshore Academy of Martial Arts	IL	Libertyville	https://nsama.com/
UFC GYM Yorktown	IL	Lombard	http://ufcgym.com
Midwest Training Center	IL	Schaumburg	http://mtcmma.com/
Aurora BJJ	MO	Aurora	http://www.aurorabjj.com/
Bloomsburg Martial Arts Academy	PA	Bloomsburg	https://bloommma.com/
High Ground Jiu-Jitsu	PA	Greensburg	http://highgroundbjj.com/
Tech MMA & Fitness Academy	VA	Christiansburg	http://techmmaacademy.com/
OSA Martial Arts	VA	Fairfax	http://www.emafairfax.com/
Gracie NOVA at The Fighters Garage	VA	Falls Church	https://thefightersgarage.com/
Leo Dalla Martial Arts	VA	Woodbridge	http://leodalla.com/
Diego Saraiva BJJ - Nova Uniao Atlanta GA	GA	Norcross	https://saraivabjj.com/
Alliance Richmond Hill Brazilian Jiu Jitsu	GA	Richmond Hill	https://www.facebook.com/Alliance-Savannah-Richmond-Hill-Brazilian-Jiu-Jitsu-345133652772330/
Rise Up BJJ	GA	Kennesaw	https://www.riseupbjj.com/
Saunders Brazilian Jiu-Jitsu	NC	Durham	http://www.saundersbjj.com/
Spangler Brazilian Jiu Jitsu Academy	NC	Apex	https://www.carybjj.com
36 Chambers Martial Arts and Fitness	NC	Holly Springs	http://36chambersnc.com/
Tiger Schulmann's Martial Arts Stamford CT	CT	Stamford	https://tsk.com/locations/ct/stamford/
Southern Maryland Martial Arts & Fitness	MD	Bryans Road	smmafitness.com
Southern Maryland Martial Arts & Fitness	MD	La Plata	smmafitness.com
Gracie Barra Saddle Rock Jiu-Jitsu	CO	Aurora	http://www.gbsaddlerock.com
Train. Fight. Win. MMA & Fitness	CO	Denver	http://www.tfwmma.com
Montrose Brazilian Jiu-Jitsu	CO	Montrose	http://www.montrosebjj.com
Easton BJJ Arvada	CO	Wheat Ridge	https://eastonbjj.com/arvada
Gracie Jiu Jitsu South Bend	IN	South Bend	graciejiujitsusouthbend.com
Jason Gonzalez Brazilian Jiu-Jitsu	IN	Terre Haute	jg-bjj.com
UFC GYM Whitestown	IN	Whitestown	ufcgym.com
Jenks Martial Arts Academy	OK	Jenks	maausa.net
