name	region	city	url
START Jiu Jitsu Academy	FL	Miramar	https://startjiujitsu.com/
American Top Team Palm Beach Gardens	FL	Palm Beach Gardens	http://www.attpbg.com/schedule
Ponte Vedra Brazilian Jiu Jitsu	FL	Ponte Vedra Beach	https://pvbjj.com/
GB St. Johns	FL	St. Augustine	https://www.gbstjohns.com/
Elevate Martial Arts South Campus (American Top Team affiliate)	FL	Tampa	https://elevatemartialartstampa.com/adult-bjj-classes-south-tampa/
Kiko France BJJ	AZ	Scottsdale	http://kikofrancebjj.com
Belle Chasse Martial Arts	LA	Belle Chasse	http://www.bellechassemartialarts.com/
Studio 334	LA	Rayne	https://www.facebook.com/studio334la/
GT Brazilian Jiu-Jitsu	OH	Akron	https://www.gtbjjohio.com/
Ohio Budokan Martial Arts	OH	Dayton	http://www.ohiobudokan.org/
Soma Gracie Brazilian Jiu-Jitsu of Dayton	OH	Dayton	http://www.somajj.com/
Grove City Brazilian Jiu-Jitsu Academy	OH	Grove City	https://www.grovecityjiujitsu.com/
Ares Combat Training Center	OH	Macedonia	https://www.arescombatsportacademy.com/
Ground Zero MMA	OH	Massillon	http://groundzeromma.com/
4Point Base BJJ	OH	Ostrander	http://www.4pointbase.com/
The Martial Arts Center (PACT MMA)	MO	St. Louis	http://www.pactmma.com/
Watson Martial Arts (BJJ and Muay Thai)	MO	St. Louis	http://www.watsonbjj.com/
School of Martial Arts	MI	Berkley	http://www.zenmartialarts.com/
Cosens Martial Arts Mt. Pleasant LLC	MI	Mt. Pleasant	https://cosensmmamtpleasant.com/
Golden Eagle Judo & Jiu-Jitsu	NJ	Elizabeth	https://www.facebook.com/Goldeneaglejudo/
Dante Rivera Brazilian Jiu-Jitsu Academy	NJ	Freehold Township	https://danteriverabjj.com/
Fatjo's Mixed Martial Arts	NJ	Morganville	http://www.fmacworld.com/
Silver Fox Brazilian Jiu-Jitsu Academy	NJ	Saddle Brook	http://www.silverfoxbjj.com/
Training Center Of New Jersey	NJ	Toms River	http://www.trainingcenternj.com
Esoteric Jiu Jitsu Academy	NJ	Washington	http://www.esotericjiujitsu.com/
Milestone Martial Arts	NV	Las Vegas	http://www.milestonemartialarts.com
Decatur Brazilian Jiu Jitsu	IL	Forsyth	https://www.facebook.com/DecaturBJJ/
FLO Fitness & Martial Arts	IL	Palatine	http://www.flomma.com/
No Limits Grappling Academy	PA	Blakely	https://www.nolimitsgrapplingacademy.com/
10th Planet BJJ Bloomsburg at Mid World Martial Arts	PA	Bloomsburg	https://www.midworldmartialarts.com/
Clarion MMA	PA	Clarion	https://clarionmma.com/
Scranton MMA	PA	Dunmore	https://scrantonmma.com/
Lancaster Brazilian Jiu Jitsu	PA	Ephrata	http://www.lancasterbjj.com/
Chosen Martial Arts Academy	PA	Palmyra	http://www.chosenmartialartsacademy.com/
True Believer Jiu Jitsu	PA	Pittsburgh	http://www.truebelieverjiujitsu.com/
Stout PGH - Zelienople/North	PA	Zelienople	http://stouttrainpitt.com/
Chantilly MMA Academy - Judo, BJJ and Muay Thai	VA	Chantilly	https://www.chantillymma.com/
Virginia TaeKwonDo & Jiu-Jitsu Academy	VA	Chesapeake	http://www.virginiatkd.com/
Phoenix Fitness & Martial Arts	VA	Henrico	https://phoenixfma.com/
Checkmat Lynchburg Jiu Jitsu	VA	Lynchburg	https://www.checkmatvirginia.com/
East Wind Academy of Martial Arts	VA	Newport News	http://www.eastwindacademy.com/
Evolution X Martial Arts and Fitness	GA	Atlanta	https://evolutionxma.com/
True Strength MMA	GA	Roswell	http://www.truestrengthmma.com/
East Athens Jiu Jitsu	GA	Athens	https://eastathensjiujitsu.com/
Devine Jiu Jitsu - Brunswick	GA	Brunswick	https://www.devinejiujitsu.com/schools/brunswick/
Hayastan MMA Charlotte	NC	Matthews	http://www.hayastanmma.com/
CXBJJ Academy	NC	Hubert	http://www.cxbjjnc.com/
BC Kickboxing & BJJ	NC	Waxhaw	http://www.bckickboxingbjj.com/
Submit! Brazilian Jiu-Jitsu Academy	CT	Norwalk	http://www.submitbjj.com/
Kobukai Jujitsu - South Windsor	CT	South Windsor	https://www.ctjujitsu.com/
Team Randori Brazilian Jiu Jitsu Annapolis	MD	Annapolis	teamrandori.com
Practical MMA	MD	Edgemere	practicalmma.com
Shonen Jiu Jitsu	MD	Glen Burnie	shonenjiujitsu.com
Underworld BJJ	MD	Millersville	underworldbjj.com
Grizzly MMA	CO	Alamosa	http://www.grizzlymma.com
Genesis Training Academy	CO	Arvada	https://genesis-fight.com/
Limitless Martial Arts	CO	Broomfield	http://www.limitlessmartialarts.co
Gracie Jiu-Jitsu Canon City	CO	Canon City	https://www.gjj-canoncity.com
Outsiders Combat Club	OK	Oklahoma City	outsiderscombat.com
Sheepdog Jiu-Jitsu	OK	Tulsa	sheepdogtulsa.com
Highland Martial Arts – Yukon	OK	Yukon	tsmayukon.com
Regiment Training Center	MA	Fall River	regimenttrainingcenter.com
DF Fitness & Martial Arts Center	MA	Gloucester	dffitnessmacenter.com
Thurston Martial Arts	MA	Hanover	thurstonmartialarts.com
Binda Jiu Jitsu	MA	Haverhill	bindajiujitsu.com
Terrinha Draculino BJJ Team	MA	Hopkinton	tdtbjj.com
Bishop's Training & Fitness	MA	West Bridgewater	bishopstrainingandfitness.com
Wanderley Jiu Jitsu	WI	Wauwatosa	wanderleyjiujitsu.com
Charlie's Combat Club	WA	Everett	www.charliescombatclub.com
Pinnacle Martial Arts	WA	Puyallup	www.pmapuyallup.com
Street Sports Silverdale	WA	Silverdale	www.streetsportssilverdale.com
T-Town MMA	WA	Tacoma	www.ttownmma.com
Next Level Martial Arts & Fitness	OR	Tigard	http://nextlevelmartialartsgym.com/
Atos Jiu Jitsu Northwest	OR	Eugene	http://www.atosjiujitsunw.com/
Salvos Training	OR	The Dalles	http://salvostraining.com/
Jujitsu-Do Martial Art Center	OR	Eugene	http://jujitsu-do.com/
Tiger Schulmann's Martial Arts Jackson Heights (Queens) NY	NY	Queens	https://tsk.com/locations/ny/queens-jackson-heights
Combat Concepts Academy	AR	Sherwood	https://combatconceptsacademy.com
905 Brazilian Jiujitsu	ON	Aurora	https://905brazilianjiujitsu.com
North Wake Martial Arts	SK	Prince Albert	https://northwakemartialarts.com
Alliance Training Center	SK	Saskatoon	https://alliancetrainingcenter.com
Paul Tom's Academy of Brazilian Jiu-Jitsu	UT	American Fork	https://bjjutah.com
Viotti BJJ Academy	UT	Bountiful	https://viottibjjacademy.com
Des Moines Jiu-Jitsu Academy	IA	Des Moines	https://iowabjj.com
Zura Jiu-Jitsu	IA	Marshalltown	https://www.zurajiujitsu.com
Guardian Jiujitsu & Judo	IA	Ottumwa	https://www.guardianjj.com
Cedar Valley Jiu Jitsu	IA	Waterloo	https://cv-bjj.com
RISE Athletics	MB	Winkler	https://www.riseactive.ca
Midwest Martial Arts Academy	SD	Sioux Falls	https://midwestmartialartssf.com
Helena Brazilian Jiu-Jitsu	MT	Helena	http://helenabjj.com
Absolute Fight Factory	MT	Kalispell	https://www.absolutefightfactory.com
Ricardo Cavalcanti Brazilian Jiu-Jitsu - RI	RI	North Providence	https://rcbjjri.com
MKG Martial Arts Minneapolis	MN	Minneapolis	https://www.mnkali.com
Gracie Jiu-Jitsu Omaha	NE	Omaha	https://gracieomaha.com
Upper Valley Brazilian Jiu Jitsu	NH	Enfield	https://www.uppervalleybjj.com
Ozone Brazilian Jiu-Jitsu	SC	Florence	https://www.ozonebjj.co
Myrtle Beach BJJ and Judo	SC	Murrells Inlet	https://myrtlebeachbjj.com
Carlson Gracie Calgary	AB	Calgary	https://www.carlsongraciecalgary.com
Champion's Creed Martial Arts North	AB	Calgary	https://championscreed.ca
Dynamic MMA Calgary	AB	Calgary	https://www.dynamicmma.ca
Arashi-Do Martial Arts Cochrane	AB	Cochrane	https://arashido.com/location/cochrane/
Ironside Martial Arts St. Albert	AB	St. Albert	https://ironsidemartialarts.ca
