name	region	city	url
Evolution MMA Naples	FL	Naples	http://evolutionmmanaples.com/
Nokido Ju-Jitsu, Judo & BJJ	FL	North Port	http://www.nokido.net/
Nelumbo Brazilian Jiu-Jitsu	FL	Oviedo	http://bjjoviedo.com/
Cogito Jiu Jitsu	FL	Sanford	https://www.sanfordmartialarts.com/
Murdoc’s Brazilian Jiu-Jitsu (MWBJJ) & Self Defense Academy (GD JJ Affiliate)	AZ	Gilbert	https://www.murdocsbjj.com/
GB Glendale	CA	Glendale	https://www.gbglendale.com/
GB Windermere	FL	Orlando	https://www.gbwindermere.com/
Finney's MMA	MO	St. Louis	http://finneyskickboxing.com/
GB St. Peters, USA	MO	St. Peters	https://graciebarrastpeters.com/schedule/
Cosens MMA	MI	Bay City	https://cosensmma.com/
New Way Martial Arts Academy	MI	Shelby Charter Township	https://newwaytrainingcenter.com/
Detroit Academy of Martial Arts	MI	Troy	https://martialartstroy.com/
Vision BJJ	MI	Wixom	http://visionbjj.com/
Peak Martial Arts Dothan	AL	Dothan	https://pmadothan.com/classes/Brazilian-Jiu-Jitsu
Velez Jiujitsu	NJ	Avenel	http://www.dieseltrainingbjj.com/
Tiger Schulmann's Martial Arts Eatontown NJ	NJ	Eatontown	https://tsk.com/locations/nj/eatontown/
Trasso Jiu Jitsu & Wrestling	NJ	Glen Rock	https://trassojjw.com/
Cultr Fight Club	NJ	Jersey City	https://www.cultrfightclub.com/
Zealous Nation MMA	NJ	Middlesex	https://zealousnationmma.com/
Team Jucao Newark Brazilian Jiu Jitsu	NJ	Newark	https://www.facebook.com/teamjucaonewark/
Garry Tonon Jiu Jitsu	NJ	North Brunswick Township	https://www.garrytononjiujitsu.com/
Bill Scott BJJ Shore Academy	NJ	Point Pleasant	http://billscottbjj.com/
Whippany Athletic Club	NJ	Whippany	http://www.whippanyac.com/
Carlson Gracie Green Valley	NV	Henderson	http://carlsongraciegreenvalley.com
Atlas Grappling	NV	Las Vegas	http://www.AtlasGrappling.com
Gracie Humaitá Jiu-Jitsu of Sparks NV	NV	Sparks	https://agjiujitsu.com
Champion Jiu-Jitsu at Spider GYM MMA Club	IL	Arlington Heights	http://www.championjiujitsu.com/
DK Fitness Arts	IL	Arlington Heights	http://www.dkfitnessarts.com/
Gracie Jiu-Jitsu Geneva	IL	Geneva	https://genevamartialarts.com/
Alliance Jiu Jitsu Henderson KY	KY	Henderson	http://www.scottaudasjiujitsu.com/
Pa-Grappling	PA	Altoona	http://www.pa-grappling.com/
Sentry Jiu-Jitsu	PA	Gilbertsville	https://www.facebook.com/SentryBJJ/
The Vault Jiu Jitsu	PA	Morton	http://www.vaultbjj.com/
Precision Jiu Jitsu Spring Mount	PA	Schwenksville	https://www.precisionjjspringmount.com
Gustavo Machado Brazilian Jiu Jitsu Chesapeake	VA	Chesapeake	https://bjjchesapeake.com/
Ferox Jiu-Jitsu	VA	Virginia Beach	https://feroxjiujitsu.com
Hanto Jiu-Jitsu Academy	GA	Statesboro	https://www.hantobjj.com/
Southeast Jiu Jitsu	GA	Baxley	https://www.facebook.com/southeastjiujitsu/
Temporal Brazilian Jiu Jitsu Academy	GA	Stonecrest	http://www.temporalbjj.com/
Bull City Brazilian Jiu Jitsu	NC	Durham	http://bullcitybjj.com/
The Jiu Jitsu Institute	NC	Wilmington	https://www.thejji.com/
Brunson's MMA & Fitness	NC	Wilmington	http://brunsonsmmaandfitness.com/
McGinnis Academy of Martial Arts	NC	Gastonia	https://www.mcginnisacademyofmartialarts.com/
Team Raines Brazilian Jiu-Jitsu	NC	Knightdale	http://www.facebook.com/teamrainesbjj
Teixeira MMA & Fitness	CT	Bethel	https://www.teixeirammaandfitness.com/
360 Defense Martial Arts Colchester CT	CT	Colchester	https://www.facebook.com/ABDColchesterCT/
Underdog Brazilian Jiu-Jitsu	CT	Hartford	https://underdogbjj.com/
House of Jujitsu	CT	West Hartford	http://houseofjujitsu.com/
Hagerstown Brazilian Jiu Jitsu Academy	MD	Hagerstown	hagerstownbjj.com
Washington DC Brazilian Jiu Jitsu	MD	Takoma Park	wdcbjj.com
Easton Training Center - Boulder	CO	Boulder	https://eastonbjj.com/boulder/
Mercs Jiu-jitsu MMA Fitness	CO	Colorado Springs	http://www.mercsjiujitsu.com
Pariah MMA and Fitness	CO	Colorado Springs	http://www.pariahmma.com
Brazilian Top Team Evergreen	CO	Evergreen	http://www.bttevergreen.com
Summit County Jiu Jitsu	CO	Frisco	http://summitcobjj.com
Jit Pit Academy	CO	Parker	https://jitpit.com/
Kroyler Gracie Jiu-Jitsu	IN	Elkhart	kroylergracie.com
Gracie Jiu-Jitsu Fort Wayne	IN	Fort Wayne	graciejiu-jitsufortwayne.com
Barrick Brazilian Jiu Jitsu	IN	Goshen	barrickbjj.com
Platypus BJJ	OK	Bartlesville	https://platypusbjj.wordpress.com/
Gracie Barra Boston	MA	Boston	graciebarraboston.com
Ginsberg Academy BJJ	MA	Cambridge	ginsbergacademy.com
Team Flo Brazilian Jiu Jitsu (NEU BJJ affiliate)	MA	Tyngsborough	teamflojiujitsu.com
BigWater BJJ	WI	Ashland	bigwaterbjj.com
Ironworks Driftless Academy	WI	La Crosse	driftlessacademy.com
Sanctuary Jiu-Jitsu	WI	Madison	bjjmadison.com
Nova Gyms Martial Arts & Fitness	WI	Oak Creek	novagyms.com
Groundwork Grappling	WI	Rhinelander	groundworkgrappling.com
CWB Fight Club	WI	Stevens Point	cwbfightclub.com
Legacy Jiu-Jitsu Academy	WA	Richland	www.legacyjiujitsu.com
Framework BJJ Seattle	WA	Seattle	www.frameworkseattle.com
Mat Chess Mixed Martial Arts	WA	Seattle	matchessmma.com
Fudoshin Brazilian Jiu Jitsu	OR	Medford	http://www.fudoshinbjj.com/
US World Class Taekwondo	OR	Gresham	http://www.greshamtkd.com
Brazilian Top Team Happy Valley	OR	Clackamas	http://www.btthappyvalley.com/
Mendez Boxing Gym	OR	Springfield	http://www.facebook.com/mendezboxingclub/
Tiger Schulmann's Martial Arts Bayside (Queens) NY	NY	Queens	https://tsk.com/locations/ny/queens-bayside
Oneonta Jiu Jitsu Academy	NY	Oneonta	https://oneontajiujitsuacademy.com
Rolls Jiu Jitsu	ME	Ellsworth	https://rollsjiujitsumaine.com
Current Jiu Jitsu	ON	Mississauga	https://currentbjj.com
VS Brazilian Jiu-Jitsu	ON	Oakville	https://vsbjj.com
Academy of Combat Arts	ND	Fargo	https://fmaca.com
Cache Valley Martial Arts and Fitness	UT	Logan	https://cachevalleymartialarts.com
Vida Jiu-Jitsu Utah	UT	Spanish Fork	https://vidajiujitsu.com
STG Jiu Jitsu	UT	St. George	https://stgjiujitsu.com
Gracie Barra West Jordan	UT	West Jordan	https://gbwestjordan.com
Wind River Dojo	WY	Lander	https://www.windriverdojo.org
Tipping Point Brazilian Jiu Jitsu	IA	Cedar Rapids	https://www.tippingpointbjj.com
Dubuque Jiu-Jitsu	IA	Dubuque	https://dubuquebjj.com
Valor Martial Arts	KS	Wichita	https://www.wichitavalor.com
Future MMA	MB	Steinbach	https://futuremma.ca
Gold Bar Training Center	SD	Rapid City	https://goldbartrainingcenter.com
Gracie Jiu-Jitsu Sioux Falls	SD	Sioux Falls	https://www.gjjsiouxfalls.com
Gracie Jiu-Jitsu Billings	MT	Billings	http://graciejiujitsubillings.com
Imperial BJJ	MT	Butte	https://www.facebook.com/ImperialTruthBJJ
Bitterroot Warrior Arts Stevensville	MT	Stevensville	https://www.bugoutmt.com/bitterrootwarriorarts
West Kauai Jiu-Jitsu	HI	Waimea	https://www.westkauaijiujitsu.com
Gracie Barra Boise	ID	Garden City	https://gbboise.com/
208 Jiu Jitsu Academy	ID	Nampa	https://www.208jiujitsuacademy.com
Invictus Brazilian Jiu Jitsu and Muay Thai Academy	NM	Albuquerque	https://www.invictusmartialarts.com
Black Arrow Martial Arts	MN	Brainerd	https://www.blackarrowmartialarts.com
Minnesota Top Team	MN	Eagan	https://minnesotatopteam.com
Gorilla Combat	MN	Eden Prairie	https://gorillacombat.com
Kato Jiujitsu	MN	Mankato	https://katojiujitsu.com
West O Dojo	NE	Lincoln	https://westodojo.com
Heavy Mettle Jiu Jitsu	NH	North Hampton	https://www.heavymettlejj.com
Professional Martial Arts Academy Plaistow	NH	Plaistow	https://pmaplaistow.com
Black Label Martial Arts	SC	Charleston	https://blacklabelmartialarts.com
Munduruca North Edmonton BJJ	AB	Edmonton	https://northedmontonbjj.com
Heiho Dojo	AB	Grande Prairie	https://www.heihodojo.ca
Andrew Pardee Brazilian Jiu-Jitsu Academy	WV	Follansbee	https://andrewpardeebjj.com
Pure Martial Arts and Fitness	BC	Campbell River	https://puremartialarts.ca
Summit Jiu Jitsu	BC	Revelstoke	https://www.summitjjrevelstoke.com
Pinnacle Martial Arts Academy Richmond	BC	Richmond	https://pinnaclemma.ca
Arts Martiaux DeRocque BJJ	QC	Gatineau	https://derocquebjj.com
302 BJJ Wilmington	DE	Wilmington	302bjj.com
Team Flow State	NB	Saint John	https://www.facebook.com/FlowstateJJ
New Creation Wrestling and Jiu Jitsu Academy LLC	CA	Benicia	https://newcreationwrestlingandjiujitsu.com/
10th Planet Burbank	CA	Burbank	http://www.10thplanetburbank.com/
Halo Jiu-Jitsu Training Center	CA	Fresno	http://www.halobjj.net/
Bruddas BJJ @ Granite Bay JJ	CA	Granite Bay	http://bruddasbjj.com/
Six Blades Jiu Jitsu La Quinta	CA	La Quinta	https://laquintajiujitsu.com
MZ Brazilian Jiu-Jitsu	CA	Palo Cedro	https://reddingselfdefense.com
Guerrilla Jiu-Jitsu	CA	Pleasanton	http://www.guerrillajiujitsu.com/
Evolve Checkmat Jiu Jitsu / Muay Thai Academy	CA	Rancho Mission Viejo	http://www.joinevolve.com/
Redlands Jiu Jitsu	CA	Redlands	https://redlandsbjj.com
Sacramento Brazilian Jiu Jitsu Academy - Yemaso BJJ	CA	Sacramento	http://www.yemasobjj.com/
