name	region	city	url
Vortex Jiu Jitsu Academy	FL	Palm Bay	https://vortexbjj.com/
Spartan Academy Palm Coast / Brazilian Jiu Jitsu & more	FL	Palm Coast	http://www.spartanpalmcoast.com/
Ares BJJ Plant City	FL	Plant City	http://www.aresbjjplantcity.com/
Sanity Jiu Jitsu	FL	Winter Garden	http://www.sanityjiujitsu.com/
Carlson Gracie Team Gilbert AZ/Bjj & Family Fitness	AZ	Gilbert	https://www.carlsongracieteamaz.com/
Alliance Scottsdale (Ximenes BJJ)	AZ	Scottsdale	http://www.ximenesbjj.com
Fight to Win Lafayette Jiu -Jitsu	LA	Broussard	https://www.roycegraciebroussard.com/
Excelsior Jiu-Jitsu Denham Springs	LA	Denham Springs	http://excelsiorbjj.com/
Gracie United Hammond	LA	Hammond	https://trainbjjnow.com/
Hicsmma	KY	Bowling Green	https://www.hicsmma.com/
Impact Family Martial Arts Newark	OH	Newark	http://www.impactdojo.com/
Pirata Jiu Jitsu	MO	Independence	http://www.piratajiujitsu.com
The Forge	MO	Joplin	https://www.warriorsciences.net/
Agoge Training Body and Mind	MO	Rolla	http://www.facebook.com/agogetrainer
St. Joseph Brazilian Jiu Jitsu & Mixed Martial Arts	MO	St Joseph	http://www.sjbjjmma.com/
Gracie Humaitá St Louis	MO	Weldon Spring	https://www.graciestlouis.com
10th Planet Jiu Jitsu Detroit	MI	Detroit	http://www.10thplanetdetroit.com
Krav Maga Great Lakes	MI	Wixom	http://www.kravmagagreatlakes.com/
Renzo Gracie Alabama	AL	Mobile	https://www.renzograciealabama.com/
Immortals Jiu Jitsu	NJ	Clifton	http://www.immortalsjiujitsu.com/
Spartan Mixed Martial Arts	NJ	Ocean Township	https://oceantownshipmartialarts.com/
Elijah Brazilian Jiu Jitsu	NJ	Union	http://ebjj.com/
Life Jiu Jitsu Reno	NV	Reno	http://lifebjjreno.com
UFC GYM Reno	NV	Reno	https://www.ufcgym.com/locations/reno
Loyalty Brazilian Jiu-Jitsu Winnemucca	NV	Winnemucca	http://www.loyaltybjj.com
