name	region	city	url
Miami Beach Brazilian Jiu-Jitsu	FL	Miami Beach	https://www.jorgepereirajiujitsu.com/
Nogi MMA	FL	Ocala	https://nogishootbox.com/
Elemental Jiu Jitsu and Fitness	FL	Palmetto Bay	http://www.elementaljiujitsuandfitness.com
Wolfpack South Brazilian Jiu Jitsu	FL	Port Charlotte	http://wolfpacksouthbjj.com/
GB Royal Palm Beach	FL	Royal Palm Beach	https://www.gbroyalpalmbeach.com
GB Rockledge	FL	Rockledge	https://graciebarra.com/rockledge-fl/
Immortal Martial Arts Center	OH	Lewis Center	http://www.immortalmartialartscenter.com/
Black Diamond Grappling Club	MO	Bevier	https://www.bevierjiujitsu.com/
Carpe Momentum School of Jiu-Jitsu LLC	MO	Cape Girardeau	https://cmsojj.com/
Revive BJJ	MO	St Charles	https://www.revivebjj.com/
Gracie Humaita Wentzville	MO	Wentzville	https://www.graciehumaitawentzville.com/
Gracie Barra Novi	MI	Novi	https://graciebarradetroit.com/
Warriors Code Martial Arts	MI	Three Rivers	http://www.warriorway.com/
GB Birmingham	AL	Birmingham	https://gbbhamusa.com
GB Cullman	AL	Cullman	https://gbcullman.com/
Gulf Coast Jujutsu	AL	Gulf Shores	https://www.facebook.com/Gulf-Coast-Jujutsu-184652755613880/
Kame House MMA	AL	Hazel Green	https://www.facebook.com/KameHouseMMA/
Tiger Schulmann's Martial Arts Red Bank NJ	NJ	Red Bank	https://tsk.com/locations/nj/red-bank/
Gary Grate Brazilian Jiu-Jitsu Academy of Carson City NV	NV	Carson City	http://www.bjjcarsoncity.com
Carlson Gracie Las Vegas	NV	Las Vegas	http://carlsongracielv.com
Power Martial Arts & Fitness	NV	Las Vegas	https://www.powermartialarts.vegas
Jiu Jitsu One	PA	Lancaster	http://www.jiujitsu1.com/
Droogs MMA & Jiu Jitsu	PA	Pottstown	http://droogsmma.com/
Darcio Lira Jiu Jitsu	VA	Arlington	http://darciolirajjdcva.squarespace.com
Tysons Brazilian Jiu Jitsu and Haganah	VA	Vienna	https://www.tysonsbjj.com/
Gracie Jiu-Jitsu Savannah	GA	Savannah	https://www.gjjsav.com
James Shook Brazilian Jiu-Jitsu	GA	Acworth	https://tier1jiujitsu.com/
Gracie Jiu-Jitsu Balance Academy	GA	Peachtree City	https://graciebalance.com/
AllAmbition Brazilian Jiu Jitsu	GA	Cartersville	http://allambitionbjj.com/
TKF MMA	NC	Durham	http://www.tkfmma.com/
Art of Motion Jiu Jitsu	NC	Indian Trail	http://www.aomjj.com/
CTA BJJ MMA	NC	East Flat Rock	http://www.ctabjjmma.com/
Inmortales MMA, Self Defense & Fitness	NC	Wake Forest	http://www.inmortalesmma.com/
Performance Combat MMA	CT	Wallingford	http://www.performancecombatmma.com/
Practical Self Defense Training Center	CT	Waterbury	http://psdtc.com/
Assembly of the Martial Arts Academy	CT	West Haven	http://www.westhavenmartialartsschools.com/
Bams Martial Arts & Fitness	MD	Laurel	thebams.com
Easton BJJ Lowry	CO	Denver	https://eastonbjj.com/lowry
Black Flag BJJ	OK	Mustang	blackflagok.com
Empire Jiu Jitsu	OK	Norman	empirebjjok.com
Fight or Flight Fitness LLC	OK	Norman	fightorflightnorman.com
Mo's Martial Arts	MA	Dedham	mosmartialarts.com
Alliance Jiu-Jitsu Framingham	MA	Framingham	alliancebjjframingham.com
Daniel Gracie Academy Northborough	MA	Northborough	danielgracieacademy.com
Academy Martial Arts	WI	New London	academynl.com
Gig Harbor Mixed Martial Arts / Checkmat	WA	Gig Harbor	gigharbormma.com
Logic Jiu Jitsu	WA	Spanaway	logicjiujitsu.club
Vital Jiu Jitsu and Srisuk Muay Thai	WA	Tacoma	vitaljiujitsu.com
The Fight System	OR	Philomath	http://thefightsystem.com/
Impact Jiu Jitsu Sherwood	OR	Sherwood	http://impactjjsherwood.com
Spirit Martial Arts	NY	Queens	https://spiritmma.com
Gracie Jiu-Jitsu Victor	NY	Victor	https://gracievictor.com
Training Zone NYC - Ozone Park	NY	Queens	https://www.tznyc.com
MAS Academy of Martial Arts	ON	Cambridge	https://masthaiboxing.com
Grounded Studios	ON	North Bay	https://grounded.ca
JT6 Academy	ON	Toronto	https://jt6.ca
Adapt Jiu-Jitsu	UT	Herriman	https://adaptbjj.com
Gracie Jiu-Jitsu St. George	UT	St. George	https://graciestgeorge.com
CR Brazilian Jiu Jitsu	UT	West Jordan	https://crbjjusa.com
Chaotic Jiu Jitsu	KS	Newton	https://www.chaoticjiujitsu.com
Socius BJJ	MB	Winnipeg	https://www.sociusbjj.com
The Process Martial Arts Academy	HI	Kailua-Kona	https://www.theprocessmartialarts.com
