name	region	city	url
FRBJJ Lake Nona	FL	Orlando	http://frbjjlakenona.com/
Gracie Barra – Orlando-Sandlake	FL	Orlando	http://marciosimas.com/
Rilion Gracie Jiu-Jitsu Palm Beach Gardens	FL	Palm Beach Gardens	http://www.jiujitsupbg.com/
Ralph Gracie Florida Jiu-Jitsu	FL	Port Orange	http://www.ralphgraciefl.com/
Martial Arts Advantage South Tampa	FL	Tampa	https://martialartsadvantage.com/south-tampa-adult-brazilian-jiu-jitsu-classes-martial-arts-advantage/
American Top Team Wellington	FL	Wellington	http://www.attwellington.com/
Elementum Jiu-jitsu	FL	Winter Park	https://elementumjiujitsu.com/
Gracie Jiu-Jitsu Chandler	AZ	Chandler	http://www.graciejiujitsuchandler.com/
CHECKMAT Folsom Brazilian Jiu Jitsu	CA	Folsom	http://www.bedabjj.com/
Mousel's Self-Defense Academy	TX	Houston	http://www.defend.net
10th Planet Mt. Pleasant	TX	Mount Pleasant	https://10thplanetmountpleasant.com
Gracie United Baton Rouge	LA	Baton Rouge	http://www.gracieunited.com/
UFC GYM Acadian, Baton Rouge	LA	Baton Rouge	http://ufcgym.com/acadian
Gladiators Academy of Breaux Bridge	LA	Breaux Bridge	https://gladiatorsbb.com/
Combat Jujitsu	LA	Metairie	https://www.combatjujitsu.biz/
Ronin Martial Arts & Fitness	LA	River Ridge	http://roninmma.fitness/
13 Jiu Jitsu	KY	Glasgow	https://www.facebook.com/13JiuJitsu
Relson Gracie Jiu-Jitsu Columbus	OH	Columbus	http://www.gracieohio.com/
Ilimitadas Brazilian Jiu-Jitsu	OH	Dayton	https://www.facebook.com/limitlessbjjmma/
Tenbears Martial Arts Academy	OH	Dayton	http://www.tenbearsmma.com/
Ohio Combat Sports Academy	OH	Reynoldsburg	http://www.ohiocombatacademy.com/
Vanyo Martial Arts	OH	Strongsville	https://www.vanyomma.com/
Aplomb Martial Arts of Parkville	MO	Parkville	http://www.aplombmartialarts.com
GB Washington	MO	Washington	https://gbwashington.com/
Team Fusion: West Plains	MO	West Plains	http://fusion417.com/
Kraken Jiu Jitsu BJJ & Self-Defense	MI	Belmont	https://krakenjj.com/
Team SFS - Scorpion Fighting System at Michigan Institute of Athletics	MI	Brighton	https://www.facebook.com/SFSMMA/
313 Brazilian Jiu-Jitsu	MI	Detroit	http://www.313bjj.com
Cosens Martial Arts Saginaw LLC	MI	Saginaw	https://cosensmmasaginaw.com/
Allied Academy Of Martial Arts	MI	Southfield	http://alliedmartialarts.com/
Bones Jiu Jitsu	NJ	Clifton	http://bonesjiujitsu.com
Gracie Jiu-Jitsu Galloway	NJ	Galloway	https://taphousebjj.com/
CE Jiu Jitsu, MMA, boxing, kickboxing Harrison	NJ	Harrison	https://chokelabacademy.com/
Ironbound Fight Club	NJ	Newark	https://www.instagram.com/ifcnewarknj_2/
Rival Jiu-Jitsu	NJ	Waldwick	https://www.rivalbjj.com/
Jiu-Jitsu Methods	NV	Las Vegas	https://jiujitsumethodslv.com/
Wayne's Martial Arts School	NV	Las Vegas	http://waynelacno5.wixsite.com
Arsenal Brazilian Jiu Jitsu	IL	Benton	https://www.arsenalbjj.com
Mata Leão Jiu-Jitsu	PA	Erie	https://eriebjj.com
Tactical Combat Academy MMA - Greencastle	PA	Greencastle	https://www.tcamma.com/
Saga BJJ	PA	Hatboro	http://www.sagabjj.com/
RH Studios BJJ	PA	Philadelphia	https://www.instagram.com/rhstudios_bjj/
SAS Philadelphia Brazilian Jiu-Jitsu	PA	Philadelphia	http://www.sasphiladelphiabjj.com/
Movement Art Jiu-Jitsu	PA	Richboro	http://www.rmbjjrichboro.com
Central PA Mixed Martial Arts	PA	State College	https://www.cpamma.com/
Kaizen MMA Ashburn	VA	Ashburn	https://kzmma.com/
Kaizen MMA Fairfax	VA	Fairfax	http://www.kzmma.com/
