name	region	city	url
Art of War Jiu Jitsu	FL	Orange Park	https://aowjj.com
Fastidious Jiu Jitsu	FL	Palm Bay	http://fastidiousjiujitsu.com/
Gracie Jiu-Jitsu Phoenix	AZ	Phoenix	https://graciejiujitsuphoenix.com/
Rilion Gracie Jiu-Jitsu Academy	FL	Miami	http://riliongracie.com
Hurricane Jiu Jitsu	OH	Cleveland	http://www.hurricanejj.com/
Sacan Martial Arts	OH	West Chester	http://sacanmartialarts.com/
Gautreaux's Martial Art Center	MO	Blue Springs	http://www.gforcekicks.com/
GB Jefferson City	MO	Jefferson City	https://graciebarra.com/jefferson-city-mo/
Daniel Gracie Grand Rapids	MI	Grand Rapids	http://www.danielgraciegrandrapids.com/
Mid-Michigan Academy of Martial Arts	MI	Okemos	http://lansingmartialarts.com/
Port City Combat Sports	AL	Fairhope	https://portcitycombatsports.com/port-city-combat-sports-fairhope/
Tiger Schulmann's Martial Arts East Brunswick NJ	NJ	East Brunswick	https://tsk.com/locations/nj/east-brunswick/
Family Fitness Mixed Martial Arts	NJ	Jersey City	http://www.ffmanj.com/
Anaconda Brazilian Jiu-Jitsu North Bergen	NJ	North Bergen	https://anacondabjjnjny.com/
Tiger Schulmann's Martial Arts North Plainfield NJ	NJ	North Plainfield	https://tsk.com/locations/nj/north-plainfield/
Bergen County Brazilian Jiu-Jitsu	NJ	Ramsey	https://www.jiujitsutrainingnj.com/
Cape May Brazilian Jiu Jitsu	NJ	Rio Grande	https://capemaybjj.com/
NJ United Mixed Martial Arts	NJ	Totowa	http://www.njunitedmma.com/
Kurt Pellegrino MMA	NJ	Wall Township	https://www.pellegrinomma.com/
BeltQuest Jiu Jitsu	NJ	West Orange	http://www.beltquestjiujitsu.com
Rico's Martial Arts	NV	Henderson	http://ricosmartialarts.com
Black Diamond Brazilian Jiu-Jitsu	NV	Reno	https://blackdiamondbjj.com/
Momentum Martial Arts	NV	Reno	https://mmarenonv.com/
Strategic BJJ	IL	Alton	http://www.strategicbjj.com/
Brasa Comprido BJJ	IL	Bloomingdale	https://compridobjj.com/
Bender Martial Arts and Fitness	IL	Chicago	http://www.bendermartialarts.com
Zombie Brazilian Jiu-Jitsu and MMA	PA	Allentown	http://zombiebjjpa.com/
Rise 8 Training Academy	PA	Coraopolis	http://www.facebook.com/Rise8bjj
10th Planet Nazareth	PA	Nazareth	https://10pnazareth.com/
American Top Team Happy Valley	PA	Pleasant Gap	https://atthappyvalleypa.com/
Tidewater Academy Chesapeake	VA	Chesapeake	http://tidewaterbjj.com/
The House of Muay Thai	VA	Norfolk	http://thehouseofmuaythai.com/
Top Game BJJ Academy	VA	Richmond	https://topgamebjj.com/
Hybrid Martial Arts Center	VA	Roanoke	http://www.hybridroanoke.com/
Tonchu Martial Arts Academy	GA	Smyrna	http://www.tonchumartialarts.com/
Atos Jiu Jitsu of Charlotte	NC	Charlotte	http://martialartscharlottenc.com/
EC Fitness - East Carolina Brazilian Jiu Jitsu	NC	Winterville	http://www.eastcarolinabjj.com/
GB Sanford	NC	Sanford	http://www.aresbjjsanford.com/
American Top Team Connecticut BJJ, MMA, Muay Thai Danbury, CT	CT	Danbury	http://www.americantopteamdanbury.com/
Stanley Combatives	MD	Owings Mills	stanleycombatives.com
Potomac MMA	MD	Potomac	potomacmma.com
Team Colón Mixed Martial Arts	IN	Merrillville	teamcolonmma.com
Corral's Martial Arts Schererville	IN	Schererville	teamcorral.com
New England Submission Fighting	MA	Amherst	amherstmma.com
Submit Your Friend Brazilian Jiujitsu Academy	MA	Brighton	syf-bjj.com
Gracie Jiu-Jitsu Dedham	MA	Dedham	graciededham.com
Level Ground Mixed Martial Arts	MA	Dorchester	levelgroundmma.org
CBJJ School	MA	Leominster	cbjjteam.com
Zichelle MMA BJJ & Fitness	MA	Leominster	zichellemmaandfitness.com
Randy Brown Mantis Boxing & Brazilian Jiu-Jitsu	MA	Westminster	randybrownmantisboxing.com
AKA MMA & Fitness	WA	Arlington	www.arlingtonkickboxingacademy.com
Evergreen Karate	WA	Bothell	evergreenkarate.com
GB Tacoma	WA	Fircrest	https://graciebarratacoma.com/
Unicorn Jiu Jitsu	OR	Portland	https://www.unicornjiujitsu.com/
Impact Jiu Jitsu Newberg	OR	Newberg	https://www.impactnewberg.com/
Adamson Bros Jiu Jitsu Academy	OR	Seaside	http://orbjj.com/
Westchester Fight Club	NY	New Rochelle	https://westchesterfightclub.com
American Academy Of Self Defense	NY	Deer Park	http://www.aaofsd.com
Inferno Martial Arts Bella Vista	AR	Bella Vista	https://myinfernofitness.com
Bearclan Jiujitsu	ME	Oakland	https://bearclanjiujitsu.com
Omerta BJJ	ON	Guelph	https://omertabjj.com
Evolve MMA & Fitness	ON	St. Catharines	https://evolvemma.ca
META BJJ Windsor	ON	Windsor	https://metabjj.ca
Progressive Martial Arts Grand Forks	ND	Grand Forks	https://progressivemartialartsgf.com
Team Link Utah	UT	Layton	https://teamlinkutahbjj.com
Fusion MMA and Jiu Jitsu Sunset	UT	St. George	https://teamfusionmma.com
Breaking Point Jiu-Jitsu Davenport	IA	Davenport	https://breakingpointbjj.com
Olive Branch Jiu Jitsu	IA	Fort Madison	https://olivebranchjj.com
Triumph Martial Arts Pella	IA	Pella	https://triumphma.com/location/pella-ia
One Combat Academy	IA	Sioux City	https://fourseasonshealthclub.com/one-combat-academy/
E3 Jiu-Jitsu	KS	Overland Park	https://www.e3sf.org
Fox Fitness BJJ	KS	Wichita	https://www.foxfitnessbjj.com
Prairie Wolfe Jiu Jitsu	KS	Wichita	https://prairiewolfejiujitsu.com
Innovative Martial Arts & Fitness	MB	Winnipeg	https://winnipegmartialarts.ca
Gallatin Valley Martial Arts	MT	Bozeman	http://www.gallatinvalleymma.com
Traphouse Jiu Jitsu	MT	Missoula	https://www.traphousesociety.com
10th Planet Jiu Jitsu Albuquerque	NM	Albuquerque	https://10pabq.com
