name	region	city	url
East Coast Combat Club	FL	Palm City	http://eccombatclub.com/
Bluestarr Grappling	AZ	Surprise	http://www.bluestarrgrappling.com
Pallaton Brazilian Jiu Jitsu	AZ	Tucson	https://www.pallatonbjj.com
GB Tarzana	CA	Los Angeles	http://gbtarzana.com/
SMAA/Soul Fighters SBC, Brazilian Jiu Jitsu	LA	Bossier City	http://www.sbcjiujitsu.com/
West Louisiana Jujutsu Training Academy	LA	Leesville	http://www.leesvillejujutsu.com/
Zachary Martial Arts	LA	Zachary	http://www.zacharymartialarts.com/
Lexington Academy of Martial Arts - LAMA	KY	Lexington	https://www.facebook.com/Lexington-Academy-of-Martial-Arts-LAMA-112562654001820/
US Martial Arts Academy	OH	Cincinnati	http://usmartialartsacademy.com/
Izzah Combat Sports & Fitness Eastside Brasa Bjj	OH	Cleveland Heights	http://www.izzahsports.com/
Waterhouse Brazilian Jiu-Jitsu Academy	OH	Hartville	http://www.waterhousebjj.com/
Close Quarters Combat Academy	MI	Ann Arbor	http://www.cqcacademy.com/contact
Ray White's Midwest Martial Arts	MI	Battle Creek	http://www.themushinacademy.com/
Vanguard Brazilian Jiu Jitsu	MI	Grand Rapids	http://vanguardbjj.com/
Premier Fitness	NJ	Berkeley Heights	http://www.premierfitnessnj.com/
Alex Wilkie's Martial Arts Academy	NJ	Bridgewater	http://www.alexwilkiemma.com/
Matakas Jiu Jitsu	NJ	Florence	https://www.matakasbjj.com
ROLLSTAR Jiu Jitsu (HQ)	NJ	Hackensack	http://www.rollstarbjj.com/
Nak Muay Gym	NJ	Hillsborough Township	http://www.nakmuaygym.com
Intrepid Gym	NJ	Hoboken	http://www.intrepidgym.com/
Advanced Martial Arts	NJ	North Brunswick Township	https://advancedbjjnj.com/
Core Brazilian Jiu Jitsu Academy	NJ	Stanhope	http://corebjjnj.com/
Sheridan Brazillian Jiu Jitsu	NJ	Vauxhall	https://www.sheridanbjj.com/
Adrenaline Training Center	NV	Carson City	http://www.adrenalinetc.com
Altruist Mixed Martial Arts	NV	Henderson	https://www.altruistmixedmartialarts.com
Cephas Brazilian Jiu Jitsu Academy	NV	Las Vegas	http://cephasbjj.com
Freestyle MMA & Jiu Jitsu	NV	Las Vegas	https://freestylemmalv.com
Odin's Halls Brazilian Jiu Jitsu	NV	Las Vegas	https://www.bjjvegas.com
SHOSHINKAN - Las Vegas Martial Arts	NV	Las Vegas	http://www.shoshinkanlv.com
Olympus Grappling Arts	IL	Batavia	https://olympusgrapplingarts.com/
Five Points Jiu Jitsu	IL	East Dundee	http://fivepointsbjj.com/
Intercept MMA	IL	Forest Park	http://interceptmma.com/
Lake County Brazilian Jiu-Jitsu	IL	Mundelein	http://www.lakecountybjj.com/
Redzovic Jiu Jitsu Lincoln Square	IL	Chicago	http://www.chicagojiujitsu.com/
World Class Martial Arts	PA	Boothwyn	http://www.wcma-usa.com/
Tiger Schulmann's Mixed Martial Arts Feasterville	PA	Feasterville-Trevose	https://tsk.com/locations/pa/feasterville/
Fundamental Jiujitsu	PA	Glenside	http://www.fundamentaljiujitsu.com
Kogaion Academy Brazilian Jiu-Jitsu & Judo	VA	Arlington	http://www.kogaionacademy.com/
Fifty/50 Martial Arts Academy	VA	Falls Church	http://5050bjj.com
Dominion BJJ	VA	Manassas	https://dominionbjj.com/
TIGER Academy of Martial Arts Portsmouth	VA	Portsmouth	https://trytigeracademy.com/location/portsmouth-va/
Total Defense Martial Arts	VA	Staunton	https://totaldefensema.com/
Gracie Jiu Jitsu Durham	NC	Durham	http://www.graciejiujitsudurham.com/
Gabrieles Martial Arts - Groton, CT	CT	Groton	https://gabrielesmartialarts.com/
CT Krav Maga & MMA	CT	North Branford	https://www.ctkravmagamma.com/
Plus One Defense Systems	CT	West Hartford	http://www.teamplusone.com/
Ronin Brazilian Jiu-Jitsu	MD	Chester	ronin-bjj.com
Bellicose Martial Arts	MD	Crofton	bellicosemartialarts.zenplanner.com
Global Martial Arts Academy	MD	Hampstead	globalhapkido.com
American Martial Arts Gym	MD	Waldorf	amagmma.com
The Jiu-Jitsu Academy of Southern Maryland	MD	White Plains	somdjujitsu.com
The Academy of Brazilian Jiujitsu	CO	Arvada	http://www.arvadajiujitsu.com
Conifer Jiu Jitsu & Fitness	CO	Conifer	https://www.conifermartialarts.com/
The Kompound Training Center	CO	Denver	http://www.kompoundtrainingcenter.com
Denver Grappling Club	CO	Golden	http://grapplingzonekj.com
Gracie Jiu-Jitsu Grand Junction	CO	Grand Junction	https://www.gracieuniversity.com/Pages/Public/AffiliateDetail?enc=iDCGTlWq4tRja4132BcL9g%3D%3D
The Sanctuary Brazilian JiuJitsu and Fitness	CO	Lakewood	http://www.thesanctuarybjjandfitness.com
Zenith Authentic Brazilian Jiu-Jitsu	CO	Parker	https://authenticbjjzenith.com/
Freedom Martial Arts and Fitness	IN	Anderson	freedommartialarts.org
Corral’s Martial Arts	IN	Valparaiso	teamcorral.com
Christian Karate & Jiu-Jitsu Academy	OK	Edmond	christiankarateacademy.com
Sento Mixed Martial Arts Academy	MA	West Springfield	westspringfieldmma.com
Resurgence MMA Appleton	WI	Appleton	resurgencemma.com
Bothell Martial Arts Academy	WA	Bothell	bmaabothell.com
Cascade Jiu-Jitsu	WA	Everett	https://everettbjj.com/
Defiance Jiu Jitsu	WA	Tacoma	defiancebjj.com
Checkered Past MMA Gym	OR	Springfield	https://www.checkeredpastmma.com/
Straight Blast Gym of Bend	OR	Bend	http://www.sbgbend.com/
Men's JIUJITSU School	OR	Astoria	http://mensjiujitsu.com/
Red Dawn Combat Club- Fresh Meadows	NY	Fresh Meadows	https://reddawnbjj.com
Upper West Side Brazilian Jiu-Jitsu	NY	New York	http://www.uwskenshikai.com/bjj
Tiger Schulmann's Martial Arts New Dorp (Staten Island) NY	NY	Staten Island	https://tsk.com/locations/ny/staten-island-new-dorp
Tiger Schulmann's Martial Arts Smithtown NY	NY	Smithtown	https://tsk.com/locations/ny/smithtown
Passador BJJ	ON	Niagara Falls	https://passadorbjj.com
Renzo Gracie Utah	UT	Kaysville	https://renzogracieutah.com
Gracie Barra Layton	UT	Layton	https://gblayton.com
Renzo Gracie SLC	UT	Salt Lake City	https://renzogracieslc.com
Potter Combat Academy	WY	Cody	https://pottercombat.com
Hard Drive Performance Center	IA	Cedar Rapids	https://harddriveperformance.com
Elite Combat Sports Center	KS	Hutchinson	https://elitecombatsportscenter.com
Combative Sports Center	KS	Manhattan	https://www.cscmhk.com
Black Hills Brazilian Jiu-Jitsu	SD	Rapid City	https://www.bhbjj.com
Next Edge Academy	SD	Sioux Falls	https://nextedgeacademy.com
GB Great Falls	MT	Great Falls	https://www.dragonfirebrazilianjiujitsu.com
UFC GYM Hilo	HI	Hilo	https://www.ufcgym.com/locations/hilo
House of Alameda Jiu Jitsu	HI	Keaau	https://alamedajj.com
Vibe Jiu Jitsu & Grappling Arts	ID	Idaho Falls	https://www.vibejiujitsu.com
Kingdom Jiu Jitsu Academy	NM	Carlsbad	https://kingdombjj.com
Tensei Jiu-Jitsu	MN	Richfield	https://tenseibjj.com
Summit Fitness Kickboxing and Jiu Jitsu	MS	Starkville	https://starkvillefitnesskickboxing.com
Triumph Brazilian Jiu-Jitsu	NH	Nashua	https://teamtriumphbjj.com
Gracie Barra West Ashley	SC	Charleston	https://www.gbwestashley.com
Kazoku BJJ	AB	Edmonton	https://kazokubjj.ca/
Frontline Academy Canada	AB	Sherwood Park	https://frontlinebjj.com
Guara BJJ	QC	Brossard	https://www.guarabjj.com
Outros Caras Jiu-Jitsu	QC	Longueuil	https://www.outroscaras-bjj.com
Kaizen Jiu-Jitsu Academy	DE	Dover	kaizen-jiu-jitsu.com
Athens Jiu Jitsu Tennessee	TN	Athens	athensjiu-jitsu.com
10th Planet Long Beach CA	CA	Long Beach	https://www.10thplanetjj.com/locations/long-beach-ca/
Madera Martial Arts	CA	Madera	https://www.maderamartialarts.com/
Inosanto Academy of Martial Arts	CA	Marina Del Rey	http://inosanto.com/
Merced Academy of Jiu Jitsu	CA	Merced	https://www.facebook.com/mercedacademyofjiujitsu/
Gracie Jiu-Jitsu Monterey	CA	Monterey	https://graciemonterey.com/
Checkmat BJJ Murrieta	CA	Murrieta	https://www.checkmatmurrieta.com/
10th Planet Jiu Jitsu Oakland	CA	Oakland	http://www.10thplanetoakland.com
Six Blades Jiu Jitsu	CA	Oakland	http://www.oaklandbjj.com/
Compound MMA & Fitness	CA	Oceanside	http://www.thecompoundmma.com/
Crispim BJJ	CA	Pleasanton	http://www.crispimbjj.com/
Capitol Jiu Jitsu	CA	Sacramento	https://www.capitoljiujitsu.com/
Honor Roll Brazilian Jiu-Jitsu / BJJ Santa Clarita CA 91350	CA	Santa Clarita	https://www.honorrollbjj.com/
Austin Martial Arts Academy	TX	Austin	https://lifekido.com/
Insight BJJ	TX	Bastrop	http://www.insightbjj.com/
Pablo Silva Brazilian Jiu Jitsu HQ	TX	Bellaire	http://www.pablosilvabjj.com/
Hicks MMA	TX	Carrollton	http://www.hicksmma.com/
West Texas Jiu Jitsu Academy	TX	Lubbock	https://wtxjja.com/
Gracie Jiu-Jitsu New Braunfels	TX	New Braunfels	https://gjjnb.com/
Kimura Brazilian Jiu-Jitsu Boca Raton	FL	Boca Raton	http://www.kimurabjj.com/
Gracie Barra Clearwater	FL	Clearwater	https://gbclearwater.com/
Bill Brazilian Jiu Jitsu Association Inc	FL	Jacksonville	http://billjiujitsu.com/
Renzo Gracie of Lake Worth	FL	Lake Worth	https://renzogracielakeworth.com/
Black House Miami Beach	FL	Miami Beach	https://blackhousemiamibeach.com/
Brooks BJJ	AB	Brooks	https://brooksbjj.com
Wetaskiwin BJJ	AB	Wetaskiwin	https://wetaskiwinbjj.com
10th Planet Birmingham	AL	Birmingham	https://mmabirmingham.com/
ALLIANCE JIU JITSU	AL	Huntsville	https://alliancehuntsville.com/
NEXTGEN MARTIAL ARTS	AL	Prattville	https://www.nextgenmartialarts.com/
(Muay Thai Gym) Sitan Gym Arizona LLC	AZ	Chandler	https://sitangymaz.com/
Ares East Mesa BJJ Academy	AZ	Mesa	https://areseastmesabjj.com/
DeBrazil Jiu-Jitsu Academy	AZ	Tucson	https://debraziljiujitsu.com/
Mike Burlaka's Brazilian Jiu Jitsu @Hard Knocks Gym	AZ	Phoenix	https://www.facebook.com/MikeBurlakaBJJ/
Vanquish MMA & Jiu Jitsu	AZ	Payson	https://vanquishselfdefense.com/
Auburn CA Jiu Jitsu Academy	CA	Auburn	https://auburnjiujitsuacademy.com/
Institute of Combat	CA	Arcata	https://www.instituteofcombat.com/
Rice brothers Brazilian Jiu Jitsu	CA	Redding	https://ricebrosacademy.com/?fbPAAaank9WRQJ0f5XUCD7nDCT9_YZ7N0FpkVqn-3QxgLos6phsskIp9UrbXTyc_aem_AcxKEC-ea23ShVOKT-p_9ivUHO3QEvIy3wh3A7nmMpplQlDh7ddgoeBgtEJrB7mEiho
Meriden BJJ	CT	Meriden	https://meridenbjj.com
Middletown BJJ CT	CT	Middletown	https://middletownbjjct.com
Fabin Rosa BJJ Altamonte Springs	FL	Altamonte Springs	https://bjjorlando.com/altamonte
