region	city	name	url	hostname
NY	Queens	Tiger Schulmann's Martial Arts Bayside (Queens) NY	https://tsk.com/locations/ny/queens-bayside	tsk.com
NY	Queens	Tiger Schulmann's Martial Arts Glendale (Queens) NY	https://tsk.com/locations/ny/queens-glendale	tsk.com
NY	Queens	Tiger Schulmann's Martial Arts Jackson Heights (Queens) NY	https://tsk.com/locations/ny/queens-jackson-heights	tsk.com
NY	Queens	Tiger Schulmann's Martial Arts Middle Village (Queens) NY	https://tsk.com/locations/ny/queens-middle-village	tsk.com
NY	Queens	Tiger Schulmann's Martial Arts Rego Park (Queens) NY	https://tsk.com/locations/ny/queens-rego-park	tsk.com
NY	Rego Park	Kings Combat Fitness	https://kingscombatfitness.com	kingscombatfitness.com
NY	Rochester	Bedroc MMA & Fitness	https://www.bedrocmma.com	www.bedrocmma.com
NY	Rochester	Nova Jiu Jitsu Rochester	https://novajiujitsu.com	novajiujitsu.com
NY	Rochester	Synthesis Brazilian Jiu-Jitsu	https://synthesisbjj.com	synthesisbjj.com
NY	Rockville Centre	Tiger Schulmann's Martial Arts Rockville Centre NY	https://tsk.com/locations/ny/rockville-centre	tsk.com
NY	Smithtown	Tiger Schulmann's Martial Arts Smithtown NY	https://tsk.com/locations/ny/smithtown	tsk.com
NY	South Glens Falls	Atlas Jiu Jitsu Glens Falls	https://www.atlasjiujitsu.com/glenns-falls	www.atlasjiujitsu.com
NY	Staten Island	Renzo Gracie Staten Island	https://sinybjj.com	sinybjj.com
NY	Staten Island	Team Real USA	https://teamrealusa.com/wp	teamrealusa.com
NY	Staten Island	Tiger Schulmann's Martial Arts New Dorp (Staten Island) NY	https://tsk.com/locations/ny/staten-island-new-dorp	tsk.com
NY	Sunnyside	Marlon Colorado BJJ NYC	https://www.marloncoloradobjjnyc.com/	www.marloncoloradobjjnyc.com
NY	Syosset	Tiger Schulmann's Martial Arts Syosset NY	https://tsk.com/locations/ny/syosset	tsk.com
NY	Syracuse	Haven Jiu Jitsu	https://cnyjiujitsu.com	cnyjiujitsu.com
NY	Syracuse	Miori Martial Arts	https://www.miorimartialarts.com/	www.miorimartialarts.com
NY	Syracuse	Sas Jiu Jitsu Syracuse	https://www.sasteamsyracuse.com	www.sasteamsyracuse.com
NY	Victor	Gracie Jiu-Jitsu Victor	https://gracievictor.com	gracievictor.com
NY	Wappingers Falls	Black Hole Jiu Jitsu	https://blackholejj.com	blackholejj.com
NY	Yonkers	Peak Performance MMA	https://peakperformancemma.com/	peakperformancemma.com
