region	city	name	url	hostname
GA	Bonaire	Miller Martial Arts (American Top Team Warner Robins)	https://millermartialarts.us	millermartialarts.us
GA	Braselton	Iron Wolf Academy	https://www.ironwolfacademy.org/	www.ironwolfacademy.org
GA	Brookhaven	Buckhead Fight Club	https://www.buckheadfightclub.com/	www.buckheadfightclub.com
GA	Brunswick	Devine Jiu Jitsu - Brunswick	https://www.devinejiujitsu.com/schools/brunswick/	www.devinejiujitsu.com
GA	Buford	Straight Blast Gym Buford	https://sbgatlanta.com/locations/sbg-buford/	sbgatlanta.com
GA	Buford	Underground Martial Arts & Fitness LLC	https://www.ukamartialarts.com/	www.ukamartialarts.com
GA	Byron	Burton Brazilian Jiu Jitsu	https://www.burtonbrazilianjiujitsu.com/	www.burtonbrazilianjiujitsu.com
GA	Cumming	Ascension Mixed Martial Arts (Cumming)	https://ascensionmma.com/	ascensionmma.com
GA	Cumming	GB South Forsyth	https://graciebarra.com/cumming-ga/	graciebarra.com
GA	Dalton	G1 Martial Arts, Krav Maga, & Brazilian Jiu Jitsu	https://www.g1martialarts.com/	www.g1martialarts.com
GA	Decatur	Tsunami MMA	https://www.tsunamimma.co/	www.tsunamimma.co
GA	Eastman	Tect Center	https://middlegamartialarts.com/	middlegamartialarts.com
GA	Ellijay	GB Ellijay	https://graciebarra.com/ellijay-ga/	graciebarra.com
GA	Flowery Branch	Full Throttle Fitness	https://fullthrottlemma.com/contact/	fullthrottlemma.com
GA	Gainesville	Gracie Barra Gainesville	https://graciebarra.com/gainesville-ga/	graciebarra.com
GA	Griffin	Anchor Jiu Jitsu & Fitness	https://anchorjiujitsu.com/	anchorjiujitsu.com
GA	Hahira	Ohana Jiu-Jitsu	https://ohanajiu-jitsu.com/	ohanajiu-jitsu.com
GA	Hiram	Rolling Panda Brazilian Jiu Jitsu	https://www.rollingpandabjj.com	www.rollingpandabjj.com
GA	Johns Creek	SPARTAK Atlanta - Judo, BJJ, and Fitness	https://www.spartakatl.com/	www.spartakatl.com
GA	Jonesboro	X3 Sports - North Marietta	https://x3sports.com/sign-up-for-a-free-class/	x3sports.com
GA	Kathleen	Southpaw Fitness	https://www.southpawfitness.com/	www.southpawfitness.com
GA	Kennesaw	Rise Up BJJ	https://www.riseupbjj.com/	www.riseupbjj.com
GA	Lawrenceville	American Top Team of Gwinnett	https://attofgwinnett.com/	attofgwinnett.com
GA	Lawrenceville	GB Lawrenceville	https://graciebarra.com/lawrenceville-ga/	graciebarra.com
GA	Lawrenceville	Gwinnett Training Academy	https://attofgwinnett.com/	attofgwinnett.com
GA	Marietta	Kenny Kim BJJ	https://kennykimbjj.com/	kennykimbjj.com
GA	McDonough	Smith Brazilian Jiu-Jitsu	https://www.smithbjj.com/	www.smithbjj.com
GA	Newnan	Gracie Jiu-Jitsu Newnan	https://www.gracienewnan.com/	www.gracienewnan.com
GA	Newnan	Independent MMA & Fitness of Newnan	https://independentmmafitness-newnan.com/	independentmmafitness-newnan.com
GA	Norcross	Diego Saraiva BJJ - Nova Uniao Atlanta GA	https://saraivabjj.com/	saraivabjj.com
GA	Norcross	Nucleus Brazilian Jiu Jitsu	https://nucleusbjj.com	nucleusbjj.com
GA	Rome	Scramble Brazilian Jiu Jitsu and Wrestling	https://scramblebrazilianjiujitsuandwrestling.blogspot.com/	scramblebrazilianjiujitsuandwrestling.blogspot.com
GA	Roswell	Diego Saraiva BJJ - Roswell/Crabapple GA	https://saraivabjjroswell.com/	saraivabjjroswell.com
GA	Savannah	Constant Expansion Jiu Jitsu / MMA	https://www.10psav.com	www.10psav.com
GA	Savannah	Gracie Jiu-Jitsu Savannah	https://www.gjjsav.com	www.gjjsav.com
GA	Smyrna	Atlanta Budokan	https://gamasd.com/	gamasd.com
GA	Smyrna	Jinsendo Martial Arts	https://www.jinsendo.com/	www.jinsendo.com
GA	Statesboro	Hanto Jiu-Jitsu Academy	https://www.hantobjj.com/	www.hantobjj.com
GA	Stone Mountain	Elite Academy of Martial Arts	https://eliteacademyofmartialarts.com/	eliteacademyofmartialarts.com
