region	city	name	url	hostname
MI	Southfield	Shojin Judo	https://www.shojinjudo.com/	www.shojinjudo.com
MI	Troy	Detroit Academy of Martial Arts	https://martialartstroy.com/	martialartstroy.com
MI	Westland	Japanese Martial Arts Academy	https://samuraidetroit.com/free-lesson	samuraidetroit.com
MI	Westland	NWC Martial Arts Academy	https://www.nwcmartialartsacademy.com/	www.nwcmartialartsacademy.com
MI	Westland	Stars and Strikes MMA	https://starsandstrikesmma.com/	starsandstrikesmma.com
MN	Albert Lea	Freestyle Martial Arts	https://www.minnesotafighting.com	www.minnesotafighting.com
MN	Apple Valley	Rio Jitsu	https://riojitsu.com	riojitsu.com
MN	Bemidji	Bemidji BJJ	https://www.bemidjibjj.com	www.bemidjibjj.com
MN	Blaine	Prodigy Martial Arts	https://www.prodigymartialartsmn.com	www.prodigymartialartsmn.com
MN	Brainerd	Black Arrow Martial Arts	https://www.blackarrowmartialarts.com	www.blackarrowmartialarts.com
MN	Brooklyn Center	The Academy MN	https://theacademymn.com	theacademymn.com
MN	Burnsville	Burnsville Martial Arts Academy	https://www.burnsvillemartialartsacademy.com	www.burnsvillemartialartsacademy.com
MN	Coon Rapids	Tracks Brazilian Jiu-Jitsu	https://tracksbjj.com	tracksbjj.com
MN	Duluth	Drengr Jiu-Jitsu	https://drengrjiujitsu.com	drengrjiujitsu.com
MN	Eagan	Minnesota Top Team	https://minnesotatopteam.com	minnesotatopteam.com
MN	Eden Prairie	Gorilla Combat	https://gorillacombat.com	gorillacombat.com
MN	Eden Prairie	World Jiu Jitsu Academy	https://wjja4u.com	wjja4u.com
MN	Edina	Alliance Jiu Jitsu MPLS	https://alliancebjjmn.com	alliancebjjmn.com
MN	Edina	The Academy Eden Prairie	https://www.academyedenprairie.com	www.academyedenprairie.com
MN	Elk River	The Academy Elk River	https://academyelkriver.com	academyelkriver.com
MN	Hamel	Hamel Jiu Jitsu Club	https://www.hameljiujitsu.com	www.hameljiujitsu.com
MN	Hibbing	Iron Academy Martial Arts	https://ironacademymartialarts.com	ironacademymartialarts.com
MN	Isanti	Isanti Grappling Club	https://isantigrapplingclub.com	isantigrapplingclub.com
MN	Lakeville	Resilience Martial Arts	https://www.resilience-ma.com	www.resilience-ma.com
MN	Little Canada	Warrior's Cove Martial Arts and Fitness Little Canada	https://warriorscove.com/st-paul-martial-arts/	warriorscove.com
MN	Mankato	Kato Jiujitsu	https://katojiujitsu.com	katojiujitsu.com
MN	Mankato	Mark44 Martial Arts Academy	https://www.mark44mma.com	www.mark44mma.com
MN	Maplewood	United Jiu Jitsu	https://www.ujjmn.com	www.ujjmn.com
MN	Minneapolis	MKG Martial Arts Minneapolis	https://www.mnkali.com	www.mnkali.com
MN	Minneapolis	Migration BJJ	https://migrationbjj.com	migrationbjj.com
MN	New Brighton	Motion City	https://motioncitybjj.com	motioncitybjj.com
MN	Oakdale	Spartan Martial Arts	https://spartanmartialartsgym.com	spartanmartialartsgym.com
MN	Owatonna	The Flow Lab Owatonna	https://theflowlabowatonna.com	theflowlabowatonna.com
MN	Plymouth	The Academy Plymouth	https://academyplymouth.com	academyplymouth.com
MN	Prior Lake	American MMA	https://american-mma.com	american-mma.com
MN	Red Wing	UnderGround Boxing & Brazilian Jiu-Jitsu	https://www.ugroundboxing.com	www.ugroundboxing.com
MN	Richfield	Tensei Jiu-Jitsu	https://tenseibjj.com	tenseibjj.com
MN	Rochester	Imperial Training Center	https://imperialtrainingcenter.com	imperialtrainingcenter.com
MN	Rochester	Stock Martial Arts	https://www.stockmartialarts.com	www.stockmartialarts.com
MN	Roseville	The Cellar Gym	https://thecellargym.com	thecellargym.com
MN	Shakopee	Royce Gracie Jiu Jitsu Academy Shakopee	https://rgjjmn.com	rgjjmn.com
MN	St. Cloud	Start BJJ Minnesota	https://startbjjminnesota.squarespace.com	startbjjminnesota.squarespace.com
MN	St. Louis Park	M-Theory Martial Arts	https://mtheorymartialarts.com	mtheorymartialarts.com
MN	St. Louis Park	Warrior's Cove Martial Arts and Fitness	https://warriorscove.com	warriorscove.com
MN	St. Paul	Bellum Brazilian Jiu Jitsu	https://bellumbrazilianjiujitsu.com	bellumbrazilianjiujitsu.com
MN	St. Paul	Grappler Station	https://www.grapplerstation.com	www.grapplerstation.com
MN	St. Paul	St. Paul Brazilian Jiu Jitsu Academy	https://bjjacademymn.com	bjjacademymn.com
MN	Winona	Flow Jiu-Jitsu Winona	https://winonabjj.com	winonabjj.com
MN	Winona	Winona BJJ	https://winonabjj.com	winonabjj.com
MN	Woodbury	Next Level Combat	https://www.nextlevelcombat.com	www.nextlevelcombat.com
MO	Ballwin	GB West County	https://gbwestcounty.com/	gbwestcounty.com
MO	Bevier	Black Diamond Grappling Club	https://www.bevierjiujitsu.com/	www.bevierjiujitsu.com
MO	Camdenton	Lake Area Gracie Jiu-jitsu	https://www.lakeareabjj.com/	www.lakeareabjj.com
MO	Cape Girardeau	Carpe Momentum School of Jiu-Jitsu LLC	https://cmsojj.com/	cmsojj.com
MO	Chesterfield	GB Chesterfield	https://gbchesterfield.com/	gbchesterfield.com
MO	Columbia	GB Columbia	https://graciebarra.com/columbia-mo/	graciebarra.com
MO	Columbia	Gracie Humaita Columbia	https://graciehumaitacolumbia.com	graciehumaitacolumbia.com
MO	Dardenne Prairie	GB O'Fallon	https://gbofallon.com/	gbofallon.com
MO	Eureka	USA Martial Arts Academy	https://www.usamartialartsacademy.com/	www.usamartialartsacademy.com
MO	Hannibal	GB Hannibal	https://graciebarra.com/hannibal-mo/	graciebarra.com
