GB Agoura	Agoura Hills	CA	snippets/tjjm-gyms-data-5.liquid
Gracie Jiu-Jitsu Alameda	Alameda	CA	snippets/tjjm-gyms-data-5.liquid
Cosmic Training Center Brazilian Jiu Jitsu	Alhambra	CA	snippets/tjjm-gyms-data-5.liquid
Alpine Jiu Jitsu	Alpine	CA	snippets/tjjm-gyms-data-5.liquid
Carlson Gracie Jiu Jitsu Anaheim	Anaheim	CA	snippets/tjjm-gyms-data-5.liquid
GB West Anaheim	Anaheim	CA	snippets/tjjm-gyms-data-5.liquid
Javier Blanchard Brazilian Jiu Jitsu / BJJ Anaheim CA 92801	Anaheim	CA	snippets/tjjm-gyms-data-5.liquid
Kings MMA Anaheim	Anaheim	CA	snippets/tjjm-gyms-data-5.liquid
Sovereign Brazilian Jiu Jitsu (BJJ)	Antioch	CA	snippets/tjjm-gyms-data-5.liquid
Gracie Jiu-Jitsu Apple Valley	Apple Valley	CA	snippets/tjjm-gyms-data-5.liquid
Logic Brazilian Jiu-Jitsu HQ	Arcadia	CA	snippets/tjjm-gyms-data-5.liquid
SCHOOL Brazilian Jiu-Jitsu Arcadia	Arcadia	CA	snippets/tjjm-gyms-data-5.liquid
Paragon Brazilian Jiu-Jitsu & Muay Thai Atascadero	Atascadero	CA	snippets/tjjm-gyms-data-5.liquid
Bakersfield Brazilian Jiu Jitsu / BJJ Bakersfield CA 93313	Bakersfield	CA	snippets/tjjm-gyms-data-5.liquid
Eric Nolan’s Xtreme Training Center	Bakersfield	CA	snippets/tjjm-gyms-data-5.liquid
South Valley Brazilian Jiu Jitsu	Bakersfield	CA	snippets/tjjm-gyms-data-5.liquid
The Chute MMA, Jiu Jitsu and Wrestling	Bakersfield	CA	snippets/tjjm-gyms-data-5.liquid
Trujitsu Bakersfield Brazilian Jiu Jitsu/mattbakerbjj	Bakersfield	CA	snippets/tjjm-gyms-data-5.liquid
Gracie Jiu-Jitsu Barstow	Barstow	CA	snippets/tjjm-gyms-data-5.liquid
Team Mata Brazilian Jiu Jitsu	Bell	CA	snippets/tjjm-gyms-data-5.liquid
Bay Area Boxing and BJJ	Belmont	CA	snippets/tjjm-gyms-data-5.liquid
New Creation Wrestling and Jiu Jitsu Academy LLC	Benicia	CA	snippets/tjjm-gyms-data-5.liquid
Bay Jiu-Jitsu / BJJ Berkeley CA 94704	Berkeley	CA	snippets/tjjm-gyms-data-5.liquid
Modern Combatives Mixed Martial Arts	Berkeley	CA	snippets/tjjm-gyms-data-5.liquid
Ralph Gracie Berkeley Jiu Jitsu Academy	Berkeley	CA	snippets/tjjm-gyms-data-5.liquid
Gracie Jiu-Jitsu Beverly Hills	Beverly Hills	CA	snippets/tjjm-gyms-data-5.liquid
Carlson Gracie Brawley	Brawley	CA	snippets/tjjm-gyms-data-5.liquid
Brea Jiu-Jitsu	Brea	CA	snippets/tjjm-gyms-data-5.liquid
Ares BJJ Brentwood	Brentwood	CA	snippets/tjjm-gyms-data-5.liquid
Checkmat Brentwood	Brentwood	CA	snippets/tjjm-gyms-data-5.liquid
Crosley Gracie Jiu-Jitsu	Brentwood	CA	snippets/tjjm-gyms-data-5.liquid
Ricardo Barros Brazilian Jiu-Jitsu	Brentwood	CA	snippets/tjjm-gyms-data-5.liquid
10th Planet Burbank	Burbank	CA	snippets/tjjm-gyms-data-5.liquid
Defiant MMA & Fitness	Burbank	CA	snippets/tjjm-gyms-data-5.liquid
Legacy Burbank	Burbank	CA	snippets/tjjm-gyms-data-5.liquid
Bond Squad MMA	Camarillo	CA	snippets/tjjm-gyms-data-5.liquid
The Los Angeles Jiu-Jitsu Club	Camarillo	CA	snippets/tjjm-gyms-data-5.liquid
Jean Jacques Machado Brazilian Jiu-Jitsu - Santa Clarita Valley	Canyon Country	CA	snippets/tjjm-gyms-data-5.liquid
Alliance Jiu-Jitsu Carlsbad / BJJ Carlsbad CA 92008	Carlsbad	CA	snippets/tjjm-gyms-data-5.liquid
Gracie Jiu Jitsu Carlsbad and San Marcos	Carlsbad	CA	snippets/tjjm-gyms-data-5.liquid
Uprise MMA	Carmichael	CA	snippets/tjjm-gyms-data-5.liquid
MCBJJ - Marcelo Cavalcanti Brazilian Jiu-JItsu	Carson	CA	snippets/tjjm-gyms-data-5.liquid
Lake Arrowhead Jiu-Jitsu	Cedar Glen	CA	snippets/tjjm-gyms-data-5.liquid
Academy of Brazilian Jiu Jitsu	Chatsworth	CA	snippets/tjjm-gyms-data-5.liquid
Kings Combat Sports	Chatsworth	CA	snippets/tjjm-gyms-data-5.liquid
Gracie Barra Chino Jiu-Jitsu	Chino	CA	snippets/tjjm-gyms-data-5.liquid
Vital Force Muay Thai & MMA	Chino	CA	snippets/tjjm-gyms-data-5.liquid
10th Planet Chino Hills	Chino Hills	CA	snippets/tjjm-gyms-data-5.liquid
10th Planet South Bay (Chula Vista CA)	Chula Vista	CA	snippets/tjjm-gyms-data-5.liquid
Alliance MMA Gym	Chula Vista	CA	snippets/tjjm-gyms-data-5.liquid
GB Chula Vista	Chula Vista	CA	snippets/tjjm-gyms-data-5.liquid
Global Fighting Legion / Jiu-Jitsu Chula Vista CA 91914	Chula Vista	CA	snippets/tjjm-gyms-data-5.liquid
7th Generation Jiu Jitsu	Clovis	CA	snippets/tjjm-gyms-data-5.liquid
Gracie Jiu-Jitsu Clovis	Clovis	CA	snippets/tjjm-gyms-data-5.liquid
Pacific Martial Arts Clovis CA	Clovis	CA	snippets/tjjm-gyms-data-5.liquid
925 Jiu Jitsu Club / BJJ Concord CA 94520	Concord	CA	snippets/tjjm-gyms-data-5.liquid
Sabre Jiu-Jitsu Academy	Concord	CA	snippets/tjjm-gyms-data-5.liquid
