verdict	region	name_final	city_final	state_final	website_final	address_final	source_url	note
CONFIRMED	MN	Rio Jitsu	Apple Valley	MN	https://riojitsu.com	6950 146th St W Suite 118, Apple Valley, MN 55124	https://riojitsu.com/contact	Contact page body footer location block reads 6950 146th St W st 118 / Apple Valley / MN / 55124 / US, phone (952)388-1799. Body nav carries Adults BJJ, Youth BJJ, Judo and GF Team pages. 952 and ZIP 55124 are Apple Valley MN. Gymdesk-hosted, live and taking signups.
CONFIRMED	MN	Apex Jiu-Jitsu	Duluth	MN	http://apexjiujitsu.net	228 1/2 N Central Ave, Duluth, MN 55807	http://apexjiujitsu.net	Body header and Location block both read Apex Jiu-Jitsu, 228 1/2 N. Central Ave, Duluth, MN 55807, 218-269-2588, entrance on alley side facing SuperOne Foods. Embedded map pinned to 228 1/2 N Central Ave Duluth MN 55807. Owner Cris Johnson, Pedro Sauer BJJ Association black belt July 2018. Body references Duluth-Superior and Twin Ports. This is Duluth MN not Duluth GA.
CONFIRMED	MN	Hamel Jiu Jitsu Club	Hamel	MN	https://www.hameljiujitsu.com	770 Tower Drive, Hamel, MN 55340	https://www.hameljiujitsu.com/contact-us	Contact page body Visit Us block reads 770 Tower Drive, Hamel, MN 55340, United States, (612) 400-8265, darrin@hameljiujitsu.com. Footer trades as Hamel Jiu Jitsu Club. Adult and two youth BJJ programs. 612 and ZIP 55340 are MN. Input redirected from /contact to /contact-us.
UNVERIFIED	MN	Checkmat S. Minneapolis	Minneapolis	MN		1362 La Salle Ave, Minneapolis, MN 55403		No school-owned website exists to read a body from. Gym runs on Instagram dangerroom612 only. Address 1362 LaSalle Ave Minneapolis MN 55403 appears consistently across Smoothcomp club 46824, chamberofcommerce and several BJJ directories, and ZIP 55403 is downtown Minneapolis, but every one of those is an aggregator. Head instructor Lemmy. Real and operating but address and name are NOT body-confirmed. Needs human confirmation.
CONFIRMED	MN	American MMA	Prior Lake	MN	https://american-mma.com	14869 Hwy 13 S, Prior Lake, MN 55372	https://american-mma.com/contact/	Site-wide header on home and contact pages reads 14869 Hwy 13 S, Prior Lake, MN, 952-457-7743. Contact page embedded map query reads 14869 Hwy 13 S Prior Lake MN 55372. Body reads Mixed Martial Arts, Muay Thai Kickboxing, Brazilian Jiu Jitsu, Serving the Savage/Prior Lake area for over 20 years, plus a Rodrigo Gracie 7th degree coral belt video. FLAG: the home-page map embed instead reads savage mn 55372 and the social handles are americanmmasavage, so the school straddles the Savage/Prior Lake line. Body text and contact-page map both say Prior Lake, so Prior Lake stands. 952 and ZIP 55372 are MN.
CONFIRMED	MN	Start BJJ Minnesota	St. Cloud	MN	https://startbjjminnesota.squarespace.com	3333 W Division Street Suite 220, Saint Cloud, MN 56301	https://startbjjminnesota.squarespace.com/contact	Contact page body Location block reads 3333 W Divison Street, suite 220 Saint Cloud, MN, 56301 (Division is misspelled on their own page), mnstart.info@gmail.com, (320) 469-0728. Canonical confirms the squarespace.com subdomain is the served URL, no custom domain. Body trades as START BJJ Minnesota. 320 and ZIP 56301 are central MN. Body spells the city Saint Cloud.
CONFIRMED	MN	Next Level Combat	Woodbury	MN	https://www.nextlevelcombat.com	1890 Wooddale Drive, Suite 600, Woodbury, MN 55125	https://www.nextlevelcombat.com	Body footer reads Location: Next Level Combat, 1890 Wooddale Drive, Suite 600, Woodbury, MN 55125, 651-890-9782. Body reads Next Level Combat Woodbury opened in July 2010 and Our Jiu Jitsu program is a proud affiliate of 10th Planet Jiu Jitsu under the legendary Eddie Bravo. Adult and Youth Jiu Jitsu program pages. 651 and ZIP 55125 are east metro MN.
UNVERIFIED	MS	Gracie South Cleveland Jiu Jitsu	Cleveland	MS		215 S Sharpe Ave, Cleveland, MS 38732		WEBSITE IS DEAD - stripped. dns.google returns Status 3 NXDOMAIN for both graciesouthcleveland.com and www.graciesouthcleveland.com, which is conclusive: the domain no longer exists. The research pass claim that it resolved but rendered blank is wrong. Parent graciesouth.com does resolve and reads Gracie South Jiu Jitsu Headquarters, 775 Lake Harbour Dr Suite E, Ridgeland MS 39157, but publishes no locations page and does not mention Cleveland. Only surviving traces of the Cleveland school are aggregators (Yelp, Nextdoor, bjjweb) giving 215 S Sharpe Ave, Cleveland MS 38732, (662) 641-1765, head professor John Blunschi. 662 and ZIP 38732 are Cleveland MS. Open/closed status NOT established - needs human confirmation.
UNVERIFIED	MS	Gracie United Gulfport	Gulfport	MS		1331 E. Pass Rd., Gulfport, MS 39507		WEBSITE WAS WRONG - stripped. championfactory.com is the Gracie United organisation site (Prof. Rafael Ellwanger), not this school's own site, and I read its Gyms page body in full: under the MISSISSIPPI heading it lists only Diamondhead (Pass Christian), Hancock (Bay St. Louis), Hattiesburg and Wiggins. There is NO Gulfport entry anywhere on the current roster. The second Gracie United roster, gulfcoastjiujitsuacademy.com (Prof. Joshua Guidry), lists only Bayou Lafourche LA and Gulf Shores AL. Aggregators also disagree on the address: events.com says 1331 E Pass Rd, Yelp says 9465 Creosote Rd. No school-owned body found. Existence, address and open status all unconfirmed.
CONFIRMED	MS	Gracie Jiu-Jitsu Ocean Springs	Ocean Springs	MS	https://gracieoceansprings.com	2200 Bienville Blvd Suite D, Ocean Springs, MS 39564	https://gracieoceansprings.com	Body reads We are located at 2200 Bienville Blvd Suite D, stop by and say hello, and the footer contact block reads 2200 Bienville Blvd Suite D, Ocean Springs, MS 39564 with 228-918-1508. Certified Gracie Jiu-Jitsu Training Center licensed from Gracie University, Gracie Combatives and Master Cycle adult programs, black belt Ryan Brinkman. Serves Ocean Springs, Biloxi, Gulfport, Gautier and Pascagoula. 228 and ZIP 39564 are MS. Copyright 2026, live.
