verdict	region	name_final	city_final	state_final	website_final	address_final	source_url	note
CORRECTED	BC	Genesis Martial Arts	Abbotsford	BC	https://www.genesismartialarts.ca	102 - 2313 West Railway Street, Abbotsford, BC V2S 2E3	https://www.genesismartialarts.ca	ADDRESS added (old value: blank). Read body: dedicated "Brazilian Jiu Jitsu" section, head instructor Black Belt Jason Gagnon, Cobrinha affiliate; footer carries "#102 - 2313 West Railway, Abbotsford, BC" and 778.809.5487 (BC area code); Google Maps link in footer resolves to 2313 W Railway St #102, Abbotsford, BC V2S 2E3. Also sells Muay Thai. Name matches body. Still open (posts a current weekly schedule).
CONFIRMED	BC	InFighting Training Centres	Burnaby	BC	https://www.infighting.ca	010-4664 Lougheed Hwy, Burnaby, BC V5C 3Y2	https://www.infighting.ca	Body states "InFighting Training Centres is located in Brentwood, Burnaby - offering Brazilian Jiu Jitsu, Kickboxing, and Strength and Conditioning"; claims 5 BJJ black belt instructors; Gi and No-Gi class times listed. Footer location block "010-4664 Lougheed Hwy, Burnaby, BC". Open since 2003, currently running a 2-4 week waitlist. All input fields matched the body.
CORRECTED	BC	Hiscoe Jiu-Jitsu	Chilliwack	BC	https://www.hiscoejiujitsu.com	17-8635 Young Rd, Chilliwack, BC V2P 4P3	https://www.hiscoejiujitsu.com	ADDRESS added (old value: blank). Body carries a rendered "BRAZILIAN JIU-JITSU PROGRAMS / Teen and Adults / Tuesday and Thursday 7:00 to 8:30 pm" block, so BJJ is genuinely taught. FLAG: this is primarily a Can-Ryu Japanese jiu-jitsu school (owner Steven Hiscoe, 9th Degree Black Belt in Can-Ryu; body also has a "JAPANESE JIU-JITSU PROGRAMS" block and kids HEET streams) with BJJ two nights a week. Body carries two conflicting postal codes (V2P 1P3 in the contact block, V2P 4P3 in the footer); used the footer value. 604 area code confirms BC.
CORRECTED	BC	Delta BJJ	Delta	BC	https://deltabjj.ca	3-1835 56 Street, Delta, BC	https://deltabjj.ca	ADDRESS added (old value: blank). Body footer: "DELTA BJJ, 3-1835 56 Street, Delta, BC, Canada", info@deltabjj.ca. Body is unambiguously Brazilian jiu-jitsu (gi photos, sparring, self-defense, structured progression), co-owners Eric Huggett and Connor Gilkinson. Schedule Tue/Thu/Fri, calendar set to America/Vancouver. Delta BC, not Delta CO/UT.
CORRECTED	BC	Gracie Barra Kelowna	Kelowna	BC	https://gbkelowna.ca	101 - 2333 Hunter Rd, Kelowna, BC V1X 7C5	https://gbkelowna.ca	WEBSITE added (old value: blank). The school's own site is on the .ca, not the .com - gbkelowna.com returns an empty body and graciebarra.com/kelowna-bc-canada returns nothing. Body of gbkelowna.ca reads "WELCOME TO GRACIE BARRA KELOWNA", Brazilian Jiu Jitsu programs for kids/teens/adults plus BarraFit, contact block "GRACIE BARRA KELOWNA 101 - 2333 HUNTER Rd, KELOWNA", TEL (604) 780-8319, info@gbkelowna.ca. Map embed points at 2333 Hunter Rd #101. Street address matches the stored value.
CORRECTED	BC	Marcus Soares Brazilian Jiu-Jitsu Maple Ridge	Maple Ridge	BC	https://marcussoares.com/locations/maple-ridge	11924 207th Street, Maple Ridge, BC V2X 1X7	https://marcussoares.com/locations/maple-ridge	NAME changed (old value: "Marcus Soares BJJ Academy Maple Ridge") - the body trades as "Marcus Soares Brazilian Jiu-Jitsu Maple Ridge". ADDRESS added (old value: blank): "11924 207th Street, Maple Ridge, BC V2X 1X7", location phone 236-512-9797 (BC). Body carries a full weekly BJJ timetable (Adult BJJ, Kids BJJ, Lil Tots, No-Gi), Carlson Gracie lineage, Prof. Jon Curtis on site. Meta geo.region CA-BC. Three-location network Vancouver/Langley/Maple Ridge confirmed in nav and footer.
CORRECTED	BC	Hero Academy	North Vancouver	BC	https://hero-academy.ca	208 - 250 Esplanade E, North Vancouver, BC V7L 1B4	https://hero-academy.ca	ADDRESS added (old value: blank). Body contact block: "208 - 250 Esplanade E, North Vancouver, BC V7L 1B4", phone (778) 488-5916 (BC). Rendered program list includes a dedicated "Brazilian Jiu Jitsu" program page plus "Wrestling for BJJ", alongside Boxing/Muay Thai and Hyrox. Site modified 2026-05, currently advertising a summer sale. Name matches body.
CONFIRMED	BC	Galbraith Jiu Jitsu	Prince George	BC	https://galbraithjiujitsu.ca	1791 Nicholson Street, Prince George, BC V2N 1A9	https://galbraithjiujitsu.ca	Body: "Our classes are taught under Black Belt Travis Galbraith. Travis currently holds a black belt in Brazilian Jiu Jitsu ... earned his black belt under Rodrigo Munduruca and Kyle Cardinal." FAQ block is entirely about BJJ (gi/no-gi, rolling). Contact block "1791 Nicholson Street, Prince George, British Columbia V2N 1A9, Canada", classes Mon/Wed/Fri 7-8:30pm. Body states "We are open again and accepting new members". FLAG: it is a GoDaddy site builder page with a 2023 copyright and the school is "currently based out of The Northern Capital Judo Club" - it is a BJJ club renting judo club space, not a judo school.
CORRECTED	BC	Gracie Barra Central Richmond	Richmond	BC	https://graciebarra.com/central-richmond-bc-canada	12200 Vulcan Way, Richmond, BC V6V 1J8	https://graciebarra.com/central-richmond-bc-canada	NAME changed (old value: "Gracie Barra Richmond Central") - body header and prose both read "GB Central Richmond" / "Gracie Barra Central Richmond". WEBSITE added (old value: blank) - the school has a live page on graciebarra.com. ADDRESS changed (old value: "21 - 12200 Vulcan Way, Richmond, BC V6V 1J8") - the body carries no unit number, just "12200 Vulcan Way, Richmond, British Columbia, V6V 1J8, Canada". Phone (236) 333-1198 confirms BC. Full GB curriculum rendered (GBK, GB1, GB2, GB3, GBF). This is Richmond BRITISH COLUMBIA, stated in full in the body, not Richmond VA/TX/KY.
CORRECTED	BC	Nomad Brazilian Jiu Jitsu Studio	Sechelt	BC	https://thenomadstudio.ca	1780 Blower Road, Sechelt (Wilson Creek), BC	https://thenomadstudio.ca	ADDRESS added (old value: blank). Body footer: "1780 Blower Road, Sechelt (Wilson Creek), 604-789-9950". Body strapline "Brazilian Jiu Jitsu classes in Wilson Creek (Sechelt) on the Sunshine Coast, BC". Class list is all BJJ (Mini/Junior/Senior Nomads, Adult Jiu Jitsu, private BJJ), coach Sean Yoshi Hatanaka, BJJ since 2011. Copyright 2026, semester registration currently open. Name matches body.
