verdict	region	name_final	city_final	state_final	website_final	address_final	source_url	note
CORRECTED	MN	Burnsville Martial Arts Academy	Burnsville	MN	https://www.burnsvillemartialartsacademy.com	11921 Portland Ave, Burnsville, MN 55337	https://www.burnsvillemartialartsacademy.com/contact	ADDRESS changed, old value "1401 Cliff Road E, Burnsville, MN 55337". Contact page body prints "Burnsville Martial Arts Academy / 11921 Portland Ave / Burnsville, MN 55337", phone (952) 697-9781 (952 = MN south metro). Home body carries a dedicated Brazilian Jiu Jitsu programme alongside Muay Thai, Kali/JKD, MMA and youth; BJJ stripe/promotion posts dated 2026, so open. Name, city and state confirmed from body.
CORRECTED	MN	Alliance Jiu Jitsu MPLS	Edina	MN	https://alliancebjjmn.com	7387 Bush Lake Road, Edina, MN 55439	https://alliancebjjmn.com	NAME changed, old value "Alliance Jiu Jitsu Minnesota". Body nav brand and copyright line both read "Alliance Jiu Jitsu MPLS"; page headings read "Alliance MPLS". Visit Us block: "Find us in Edina, Minnesota. Address 7387 Bush Lake Road, Edina, Minnesota 55439", repeated in footer, phone 952.942.1190. Programme list is Fundamentals, Intermediate, Advanced, Kids, No-Gi, Privates, Women - pure BJJ, Alliance lineage from Jacare Cavalcanti and Fabio Gurgel. City Edina, not Minneapolis, despite the MPLS brand.
CORRECTED	MN	Mark44 Martial Arts Academy	Mankato	MN	https://www.mark44mma.com	219 S. Victory Dr., Mankato, MN 56001	https://mark44mma.com	Two changes. ADDRESS changed, old value "1415 1st Ave Suite 4, Mankato, MN 56001"; body contact block reads "contact us / 219 S. Victory Dr. / Mankato, MN 56001 / Tel: (507)508-0707". NAME changed, old value "Mark44 MMA"; body about heading reads "ABOUT MARK44 MARTIAL ARTS ACADEMY", footer reads "MArk44 martial arts academy" and the Instagram handle is mark44_martial_arts_academy (mark44mma.com is only the domain/title). Dedicated Brazilian Jiu Jitsu programme page plus Judo, Muay Thai and Kids. mark44mma.com redirects to www.mark44mma.com. 507 = southern MN, ZIP 56001 Mankato.
CONFIRMED	MN	The Flow Lab Owatonna	Owatonna	MN	https://theflowlabowatonna.com	1010 Hoffman Dr NW, Owatonna, MN 55060	https://theflowlabowatonna.com	Body: "The Flow Lab Owatonna / Brazilian Jiu-Jitsu / Owatonna, MN" and "We are located at 1010 Hoffman Dr NW Owatonna, MN 55060", phone (507)-200-0191. BJJ and submission wrestling only; GFTeam under Julio Cesar Pereira, head coach Matt Lumsden, brown belt under Jose Carlos Lima. All five fields verified from body.
CONFIRMED	MN	The Cellar Gym	Roseville	MN	https://thecellargym.com	2480 Fairview Ave N, #11, Roseville, MN 55113	https://thecellargym.com	Footer address block reads "2480 Fairview Ave N, #11 Roseville, MN 55113", phone (612) 355-2259. Watch item: meta description and og:site_name say "Minneapolis-St Paul" and the embedded map string references Saint Anthony, but the printed mat address in the body is Roseville, ZIP 55113 = Roseville MN. Dedicated Brazilian Jiu Jitsu programme page plus Muay Thai, MMA, kickboxing, Kids BJJ. Owners Ben and Katie Locken, news items dated 2026, so open.
CONFIRMED	MN	Higher Ground Brazilian Jiu-Jitsu	White Bear Lake	MN	https://www.hgbjjmn.com	4395 Lake Ave S, White Bear Lake, MN 55110	https://www.hgbjjmn.com	Body H1 reads "White Bear Lake, MN"; CONTACT block reads "Our Address: 4395 Lake Ave S., White Bear Lake, MN 55110, USA", phone 651-724-9088 (651 = east metro MN). Body is a pure BJJ syllabus - Gi All Levels, Nogi All Levels, Saturday Gi, kids 4-7 and 8-14 - GFTeam lineage, head instructor Chris Golv, second degree black belt. Confirmed on all fields.
CONFIRMED	MS	Rankin Jiu-Jitsu Academy	Brandon	MS	https://rankinjiujitsu.com	114 E Business Park Dr Ste I, Brandon, MS 39042	https://rankinjiujitsu.com	Body H2 "Brazilian Jiu-Jitsu Training in Brandon, MS"; contact block and footer both print "114 E Business Park Dr Ste I, Brandon, MS 39042", 601-706-9610 (601 = MS), ZIP 39042 = Brandon MS not Brandon MB. Programmes are Adult Jiu-Jitsu, Kids Jiu-Jitsu, Tiny Tykes - BJJ only. Owner Justin Donald, opened October 2023, Pedro Sauer lineage; Summer Camp 2026 live, so open. Confirmed on all fields.
CORRECTED	MS	Precision Martial Arts Academy Flowood	Flowood	MS	https://www.mississippijiujitsu.com	901 Lakeland Pl., Flowood, MS 39232	https://www.mississippijiujitsu.com/schedule	Two changes. ADDRESS changed, old value "624 Grants Ferry Rd, Flowood, MS 39232"; the body now prints "901 Lakeland Pl. Flowood, MS 39232" twice, in the site footer and again in the Location block of the contact/schedule page, phone (769) 229-3798 (769 = MS overlay). NAME changed, old value "Precision Martial Arts of Flowood"; body brand line and og:site_name read "Precision Martial Arts Academy Flowood", footer heading "Precision Jiu Jitsu of Flowood". Body renders fine now, contrary to the research note - programmes are Tiny Ninjas, Kids Jiu Jitsu, Adult Jiu Jitsu, Nogi, Ladies Only, Open Mat, closing line "learn Brazilian Jiu-Jitsu from the most accomplished team in Mississippi".
UNVERIFIED	MS	Precision Martial Arts Gluckstadt	Gluckstadt	MS		111 Dees Dr, Madison, MS 39110	https://www.mississippijiujitsu.com	The sister location is real - the Flowood body twice references it ("Both of our locations have extra equipment", "attendance to any training sessions at our Gluckstadt location") - but NO body anywhere prints its street address. It has no site of its own: gluckstadtjiujitsu.com and precisiongluckstadt.com are both NXDOMAIN (Status 3), and the Flowood site has no Gluckstadt page. 111 Dees Dr is aggregator-only and is carried here unverified. City also unresolved: the parent site calls it Gluckstadt (incorporated 2021), the aggregator address says Madison; both sit in ZIP 39110, Madison County MS. Needs a body read or a phone call before it ships.
UNVERIFIED	MS	Gracie United Picayune	Picayune	MS		107 Hwy 11 South, Picayune, MS 39466	https://www.championfactory.com/gyms	The stored website does not serve this school. I read the full championfactory.com Gyms/Schedules roster body: its Mississippi section lists exactly four academies - Diamondhead (Pass Christian 39571), Hancock (Bay St. Louis 39520), Hattiesburg (39402) and Wiggins (39577). There is NO Picayune entry. gracieunited.com 301-redirects to the same championfactory.com roster, and championfactory.com/gyms/picayune returns an empty body (no such page). picayunebjj.com is NXDOMAIN (Status 3). Per the brand-roster rule an absent roster entry is not proof of closure, so I will not file REJECT-CLOSED, but there is zero primary evidence for this record and its website field is wrong. Do not ship without an independent body read.
