region	name	city	state	website	address	research_evidence
MN	Bemidji BJJ	Bemidji	MN	https://bemidjibjj.com		Live Google Sites body reads Bemidji Brazilian Jiu-Jitsu, BBJJ is a small club in the Bemidji area made of BJJ enthusiasts, We train together evenings and weekends. Contact Info page gives phone 218-308-6762 (218 = northern MN) and Bemidjibjj@gmail.com. Real, volunteer-run club. No street address published on the site.
MN	Drengr Jiu-Jitsu	Duluth	MN	https://drengrjiujitsu.com	230 E Superior St, Duluth, MN 55802	Body Contact Us block reads Drengr Jiu-Jitsu, 230 E Superior St, Duluth, MN 55802. Body reads the highest quality Jiu-Jitsu classes in Duluth, Minnesota; history section names Adam Linn, Zach Walters and head coach/owner Dustin Hjelle. ZIP 55802 = downtown Duluth MN. NOTE directories still carry the old 2711 W Superior St Ste 208 address; the current body says 230 E Superior St.
MN	Iron Academy Martial Arts	Hibbing	MN	https://ironacademymartialarts.com	2225 1st Ave, Hibbing, MN 55746	Body Location block reads 2225 1st Ave Hibbing, MN 55746 with hours and contact (218) 996-3522. Site strapline reads Jiu-Jitsu Instruction On Minnesota's Iron Range; instructor interview names Shane Jones, Team Black Arrow Jiu-Jitsu Black Belt 1st Degree, who opened his own academy in Hibbing. 218 = northern MN. This is the real Hibbing BJJ school.
MN	MKG Martial Arts	Minneapolis	MN	https://www.mnkali.com	4532 Chicago Ave, Minneapolis, MN 55407	Body of mnkali.com confirms an operating school with a dedicated Brazilian Jiu Jitsu (BJJ) program page and TWO Minnesota locations - separate MPLS Schedule and Edina Schedule (MKG West Edina) nav items. Guro Rick Faye. The homepage renders addresses via script; street line is directory-corroborated. ZIP 55407 = south Minneapolis. Edina second location flagged in reply.
MN	UnderGround Boxing and Brazilian Jiu-Jitsu	Red Wing	MN	https://www.ugroundboxing.com	415 Main St, Red Wing, MN 55066	Body Come visit us block reads 415 Main St, Red Wing, MN 55066, USA with an embedded map pinned to it, phone +1 651-376-4431. Body reads Transformative Martial Arts in Red Wing, MN and This hidden gem is located beneath the Studebaker Parking Ramp in the heart of Red Wing. Dedicated Brazilian Jiu-Jitsu program page. 651 = MN.
MN	M-Theory Martial Arts	St. Louis Park	MN	https://mtheorymartialarts.com	5700 W 36th St, St Louis Park, MN 55416	Body footer reads 5700 W 36th St, St Louis Park, MN 55416, Call us 612-254-3467. Adult, youth, kids and no-gi BJJ programs. Reviews in the body name Professor Ish (Ishmael Bentley, Pedro Sauer black belt). ZIP 55416 = St. Louis Park.
MS	Gracie United Hancock	Bay St. Louis	MS	https://www.hancockbjj.com	835 US-90 Suite 22, Bay St Louis, MS 39520	"Own-site footer body reads ""835 US-90 Suite 22, Bay St Louis, MS 39520, United States"", phone +1 228-335-8434 (228 = MS). Corroborated on the Team Jucao locations page: ""GRACIE UNITED HANCOCK, 835 Hwy 90, Suite 22, Bay St. Louis, MS 39520, (228) 216-1960""."
MS	Relentless Mixed Martial Arts	Columbus	MS	https://relentless-mma.com	128 S. McCrary Rd, Columbus, MS 39702	"Body header and footer both read ""128 S. McCrary Rd, Columbus, Mississippi 39702"", phone 662-574-6487 (662 = MS). Body repeatedly names ""Lowndes County"" and ""the golden triangle area"". Full Brazilian Jiu Jitsu program. Not Columbus OH, NE, IN or GA."
MS	Steel Coast Brazilian Jiu Jitsu	Gulfport	MS	https://www.steelcoastbjj.com	3801 25th Ave, Gulfport, MS 39501	IBJJF-registered academy, owner and head coach Dan Carlson, black belt under Joel Tudor. steelcoastbjj.com resolves but renders blank to the fetcher; address 3801 25th Ave, Gulfport MS 39501 and phone (228) 206-3339 (228 = MS) from listings. Address not body-confirmed.
MS	Shackelford's MMA Center	Olive Branch	MS	https://shackelfordsmma.com	8804 Caroma St STE 155, Olive Branch, MS 38654	"Contact page body reads ""8804 Caroma St STE 155 Olive Branch, MS 38654"", phone 901-582-5558. ZIP 38654 = Olive Branch MISSISSIPPI, so this is an MS record even though the phone is a Memphis 901 number and the site markets heavily to Memphis and even references memphisjiu-jitsu.com. Physical address governs."
