id	region	city	name	stored_w	current_override	override_file	new_w	verified	note
3	CO	Aurora	Gracie Jiu-Jitsu Aurora	http://www.graciejiujitsuaurora.com		websites-2	https://www.graciebjjcolorado.com/	PASS	Live Gracie Certified Training Center site listing 601 Salida Way Suite B6, Aurora CO 80011.
11	CO	Colorado Springs	719 Fight Team MMA			NEW	https://www.facebook.com/719FightTeamMma/	PASS	Page details give 2551 Airport Rd #110, Colorado Springs CO 80909 and list BJJ among classes.
29	CO	Loveland	Kingsnake Jiu-Jitsu	http://www.kingsnakebjj.com		websites-2	https://kingsnakebjj.com/	PASS_WITH_CAVEAT	1343 S. Garfield Ave, Loveland CO 80537, but it is an appointment-only private-lesson micro-gym.
30	CO	New Castle	Ground Zero Roaring Fork Valley BJJ	http://gzglenwoodsprings.com		websites-2	https://ground-zero-roaring-fork.square.site/	PASS_WITH_CAVEAT	Real BJJ/kids BJJ class pages, but address given is 413 9th St, Glenwood Springs, not New Castle.
31	CO	Northglenn	Rocky Mountain Jiu Jitsu			NEW	https://www.instagram.com/rockymountainjj/	PASS	IG bio gives 425 W 115th Ave Suite 4, Northglenn CO 80229, matching the Northglenn city business listing; 462 posts.
40	LA	Broussard	Fight to Win Lafayette Jiu -Jitsu	http://www.fighttowinlafayette.com/		websites-2	https://www.roycegraciebroussard.com/	PASS	817 Albertson Pkwy Suite E, Broussard LA, 337-362-3083; site contact email is FightToWinLafayette@gmail.com, confirming the rebrand.
41	LA	Broussard	Louisiana Judo. Louisiana Muay Thai			NEW	https://www.louisianajudo.com/	PASS_WITH_CAVEAT	222 Burgess Dr, Broussard LA, 337-256-2322, but only Judo and Muay Thai classes are named; no BJJ.
51	LA	Lake Charles	Lake Area Brazilian Jiu-Jitsu			NEW	https://www.facebook.com/LABJJ/	PASS	6102 Common Street, Lake Charles LA 70607; BJJ/MMA page with a comment thread from four weeks ago.
59	LA	Prairieville	Criterion Jiu Jitsu	https://www.criterionjiujitsu.com/home		websites-2	https://www.facebook.com/people/Criterion-Jiu-Jitsu/100064091672810/	PASS_WITH_CAVEAT	Ralph Gracie affiliate at 40017 LA-42, Prairieville LA 70769, but the page has only 15 followers and its linked criterionjiujitsu.com is dead.
64	LA	Stonewall	Gracie Stonewall Jiu Jitsu Academy			NEW	https://www.facebook.com/Gatorpitbjj/	PASS	671 Hwy 171 Suite J, Stonewall LA 71078, phone 318-840-5105, with current kids/adults Gracie class schedule.
70	NJ	Browns Mills	Clay Jiu Jitsu	http://www.clayjiu-jitsu.com/		websites-2	https://www.facebook.com/clayjiujitsu/	PASS	519 Lakehurst Rd, Browns Mills NJ 08015, described as a Brazilian Jiu Jitsu school for adults and children.
76	NJ	Edison	Jaguar BJJ	http://jaguarbjj.com/		websites-2	https://jaguarbjj.com/	PASS_WITH_CAVEAT	IG has only 3 posts/43 followers, but its bio address 518 Old Post Rd, Edison NJ and phone 732-484-9933 match the school's own live jaguarbjj.com site listing black-belt coaches Radji Bryson-Barrett and Jorge Vega.
77	NJ	Elizabeth	Golden Eagle Judo & Jiu-Jitsu	http://www.goldeneaglejjj.com/		websites-2	https://www.facebook.com/Goldeneaglejudo/	PASS	313 1st Ave, Elizabeth NJ 07206, phone (908) 313-8527, teaching Judo and Jiu-Jitsu.
106	NJ	West Long Branch	Rolles Gracie Academy - Long Branch Jiu Jitsu & Muay Thai	https://rollesgracielongbranchnj.com/		websites-2	https://rrmartialarts.com/	PASS	Rebrand confirmed: RR Martial Arts sits at 167 Locust Ave, West Long Branch NJ 07764 with phone (203) 428-1987, the same address and phone listed for Rolles Gracie Academy Long Branch.
120	OK	Duncan	Lucas Martial Arts			NEW	https://www.facebook.com/LucasMartialArts/	PASS	706 W Main St, Duncan OK 73533, phone (432) 553-0365, with a posted Kids and Adult Brazilian Jiu-Jitsu schedule; not the Bedford IN school.
123	OK	Edmond	Kudos			NEW	https://www.facebook.com/p/Kudos-Jiujitsu-100063489492758/	PASS	2000 W Danforth Rd Suite 126, Edmond OK 73003, phone (405) 823-4629, Royce Gracie black belt Wade Smittle.
126	OK	Enid	Shah Mat Brazilian Jiu Jitsu			NEW	https://www.facebook.com/ShahMatBJJ/	PASS	213 W Randolph, Enid OK 73701, phone (580) 603-1201, self-described as Enid's only BJJ academy.
137	OK	Owasso	Clinch Martial Arts Academy - Owasso	teamclinch.com		websites-2	https://www.facebook.com/teamclinch/	PASS	102 S Atlanta St, Owasso OK 74055, Jean Jacques Machado affiliated BJJ school posting current gi/no-gi class times.
139	OK	Poteau	Oklahoma Combat Sports / KORE BJJ	site.oklahomacombatsports.com		websites-2	https://www.facebook.com/ocskorebjj/	PASS	Page states the gym is at 1301 S. Broadway, Poteau OK, offering Brazilian Jiu Jitsu, kickboxing and MMA.
143	OK	Tulsa	Ryan Brazilian Jiu Jitsu			NEW	https://www.facebook.com/Ryanbrazilianjiujitsu/	PASS	216 S Trenton Ave, Tulsa OK 74120, phone (918) 510-8745, email ryanbjjtulsa@gmail.com; not the Roseburg OR school.
