region	name	city	state	website	address	research_evidence
HI	O2 Martial Arts Academy	Aiea	HI		98-019 Kamehameha Hwy Ste 208A, Aiea, HI 96701	Listed on the Relson Gracie federation academy roster as a Relson Gracie Jiu-Jitsu Association school; BJJ plus boxing and wrestling. Address from listings, own site body not read - verify before publishing
HI	Gracie Barra Aloha Stadium	Honolulu	HI	https://graciebarra.com/honolulu-hi	4510 Salt Lake Blvd, Honolulu, HI 96818	Body: Gracie Barra global network school, GB1/GB2/GB3 Jiu-Jitsu programs, no-gi training, founded by Carlos Gracie Jr
HI	Relson Gracie Jiu-Jitsu Ronn Shiraki Academy	Honolulu	HI	https://www.ronnshiraki.com	737 Kapahulu Ave, Honolulu, HI 96816	"Body: ""highly advanced Brazilian Jiu-Jitsu school"" at top of Kapahulu, Relson Gracie affiliate established 2002, methods ""originating from Brazil"""
HI	Exodus Martial Arts Academy	Kailua-Kona	HI	https://exodusmaahawaii.squarespace.com	74-5599 Luhia Street Suite E2, Kailua-Kona, HI 96740	"Body: ""specializing in Brazilian Jiujitsu"", Gracie Allegiance affiliate under Professor Clark Gracie; Professor Jason Tanaka black belt 2022, gi and no-gi plus Friday open mat"
HI	K-Team Martial Arts	Kaneohe	HI	https://k-team-martial-arts.com	46-012 Alaloa Street 3rd Warehouse Unit, Kaneohe, HI 96744	"Body: ""the only IBJJF and USBJJF accredited Jiu-Jitsu academy in Kaneohe and Kahaluu"", Gracie/Brazilian Jiu-Jitsu gi plus no-gi submission grappling"
HI	Ohana Jiu Jitsu Academy	Kihei	HI	https://www.ohanajiujitsumaui.com	650 Lipoa Pkwy, Kihei, HI 96753	Body: led by Rodrigo Fanti, Brazilian Jiu Jitsu black belt in Carlson Gracie Jiu Jitsu; adult and kids BJJ plus Sunday open mat on the Kihei rooftop deck
HI	Maui Kombat Academy	Wailuku	HI	https://www.mauikombatacademy.com	1161 Main St, Wailuku, HI 96793	"Body: ""the grappling art of Brazilian Jiu-Jitsu"" alongside Muay Thai, adults and kids classes, Wailuku Maui"
ID	Brave BJJ Boise	Boise	ID	https://www.brave-bjj.com	8707 W State St, Boise, ID 83714	Body header and footer both read 8707 W State Street Boise ID 83714, founders Collin and Brittney Davey, Brave Brazilian Jiu-jitsu LLC. ZIP 83714. Occupies the former Eagle Brazilian Jiu Jitsu Academy space
ID	Gracie Barra Caldwell	Caldwell	ID	https://graciebarra.com/id-caldwell	708 Main St Suite 1a, Caldwell, ID 83605	Gracie Barra school page body repeats 708 Main St Suite1a Caldwell ID 83605 four times with full weekly hours and phone 208-202-5223, Premium School badge. ZIP 83605
ID	Alliance Jiu Jitsu Eagle	Eagle	ID	https://www.allianceboise.org	195 S Wooddale Ave, Eagle, ID 83616	Same locations page body lists Eagle Location 195 S Wooddale Ave Eagle ID 83616 with its own hours. Note the site footer misprints this as Boise ID 83161 which is not a valid ZIP, the locations page body is the correct reading. Phone 208-639-9198
ID	Vibe Jiu Jitsu and Grappling Arts	Idaho Falls	ID	https://www.vibejiujitsu.com	1808 E Piper St 1, Idaho Falls, ID 83401	Body address block reads 1808 E Piper St 1 Idaho Falls ID 83401 with driving directions from N Yellowstone Hwy, four named black belt instructors, Pedro Sauer Brazilian Jiu-Jitsu Association page in nav. ZIP 83401
ID	System Jiu-Jitsu	Meridian	ID	https://systemjiujitsu.com	735 N Ralstin St, Meridian, ID 83642	Body headline World Class Jiu-Jitsu Meridian Idaho, No-Gi focused, founders Jacen Flynn and Nick Kugelman, black belts under Craig Kukuk. Contact block 735 N Ralstin St Meridian ID 83642 and phone 208-941-6704. ZIP 83642
ID	Core Jiu Jitsu	Nampa	ID	https://corejjidaho.com	1124 1st St S, Nampa, ID 83651	Body reads BRAZILIAN JIU JITSU LOCATED IN DOWNTOWN NAMPA IDAHO and Located in the heart of downtown nampa 1124 1st st S nampa id 83651, serves Nampa Caldwell Meridian. ZIP 83651
ID	PAC Jiu-Jitsu	Rexburg	ID	https://pacjiujitsu.com		Own domain, page title and description read PAC Jiu-Jitsu in Rexburg Idaho, structured Gi and No-Gi classes, 36-lesson fundamentals program. Site is JS-rendered and returned no body text, so no street address confirmed. Rexburg ID 83440. HELD AS PARTIALLY VERIFIED, no page body read
NM	Desert Dynasty MMA	Alamogordo	NM	https://www.desertdynastymma.com	700 E 1st St #720/#721, Alamogordo, NM 88310	Body Contact Us gives 700 E. 1st Street #720/#721 Alamogordo NM 88310 and (575) 415-4105; Carlos Machado CMJJ affiliate teaching gi and no-gi
NM	Gracie Barra New Mexico	Albuquerque	NM	https://gbnewmexico.com	1504 San Pedro Dr NE, Albuquerque, NM 87110	Body footer gives 1504 San Pedro Dr NE Albuquerque NM 87110 and (505) 515-4341; blog posts dated August 2026
NM	Sindalu Brazilian Jiu-Jitsu Albuquerque	Albuquerque	NM	https://www.sindalubjj.com	3614 High St NE, Albuquerque, NM 87107	Body About page lists Albuquerque Location 3614 High St NE Albuquerque NM 87107 alongside the Portales location
NM	Kingdom Jiu Jitsu Academy	Carlsbad	NM	https://kingdombjj.com	113 S Canyon St, Carlsbad, NM 88220	Body Contact Us gives Kingdom Jiu Jitsu Academy 113 S Canyon St Carlsbad NM 88220 and (575) 725 5165; site content is stale so re-check before publishing
NM	Kings Jiu Jitsu	Las Cruces	NM	https://www.kingsjiujitsucruces.com	1001 W Picacho Ave Ste B, Las Cruces, NM 88005	Body Location block gives 1001 W Picacho Ave Ste B Las Cruces NM 88005 and (575) 635-1940; Prof Wesley King, Gracie black belt
NM	Gracie Barra Rio Rancho	Rio Rancho	NM	https://gbriorancho.com	1000 Golf Course Rd Suite 109, Rio Rancho, NM 87124	Listed with address and phone 505-818-9220 in the footer bodies of both gbnewmexico.com and gbalbuquerque.com; ZIP 87124
NM	New Mexico BJJ	Santa Fe	NM	https://santafebjj.com	2801 Rodeo Rd, Suite A6, Santa Fe, NM 87507	REAL-BUT-WRONG-URL - no school trades as New Mexico BJJ in Santa Fe; the long-running academy at 2801 Rodeo Rd now trades as Gracie Barra Santa Fe, body gives Suite A6 Santa Fe NM 87507 and 505-502-5121
RI	Coventry Brazilian Jiu Jitsu	Coventry	RI	https://coventryribjj.com	53 Sandy Bottom Rd, Coventry, RI 02816	Body footer reads 53 Sandy Bottom Rd. Coventry, RI 02816 and (844) 926-8255; stored coventrybjj.com is a GoDaddy Launching Soon placeholder with en_GB locale and no address
RI	Mission First Jiu-Jitsu	Middletown	RI	https://www.missionfirstbjj.com	999 West Main Road, Middletown, RI 02842	Body heading gives 999 West Main Road Middletown, Rhode Island 02842 and (401) 787-1690; live page files this under Newport, which is wrong
RI	Gracie Jiu-Jitsu Providence	Providence	RI	https://graciejiujitsuprovidence.com	21 Turner St, Providence, RI 02908	Body footer contacts block reads 21 Turner St Providence RI 02908 US and (401) 321-2176, Certified Gracie Jiu-Jitsu Training Center
RI	Cortes BJJ	Warwick	RI	https://cortesbjj.com	1222 Warwick Ave, Warwick, RI 02888	School operating at ZIP 02888 under Prof Nic Cortes, phone (401) 787-0017; cortesbjj.com currently redirects to a 97Display Website Temporarily Unavailable billing-delinquent page, so the stored URL serves no content right now
VT	Brattleboro BJJ	Brattleboro	VT	https://www.brattleborojiujitsu.com	55 Marlboro Rd., Suite 14, Brattleboro, VT 05301	REAL-BUT-WRONG-URL - brattleborobjj.com NXDOMAIN; school trades as Gracie Jiu-Jitsu Brattleboro, contact page body shows 55 Marlboro Rd. Suite 14 Brattleboro VT 05301 and phone 802-579-7906
