region	name	city	state	website	address	research_evidence
AB	10th Planet Jiu Jitsu Calgary	Calgary	AB		6020 1a St SW Unit 5, Calgary, AB T2H 0G3	"10th Planet affiliate in Calgary. Directory record read as ""10th Planet Jiu Jitsu Calgary, 6020 1a St SW #5, Calgary, AB T2H 0G3, Canada - expert training in BJJ and kids programs"". Alberta postal T2H. No independent domain located; body not read - lower confidence."
AB	Arashi-Do Martial Arts Calgary NE Deerfoot McCall Lake	Calgary	AB	https://arashido.com/location/calgary-deerfoot-north/		"Listed under AVAILABLE LOCATIONS on the body of arashido.com/programs/brazilian-jiu-jitsu (the Arashi-Do Behring Brazilian Jiu Jitsu program page) and in the site-wide CALGARY AND AREA locations menu. Arashi-Do is an Alberta-only chain; its own body states ""19 locations across the province ... the premier martial arts school in Alberta"". Street address not captured."
AB	Authentic Jiu Jitsu	Calgary	AB	https://authenticjiujitsu.com	3616 52 Ave NW, Calgary, AB T2L 1V9	"Domain live and titled ""Authentic Jiu Jitsu Calgary - Brazilian Jiu Jitsu - Martial Arts School"" in search results. Directory record read as ""Authentic Jiu Jitsu, 3616 52 Ave NW, Calgary, AB T2L 1V9, Canada - top-notch Brazilian Jiu Jitsu instruction"". Alberta postal T2L. Body not individually read - lower confidence."
AB	Dynamic MMA	Calgary	AB	https://www.dynamicmma.ca	1237 45 Ave NE, Calgary, AB T2E 2P2	"Domain resolves (199.34.228.55). Directory record read as ""Dynamic MMA, 1237 45 Ave NE, Calgary, AB T2E 2P2, Canada"" tagged Jiu Jitsu. Alberta postal T2E. Body not individually read - lower confidence."
AB	The Old Way Jiu-Jitsu	Calgary	AB	https://theoldwayjiujitsu.com	10233 Elbow Dr SW Unit 150, Calgary, AB T2W 0S1	"Domain resolves (185.230.63.171). Directory record read as ""The Old Way Jiu-Jitsu, 10233 Elbow Dr SW Unit 150, Calgary, AB T2W 0S1, Canada"". Alberta postal T2W. Body not individually read - lower confidence."
AB	Arashi-Do Martial Arts Cochrane	Cochrane	AB	https://arashido.com/location/cochrane/		"Listed under AVAILABLE LOCATIONS on the body of the Arashi-Do Brazilian Jiu Jitsu program page and in the CALGARY AND AREA locations menu. Alberta confirmed by the chain's own body text ""19 locations across the province ... premier martial arts school in Alberta"". Street address not captured."
AB	Bairro Brazilian Jiu-Jitsu Academy	Edmonton	AB	https://bairro.ca	10542 106 St, Edmonton, AB T5H 2X6	"Body of bairro.ca reads ""Bairro Brazilian Jiu-Jitsu and Kickboxing - The Best Martial Arts In Edmonton"" and the footer prints two distinct academies. Central: ""Bairro Brazilian Jiu-Jitsu Academy, 10542 106 St, Edmonton, AB T5H 2X6, Canada"", phone 587-404-2823. Renzo Gracie affiliate (affiliate logo in body). Alberta postal T5H, area code 587."
AB	Edmonton Jujitsu	Edmonton	AB	https://edmontonjujitsu.com		"Domain resolves (75.119.202.54). Listed in the Alberta BJJ directory as ""Edmonton Jiu-Jitsu, Edmonton, AB"". Street address not captured; body not individually read - lower confidence."
AB	Kingdom MMA and Fitness	Edmonton	AB	https://kingdommixedmartialarts.ca	9785 45 Ave NW, Edmonton, AB T6E 5V8	"Domain resolves (216.24.57.1). Directory record read as ""Kingdom MMA and Fitness, 9785 45th Ave NW, Edmonton, AB T6E 5V8, Canada - expert training in Jiu Jitsu and Muay Thai"". Alberta postal T6E. Body not individually read - lower confidence."
AB	Arashi-Do Martial Arts Edson	Edson	AB	https://arashido.com/location/edson/		Named under AVAILABLE LOCATIONS on the body of the Arashi-Do Behring Brazilian Jiu Jitsu program page. Edson is on Highway 16 west of Edmonton, Alberta. Street address not captured.
AB	Arashi-Do Martial Arts Hinton	Hinton	AB	https://arashido.com/location/hinton/		Named under AVAILABLE LOCATIONS on the body of the Arashi-Do Behring Brazilian Jiu Jitsu program page. Hinton is in west-central Alberta. Street address not captured.
